ID;RegioS;Inkomensverdeling;AantalPersMet52WekenInkomenAbs_1;AantalPersMet52WekenInkomen_2
3376;Steenderen;"1e 10%-groep; minder dan  6 700 euro";0.4;13.0
3377;Steenderen;"2e 10%-groep;  6 700 tot  9 100 euro";0.3;10.0
3378;Steenderen;"3e 10%-groep;  9 100 tot 11 600 euro";0.3;10.0
3379;Steenderen;"4e 10%-groep; 11 600 tot 13 800 euro";0.3;10.0
3380;Steenderen;"5e 10%-groep; 13 800 tot 15 800 euro";0.3;9.0
3381;Steenderen;"6e 10%-groep; 15 800 tot 18 200 euro";0.3;9.0
3382;Steenderen;"7e 10%-groep; 18 200 tot 20 900 euro";0.3;10.0
3383;Steenderen;"8e 10%-groep; 20 900 tot 24 400 euro";0.3;9.0
3384;Steenderen;"9e 10%-groep; 24 400 tot 30 400 euro";0.4;11.0
3385;Steenderen;"10e 10%-groep; meer dan 30 400  euro";0.3;9.0
3386;Steenderen;"1e 10%-groep; minder dan 6 700 euro";0.4;13.0
3387;Steenderen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";1.0;30.0
3388;Steenderen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";1.2;37.0
3389;Steenderen;"9e-10e 10%-groep; meer dan 24 400 euro";0.7;20.0
3390;Tiel;Totaal personen met 52 weken inkomen;26.3;100.0
3391;Tiel;"1e 10%-groep; minder dan  6 700 euro";2.7;10.0
3392;Tiel;"2e 10%-groep;  6 700 tot  9 100 euro";2.6;10.0
3393;Tiel;"3e 10%-groep;  9 100 tot 11 600 euro";2.9;11.0
3394;Tiel;"4e 10%-groep; 11 600 tot 13 800 euro";2.8;11.0
3395;Tiel;"5e 10%-groep; 13 800 tot 15 800 euro";2.7;10.0
3396;Tiel;"6e 10%-groep; 15 800 tot 18 200 euro";2.5;10.0
3397;Tiel;"7e 10%-groep; 18 200 tot 20 900 euro";2.8;11.0
3398;Tiel;"8e 10%-groep; 20 900 tot 24 400 euro";2.6;10.0
3399;Tiel;"9e 10%-groep; 24 400 tot 30 400 euro";2.4;9.0
3400;Tiel;"10e 10%-groep; meer dan 30 400  euro";2.3;9.0
3401;Tiel;"1e 10%-groep; minder dan 6 700 euro";2.7;10.0
3402;Tiel;"2e-4e 10%-groep;  6 700 tot 13 800 euro";8.2;31.0
3403;Tiel;"5e-8e 10%-groep; 13 800 tot 24 400 euro";10.7;41.0
3404;Tiel;"9e-10e 10%-groep; meer dan 24 400 euro";4.7;18.0
3405;Ubbergen;Totaal personen met 52 weken inkomen;6.4;100.0
3406;Ubbergen;"1e 10%-groep; minder dan  6 700 euro";0.5;9.0
3407;Ubbergen;"2e 10%-groep;  6 700 tot  9 100 euro";0.6;10.0
3408;Ubbergen;"3e 10%-groep;  9 100 tot 11 600 euro";0.8;12.0
3409;Ubbergen;"4e 10%-groep; 11 600 tot 13 800 euro";0.6;9.0
3410;Ubbergen;"5e 10%-groep; 13 800 tot 15 800 euro";0.7;10.0
3411;Ubbergen;"6e 10%-groep; 15 800 tot 18 200 euro";0.6;10.0
3412;Ubbergen;"7e 10%-groep; 18 200 tot 20 900 euro";0.6;10.0
3413;Ubbergen;"8e 10%-groep; 20 900 tot 24 400 euro";0.7;10.0
3414;Ubbergen;"9e 10%-groep; 24 400 tot 30 400 euro";0.7;11.0
3415;Ubbergen;"10e 10%-groep; meer dan 30 400  euro";0.6;9.0
3416;Ubbergen;"1e 10%-groep; minder dan 6 700 euro";0.5;9.0
3417;Ubbergen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";2.0;31.0
3418;Ubbergen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";2.6;40.0
3419;Ubbergen;"9e-10e 10%-groep; meer dan 24 400 euro";1.3;20.0
3420;Voorst;Totaal personen met 52 weken inkomen;16.0;100.0
3421;Voorst;"1e 10%-groep; minder dan  6 700 euro";1.9;12.0
3422;Voorst;"2e 10%-groep;  6 700 tot  9 100 euro";1.8;11.0
3423;Voorst;"3e 10%-groep;  9 100 tot 11 600 euro";2.0;12.0
3424;Voorst;"4e 10%-groep; 11 600 tot 13 800 euro";1.7;10.0
3425;Voorst;"5e 10%-groep; 13 800 tot 15 800 euro";1.4;9.0
3426;Voorst;"6e 10%-groep; 15 800 tot 18 200 euro";1.5;9.0
3427;Voorst;"7e 10%-groep; 18 200 tot 20 900 euro";1.5;9.0
3428;Voorst;"8e 10%-groep; 20 900 tot 24 400 euro";1.4;9.0
3429;Voorst;"9e 10%-groep; 24 400 tot 30 400 euro";1.6;10.0
3430;Voorst;"10e 10%-groep; meer dan 30 400  euro";1.4;9.0
3431;Voorst;"1e 10%-groep; minder dan 6 700 euro";1.9;12.0
3432;Voorst;"2e-4e 10%-groep;  6 700 tot 13 800 euro";5.4;34.0
3433;Voorst;"5e-8e 10%-groep; 13 800 tot 24 400 euro";5.7;36.0
3434;Voorst;"9e-10e 10%-groep; meer dan 24 400 euro";3.0;19.0
3435;Vorden;Totaal personen met 52 weken inkomen;5.8;100.0
3436;Vorden;"1e 10%-groep; minder dan  6 700 euro";0.7;11.0
3437;Vorden;"2e 10%-groep;  6 700 tot  9 100 euro";0.7;11.0
3438;Vorden;"3e 10%-groep;  9 100 tot 11 600 euro";0.6;10.0
3439;Vorden;"4e 10%-groep; 11 600 tot 13 800 euro";0.6;10.0
3440;Vorden;"5e 10%-groep; 13 800 tot 15 800 euro";0.6;10.0
3441;Vorden;"6e 10%-groep; 15 800 tot 18 200 euro";0.6;10.0
3442;Vorden;"7e 10%-groep; 18 200 tot 20 900 euro";0.5;9.0
3443;Vorden;"8e 10%-groep; 20 900 tot 24 400 euro";0.6;10.0
3444;Vorden;"9e 10%-groep; 24 400 tot 30 400 euro";0.5;9.0
3445;Vorden;"10e 10%-groep; meer dan 30 400  euro";0.5;9.0
3446;Vorden;"1e 10%-groep; minder dan 6 700 euro";0.7;11.0
3447;Vorden;"2e-4e 10%-groep;  6 700 tot 13 800 euro";1.8;32.0
3448;Vorden;"5e-8e 10%-groep; 13 800 tot 24 400 euro";2.3;39.0
3449;Vorden;"9e-10e 10%-groep; meer dan 24 400 euro";1.1;18.0
3450;Wageningen;Totaal personen met 52 weken inkomen;22.1;100.0
3451;Wageningen;"1e 10%-groep; minder dan  6 700 euro";2.7;12.0
3452;Wageningen;"2e 10%-groep;  6 700 tot  9 100 euro";2.4;11.0
3453;Wageningen;"3e 10%-groep;  9 100 tot 11 600 euro";2.1;10.0
3454;Wageningen;"4e 10%-groep; 11 600 tot 13 800 euro";1.8;8.0
3455;Wageningen;"5e 10%-groep; 13 800 tot 15 800 euro";2.1;10.0
3456;Wageningen;"6e 10%-groep; 15 800 tot 18 200 euro";2.2;10.0
3457;Wageningen;"7e 10%-groep; 18 200 tot 20 900 euro";2.1;10.0
3458;Wageningen;"8e 10%-groep; 20 900 tot 24 400 euro";2.0;9.0
3459;Wageningen;"9e 10%-groep; 24 400 tot 30 400 euro";2.3;11.0
3460;Wageningen;"10e 10%-groep; meer dan 30 400  euro";2.4;11.0
3461;Wageningen;"1e 10%-groep; minder dan 6 700 euro";2.7;12.0
3462;Wageningen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";6.4;29.0
3463;Wageningen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";8.4;38.0
3464;Wageningen;"9e-10e 10%-groep; meer dan 24 400 euro";4.7;21.0
3465;Warnsveld;Totaal personen met 52 weken inkomen;6.0;100.0
3466;Warnsveld;"1e 10%-groep; minder dan  6 700 euro";0.7;11.0
3467;Warnsveld;"2e 10%-groep;  6 700 tot  9 100 euro";0.6;10.0
3468;Warnsveld;"3e 10%-groep;  9 100 tot 11 600 euro";0.6;10.0
3469;Warnsveld;"4e 10%-groep; 11 600 tot 13 800 euro";0.5;9.0
3470;Warnsveld;"5e 10%-groep; 13 800 tot 15 800 euro";0.6;10.0
3471;Warnsveld;"6e 10%-groep; 15 800 tot 18 200 euro";0.5;9.0
3472;Warnsveld;"7e 10%-groep; 18 200 tot 20 900 euro";0.5;9.0
3473;Warnsveld;"8e 10%-groep; 20 900 tot 24 400 euro";0.6;10.0
3474;Warnsveld;"9e 10%-groep; 24 400 tot 30 400 euro";0.6;11.0
3475;Warnsveld;"10e 10%-groep; meer dan 30 400  euro";0.7;12.0
3476;Warnsveld;"1e 10%-groep; minder dan 6 700 euro";0.7;11.0
3477;Warnsveld;"2e-4e 10%-groep;  6 700 tot 13 800 euro";1.7;28.0
3478;Warnsveld;"5e-8e 10%-groep; 13 800 tot 24 400 euro";2.3;38.0
3479;Warnsveld;"9e-10e 10%-groep; meer dan 24 400 euro";1.4;23.0
3480;Wehl;Totaal personen met 52 weken inkomen;4.4;100.0
3481;Wehl;"1e 10%-groep; minder dan  6 700 euro";0.6;13.0
3482;Wehl;"2e 10%-groep;  6 700 tot  9 100 euro";0.5;11.0
3483;Wehl;"3e 10%-groep;  9 100 tot 11 600 euro";0.6;13.0
3484;Wehl;"4e 10%-groep; 11 600 tot 13 800 euro";0.4;10.0
3485;Wehl;"5e 10%-groep; 13 800 tot 15 800 euro";0.4;10.0
3486;Wehl;"6e 10%-groep; 15 800 tot 18 200 euro";0.4;9.0
3487;Wehl;"7e 10%-groep; 18 200 tot 20 900 euro";0.4;10.0
3488;Wehl;"8e 10%-groep; 20 900 tot 24 400 euro";0.4;9.0
3489;Wehl;"9e 10%-groep; 24 400 tot 30 400 euro";0.4;10.0
3490;Wehl;"10e 10%-groep; meer dan 30 400  euro";0.3;6.0
3491;Wehl;"1e 10%-groep; minder dan 6 700 euro";0.6;13.0
3492;Wehl;"2e-4e 10%-groep;  6 700 tot 13 800 euro";1.5;33.0
3493;Wehl;"5e-8e 10%-groep; 13 800 tot 24 400 euro";1.7;38.0
3494;Wehl;"9e-10e 10%-groep; meer dan 24 400 euro";0.7;16.0
3495;Westervoort;Totaal personen met 52 weken inkomen;10.5;100.0
3496;Westervoort;"1e 10%-groep; minder dan  6 700 euro";1.1;11.0
3497;Westervoort;"2e 10%-groep;  6 700 tot  9 100 euro";1.1;10.0
3498;Westervoort;"3e 10%-groep;  9 100 tot 11 600 euro";1.0;10.0
3499;Westervoort;"4e 10%-groep; 11 600 tot 13 800 euro";1.0;9.0
3500;Westervoort;"5e 10%-groep; 13 800 tot 15 800 euro";1.2;11.0
3501;Westervoort;"6e 10%-groep; 15 800 tot 18 200 euro";1.1;10.0
3502;Westervoort;"7e 10%-groep; 18 200 tot 20 900 euro";1.1;11.0
3503;Westervoort;"8e 10%-groep; 20 900 tot 24 400 euro";1.1;11.0
3504;Westervoort;"9e 10%-groep; 24 400 tot 30 400 euro";1.0;10.0
3505;Westervoort;"10e 10%-groep; meer dan 30 400  euro";0.7;7.0
3506;Westervoort;"1e 10%-groep; minder dan 6 700 euro";1.1;11.0
3507;Westervoort;"2e-4e 10%-groep;  6 700 tot 13 800 euro";3.1;30.0
3508;Westervoort;"5e-8e 10%-groep; 13 800 tot 24 400 euro";4.5;43.0
3509;Westervoort;"9e-10e 10%-groep; meer dan 24 400 euro";1.8;17.0
3510;Winterswijk;Totaal personen met 52 weken inkomen;19.4;100.0
3511;Winterswijk;"1e 10%-groep; minder dan  6 700 euro";2.2;12.0
3512;Winterswijk;"2e 10%-groep;  6 700 tot  9 100 euro";2.4;12.0
3513;Winterswijk;"3e 10%-groep;  9 100 tot 11 600 euro";2.3;12.0
3514;Winterswijk;"4e 10%-groep; 11 600 tot 13 800 euro";2.3;12.0
3515;Winterswijk;"5e 10%-groep; 13 800 tot 15 800 euro";2.0;10.0
3516;Winterswijk;"6e 10%-groep; 15 800 tot 18 200 euro";2.1;11.0
3517;Winterswijk;"7e 10%-groep; 18 200 tot 20 900 euro";1.8;9.0
3518;Winterswijk;"8e 10%-groep; 20 900 tot 24 400 euro";1.6;8.0
3519;Winterswijk;"9e 10%-groep; 24 400 tot 30 400 euro";1.5;8.0
3520;Winterswijk;"10e 10%-groep; meer dan 30 400  euro";1.2;6.0
3521;Winterswijk;"1e 10%-groep; minder dan 6 700 euro";2.2;12.0
3522;Winterswijk;"2e-4e 10%-groep;  6 700 tot 13 800 euro";7.0;36.0
3523;Winterswijk;"5e-8e 10%-groep; 13 800 tot 24 400 euro";7.5;38.0
3524;Winterswijk;"9e-10e 10%-groep; meer dan 24 400 euro";2.8;14.0
3525;Wisch;Totaal personen met 52 weken inkomen;13.2;100.0
3526;Wisch;"1e 10%-groep; minder dan  6 700 euro";1.5;11.0
3527;Wisch;"2e 10%-groep;  6 700 tot  9 100 euro";1.5;11.0
3528;Wisch;"3e 10%-groep;  9 100 tot 11 600 euro";1.4;11.0
3529;Wisch;"4e 10%-groep; 11 600 tot 13 800 euro";1.6;12.0
3530;Wisch;"5e 10%-groep; 13 800 tot 15 800 euro";1.4;11.0
3531;Wisch;"6e 10%-groep; 15 800 tot 18 200 euro";1.4;11.0
3532;Wisch;"7e 10%-groep; 18 200 tot 20 900 euro";1.2;9.0
3533;Wisch;"8e 10%-groep; 20 900 tot 24 400 euro";1.2;9.0
3534;Wisch;"9e 10%-groep; 24 400 tot 30 400 euro";1.0;8.0
3535;Wisch;"10e 10%-groep; meer dan 30 400  euro";1.0;8.0
3536;Wisch;"1e 10%-groep; minder dan 6 700 euro";1.5;11.0
3537;Wisch;"2e-4e 10%-groep;  6 700 tot 13 800 euro";4.4;34.0
3538;Wisch;"5e-8e 10%-groep; 13 800 tot 24 400 euro";5.2;40.0
3539;Wisch;"9e-10e 10%-groep; meer dan 24 400 euro";2.0;16.0
3540;Wijchen;Totaal personen met 52 weken inkomen;26.1;100.0
3541;Wijchen;"1e 10%-groep; minder dan  6 700 euro";2.7;10.0
3542;Wijchen;"2e 10%-groep;  6 700 tot  9 100 euro";2.4;9.0
3543;Wijchen;"3e 10%-groep;  9 100 tot 11 600 euro";2.4;9.0
3544;Wijchen;"4e 10%-groep; 11 600 tot 13 800 euro";2.6;10.0
3545;Wijchen;"5e 10%-groep; 13 800 tot 15 800 euro";2.8;11.0
3546;Wijchen;"6e 10%-groep; 15 800 tot 18 200 euro";2.7;10.0
3547;Wijchen;"7e 10%-groep; 18 200 tot 20 900 euro";2.8;11.0
3548;Wijchen;"8e 10%-groep; 20 900 tot 24 400 euro";2.8;11.0
3549;Wijchen;"9e 10%-groep; 24 400 tot 30 400 euro";2.7;10.0
3550;Wijchen;"10e 10%-groep; meer dan 30 400  euro";2.4;9.0
3551;Wijchen;"1e 10%-groep; minder dan 6 700 euro";2.7;10.0
3552;Wijchen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";7.4;28.0
3553;Wijchen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";11.0;42.0
3554;Wijchen;"9e-10e 10%-groep; meer dan 24 400 euro";5.0;19.0
3555;Zaltbommel;Totaal personen met 52 weken inkomen;16.5;100.0
3556;Zaltbommel;"1e 10%-groep; minder dan  6 700 euro";2.0;12.0
3557;Zaltbommel;"2e 10%-groep;  6 700 tot  9 100 euro";1.6;10.0
3558;Zaltbommel;"3e 10%-groep;  9 100 tot 11 600 euro";1.5;9.0
3559;Zaltbommel;"4e 10%-groep; 11 600 tot 13 800 euro";1.6;10.0
3560;Zaltbommel;"5e 10%-groep; 13 800 tot 15 800 euro";1.3;8.0
3561;Zaltbommel;"6e 10%-groep; 15 800 tot 18 200 euro";1.6;10.0
3562;Zaltbommel;"7e 10%-groep; 18 200 tot 20 900 euro";1.5;9.0
3563;Zaltbommel;"8e 10%-groep; 20 900 tot 24 400 euro";1.8;11.0
3564;Zaltbommel;"9e 10%-groep; 24 400 tot 30 400 euro";1.9;11.0
3565;Zaltbommel;"10e 10%-groep; meer dan 30 400  euro";1.8;11.0
3566;Zaltbommel;"1e 10%-groep; minder dan 6 700 euro";2.0;12.0
3567;Zaltbommel;"2e-4e 10%-groep;  6 700 tot 13 800 euro";4.7;29.0
3568;Zaltbommel;"5e-8e 10%-groep; 13 800 tot 24 400 euro";6.1;37.0
3569;Zaltbommel;"9e-10e 10%-groep; meer dan 24 400 euro";3.7;22.0
3570;Zelhem;Totaal personen met 52 weken inkomen;7.5;100.0
3571;Zelhem;"1e 10%-groep; minder dan  6 700 euro";0.8;11.0
3572;Zelhem;"2e 10%-groep;  6 700 tot  9 100 euro";0.9;12.0
3573;Zelhem;"3e 10%-groep;  9 100 tot 11 600 euro";0.7;10.0
3574;Zelhem;"4e 10%-groep; 11 600 tot 13 800 euro";0.9;12.0
3575;Zelhem;"5e 10%-groep; 13 800 tot 15 800 euro";0.7;10.0
3576;Zelhem;"6e 10%-groep; 15 800 tot 18 200 euro";0.8;10.0
3577;Zelhem;"7e 10%-groep; 18 200 tot 20 900 euro";0.7;10.0
3578;Zelhem;"8e 10%-groep; 20 900 tot 24 400 euro";0.7;9.0
3579;Zelhem;"9e 10%-groep; 24 400 tot 30 400 euro";0.7;9.0
3580;Zelhem;"10e 10%-groep; meer dan 30 400  euro";0.6;8.0
3581;Zelhem;"1e 10%-groep; minder dan 6 700 euro";0.8;11.0
3582;Zelhem;"2e-4e 10%-groep;  6 700 tot 13 800 euro";2.5;33.0
3583;Zelhem;"5e-8e 10%-groep; 13 800 tot 24 400 euro";2.9;39.0
3584;Zelhem;"9e-10e 10%-groep; meer dan 24 400 euro";1.3;17.0
3585;Zevenaar;Totaal personen met 52 weken inkomen;17.9;100.0
3586;Zevenaar;"1e 10%-groep; minder dan  6 700 euro";1.9;11.0
3587;Zevenaar;"2e 10%-groep;  6 700 tot  9 100 euro";1.9;11.0
3588;Zevenaar;"3e 10%-groep;  9 100 tot 11 600 euro";1.6;9.0
3589;Zevenaar;"4e 10%-groep; 11 600 tot 13 800 euro";1.8;10.0
3590;Zevenaar;"5e 10%-groep; 13 800 tot 15 800 euro";1.9;11.0
3591;Zevenaar;"6e 10%-groep; 15 800 tot 18 200 euro";1.9;11.0
3592;Zevenaar;"7e 10%-groep; 18 200 tot 20 900 euro";1.8;10.0
3593;Zevenaar;"8e 10%-groep; 20 900 tot 24 400 euro";1.8;10.0
3594;Zevenaar;"9e 10%-groep; 24 400 tot 30 400 euro";1.8;10.0
3595;Zevenaar;"10e 10%-groep; meer dan 30 400  euro";1.5;8.0
3596;Zevenaar;"1e 10%-groep; minder dan 6 700 euro";1.9;11.0
3597;Zevenaar;"2e-4e 10%-groep;  6 700 tot 13 800 euro";5.3;30.0
3598;Zevenaar;"5e-8e 10%-groep; 13 800 tot 24 400 euro";7.4;41.0
3599;Zevenaar;"9e-10e 10%-groep; meer dan 24 400 euro";3.3;18.0
3600;Zutphen;Totaal personen met 52 weken inkomen;25.0;100.0
3601;Zutphen;"1e 10%-groep; minder dan  6 700 euro";2.2;9.0
3602;Zutphen;"2e 10%-groep;  6 700 tot  9 100 euro";2.4;10.0
3603;Zutphen;"3e 10%-groep;  9 100 tot 11 600 euro";2.7;11.0
3604;Zutphen;"4e 10%-groep; 11 600 tot 13 800 euro";2.9;12.0
3605;Zutphen;"5e 10%-groep; 13 800 tot 15 800 euro";3.0;12.0
3606;Zutphen;"6e 10%-groep; 15 800 tot 18 200 euro";3.0;12.0
3607;Zutphen;"7e 10%-groep; 18 200 tot 20 900 euro";2.7;11.0
3608;Zutphen;"8e 10%-groep; 20 900 tot 24 400 euro";2.4;9.0
3609;Zutphen;"9e 10%-groep; 24 400 tot 30 400 euro";2.1;8.0
3610;Zutphen;"10e 10%-groep; meer dan 30 400  euro";1.7;7.0
3611;Zutphen;"1e 10%-groep; minder dan 6 700 euro";2.2;9.0
3612;Zutphen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";8.1;32.0
3613;Zutphen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";11.0;44.0
3614;Zutphen;"9e-10e 10%-groep; meer dan 24 400 euro";3.8;15.0
3615;Nunspeet;Totaal personen met 52 weken inkomen;16.4;100.0
3616;Nunspeet;"1e 10%-groep; minder dan  6 700 euro";1.9;12.0
3617;Nunspeet;"2e 10%-groep;  6 700 tot  9 100 euro";1.8;11.0
3618;Nunspeet;"3e 10%-groep;  9 100 tot 11 600 euro";1.5;9.0
3619;Nunspeet;"4e 10%-groep; 11 600 tot 13 800 euro";1.6;10.0
3620;Nunspeet;"5e 10%-groep; 13 800 tot 15 800 euro";1.5;9.0
3621;Nunspeet;"6e 10%-groep; 15 800 tot 18 200 euro";1.5;9.0
3622;Nunspeet;"7e 10%-groep; 18 200 tot 20 900 euro";1.6;10.0
3623;Nunspeet;"8e 10%-groep; 20 900 tot 24 400 euro";1.7;11.0
3624;Nunspeet;"9e 10%-groep; 24 400 tot 30 400 euro";1.7;10.0
3625;Nunspeet;"10e 10%-groep; meer dan 30 400  euro";1.6;10.0
3626;Nunspeet;"1e 10%-groep; minder dan 6 700 euro";1.9;12.0
3627;Nunspeet;"2e-4e 10%-groep;  6 700 tot 13 800 euro";4.9;30.0
3628;Nunspeet;"5e-8e 10%-groep; 13 800 tot 24 400 euro";6.3;38.0
3629;Nunspeet;"9e-10e 10%-groep; meer dan 24 400 euro";3.3;20.0
3630;Dronten;Totaal personen met 52 weken inkomen;22.7;100.0
3631;Dronten;"1e 10%-groep; minder dan  6 700 euro";2.6;11.0
3632;Dronten;"2e 10%-groep;  6 700 tot  9 100 euro";2.3;10.0
3633;Dronten;"3e 10%-groep;  9 100 tot 11 600 euro";1.9;8.0
3634;Dronten;"4e 10%-groep; 11 600 tot 13 800 euro";2.2;10.0
3635;Dronten;"5e 10%-groep; 13 800 tot 15 800 euro";2.2;10.0
3636;Dronten;"6e 10%-groep; 15 800 tot 18 200 euro";2.2;10.0
3637;Dronten;"7e 10%-groep; 18 200 tot 20 900 euro";2.3;10.0
3638;Dronten;"8e 10%-groep; 20 900 tot 24 400 euro";2.4;10.0
3639;Dronten;"9e 10%-groep; 24 400 tot 30 400 euro";2.5;11.0
3640;Dronten;"10e 10%-groep; meer dan 30 400  euro";2.4;10.0
3641;Dronten;"1e 10%-groep; minder dan 6 700 euro";2.6;11.0
3642;Dronten;"2e-4e 10%-groep;  6 700 tot 13 800 euro";6.3;28.0
3643;Dronten;"5e-8e 10%-groep; 13 800 tot 24 400 euro";8.9;39.0
3644;Dronten;"9e-10e 10%-groep; meer dan 24 400 euro";4.9;22.0
3645;Neerijnen;Totaal personen met 52 weken inkomen;7.3;100.0
3646;Neerijnen;"1e 10%-groep; minder dan  6 700 euro";0.9;12.0
3647;Neerijnen;"2e 10%-groep;  6 700 tot  9 100 euro";0.7;9.0
3648;Neerijnen;"3e 10%-groep;  9 100 tot 11 600 euro";0.7;10.0
3649;Neerijnen;"4e 10%-groep; 11 600 tot 13 800 euro";0.7;9.0
3650;Neerijnen;"5e 10%-groep; 13 800 tot 15 800 euro";0.6;9.0
3651;Neerijnen;"6e 10%-groep; 15 800 tot 18 200 euro";0.7;9.0
3652;Neerijnen;"7e 10%-groep; 18 200 tot 20 900 euro";0.6;9.0
3653;Neerijnen;"8e 10%-groep; 20 900 tot 24 400 euro";0.8;11.0
3654;Neerijnen;"9e 10%-groep; 24 400 tot 30 400 euro";0.8;11.0
3655;Neerijnen;"10e 10%-groep; meer dan 30 400  euro";0.9;12.0
3656;Neerijnen;"1e 10%-groep; minder dan 6 700 euro";0.9;12.0
3657;Neerijnen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";2.0;28.0
3658;Neerijnen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";2.7;38.0
3659;Neerijnen;"9e-10e 10%-groep; meer dan 24 400 euro";1.6;22.0
3660;Abcoude;Totaal personen met 52 weken inkomen;5.5;100.0
3661;Abcoude;"1e 10%-groep; minder dan  6 700 euro";0.5;10.0
3662;Abcoude;"2e 10%-groep;  6 700 tot  9 100 euro";0.4;8.0
3663;Abcoude;"3e 10%-groep;  9 100 tot 11 600 euro";0.4;7.0
3664;Abcoude;"4e 10%-groep; 11 600 tot 13 800 euro";0.3;6.0
3665;Abcoude;"5e 10%-groep; 13 800 tot 15 800 euro";0.4;7.0
3666;Abcoude;"6e 10%-groep; 15 800 tot 18 200 euro";0.4;8.0
3667;Abcoude;"7e 10%-groep; 18 200 tot 20 900 euro";0.4;7.0
3668;Abcoude;"8e 10%-groep; 20 900 tot 24 400 euro";0.5;9.0
3669;Abcoude;"9e 10%-groep; 24 400 tot 30 400 euro";0.7;12.0
3670;Abcoude;"10e 10%-groep; meer dan 30 400  euro";1.5;26.0
3671;Abcoude;"1e 10%-groep; minder dan 6 700 euro";0.5;10.0
3672;Abcoude;"2e-4e 10%-groep;  6 700 tot 13 800 euro";1.2;21.0
3673;Abcoude;"5e-8e 10%-groep; 13 800 tot 24 400 euro";1.7;31.0
3674;Abcoude;"9e-10e 10%-groep; meer dan 24 400 euro";2.1;39.0
3675;Amerongen;Totaal personen met 52 weken inkomen;4.7;100.0
3676;Amerongen;"1e 10%-groep; minder dan  6 700 euro";0.5;11.0
3677;Amerongen;"2e 10%-groep;  6 700 tot  9 100 euro";0.5;10.0
3678;Amerongen;"3e 10%-groep;  9 100 tot 11 600 euro";0.4;9.0
3679;Amerongen;"4e 10%-groep; 11 600 tot 13 800 euro";0.4;9.0
3680;Amerongen;"5e 10%-groep; 13 800 tot 15 800 euro";0.4;8.0
3681;Amerongen;"6e 10%-groep; 15 800 tot 18 200 euro";0.4;8.0
3682;Amerongen;"7e 10%-groep; 18 200 tot 20 900 euro";0.4;9.0
3683;Amerongen;"8e 10%-groep; 20 900 tot 24 400 euro";0.6;13.0
3684;Amerongen;"9e 10%-groep; 24 400 tot 30 400 euro";0.5;10.0
3685;Amerongen;"10e 10%-groep; meer dan 30 400  euro";0.6;14.0
3686;Amerongen;"1e 10%-groep; minder dan 6 700 euro";0.5;11.0
3687;Amerongen;"2e-4e 10%-groep;  6 700 tot 13 800 euro";1.3;28.0
3688;Amerongen;"5e-8e 10%-groep; 13 800 tot 24 400 euro";1.8;38.0
3689;Amerongen;"9e-10e 10%-groep; meer dan 24 400 euro";1.1;23.0
3690;Amersfoort;Totaal personen met 52 weken inkomen;87.8;100.0
3691;Amersfoort;"1e 10%-groep; minder dan  6 700 euro";7.7;9.0
3692;Amersfoort;"2e 10%-groep;  6 700 tot  9 100 euro";7.5;9.0
3693;Amersfoort;"3e 10%-groep;  9 100 tot 11 600 euro";7.5;9.0
3694;Amersfoort;"4e 10%-groep; 11 600 tot 13 800 euro";7.7;9.0
3695;Amersfoort;"5e 10%-groep; 13 800 tot 15 800 euro";8.8;10.0
3696;Amersfoort;"6e 10%-groep; 15 800 tot 18 200 euro";8.9;10.0
3697;Amersfoort;"7e 10%-groep; 18 200 tot 20 900 euro";9.6;11.0
3698;Amersfoort;"8e 10%-groep; 20 900 tot 24 400 euro";9.8;11.0
3699;Amersfoort;"9e 10%-groep; 24 400 tot 30 400 euro";9.5;11.0
3700;Amersfoort;"10e 10%-groep; meer dan 30 400  euro";10.7;12.0
3701;Amersfoort;"1e 10%-groep; minder dan 6 700 euro";7.7;9.0
3702;Amersfoort;"2e-4e 10%-groep;  6 700 tot 13 800 euro";22.7;26.0
3703;Amersfoort;"5e-8e 10%-groep; 13 800 tot 24 400 euro";37.1;42.0
3704;Amersfoort;"9e-10e 10%-groep; meer dan 24 400 euro";20.2;23.0
3705;Baarn;Totaal personen met 52 weken inkomen;17.0;100.0
3706;Baarn;"1e 10%-groep; minder dan  6 700 euro";1.5;9.0
3707;Baarn;"2e 10%-groep;  6 700 tot  9 100 euro";1.6;9.0
3708;Baarn;"3e 10%-groep;  9 100 tot 11 600 euro";2.1;12.0
3709;Baarn;"4e 10%-groep; 11 600 tot 13 800 euro";1.5;9.0
3710;Baarn;"5e 10%-groep; 13 800 tot 15 800 euro";1.3;8.0
3711;Baarn;"6e 10%-groep; 15 800 tot 18 200 euro";1.6;10.0
