ID;SectorBedrijfstak;Perioden;CBSKoersindex_1;CBSHerbeleggingsindex_2
485;1;1993 mei;218.6;332.7
486;1;1993 juni;228.9;348.8
487;1;1993 juli;237.5;362.0
488;1;1993 augustus;252.3;385.2
489;1;1993 september;245.4;378.2
490;1;1993 oktober;266.4;410.5
491;1;1993 november;264.4;408.0
492;1;1993 december;280.8;433.2
493;1;1994 januari;294.8;454.9
494;1;1994 februari;283.7;437.8
495;1;1994 maart;270.5;417.4
496;1;1994 april;280.5;434.1
497;1;1994 mei;270.6;426.0
498;1;1994 juni;260.1;409.8
499;1;1994 juli;274.7;432.8
500;1;1994 augustus;281.9;446.0
501;1;1994 september;269.5;429.1
502;1;1994 oktober;276.9;441.0
503;1;1994 november;274.2;437.0
504;1;1994 december;278.0;443.1
505;1;1995 januari;275.6;439.2
506;1;1995 februari;274.1;436.9
507;1;1995 maart;267.1;425.8
508;1;1995 april;279.6;447.6
509;1;1995 mei;289.0;471.7
510;1;1995 juni;287.1;468.7
511;1;1995 juli;301.8;492.7
512;1;1995 augustus;301.4;493.8
513;1;1995 september;306.1;505.0
514;1;1995 oktober;300.0;495.1
515;1;1995 november;314.0;518.5
516;1;1995 december;321.5;530.9
517;1;1996 januari;336.5;555.8
518;1;1996 februari;341.6;564.2
519;1;1996 maart;354.7;586.5
520;1;1996 april;369.8;613.8
521;1;1996 mei;383.9;647.2
522;1;1996 juni;382.0;644.1
523;1;1996 juli;363.5;612.9
524;1;1996 augustus;372.6;630.1
525;1;1996 september;392.7;668.4
526;1;1996 oktober;395.6;673.5
527;1;1996 november;425.4;724.8
528;1;1996 december;437.3;745.0
529;1;1997 januari;461.8;786.8
530;1;1997 februari;495.5;844.4
531;1;1997 maart;503.0;857.9
532;1;1997 april;516.5;883.3
533;1;1997 mei;540.3;935.1
534;1;1997 juni;587.0;1016.0
535;1;1997 juli;664.8;1150.7
536;1;1997 augustus;594.4;1030.6
537;1;1997 september;631.3;1100.2
538;1;1997 oktober;586.7;1022.9
539;1;1997 november;594.9;1037.8
540;1;1997 december;618.8;1079.5
541;1;1998 januari;640.4;1117.1
542;1;1998 februari;707.7;1234.6
543;1;1998 maart;748.2;1306.8
544;1;1998 april;744.2;1303.3
545;1;1998 mei;788.8;1393.2
546;1;1998 juni;788.2;1392.4
547;1;1998 juli;797.5;1409.2
548;1;1998 augustus;700.1;1240.7
549;1;1998 september;617.0;1097.5
550;1;1998 oktober;641.9;1142.0
551;1;1998 november;698.7;1243.8
552;1;1998 december;734.7;1320.1
553;1;1999 januari;711.4;1278.3
554;1;1999 februari;726.0;1304.5
555;1;1999 maart;740.7;1332.1
556;1;1999 april;796.2;1435.1
557;1;1999 mei;761.6;1397.7
558;1;1999 juni;773.5;1419.8
559;1;1999 juli;768.3;1410.4
560;1;1999 augustus;793.1;1464.3
561;1;1999 september;761.1;1405.8
562;1;1999 oktober;794.2;1467.3
563;1;1999 november;838.8;1550.4
564;1;1999 december;933.1;1724.7
565;1;2000 januari;850.3;1571.7
566;1;2000 februari;943.6;1744.3
567;1;2000 maart;942.3;1743.4
568;1;2000 april;936.2;1734.5
569;1;2000 mei;926.7;1733.3
570;1;2000 juni;943.1;1764.3
571;1;2000 juli;941.5;1761.3
572;1;2000 augustus;978.1;1838.8
573;1;2000 september;943.8;1775.0
574;1;2000 oktober;967.1;1819.2
575;1;2000 november;918.8;1728.9
576;1;2000 december;897.0;1688.0
577;1;2001 januari;905.5;1703.9
578;1;2001 februari;851.3;1602.0
579;1;2001 maart;799.3;1506.0
580;1;2001 april;842.4;1593.3
581;1;2001 mei;843.4;1609.2
582;1;2001 juni;816.4;1559.1
583;1;2001 juli;784.4;1498.2
584;1;2001 augustus;746.8;1436.5
585;1;2001 september;646.1;1243.4
586;1;2001 oktober;654.9;1260.6
587;1;2001 november;685.3;1319.9
588;1;2001 december;708.0;1363.6
589;1;2002 januari;700.5;1349.4
590;1;2002 februari;695.5;1339.6
591;1;2002 maart;744.6;1434.5
592;1;2002 april;714.6;1385.2
593;1;2002 mei;684.9;1341.2
594;1;2002 juni;628.4;1230.7
595;1;2002 juli;522.7;1023.9
596;1;2002 augustus;527.9;1045.1
597;1;2002 september;428.7;848.9
598;1;2002 oktober;486.4;964.3
599;1;2002 november;510.8;1012.6
600;1;2002 december;462.1;916.0
601;1;2003 januari;424.3;841.3
602;1;2003 februari;387.8;769.0
603;1;2003 maart;372.1;739.3
604;1;2003 april;409.7;825.0
605;1;2003 mei;410.5;834.7
606;1;2003 juni;426.8;867.8
607;1;2003 juli;453.4;926.5
608;1;2003 augustus;470.7;967.8
609;1;2003 september;440.0;904.9
610;1;2003 oktober;467.9;963.5
611;1;2003 november;470.6;968.9
612;1;2003 december;485.8;1000.2
613;2;1952 december;16.0;
614;2;1953 januari;16.8;
615;2;1953 februari;17.0;
616;2;1953 maart;16.9;
617;2;1953 april;16.8;
618;2;1953 mei;17.0;
619;2;1953 juni;17.4;
620;2;1953 juli;17.7;
621;2;1953 augustus;17.8;
622;2;1953 september;17.9;
623;2;1953 oktober;18.4;
624;2;1953 november;18.9;
625;2;1953 december;19.3;
626;2;1954 januari;19.9;
627;2;1954 februari;20.3;
628;2;1954 maart;21.2;
629;2;1954 april;21.7;
630;2;1954 mei;22.9;
631;2;1954 juni;23.5;
632;2;1954 juli;24.4;
633;2;1954 augustus;24.8;
634;2;1954 september;24.8;
635;2;1954 oktober;27.1;
636;2;1954 november;29.3;
637;2;1954 december;29.9;
638;2;1955 januari;27.2;
639;2;1955 februari;28.8;
640;2;1955 maart;29.2;
641;2;1955 april;30.5;
642;2;1955 mei;30.6;
643;2;1955 juni;31.5;
644;2;1955 juli;34.1;
645;2;1955 augustus;36.2;
646;2;1955 september;35.5;
647;2;1955 oktober;32.5;
648;2;1955 november;34.7;
649;2;1955 december;34.7;
650;2;1956 januari;35.6;
651;2;1956 februari;35.4;
652;2;1956 maart;37.1;
653;2;1956 april;37.2;
654;2;1956 mei;36.5;
655;2;1956 juni;35.4;
656;2;1956 juli;36.3;
657;2;1956 augustus;33.9;
658;2;1956 september;34.5;
659;2;1956 oktober;32.9;
660;2;1956 november;29.7;
661;2;1956 december;31.1;
662;2;1957 januari;30.8;
663;2;1957 februari;31.0;
664;2;1957 maart;31.5;
665;2;1957 april;33.0;
666;2;1957 mei;34.0;
667;2;1957 juni;34.6;
668;2;1957 juli;33.1;
669;2;1957 augustus;31.9;
670;2;1957 september;29.0;
671;2;1957 oktober;27.7;
672;2;1957 november;27.0;
673;2;1957 december;25.6;
674;2;1958 januari;27.7;
675;2;1958 februari;27.6;
676;2;1958 maart;28.3;
677;2;1958 april;28.7;
678;2;1958 mei;28.8;
679;2;1958 juni;30.6;
680;2;1958 juli;31.1;
681;2;1958 augustus;31.9;
682;2;1958 september;33.4;
683;2;1958 oktober;36.6;
684;2;1958 november;37.2;
685;2;1958 december;38.0;
686;2;1959 januari;41.1;
687;2;1959 februari;40.8;
688;2;1959 maart;42.6;
689;2;1959 april;45.8;
690;2;1959 mei;50.4;
691;2;1959 juni;49.0;
692;2;1959 juli;51.2;
693;2;1959 augustus;54.3;
694;2;1959 september;52.1;
695;2;1959 oktober;53.8;
696;2;1959 november;57.4;
697;2;1959 december;62.2;
698;2;1960 januari;59.3;
699;2;1960 februari;57.8;
700;2;1960 maart;60.4;
701;2;1960 april;63.2;
702;2;1960 mei;69.4;
703;2;1960 juni;78.1;
704;2;1960 juli;76.3;
705;2;1960 augustus;81.8;
706;2;1960 september;76.0;
707;2;1960 oktober;73.9;
708;2;1960 november;74.7;
709;2;1960 december;74.8;
710;2;1961 januari;78.1;
711;2;1961 februari;82.0;
712;2;1961 maart;82.8;
713;2;1961 april;82.4;
714;2;1961 mei;80.3;
715;2;1961 juni;72.2;
716;2;1961 juli;71.3;
717;2;1961 augustus;70.5;
718;2;1961 september;71.2;
719;2;1961 oktober;74.7;
720;2;1961 november;73.7;
721;2;1961 december;74.1;
722;2;1962 januari;74.5;
723;2;1962 februari;77.6;
724;2;1962 maart;75.9;
725;2;1962 april;70.5;
726;2;1962 mei;60.8;
727;2;1962 juni;56.9;
728;2;1962 juli;58.5;
729;2;1962 augustus;57.3;
730;2;1962 september;54.3;
731;2;1962 oktober;52.5;
732;2;1962 november;58.2;
733;2;1962 december;56.2;
734;2;1963 januari;58.8;
735;2;1963 februari;58.3;
736;2;1963 maart;59.3;
737;2;1963 april;61.5;
738;2;1963 mei;65.2;
739;2;1963 juni;63.3;
740;2;1963 juli;61.8;
741;2;1963 augustus;62.7;
742;2;1963 september;61.2;
743;2;1963 oktober;59.7;
744;2;1963 november;59.0;
745;2;1963 december;59.4;
746;2;1964 januari;64.8;
747;2;1964 februari;63.3;
748;2;1964 maart;63.6;
749;2;1964 april;65.7;
750;2;1964 mei;66.0;
751;2;1964 juni;64.6;
752;2;1964 juli;63.6;
753;2;1964 augustus;64.5;
754;2;1964 september;65.5;
755;2;1964 oktober;64.6;
756;2;1964 november;63.9;
757;2;1964 december;61.7;
758;2;1965 januari;66.9;
759;2;1965 februari;67.6;
760;2;1965 maart;65.0;
761;2;1965 april;64.9;
762;2;1965 mei;64.1;
763;2;1965 juni;61.5;
764;2;1965 juli;60.4;
765;2;1965 augustus;60.2;
766;2;1965 september;60.0;
767;2;1965 oktober;59.3;
768;2;1965 november;56.3;
769;2;1965 december;56.4;
770;2;1966 januari;59.9;
771;2;1966 februari;57.4;
772;2;1966 maart;54.8;
773;2;1966 april;55.1;
774;2;1966 mei;52.1;
775;2;1966 juni;49.5;
776;2;1966 juli;48.1;
777;2;1966 augustus;43.6;
778;2;1966 september;46.8;
779;2;1966 oktober;44.5;
780;2;1966 november;42.7;
781;2;1966 december;44.8;
782;2;1967 januari;48.4;
783;2;1967 februari;49.3;
784;2;1967 maart;49.1;
785;2;1967 april;50.3;
786;2;1967 mei;48.7;
787;2;1967 juni;49.6;
788;2;1967 juli;51.7;
789;2;1967 augustus;55.0;
790;2;1967 september;56.3;
791;2;1967 oktober;55.1;
792;2;1967 november;55.8;
793;2;1967 december;58.7;
794;2;1968 januari;56.7;
795;2;1968 februari;57.1;
796;2;1968 maart;60.1;
797;2;1968 april;61.1;
798;2;1968 mei;62.6;
799;2;1968 juni;65.1;
800;2;1968 juli;63.7;
801;2;1968 augustus;65.7;
802;2;1968 september;69.0;
803;2;1968 oktober;71.4;
804;2;1968 november;72.1;
805;2;1968 december;70.8;
806;2;1969 januari;73.6;
807;2;1969 februari;72.7;
808;2;1969 maart;73.2;
809;2;1969 april;74.4;
810;2;1969 mei;75.9;
811;2;1969 juni;68.9;
812;2;1969 juli;65.0;
813;2;1969 augustus;67.1;
814;2;1969 september;67.2;
815;2;1969 oktober;71.3;
816;2;1969 november;70.0;
817;2;1969 december;68.5;
818;2;1970 januari;65.3;
819;2;1970 februari;66.0;
820;2;1970 maart;67.9;
821;2;1970 april;63.7;
822;2;1970 mei;61.8;
823;2;1970 juni;60.6;
824;2;1970 juli;66.4;
825;2;1970 augustus;68.5;
826;2;1970 september;66.4;
827;2;1970 oktober;64.6;
828;2;1970 november;55.9;
829;2;1970 december;56.9;
830;2;1971 januari;60.6;
831;2;1971 februari;60.0;
832;2;1971 maart;60.5;
833;2;1971 april;63.0;
834;2;1971 mei;62.1;
835;2;1971 juni;62.4;
836;2;1971 juli;61.6;
837;2;1971 augustus;57.8;
838;2;1971 september;54.6;
839;2;1971 oktober;50.8;
840;2;1971 november;51.0;
841;2;1971 december;55.2;
842;2;1972 januari;59.8;
843;2;1972 februari;63.6;
844;2;1972 maart;65.7;
845;2;1972 april;67.3;
846;2;1972 mei;73.7;
847;2;1972 juni;72.5;
848;2;1972 juli;77.0;
849;2;1972 augustus;78.3;
850;2;1972 september;73.7;
851;2;1972 oktober;75.0;
852;2;1972 november;75.9;
853;2;1972 december;77.9;
854;2;1973 januari;81.6;
855;2;1973 februari;81.6;
856;2;1973 maart;84.9;
857;2;1973 april;84.0;
858;2;1973 mei;78.9;
859;2;1973 juni;76.4;
860;2;1973 juli;76.1;
861;2;1973 augustus;74.2;
862;2;1973 september;73.6;
863;2;1973 oktober;72.8;
864;2;1973 november;63.5;
865;2;1973 december;63.9;
866;2;1974 januari;64.2;
867;2;1974 februari;61.5;
868;2;1974 maart;60.9;
869;2;1974 april;65.0;
870;2;1974 mei;62.5;
871;2;1974 juni;59.5;
872;2;1974 juli;59.5;
873;2;1974 augustus;52.6;
874;2;1974 september;48.1;
