ID;RegioS2009;Perioden;TotaalHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;TotaalHuishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;TotaalHuishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;TotaalHuishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20;Regiocode_21
34;Noord-Nederland (LD);2013;779.1;277.0;450.0;46.7;5.3;688.7;237.4;411.2;36.8;3.3;39.0;17.4;14.3;6.1;1.2;51.3;22.2;24.5;3.8;0.8;1
35;Noord-Nederland (LD);2014;783.8;280.2;450.9;47.3;5.4;690.6;239.3;411.0;36.9;3.3;41.4;18.4;15.2;6.6;1.2;51.8;22.5;24.7;3.8;0.8;1
36;Noord-Nederland (LD);2015;788.3;283.5;451.6;47.7;5.5;692.1;241.3;410.5;36.8;3.4;43.7;19.3;16.2;7.0;1.3;52.4;22.8;24.9;3.9;0.8;1
37;Noord-Nederland (LD);2016;792.6;287.1;452.0;48.0;5.6;693.6;243.5;409.9;36.8;3.5;46.0;20.4;17.0;7.3;1.3;53.1;23.2;25.1;3.9;0.8;1
38;Noord-Nederland (LD);2017;796.8;290.5;452.5;48.3;5.5;694.7;245.5;409.2;36.6;3.4;48.2;21.3;17.9;7.7;1.3;53.8;23.7;25.3;4.0;0.8;1
39;Noord-Nederland (LD);2018;801.1;294.2;452.7;48.4;5.8;696.0;247.9;408.2;36.4;3.5;50.9;22.5;19.0;8.1;1.4;54.2;23.9;25.5;4.0;0.9;1
40;Noord-Nederland (LD);2019;805.2;297.9;452.9;48.6;5.8;697.1;250.3;407.2;36.3;3.4;53.2;23.5;19.9;8.4;1.4;54.8;24.2;25.8;4.0;0.9;1
41;Noord-Nederland (LD);2020;809.1;301.6;453.0;48.6;5.8;698.1;252.5;406.1;36.0;3.5;55.6;24.7;20.9;8.6;1.4;55.3;24.5;26.0;4.0;0.9;1
42;Noord-Nederland (LD);2021;812.8;305.2;453.1;48.7;5.9;699.1;254.8;405.0;35.7;3.6;57.9;25.5;22.0;8.9;1.4;55.8;24.8;26.1;4.0;0.9;1
43;Noord-Nederland (LD);2022;816.4;308.9;452.9;48.7;5.9;699.9;257.1;403.6;35.5;3.6;60.3;26.7;23.0;9.1;1.4;56.3;25.1;26.3;4.1;0.9;1
44;Noord-Nederland (LD);2023;819.7;312.3;452.8;48.8;5.9;700.2;259.2;402.1;35.3;3.5;62.6;27.6;24.1;9.4;1.4;57.0;25.4;26.5;4.1;0.9;1
45;Noord-Nederland (LD);2024;822.5;315.3;452.5;48.8;5.9;700.5;261.3;400.7;35.0;3.5;64.8;28.4;25.2;9.7;1.5;57.3;25.6;26.6;4.1;0.9;1
46;Noord-Nederland (LD);2025;825.0;318.3;452.0;48.8;5.9;700.2;263.1;398.9;34.7;3.5;67.0;29.4;26.2;9.9;1.5;57.8;25.9;26.8;4.2;0.9;1
47;Noord-Nederland (LD);2026;827.2;321.1;451.4;48.8;5.8;699.9;264.9;397.1;34.5;3.5;69.1;30.2;27.3;10.1;1.5;58.2;26.0;27.0;4.2;0.9;1
48;Noord-Nederland (LD);2027;828.9;323.8;450.5;48.7;5.9;699.3;266.4;395.2;34.2;3.5;71.2;31.2;28.3;10.3;1.4;58.4;26.2;27.1;4.3;0.9;1
49;Noord-Nederland (LD);2028;830.4;326.4;449.3;48.7;5.9;698.2;267.7;393.0;33.9;3.6;73.4;32.2;29.3;10.5;1.4;58.8;26.5;27.1;4.3;0.9;1
50;Noord-Nederland (LD);2029;831.4;328.5;448.3;48.6;5.9;696.6;268.7;390.7;33.6;3.6;75.6;33.0;30.4;10.8;1.5;59.1;26.8;27.2;4.2;0.9;1
51;Noord-Nederland (LD);2030;832.3;330.9;446.8;48.7;5.9;695.0;269.9;388.1;33.5;3.5;77.8;34.0;31.4;11.0;1.5;59.5;27.0;27.3;4.3;0.9;1
52;Noord-Nederland (LD);2031;832.9;332.8;445.4;48.6;6.1;693.2;270.8;385.6;33.1;3.6;80.0;34.8;32.4;11.2;1.5;59.8;27.2;27.4;4.3;0.9;1
53;Noord-Nederland (LD);2032;833.2;334.9;443.6;48.6;6.1;691.0;271.7;382.7;32.9;3.7;82.0;35.8;33.3;11.4;1.5;60.2;27.4;27.6;4.3;0.9;1
54;Noord-Nederland (LD);2033;833.3;336.6;441.9;48.7;6.1;688.6;272.2;379.9;32.8;3.7;84.1;36.7;34.3;11.5;1.5;60.6;27.6;27.7;4.4;0.9;1
55;Noord-Nederland (LD);2034;833.2;338.4;439.9;48.7;6.1;686.1;272.9;376.9;32.6;3.7;86.0;37.5;35.3;11.6;1.5;61.0;28.0;27.7;4.4;0.9;1
56;Noord-Nederland (LD);2035;833.0;340.0;437.9;48.8;6.2;683.5;273.5;373.8;32.5;3.8;88.1;38.4;36.3;11.9;1.5;61.3;28.2;27.8;4.4;0.9;1
57;Noord-Nederland (LD);2036;832.7;341.6;436.0;48.9;6.2;680.9;274.0;370.7;32.4;3.8;90.0;39.1;37.3;12.0;1.6;61.9;28.5;28.0;4.5;0.9;1
58;Noord-Nederland (LD);2037;832.6;343.1;434.1;49.0;6.3;678.2;274.5;367.7;32.2;3.8;92.0;39.9;38.2;12.3;1.6;62.4;28.7;28.2;4.5;0.9;1
59;Noord-Nederland (LD);2038;831.9;344.2;432.3;49.1;6.3;675.2;274.6;364.5;32.2;3.8;94.0;40.7;39.4;12.4;1.5;62.7;28.9;28.3;4.5;0.9;1
60;Noord-Nederland (LD);2039;831.1;345.0;430.4;49.3;6.3;672.1;274.5;361.6;32.1;3.8;95.7;41.3;40.3;12.6;1.6;63.2;29.2;28.5;4.6;0.9;1
61;Noord-Nederland (LD);2040;830.1;345.9;428.5;49.3;6.4;669.0;274.3;358.7;32.0;3.9;97.4;42.2;41.1;12.7;1.5;63.7;29.4;28.7;4.7;0.9;1
62;Oost-Nederland (LD);2010;1490.6;488.3;903.8;89.3;9.3;1250.8;395.2;785.6;64.8;5.2;110.6;41.4;51.7;15.1;2.4;129.2;51.6;66.5;9.3;1.7;2
63;Oost-Nederland (LD);2011;1503.8;497.8;905.5;91.0;9.5;1258.4;401.8;785.9;65.6;5.2;114.7;43.3;52.8;16.0;2.6;130.7;52.8;66.8;9.4;1.7;2
64;Oost-Nederland (LD);2012;1516.4;507.0;907.3;92.5;9.7;1265.4;407.9;786.0;66.3;5.2;118.8;45.2;54.2;16.8;2.7;132.1;53.9;67.1;9.5;1.7;2
65;Oost-Nederland (LD);2013;1529.6;516.9;909.2;93.7;9.7;1272.9;414.7;786.3;66.7;5.2;123.4;47.5;55.7;17.5;2.7;133.4;54.8;67.3;9.5;1.8;2
66;Oost-Nederland (LD);2014;1543.1;526.9;911.3;95.1;9.8;1280.4;421.6;786.4;67.2;5.2;128.1;49.6;57.4;18.3;2.7;134.6;55.6;67.5;9.6;1.8;2
67;Oost-Nederland (LD);2015;1556.7;536.3;914.2;96.2;9.9;1288.1;428.1;787.0;67.7;5.3;132.7;51.8;59.2;18.9;2.8;135.9;56.4;68.0;9.6;1.8;2
68;Oost-Nederland (LD);2016;1569.9;545.8;916.7;97.3;10.1;1294.9;434.4;787.2;68.0;5.3;137.7;53.9;61.1;19.7;3.0;137.2;57.4;68.3;9.6;1.8;2
69;Oost-Nederland (LD);2017;1582.8;555.2;919.4;98.0;10.2;1302.0;440.8;787.9;68.0;5.4;142.6;56.4;62.9;20.3;3.0;138.2;58.0;68.6;9.7;1.8;2
70;Oost-Nederland (LD);2018;1595.6;564.7;922.0;98.8;10.2;1308.8;447.3;788.1;68.0;5.4;147.7;58.6;65.1;21.0;3.0;139.2;58.8;68.8;9.8;1.8;2
71;Oost-Nederland (LD);2019;1607.7;573.9;924.1;99.2;10.5;1314.7;453.4;787.9;67.9;5.5;152.9;61.0;67.3;21.5;3.1;140.1;59.6;68.9;9.8;1.8;2
72;Oost-Nederland (LD);2020;1619.7;583.6;926.0;99.7;10.5;1320.8;459.9;787.5;67.8;5.5;157.9;63.4;69.3;22.0;3.2;141.0;60.2;69.1;9.9;1.8;2
73;Oost-Nederland (LD);2021;1630.9;592.2;928.0;100.1;10.7;1325.9;465.7;787.0;67.6;5.6;163.1;65.8;71.4;22.6;3.3;141.9;60.8;69.5;9.9;1.8;2
74;Oost-Nederland (LD);2022;1641.7;601.1;929.5;100.3;10.8;1330.5;471.5;786.1;67.2;5.7;168.3;68.1;73.8;23.2;3.3;142.9;61.6;69.6;9.9;1.8;2
75;Oost-Nederland (LD);2023;1651.9;609.6;931.0;100.4;10.9;1334.6;477.0;785.0;66.8;5.7;173.6;70.4;76.1;23.7;3.3;143.7;62.1;69.8;9.9;1.8;2
76;Oost-Nederland (LD);2024;1661.6;618.0;932.2;100.4;11.0;1338.5;482.4;783.8;66.5;5.8;178.7;72.9;78.4;24.0;3.4;144.4;62.7;69.9;9.9;1.8;2
77;Oost-Nederland (LD);2025;1670.1;625.9;932.9;100.3;11.1;1341.6;487.6;782.2;66.0;5.8;183.6;75.0;80.8;24.4;3.5;145.0;63.3;69.9;10.0;1.8;2
78;Oost-Nederland (LD);2026;1677.9;632.8;933.7;100.1;11.2;1344.0;492.0;780.5;65.6;5.9;188.3;77.0;83.2;24.6;3.5;145.6;63.8;70.0;9.9;1.8;2
79;Oost-Nederland (LD);2027;1685.2;640.2;933.7;100.1;11.2;1345.7;496.8;777.9;65.1;5.9;193.0;79.0;85.6;24.9;3.5;146.5;64.4;70.2;10.1;1.8;2
80;Oost-Nederland (LD);2028;1691.6;647.3;933.1;99.9;11.3;1346.8;501.5;774.8;64.6;5.9;197.7;80.9;88.0;25.2;3.5;147.1;64.9;70.3;10.1;1.8;2
81;Oost-Nederland (LD);2029;1697.3;654.2;931.9;99.9;11.3;1347.2;505.6;771.4;64.3;5.9;202.3;83.1;90.2;25.5;3.6;147.7;65.4;70.3;10.1;1.9;2
82;Oost-Nederland (LD);2030;1701.8;660.2;930.3;99.9;11.4;1346.8;509.4;767.6;63.8;5.9;206.9;84.9;92.5;25.8;3.6;148.1;65.8;70.2;10.2;1.9;2
83;Oost-Nederland (LD);2031;1705.6;666.1;928.3;99.7;11.5;1345.7;513.1;763.1;63.4;6.0;211.1;86.6;94.8;26.1;3.6;148.8;66.3;70.3;10.2;1.9;2
84;Oost-Nederland (LD);2032;1708.4;671.2;925.9;99.8;11.5;1343.8;516.2;758.5;63.1;6.1;215.5;88.4;97.1;26.4;3.6;149.1;66.6;70.4;10.3;1.9;2
85;Oost-Nederland (LD);2033;1710.8;676.2;923.1;99.7;11.7;1341.5;519.0;753.6;62.8;6.2;219.9;90.3;99.2;26.7;3.7;149.4;66.9;70.4;10.3;1.8;2
86;Oost-Nederland (LD);2034;1712.2;680.5;920.2;99.8;11.7;1338.5;521.4;748.5;62.5;6.2;224.1;92.0;101.4;26.9;3.7;149.6;67.2;70.3;10.4;1.8;2
87;Oost-Nederland (LD);2035;1713.1;685.0;916.6;99.8;11.6;1334.8;523.5;742.9;62.3;6.2;228.0;94.0;103.4;27.1;3.6;150.2;67.6;70.3;10.4;1.9;2
88;Oost-Nederland (LD);2036;1713.0;688.6;913.0;99.8;11.6;1330.7;525.3;737.3;62.0;6.2;231.8;95.4;105.4;27.4;3.6;150.5;67.9;70.3;10.5;1.8;2
89;Oost-Nederland (LD);2037;1712.7;692.3;908.8;100.1;11.5;1326.1;526.9;731.1;61.9;6.3;235.7;97.2;107.5;27.7;3.4;150.9;68.2;70.3;10.5;1.8;2
90;Oost-Nederland (LD);2038;1712.0;695.5;904.8;100.1;11.6;1321.3;528.2;725.0;61.7;6.3;239.3;98.6;109.4;27.8;3.4;151.5;68.7;70.4;10.6;1.9;2
91;Oost-Nederland (LD);2039;1710.6;698.2;900.6;100.2;11.7;1315.8;528.9;718.9;61.6;6.3;243.0;100.3;111.1;28.0;3.5;151.9;69.0;70.5;10.6;1.9;2
92;Oost-Nederland (LD);2040;1709.2;700.7;896.3;100.3;11.8;1310.4;529.6;712.9;61.5;6.5;246.4;101.9;112.9;28.1;3.4;152.3;69.3;70.5;10.6;1.9;2
93;West-Nederland (LD);2010;3541.4;1371.7;1891.4;252.3;26.0;2656.3;993.3;1504.7;146.9;11.4;496.3;200.8;210.4;75.8;9.2;388.8;177.6;176.3;29.6;5.3;3
94;West-Nederland (LD);2011;3564.5;1382.7;1901.9;254.1;25.8;2666.5;997.8;1510.0;147.4;11.4;503.8;205.0;213.7;76.2;9.0;394.1;179.9;178.3;30.5;5.4;3
95;West-Nederland (LD);2012;3588.9;1395.2;1912.2;255.8;25.7;2678.0;1004.0;1514.7;147.8;11.5;511.9;209.2;217.2;76.7;8.8;398.9;182.0;180.3;31.4;5.3;3
96;West-Nederland (LD);2013;3614.2;1409.1;1921.6;257.5;25.9;2690.2;1011.3;1519.1;148.1;11.7;520.5;213.6;220.7;77.3;8.9;403.4;184.2;181.8;32.1;5.3;3
97;West-Nederland (LD);2014;3638.7;1423.2;1930.6;258.9;26.1;2701.6;1018.9;1522.4;148.4;11.9;529.6;218.3;224.6;77.8;8.9;407.6;186.0;183.6;32.6;5.4;3
98;West-Nederland (LD);2015;3663.2;1438.3;1938.4;260.3;26.2;2712.1;1027.0;1524.8;148.5;11.9;539.5;223.3;228.6;78.5;9.0;411.6;188.0;185.0;33.2;5.4;3
99;West-Nederland (LD);2016;3686.8;1453.3;1945.8;261.4;26.3;2722.1;1034.8;1526.7;148.5;12.0;549.5;228.6;232.8;79.1;9.0;415.3;189.8;186.3;33.8;5.3;3
100;West-Nederland (LD);2017;3710.3;1468.4;1952.7;262.5;26.7;2731.0;1042.6;1527.8;148.4;12.2;559.8;233.9;237.1;79.8;9.1;419.4;191.9;187.8;34.3;5.4;3
101;West-Nederland (LD);2018;3732.9;1483.9;1958.9;263.4;26.7;2738.9;1050.3;1528.3;148.2;12.1;570.6;239.5;241.4;80.4;9.2;423.4;194.1;189.2;34.8;5.4;3
102;West-Nederland (LD);2019;3755.5;1499.8;1964.6;264.2;26.9;2746.8;1058.5;1528.3;147.7;12.3;581.4;245.2;245.7;81.2;9.2;427.2;196.0;190.6;35.2;5.4;3
103;West-Nederland (LD);2020;3777.7;1515.8;1970.2;264.6;27.1;2754.0;1066.7;1527.7;147.1;12.4;592.5;250.8;250.5;81.8;9.3;431.2;198.3;191.9;35.6;5.4;3
104;West-Nederland (LD);2021;3799.7;1532.5;1975.2;264.9;27.2;2760.8;1075.0;1527.0;146.5;12.3;603.7;256.8;255.1;82.3;9.4;435.2;200.7;193.1;36.0;5.5;3
105;West-Nederland (LD);2022;3820.5;1548.0;1979.7;265.3;27.6;2767.1;1083.1;1525.5;146.1;12.5;614.3;262.1;259.9;82.8;9.5;439.1;202.8;194.4;36.4;5.5;3
106;West-Nederland (LD);2023;3841.1;1564.6;1983.6;265.3;27.6;2772.9;1091.5;1523.5;145.4;12.6;625.4;267.9;264.7;83.3;9.6;442.9;205.2;195.5;36.7;5.5;3
107;West-Nederland (LD);2024;3861.1;1581.1;1986.8;265.3;27.8;2778.2;1100.4;1520.7;144.6;12.6;636.2;273.3;269.5;83.8;9.6;446.7;207.4;196.7;37.0;5.6;3
108;West-Nederland (LD);2025;3880.5;1597.8;1989.6;265.1;27.9;2783.1;1109.3;1517.5;143.7;12.7;647.0;278.8;274.2;84.3;9.7;450.5;209.8;197.9;37.2;5.6;3
109;West-Nederland (LD);2026;3899.0;1614.6;1991.2;265.2;28.0;2786.8;1117.9;1513.2;142.9;12.7;658.0;284.4;279.0;84.8;9.7;454.3;212.3;198.9;37.5;5.6;3
110;West-Nederland (LD);2027;3916.1;1630.2;1992.5;265.1;28.4;2789.5;1125.9;1508.7;142.0;12.9;668.7;289.6;283.8;85.4;9.9;458.0;214.7;199.9;37.7;5.6;3
111;West-Nederland (LD);2028;3932.6;1645.5;1993.6;265.1;28.4;2791.5;1133.5;1503.9;141.2;12.9;679.3;294.9;288.7;85.9;9.9;461.7;217.2;200.9;38.0;5.6;3
112;West-Nederland (LD);2029;3948.0;1660.8;1993.7;265.1;28.5;2793.9;1141.7;1498.5;140.6;13.1;689.1;299.7;293.3;86.3;9.7;465.1;219.4;201.9;38.2;5.6;3
113;West-Nederland (LD);2030;3962.4;1675.5;1993.2;265.0;28.6;2794.7;1149.2;1492.4;139.9;13.2;698.6;304.3;297.8;86.6;9.9;469.1;222.1;202.9;38.5;5.6;3
114;West-Nederland (LD);2031;3975.5;1689.8;1991.9;265.2;28.5;2794.1;1155.8;1485.6;139.6;13.2;708.6;309.2;302.6;87.0;9.8;472.7;224.7;203.8;38.6;5.5;3
115;West-Nederland (LD);2032;3987.7;1703.2;1990.2;265.5;28.8;2793.0;1162.1;1478.2;139.3;13.3;717.9;313.7;307.2;87.3;9.8;476.7;227.3;204.8;38.9;5.7;3
116;West-Nederland (LD);2033;3998.2;1716.1;1987.8;265.7;28.7;2790.8;1168.2;1470.4;138.9;13.3;726.6;317.7;311.7;87.6;9.6;480.8;230.2;205.7;39.2;5.8;3
117;West-Nederland (LD);2034;4007.5;1728.1;1984.8;265.8;28.8;2787.9;1173.6;1462.3;138.7;13.4;734.9;321.7;315.7;87.8;9.7;484.7;232.8;206.9;39.3;5.7;3
118;West-Nederland (LD);2035;4015.6;1738.9;1981.9;265.9;29.0;2784.5;1178.2;1454.3;138.5;13.6;742.6;325.3;319.7;87.8;9.7;488.6;235.4;207.9;39.6;5.7;3
119;West-Nederland (LD);2036;4023.4;1749.6;1978.5;266.2;29.1;2780.1;1182.3;1445.8;138.3;13.7;750.7;329.3;323.7;88.1;9.6;492.5;238.0;208.9;39.8;5.8;3
120;West-Nederland (LD);2037;4029.7;1758.8;1975.3;266.4;29.1;2775.1;1185.7;1437.5;138.0;13.8;758.1;332.6;327.7;88.3;9.5;496.5;240.5;210.2;40.1;5.8;3
121;West-Nederland (LD);2038;4035.9;1768.0;1971.7;266.9;29.2;2769.8;1188.7;1429.1;138.0;13.9;765.7;336.3;331.3;88.6;9.5;500.5;243.0;211.4;40.3;5.8;3
122;West-Nederland (LD);2039;4041.6;1776.8;1968.1;267.3;29.4;2764.3;1191.6;1420.7;138.0;14.1;772.8;339.8;334.8;88.8;9.4;504.4;245.4;212.6;40.5;5.9;3
123;West-Nederland (LD);2040;4046.6;1784.8;1964.4;267.9;29.5;2758.5;1193.9;1412.2;138.1;14.3;779.8;343.1;338.2;89.0;9.5;508.3;247.7;214.0;40.8;5.8;3
124;Zuid-Nederland (LD);2010;1558.3;512.7;941.2;94.5;9.9;1283.2;407.7;801.3;68.7;5.6;98.1;36.0;46.5;13.3;2.4;176.9;69.0;93.4;12.5;1.9;4
125;Zuid-Nederland (LD);2011;1569.3;523.2;939.7;96.3;10.1;1288.5;415.0;798.5;69.4;5.7;102.6;37.9;47.9;14.3;2.5;178.1;70.3;93.3;12.6;1.9;4
126;Zuid-Nederland (LD);2012;1580.1;534.0;938.0;97.9;10.3;1293.6;422.5;795.6;70.0;5.6;107.2;40.0;49.3;15.3;2.7;179.2;71.5;93.1;12.6;2.0;4
127;Zuid-Nederland (LD);2013;1590.6;544.4;936.5;99.4;10.3;1298.7;430.0;792.6;70.5;5.6;111.8;42.0;50.9;16.2;2.7;180.1;72.4;93.0;12.7;2.0;4
128;Zuid-Nederland (LD);2014;1601.0;554.7;935.3;100.6;10.5;1303.6;437.2;790.0;70.7;5.6;116.5;44.1;52.6;17.1;2.8;180.9;73.4;92.7;12.8;2.0;4
129;Zuid-Nederland (LD);2015;1610.7;564.3;934.3;101.6;10.5;1307.8;443.9;787.5;70.7;5.7;121.5;46.3;54.4;18.0;2.8;181.4;74.0;92.4;12.9;2.0;4
130;Zuid-Nederland (LD);2016;1620.2;573.6;933.6;102.3;10.6;1312.0;450.4;785.2;70.6;5.7;126.4;48.5;56.2;18.7;2.9;181.9;74.7;92.2;12.9;2.1;4
131;Zuid-Nederland (LD);2017;1629.4;582.9;932.7;103.1;10.7;1315.6;456.7;782.6;70.7;5.7;131.4;50.8;58.2;19.5;2.9;182.3;75.4;91.9;12.9;2.1;4
132;Zuid-Nederland (LD);2018;1637.8;591.6;932.0;103.4;10.8;1318.7;462.4;780.3;70.3;5.7;136.2;53.0;60.2;20.0;3.0;182.8;76.1;91.6;13.0;2.1;4
