ID;Kenmerken;Perioden;VrijInOpnemenVerlof_1;ZelfOverUitvoeringWerkBeslissen_2;ZelfWerktempoKunnenRegelen_3;ZelfVolgordeWerkBepalen_4;ZelfBeslissenOverPauze_5;ZelfTemperatuurRegelen_6;ZelfVentilatieRegelen_7;LageAutonomie_8;HogeAutonomie_9;WerkSluitAanBijOpleidingErvaring_10;EentonigWerk_11;ZichKunnenOntplooienInWerk_12;ZelfOplossingenBedenken_13;LageVaardigheidsmogelijkheden_14;HogeVaardigheidsmogelijkheden_15;LageControlemogelijkheden_16;HogeControlemogelijkheden_17;HeeftWerkoverleg_18;IndienWerkoverlegTevredenMetOverleg_19;WerktZelfstandig_20;WerktOnderLeiding_21;WerktSomsZelfstSomsOnderLeiding_22;IndienWerkenOnderLeidingTevreden_23;InHoogTempoWerken_24;OnderTijdsdrukWerken_25;HoogWerktempoEnHogeTijdsdruk_26;HoogWerktempoEnOfHogeTijdsdruk_27;LageWerkdruk_28;HogeWerkdruk_29;GemiddeldRapportcijferWerkdruk_30;MoeilijkTeCombinerenOpdrachten_31;TeWeinigTijd_32;ErgVeelWerk_33;OnBetaaldOverwerk_34;HeeftProblemenDoorWerkdruk_35;ZiekteverzuimVanwegeWerkdruk_36;NaarHuisartsVanwegeWerkdruk_37;NaarSpecialistVanwegeWerkdruk_38;MedischeBehandelingVanwegeWerkdruk_39;GoedePromotiekansen_40;GoedeBeloning_41;LageWaarderingBeloning_42;HogeWaarderingBeloning_43
32;15 tot 25 jarigen;1997;66;48.0;49.0;54.0;36.0;29;36;53.0;14.0;54.0;13.0;67.0;53.0;51.0;24.0;57.0;16.0;86;85.0;32;36;31;85.0;41;24;20;44;42;22;5.2;;;;;19.0;15.0;13.0;3.0;2.0;38;67;29.0;30.0
33;15 tot 25 jarigen;1998;66;49.0;53.0;54.0;35.0;30;39;53.0;14.0;59.0;13.0;70.0;60.0;48.0;25.0;49.0;11.0;86;87.0;32;36;31;86.0;36;22;18;40;43;21;4.9;;;;;20.0;13.0;7.0;0.0;3.0;40;62;33.0;32.0
34;15 tot 25 jarigen;1999;66;53.0;62.0;54.0;36.0;30;38;51.0;15.0;57.0;14.0;68.0;59.0;50.0;22.0;52.0;18.0;89;85.0;38;26;35;88.0;34;22;18;36;47;20;4.9;6.0;12.0;36.0;37.0;22.0;21.0;8.0;2.0;3.0;42;67;30.0;33.0
35;15 tot 25 jarigen;2000;69;55.0;61.0;54.0;42.0;30;40;54.0;19.0;57.0;11.0;71.0;57.0;49.0;23.0;52.0;17.0;89;87.0;37;31;31;88.0;33;22;19;39;50;21;4.8;6.0;11.0;33.0;31.0;18.0;19.0;9.0;2.0;6.0;42;67;29.0;34.0
36;15 tot 25 jarigen;2001;72;53.0;56.0;56.0;43.0;31;33;51.0;20.0;56.0;12.0;74.0;65.0;49.0;24.0;56.0;16.0;90;87.0;30;33;37;91.0;35;24;20;40;43;23;5.1;;;;;24.0;22.0;15.0;5.0;8.0;46;71;35.0;34.0
37;15 tot 25 jarigen;2002;75;54.0;60.0;59.0;45.0;34;39;51.0;23.0;54.0;14.0;70.0;66.0;56.0;24.0;54.0;16.0;88;88.0;32;34;34;87.0;38;18;16;40;44;17;4.9;;;;;19.0;16.0;12.0;3.0;4.0;43;67;41.0;28.0
38;15 tot 25 jarigen;2003;76;;;;;31;39;;;;;;;;;;;86;82.0;32;33;35;83.0;38;23;18;42;42;21;5.0;;;;;;;;;;43;69;39.0;31.0
39;15 tot 25 jarigen;2004;77;;;;;36;40;;;;;;;;;;;90;83.0;30;31;39;86.0;37;21;17;41;46;20;4.9;;;;;;;;;;46;63;;
40;25 tot 35 jarigen;1997;68;67.0;57.0;70.0;54.0;37;44;34.0;31.0;66.0;7.0;75.0;79.0;34.0;33.0;34.0;30.0;92;79.0;46;25;29;78.0;46;36;30;53;29;34;6.2;;;;;26.0;15.0;14.0;6.0;5.0;36;62;31.0;28.0
41;25 tot 35 jarigen;1998;70;71.0;60.0;72.0;54.0;41;46;30.0;32.0;72.0;8.0;77.0;77.0;33.0;37.0;32.0;33.0;93;81.0;46;22;32;80.0;44;36;30;50;30;34;6.1;;;;;26.0;19.0;15.0;4.0;6.0;38;63;34.0;29.0
42;25 tot 35 jarigen;1999;70;70.0;65.0;69.0;56.0;36;44;34.0;33.0;72.0;6.0;75.0;79.0;31.0;36.0;30.0;33.0;93;81.0;52;17;31;76.0;43;36;29;49;34;34;5.9;13.0;25.0;52.0;42.0;27.0;22.0;15.0;3.0;4.0;39;65;32.0;30.0
43;25 tot 35 jarigen;2000;70;72.0;66.0;70.0;54.0;39;44;33.0;32.0;71.0;8.0;74.0;78.0;33.0;36.0;33.0;33.0;93;83.0;51;20;29;83.0;42;35;29;48;36;33;5.7;13.0;24.0;47.0;43.0;26.0;19.0;15.0;4.0;3.0;41;62;30.0;31.0
44;25 tot 35 jarigen;2001;74;73.0;66.0;76.0;62.0;42;49;29.0;40.0;69.0;7.0;77.0;81.0;33.0;36.0;30.0;35.0;92;81.0;47;20;31;78.0;43;33;26;50;33;31;5.9;;;;;27.0;18.0;12.0;3.0;5.0;44;69;36.0;32.0
45;25 tot 35 jarigen;2002;77;72.0;65.0;74.0;62.0;39;45;32.0;39.0;73.0;7.0;81.0;79.0;33.0;39.0;31.0;32.0;93;81.0;44;23;33;81.0;42;30;26;46;33;29;5.8;;;;;25.0;26.0;20.0;5.0;7.0;43;69;38.0;29.0
46;25 tot 35 jarigen;2003;73;;;;;37;43;;;;;;;;;;;91;80.0;44;23;32;82.0;45;34;28;50;34;32;5.9;;;;;;;;;;42;67;40.0;32.0
47;25 tot 35 jarigen;2004;75;;;;;39;44;;;;;;;;;;;92;81.0;42;24;33;78.0;44;32;27;48;34;30;5.9;;;;;;;;;;41;64;;
48;35 tot 45 jarigen;1997;68;74.0;61.0;76.0;56.0;42;47;28.0;36.0;77.0;5.0;75.0;80.0;26.0;40.0;29.0;39.0;91;81.0;58;19;22;76.0;45;39;32;51;30;37;6.2;;;;;25.0;15.0;16.0;5.0;6.0;32;68;29.0;33.0
49;35 tot 45 jarigen;1998;69;72.0;59.0;72.0;57.0;43;47;31.0;35.0;76.0;6.0;76.0;80.0;30.0;37.0;32.0;35.0;91;83.0;56;17;25;77.0;46;39;32;52;28;37;6.2;;;;;25.0;22.0;22.0;6.0;9.0;33;68;37.0;31.0
50;35 tot 45 jarigen;1999;66;73.0;65.0;70.0;56.0;40;47;32.0;34.0;74.0;6.0;74.0;81.0;31.0;37.0;31.0;35.0;92;84.0;64;14;21;75.0;43;42;34;52;32;40;6.1;16.0;29.0;52.0;41.0;29.0;21.0;22.0;4.0;9.0;31;65;33.0;30.0
51;35 tot 45 jarigen;2000;71;74.0;66.0;72.0;56.0;39;48;31.0;34.0;75.0;7.0;75.0;79.0;32.0;36.0;30.0;35.0;91;82.0;60;16;22;77.0;42;39;34;53;31;39;6.2;14.0;28.0;53.0;40.0;27.0;19.0;19.0;6.0;9.0;33;64;31.0;32.0
52;35 tot 45 jarigen;2001;72;75.0;63.0;76.0;62.0;42;47;29.0;40.0;75.0;6.0;76.0;79.0;32.0;40.0;31.0;36.0;92;84.0;54;20;25;80.0;42;34;28;47;36;32;5.8;;;;;25.0;22.0;23.0;7.0;9.0;37;68;40.0;33.0
53;35 tot 45 jarigen;2002;76;77.0;65.0;77.0;60.0;42;46;31.0;42.0;77.0;6.0;79.0;83.0;29.0;43.0;30.0;38.0;92;82.0;54;18;27;76.0;44;35;30;49;33;33;5.9;;;;;26.0;24.0;19.0;5.0;10.0;40;73;37.0;32.0
54;35 tot 45 jarigen;2003;76;;;;;43;46;;;;;;;;;;;89;82.0;54;19;25;79.0;42;35;29;47;37;33;5.7;;;;;;;;;;36;69;42.0;33.0
55;35 tot 45 jarigen;2004;77;;;;;43;47;;;;;;;;;;;90;81.0;55;17;28;79.0;44;35;30;50;33;33;5.9;;;;;;;;;;36;68;;
56;45 tot 55 jarigen;1997;73;76.0;62.0;77.0;61.0;46;50;28.0;40.0;80.0;6.0;73.0;80.0;29.0;39.0;26.0;39.0;90;85.0;69;13;16;78.0;41;36;30;47;33;34;5.9;;;;;23.0;15.0;15.0;8.0;9.0;28;74;24.0;35.0
57;45 tot 55 jarigen;1998;66;72.0;59.0;74.0;54.0;46;48;33.0;35.0;81.0;5.0;74.0;79.0;28.0;41.0;31.0;38.0;89;83.0;67;15;17;77.0;40;38;29;49;35;35;5.8;;;;;23.0;18.0;20.0;9.0;9.0;29;72;35.0;35.0
58;45 tot 55 jarigen;1999;66;74.0;64.0;71.0;55.0;44;46;31.0;33.0;78.0;6.0;74.0;78.0;30.0;41.0;32.0;37.0;88;83.0;69;12;17;80.0;43;42;34;51;35;39;6.0;14.0;30.0;56.0;38.0;30.0;20.0;22.0;7.0;9.0;29;69;30.0;35.0
59;45 tot 55 jarigen;2000;71;75.0;67.0;71.0;56.0;46;51;32.0;36.0;78.0;5.0;75.0;79.0;29.0;40.0;30.0;38.0;88;84.0;69;11;19;79.0;42;40;33;48;35;36;5.9;13.0;31.0;56.0;37.0;27.0;18.0;18.0;4.0;7.0;26;66;35.0;33.0
60;45 tot 55 jarigen;2001;72;76.0;64.0;76.0;60.0;44;49;29.0;40.0;80.0;6.0;75.0;81.0;27.0;41.0;30.0;36.0;89;82.0;62;16;21;81.0;42;33;28;46;38;31;5.7;;;;;25.0;22.0;23.0;8.0;11.0;32;71;39.0;33.0
61;45 tot 55 jarigen;2002;73;75.0;65.0;78.0;63.0;42;47;30.0;42.0;80.0;7.0;77.0;82.0;31.0;42.0;31.0;36.0;91;87.0;58;16;24;80.0;42;35;29;48;36;34;5.8;;;;;25.0;19.0;19.0;7.0;9.0;33;71;39.0;32.0
62;45 tot 55 jarigen;2003;73;;;;;40;47;;;;;;;;;;;92;85.0;59;15;24;82.0;41;36;29;47;36;33;5.8;;;;;;;;;;31;70;43.0;34.0
63;45 tot 55 jarigen;2004;76;;;;;45;51;;;;;;;;;;;89;84.0;60;15;24;77.0;41;35;29;47;36;32;5.7;;;;;;;;;;27;70;;
64;55 tot 65 jarigen;1997;68;76.0;63.0;77.0;60.0;44;52;28.0;41.0;81.0;6.0;74.0;80.0;28.0;50.0;26.0;43.0;83;92.0;76;10;12;89.0;30;28;22;37;43;26;5.1;;;;;19.0;9.0;24.0;5.0;8.0;24;75;23.0;43.0
65;55 tot 65 jarigen;1998;73;81.0;69.0;82.0;63.0;54;59;22.0;48.0;81.0;5.0;78.0;82.0;29.0;44.0;23.0;51.0;82;88.0;75;12;12;85.0;30;29;22;37;47;26;4.9;;;;;25.0;18.0;16.0;5.0;9.0;25;76;31.0;44.0
66;55 tot 65 jarigen;1999;71;78.0;69.0;71.0;61.0;42;48;29.0;42.0;81.0;4.0;71.0;80.0;27.0;39.0;26.0;40.0;82;89.0;75;9;14;84.0;39;38;31;46;42;34;5.6;11.0;24.0;48.0;30.0;23.0;10.0;11.0;9.0;9.0;24;74;25.0;43.0
67;55 tot 65 jarigen;2000;70;78.0;72.0;72.0;61.0;43;48;29.0;40.0;81.0;5.0;77.0;81.0;26.0;43.0;26.0;37.0;88;88.0;75;13;11;78.0;35;34;21;42;46;28;5.0;11.0;23.0;47.0;34.0;28.0;20.0;25.0;8.0;10.0;22;70;30.0;38.0
68;55 tot 65 jarigen;2001;71;77.0;70.0;77.0;68.0;47;51;27.0;47.0;81.0;8.0;72.0;80.0;32.0;40.0;29.0;39.0;88;86.0;69;14;16;71.0;39;31;28;42;46;29;5.2;;;;;24.0;20.0;27.0;4.0;14.0;27;71;40.0;31.0
69;55 tot 65 jarigen;2002;76;75.0;74.0;79.0;67.0;52;53;27.0;48.0;86.0;5.0;75.0;80.0;31.0;46.0;28.0;38.0;84;88.0;70;12;16;81.0;33;29;24;39;47;27;5.0;;;;;21.0;23.0;22.0;9.0;12.0;28;76;35.0;34.0
70;55 tot 65 jarigen;2003;74;;;;;50;56;;;;;;;;;;;87;85.0;71;10;17;91.0;32;30;22;39;43;27;5.1;;;;;;;;;;28;75;42.0;40.0
71;55 tot 65 jarigen;2004;77;;;;;49;56;;;;;;;;;;;84;85.0;69;10;19;82.0;30;28;22;36;50;26;4.8;;;;;;;;;;28;70;;
72;Opleidingsniveau: basisonderwijs;1997;64;57.0;55.0;57.0;46.0;28;34;47.0;25.0;67.0;16.0;61.0;59.0;51.0;23.0;52.0;19.0;81;78.0;51;26;23;82.0;31;26;19;37;48;23;4.8;;;;;23.0;15.0;17.0;7.0;8.0;30;64;32.0;31.0
73;Opleidingsniveau: basisonderwijs;1998;62;55.0;58.0;56.0;44.0;33;35;48.0;25.0;68.0;14.0;65.0;56.0;51.0;22.0;53.0;20.0;79;79.0;49;30;20;82.0;34;26;21;39;47;23;4.8;;;;;23.0;21.0;20.0;10.0;14.0;32;63;41.0;32.0
74;Opleidingsniveau: basisonderwijs;1999;66;58.0;62.0;56.0;46.0;29;34;46.0;21.0;67.0;14.0;58.0;57.0;54.0;19.0;49.0;18.0;77;78.0;58;19;22;79.0;32;27;23;41;47;29;5.1;8.0;15.0;40.0;27.0;29.0;30.0;24.0;9.0;13.0;29;64;32.0;34.0
75;Opleidingsniveau: basisonderwijs;2000;66;61.0;66.0;61.0;53.0;30;34;47.0;30.0;59.0;17.0;63.0;57.0;53.0;22.0;53.0;21.0;82;85.0;58;22;20;89.0;34;28;25;39;46;28;5.0;7.0;16.0;38.0;30.0;23.0;16.0;18.0;4.0;7.0;33;61;35.0;32.0
76;Opleidingsniveau: basisonderwijs;2001;73;64.0;59.0;65.0;54.0;30;39;41.0;31.0;66.0;14.0;65.0;62.0;50.0;25.0;46.0;23.0;79;77.0;54;26;20;78.0;35;25;20;40;48;23;4.8;;;;;25.0;22.0;25.0;8.0;13.0;33;66;44.0;32.0
77;Opleidingsniveau: basisonderwijs;2002;74;53.0;59.0;60.0;47.0;26;32;49.0;24.0;62.0;16.0;59.0;57.0;63.0;15.0;57.0;16.0;78;83.0;50;30;19;80.0;32;25;21;36;50;23;4.7;;;;;23.0;34.0;19.0;2.0;7.0;31;65;48.0;27.0
78;Opleidingsniveau: basisonderwijs;2003;75;;;;;32;36;;;;;;;;;;;78;82.0;54;23;23;82.0;28;22;18;32;55;20;4.3;;;;;;;;;;33;60;48.0;33.0
79;Opleidingsniveau: basisonderwijs;2004;80;;;;;28;34;;;;;;;;;;;76;83.0;51;24;22;79.0;33;26;20;39;51;24;4.6;;;;;;;;;;31;63;;
80;Opleidingsniveau: vbo;1997;67;63.0;62.0;67.0;50.0;30;39;36.0;29.0;64.0;9.0;68.0;64.0;46.0;26.0;40.0;23.0;86;82.0;56;22;21;83.0;32;24;19;36;46;22;4.9;;;;;19.0;13.0;16.0;10.0;9.0;34;71;26.0;33.0
81;Opleidingsniveau: vbo;1998;71;65.0;60.0;65.0;51.0;35;42;36.0;30.0;68.0;9.0;75.0;67.0;40.0;27.0;39.0;26.0;88;81.0;53;20;26;87.0;29;22;17;34;46;21;4.8;;;;;17.0;14.0;18.0;6.0;5.0;33;69;37.0;32.0
82;Opleidingsniveau: vbo;1999;65;64.0;66.0;62.0;50.0;26;33;41.0;29.0;67.0;12.0;66.0;68.0;44.0;24.0;43.0;23.0;88;82.0;59;17;24;81.0;34;30;22;40;43;27;5.1;8.0;18.0;47.0;40.0;25.0;20.0;16.0;4.0;9.0;31;68;32.0;35.0
83;Opleidingsniveau: vbo;2000;71;65.0;65.0;62.0;50.0;30;37;39.0;26.0;68.0;12.0;68.0;65.0;46.0;29.0;44.0;23.0;85;85.0;55;21;23;82.0;32;27;24;41;46;27;5.1;7.0;15.0;42.0;36.0;21.0;18.0;12.0;3.0;5.0;33;65;32.0;33.0
84;Opleidingsniveau: vbo;2001;74;65.0;64.0;66.0;57.0;38;43;40.0;33.0;67.0;10.0;70.0;66.0;43.0;28.0;42.0;26.0;86;85.0;51;23;25;87.0;32;25;20;37;48;23;4.9;;;;;21.0;11.0;16.0;5.0;6.0;37;71;40.0;33.0
85;Opleidingsniveau: vbo;2002;71;62.0;63.0;66.0;54.0;33;37;43.0;31.0;67.0;12.0;69.0;69.0;49.0;27.0;47.0;21.0;89;80.0;52;21;25;80.0;33;24;19;38;44;22;5.0;;;;;20.0;22.0;23.0;4.0;8.0;37;67;42.0;29.0
86;Opleidingsniveau: vbo;2003;78;;;;;33;39;;;;;;;;;;;84;82.0;56;19;25;82.0;34;27;22;39;47;25;5.0;;;;;;;;;;36;68;43.0;34.0
87;Opleidingsniveau: vbo;2004;76;;;;;33;38;;;;;;;;;;;86;81.0;54;18;26;81.0;30;24;19;35;52;21;4.6;;;;;;;;;;38;58;;
88;Opleidingsniveau: mavo;1997;69;60.0;55.0;65.0;49.0;44;47;40.0;27.0;59.0;10.0;64.0;67.0;43.0;25.0;44.0;29.0;87;86.0;49;25;24;84.0;48;29;25;52;34;28;5.8;;;;;24.0;15.0;10.0;0.0;5.0;26;67;33.0;30.0
89;Opleidingsniveau: mavo;1998;70;64.0;57.0;69.0;51.0;38;44;37.0;29.0;60.0;14.0;67.0;58.0;51.0;23.0;43.0;27.0;85;83.0;46;29;24;84.0;34;20;16;39;41;19;5.0;;;;;20.0;33.0;28.0;10.0;11.0;24;67;41.0;34.0
90;Opleidingsniveau: mavo;1999;67;63.0;65.0;63.0;51.0;36;42;42.0;33.0;64.0;7.0;69.0;68.0;43.0;30.0;41.0;30.0;89;82.0;51;24;25;81.0;36;30;25;40;46;28;5.1;10.0;19.0;43.0;35.0;24.0;22.0;24.0;3.0;10.0;29;70;30.0;33.0
91;Opleidingsniveau: mavo;2000;71;62.0;66.0;62.0;51.0;37;41;43.0;28.0;65.0;11.0;71.0;62.0;46.0;26.0;46.0;26.0;89;83.0;48;23;27;81.0;37;29;23;44;40;27;5.3;9.0;19.0;43.0;29.0;26.0;23.0;18.0;2.0;10.0;36;68;29.0;35.0
