ID;Kenmerken;Perioden;VrijInOpnemenVerlof_1;ZelfOverUitvoeringWerkBeslissen_2;ZelfWerktempoKunnenRegelen_3;ZelfVolgordeWerkBepalen_4;ZelfBeslissenOverPauze_5;ZelfTemperatuurRegelen_6;ZelfVentilatieRegelen_7;LageAutonomie_8;HogeAutonomie_9;WerkSluitAanBijOpleidingErvaring_10;EentonigWerk_11;ZichKunnenOntplooienInWerk_12;ZelfOplossingenBedenken_13;LageVaardigheidsmogelijkheden_14;HogeVaardigheidsmogelijkheden_15;LageControlemogelijkheden_16;HogeControlemogelijkheden_17;HeeftWerkoverleg_18;IndienWerkoverlegTevredenMetOverleg_19;WerktZelfstandig_20;WerktOnderLeiding_21;WerktSomsZelfstSomsOnderLeiding_22;IndienWerkenOnderLeidingTevreden_23;InHoogTempoWerken_24;OnderTijdsdrukWerken_25;HoogWerktempoEnHogeTijdsdruk_26;HoogWerktempoEnOfHogeTijdsdruk_27;LageWerkdruk_28;HogeWerkdruk_29;GemiddeldRapportcijferWerkdruk_30;MoeilijkTeCombinerenOpdrachten_31;TeWeinigTijd_32;ErgVeelWerk_33;OnBetaaldOverwerk_34;HeeftProblemenDoorWerkdruk_35;ZiekteverzuimVanwegeWerkdruk_36;NaarHuisartsVanwegeWerkdruk_37;NaarSpecialistVanwegeWerkdruk_38;MedischeBehandelingVanwegeWerkdruk_39;GoedePromotiekansen_40;GoedeBeloning_41;LageWaarderingBeloning_42;HogeWaarderingBeloning_43
188;1000m Nijverheid en energievoorziening;2001;77;70.0;66.0;72.0;66.0;30;36;31.0;40.0;72.0;11.0;75.0;76.0;35.0;37.0;36.0;32.0;93;83.0;54;20;25;80.0;36;32;25;43;41;30;5.4;;;;;23.0;17.0;17.0;3.0;6.0;42;74;38.0;36.0
189;1000m Nijverheid en energievoorziening;2002;83;69.0;69.0;72.0;64.0;31;35;33.0;38.0;74.0;10.0;73.0;75.0;39.0;35.0;34.0;28.0;92;84.0;50;22;27;79.0;39;31;25;44;37;29;5.5;;;;;21.0;18.0;16.0;4.0;6.0;43;75;35.0;32.0
190;1000m Nijverheid en energievoorziening;2003;84;;;;;30;36;;;;;;;;;;;89;81.0;51;20;29;78.0;41;31;26;47;42;29;5.5;;;;;;;;;;39;72;39.0;35.0
191;1000m Nijverheid en energievoorziening;2004;84;;;;;32;40;;;;;;;;;;;90;84.0;54;17;29;80.0;42;34;28;48;39;31;5.6;;;;;;;;;;41;68;;
192;1000k Delfstoffenwinning en industrie;1997;76;63.0;62.0;65.0;54.0;34;40;36.0;31.0;64.0;13.0;70.0;67.0;44.0;28.0;40.0;28.0;90;81.0;51;23;25;77.0;38;33;27;44;39;31;5.5;;;;;23.0;16.0;14.0;7.0;4.0;37;73;25.0;35.0
193;1000k Delfstoffenwinning en industrie;1998;73;69.0;60.0;67.0;55.0;36;43;34.0;31.0;68.0;12.0;75.0;71.0;44.0;29.0;34.0;29.0;90;82.0;50;26;23;79.0;35;32;25;41;39;29;5.4;;;;;22.0;15.0;16.0;4.0;7.0;35;69;38.0;29.0
194;1000k Delfstoffenwinning en industrie;1999;75;65.0;62.0;63.0;51.0;33;39;40.0;30.0;66.0;14.0;64.0;67.0;46.0;27.0;42.0;29.0;90;81.0;56;20;22;76.0;38;36;29;48;36;33;5.8;14.0;20.0;48.0;41.0;26.0;22.0;23.0;4.0;9.0;34;69;28.0;33.0
195;1000k Delfstoffenwinning en industrie;2000;76;66.0;62.0;62.0;53.0;33;41;42.0;27.0;64.0;14.0;65.0;66.0;45.0;23.0;44.0;26.0;90;84.0;56;24;20;85.0;38;35;28;50;37;32;5.6;12.0;20.0;50.0;41.0;23.0;21.0;15.0;7.0;5.0;33;65;32.0;33.0
196;1000k Delfstoffenwinning en industrie;2001;78;70.0;67.0;71.0;64.0;34;41;31.0;41.0;68.0;13.0;68.0;72.0;42.0;32.0;38.0;31.0;92;81.0;50;24;25;77.0;35;30;24;41;42;27;5.2;;;;;22.0;21.0;20.0;3.0;8.0;36;73;44.0;32.0
197;1000k Delfstoffenwinning en industrie;2002;84;69.0;68.0;70.0;62.0;34;39;35.0;37.0;68.0;12.0;73.0;73.0;43.0;33.0;35.0;29.0;92;83.0;46;26;26;77.0;40;32;26;46;36;30;5.6;;;;;23.0;21.0;18.0;6.0;8.0;43;76;36.0;31.0
198;1000k Delfstoffenwinning en industrie;2003;83;;;;;33;39;;;;;;;;;;;88;79.0;43;24;32;79.0;39;32;26;45;45;29;5.3;;;;;;;;;;40;71;39.0;34.0
199;1000k Delfstoffenwinning en industrie;2004;85;;;;;36;42;;;;;;;;;;;90;81.0;48;20;31;78.0;41;35;28;48;41;32;5.5;;;;;;;;;;39;68;;
200;45 Bouwnijverheid;1997;66;66.0;58.0;67.0;64.0;21;26;33.0;32.0;84.0;5.0;79.0;73.0;27.0;41.0;36.0;28.0;95;85.0;61;15;23;90.0;45;37;31;52;33;35;6.0;;;;;16.0;;;;;39;69;25.0;36.0
201;45 Bouwnijverheid;1998;73;67.0;60.0;74.0;62.0;21;28;31.0;34.0;80.0;3.0;78.0;82.0;29.0;40.0;30.0;25.0;94;84.0;53;16;30;84.0;45;39;32;52;28;37;6.3;;;;;22.0;12.0;12.0;3.0;10.0;43;72;30.0;31.0
202;45 Bouwnijverheid;1999;71;69.0;71.0;69.0;60.0;21;29;33.0;35.0;81.0;7.0;78.0;80.0;26.0;37.0;34.0;29.0;90;84.0;59;16;25;90.0;42;37;29;49;40;35;5.6;12.0;22.0;50.0;38.0;20.0;14.0;18.0;5.0;6.0;36;71;30.0;34.0
203;45 Bouwnijverheid;2000;75;70.0;71.0;69.0;63.0;19;26;36.0;34.0;80.0;7.0;76.0;72.0;31.0;37.0;38.0;26.0;92;88.0;62;17;21;83.0;42;35;28;50;36;32;5.8;11.0;23.0;52.0;37.0;20.0;23.0;21.0;8.0;19.0;42;74;23.0;38.0
204;45 Bouwnijverheid;2001;77;70.0;65.0;74.0;68.0;24;28;31.0;38.0;79.0;7.0;85.0;83.0;24.0;44.0;32.0;32.0;94;87.0;60;13;25;86.0;38;36;28;46;40;35;5.7;;;;;23.0;10.0;13.0;3.0;3.0;52;76;27.0;44.0
205;45 Bouwnijverheid;2002;80;70.0;71.0;76.0;68.0;26;29;30.0;41.0;84.0;7.0;73.0;80.0;32.0;38.0;33.0;27.0;91;86.0;56;15;28;82.0;37;29;24;42;38;27;5.4;;;;;19.0;12.0;11.0;0.0;2.0;43;75;35.0;33.0
206;45 Bouwnijverheid;2003;84;;;;;25;31;;;;;;;;;;;89;83.0;62;12;25;77.0;44;31;26;50;36;30;5.8;;;;;;;;;;39;74;39.0;35.0
207;45 Bouwnijverheid;2004;83;;;;;27;35;;;;;;;;;;;91;87.0;63;11;25;84.0;44;32;28;48;36;30;5.8;;;;;;;;;;45;67;;
208;5000d Commerciële dienstverlening;1997;74;71.0;58.0;74.0;56.0;44;50;31.0;34.0;65.0;8.0;70.0;77.0;37.0;34.0;32.0;35.0;87;83.0;51;23;24;81.0;45;34;29;51;31;33;6.0;;;;;24.0;12.0;14.0;5.0;6.0;36;69;27.0;35.0
209;5000d Commerciële dienstverlening;1998;72;70.0;60.0;72.0;56.0;47;50;32.0;35.0;67.0;9.0;72.0;75.0;38.0;35.0;34.0;37.0;87;83.0;56;20;23;80.0;45;35;29;51;30;33;6.0;;;;;21.0;21.0;18.0;7.0;7.0;40;72;30.0;39.0
210;5000d Commerciële dienstverlening;1999;71;70.0;66.0;69.0;58.0;41;46;35.0;33.0;65.0;7.0;72.0;76.0;38.0;33.0;35.0;34.0;88;83.0;57;16;26;79.0;44;37;30;48;35;33;5.8;12.0;23.0;49.0;41.0;26.0;21.0;18.0;4.0;6.0;39;70;29.0;36.0
211;5000d Commerciële dienstverlening;2000;73;72.0;65.0;70.0;57.0;45;50;34.0;35.0;68.0;7.0;74.0;74.0;38.0;35.0;33.0;35.0;89;85.0;57;17;25;82.0;41;34;30;48;37;33;5.7;11.0;21.0;46.0;40.0;26.0;17.0;16.0;2.0;5.0;40;69;26.0;37.0
212;5000d Commerciële dienstverlening;2001;77;75.0;64.0;75.0;64.0;47;51;30.0;40.0;66.0;8.0;72.0;75.0;39.0;32.0;33.0;37.0;87;84.0;52;21;26;83.0;41;31;25;46;36;29;5.7;;;;;24.0;18.0;15.0;6.0;6.0;41;75;33.0;36.0
213;5000d Commerciële dienstverlening;2002;77;73.0;63.0;75.0;64.0;44;48;32.0;41.0;66.0;9.0;74.0;77.0;42.0;34.0;35.0;33.0;87;84.0;51;21;27;79.0;42;30;26;46;36;29;5.6;;;;;23.0;22.0;19.0;5.0;9.0;41;74;36.0;34.0
214;5000d Commerciële dienstverlening;2003;77;;;;;46;49;;;;;;;;;;;86;83.0;51;21;27;82.0;41;33;27;46;38;31;5.6;;;;;;;;;;40;71;38.0;35.0
215;5000d Commerciële dienstverlening;2004;80;;;;;48;50;;;;;;;;;;;87;81.0;50;22;26;79.0;43;33;28;48;36;31;5.7;;;;;;;;;;39;69;;
216;G Reparatie van consumentenartikelen ..;1997;71;73.0;61.0;75.0;50.0;43;49;31.0;33.0;63.0;6.0;69.0;75.0;38.0;36.0;33.0;35.0;84;82.0;51;24;23;79.0;41;25;22;44;39;24;5.4;;;;;21.0;9.0;10.0;3.0;3.0;32;64;30.0;31.0
217;G Reparatie van consumentenartikelen ..;1998;74;71.0;63.0;71.0;50.0;47;47;31.0;35.0;67.0;7.0;70.0;73.0;39.0;31.0;32.0;35.0;81;84.0;56;21;23;82.0;37;24;20;41;42;23;5.1;;;;;19.0;23.0;22.0;6.0;12.0;35;69;35.0;35.0
218;G Reparatie van consumentenartikelen ..;1999;67;70.0;66.0;69.0;46.0;42;45;38.0;30.0;65.0;5.0;71.0;70.0;39.0;29.0;38.0;34.0;86;85.0;54;16;29;83.0;37;28;24;41;42;26;5.3;9.0;20.0;50.0;38.0;27.0;17.0;14.0;3.0;4.0;38;67;31.0;34.0
219;G Reparatie van consumentenartikelen ..;2000;71;72.0;65.0;70.0;47.0;46;52;37.0;29.0;63.0;6.0;72.0;73.0;40.0;32.0;37.0;33.0;87;87.0;56;18;25;83.0;35;26;21;40;48;23;4.9;9.0;18.0;39.0;32.0;24.0;19.0;16.0;3.0;6.0;31;64;33.0;31.0
220;G Reparatie van consumentenartikelen ..;2001;74;73.0;63.0;75.0;57.0;45;48;33.0;37.0;57.0;7.0;71.0;71.0;45.0;25.0;37.0;33.0;84;81.0;48;22;29;81.0;38;24;21;41;45;23;5.1;;;;;22.0;18.0;16.0;6.0;7.0;37;72;38.0;29.0
221;G Reparatie van consumentenartikelen ..;2002;76;72.0;61.0;74.0;55.0;45;47;36.0;36.0;61.0;8.0;74.0;73.0;45.0;33.0;38.0;32.0;87;86.0;51;20;28;82.0;36;24;20;40;45;23;5.0;;;;;22.0;20.0;23.0;5.0;14.0;40;67;40.0;31.0
222;G Reparatie van consumentenartikelen ..;2003;77;;;;;46;47;;;;;;;;;;;85;84.0;49;20;30;80.0;35;24;19;40;44;22;5.0;;;;;;;;;;41;67;40.0;36.0
223;G Reparatie van consumentenartikelen ..;2004;81;;;;;46;47;;;;;;;;;;;86;84.0;48;24;27;81.0;36;23;19;40;46;20;4.9;;;;;;;;;;41;67;;
224;55 Logies-, maaltijden- en ..;1997;71;64.0;41.0;66.0;36.0;46;59;48.0;22.0;53.0;13.0;69.0;67.0;47.0;24.0;44.0;27.0;77;82.0;51;23;20;87.0;51;38;29;60;25;37;6.4;;;;;26.0;;;;;26;64;27.0;34.0
225;55 Logies-, maaltijden- en ..;1998;63;61.0;34.0;66.0;29.0;42;63;53.0;10.0;58.0;13.0;66.0;65.0;54.0;27.0;50.0;18.0;83;79.0;55;20;21;81.0;54;34;33;55;21;34;6.4;;;;;23.0;;;;;37;69;30.0;41.0
226;55 Logies-, maaltijden- en ..;1999;61;64.0;52.0;64.0;34.0;35;52;53.0;17.0;49.0;7.0;63.0;70.0;55.0;23.0;46.0;16.0;86;83.0;57;19;24;89.0;50;36;28;46;36;30;5.7;7.0;16.0;42.0;41.0;22.0;;;;;30;70;29.0;33.0
227;55 Logies-, maaltijden- en ..;2000;60;67.0;56.0;65.0;34.0;39;50;47.0;22.0;56.0;7.0;67.0;64.0;48.0;26.0;41.0;24.0;82;88.0;61;21;17;84.0;54;35;33;55;29;34;6.4;5.0;13.0;44.0;49.0;29.0;;;;;42;72;24.0;43.0
228;55 Logies-, maaltijden- en ..;2001;60;62.0;41.0;65.0;32.0;41;53;55.0;20.0;47.0;6.0;63.0;65.0;53.0;26.0;60.0;20.0;82;86.0;52;30;16;83.0;52;35;29;57;26;31;6.2;;;;;25.0;;;;;31;66;45.0;32.0
229;55 Logies-, maaltijden- en ..;2002;68;64.0;51.0;64.0;43.0;34;51;47.0;24.0;48.0;11.0;68.0;77.0;57.0;25.0;52.0;19.0;82;85.0;50;22;26;71.0;50;32;28;54;27;31;6.2;;;;;20.0;;;;;21;70;44.0;27.0
230;55 Logies-, maaltijden- en ..;2003;71;;;;;43;57;;;;;;;;;;;74;84.0;45;24;31;85.0;48;44;36;56;26;43;6.5;;;;;;;;;;33;73;45.0;30.0
231;55 Logies-, maaltijden- en ..;2004;62;;;;;44;49;;;;;;;;;;;74;84.0;46;22;28;85.0;59;36;33;61;25;35;6.5;;;;;;;;;;37;62;;
232;I Vervoer, opslag en communicatie;1997;63;60.0;55.0;56.0;50.0;45;50;42.0;23.0;55.0;10.0;61.0;74.0;45.0;21.0;45.0;24.0;87;80.0;50;24;25;76.0;42;41;32;51;27;36;6.2;;;;;22.0;20.0;18.0;6.0;10.0;25;69;35.0;34.0
233;I Vervoer, opslag en communicatie;1998;50;56.0;56.0;51.0;48.0;50;53;49.0;20.0;57.0;10.0;66.0;74.0;47.0;23.0;53.0;24.0;90;77.0;61;14;24;85.0;44;46;33;57;29;40;6.2;;;;;15.0;;;;;36;76;32.0;41.0
234;I Vervoer, opslag en communicatie;1999;63;59.0;67.0;51.0;60.0;42;48;47.0;23.0;56.0;15.0;61.0;74.0;48.0;22.0;48.0;21.0;85;80.0;58;14;27;74.0;45;45;32;51;34;39;6.0;14.0;21.0;45.0;49.0;28.0;27.0;16.0;4.0;11.0;31;72;32.0;33.0
235;I Vervoer, opslag en communicatie;2000;63;64.0;60.0;56.0;51.0;46;48;47.0;32.0;65.0;12.0;66.0;74.0;47.0;27.0;48.0;25.0;90;80.0;59;14;26;80.0;40;40;33;51;31;39;6.1;14.0;21.0;50.0;51.0;26.0;18.0;18.0;2.0;7.0;36;66;28.0;37.0
236;I Vervoer, opslag en communicatie;2001;69;66.0;64.0;57.0;58.0;51;54;43.0;32.0;70.0;13.0;60.0;71.0;45.0;23.0;43.0;25.0;87;77.0;59;21;20;82.0;39;36;27;48;36;33;5.8;;;;;22.0;17.0;15.0;7.0;9.0;26;76;40.0;31.0
237;I Vervoer, opslag en communicatie;2002;68;62.0;54.0;57.0;55.0;46;49;48.0;26.0;60.0;17.0;60.0;74.0;49.0;21.0;48.0;21.0;85;74.0;52;24;23;81.0;43;37;31;49;31;36;6.1;;;;;24.0;26.0;17.0;6.0;6.0;32;73;41.0;30.0
238;I Vervoer, opslag en communicatie;2003;56;;;;;49;54;;;;;;;;;;;84;78.0;51;24;22;80.0;40;42;34;48;39;39;5.8;;;;;;;;;;31;70;48.0;28.0
239;I Vervoer, opslag en communicatie;2004;77;;;;;52;53;;;;;;;;;;;90;72.0;48;22;28;70.0;42;38;31;49;34;34;5.8;;;;;;;;;;30;66;;
240;J Financiële instellingen;1997;86;77.0;57.0;88.0;67.0;36;37;22.0;37.0;75.0;6.0;79.0;81.0;28.0;38.0;22.0;37.0;95;84.0;44;32;24;89.0;48;33;29;52;29;31;6.1;;;;;23.0;;;;;46;81;16.0;37.0
241;J Financiële instellingen;1998;82;81.0;70.0;88.0;77.0;43;44;16.0;54.0;75.0;4.0;82.0;83.0;22.0;44.0;18.0;48.0;96;88.0;53;27;20;84.0;46;37;29;54;23;34;6.3;;;;;19.0;;;;;53;87;12.0;50.0
242;J Financiële instellingen;1999;80;73.0;69.0;77.0;74.0;36;36;21.0;43.0;76.0;6.0;86.0;83.0;23.0;48.0;18.0;37.0;97;81.0;52;16;32;74.0;47;41;34;56;29;39;6.4;12.0;27.0;52.0;39.0;25.0;;;;;47;72;23.0;37.0
243;J Financiële instellingen;2000;86;74.0;73.0;77.0;79.0;36;35;21.0;51.0;77.0;6.0;84.0;77.0;34.0;42.0;22.0;40.0;97;83.0;54;21;25;80.0;43;35;35;49;30;40;6.2;11.0;25.0;53.0;39.0;23.0;;;;;55;83;9.0;47.0
244;J Financiële instellingen;2001;89;78.0;71.0;90.0;80.0;38;39;14.0;49.0;79.0;3.0;87.0;78.0;26.0;44.0;23.0;41.0;97;88.0;39;30;32;87.0;39;24;21;42;34;24;5.7;;;;;16.0;;;;;70;89;13.0;49.0
245;J Financiële instellingen;2002;90;73.0;68.0;87.0;81.0;31;26;25.0;52.0;71.0;4.0;84.0;80.0;33.0;40.0;28.0;29.0;96;84.0;48;30;22;73.0;48;28;26;51;30;27;5.9;;;;;14.0;;;;;55;86;26.0;41.0
246;J Financiële instellingen;2003;90;;;;;42;36;;;;;;;;;;;94;87.0;45;28;26;83.0;52;37;33;57;32;36;6.1;;;;;;;;;;47;87;23.0;41.0
247;J Financiële instellingen;2004;85;;;;;39;43;;;;;;;;;;;95;82.0;38;31;31;83.0;45;39;32;52;29;37;6.2;;;;;;;;;;45;82;;
248;K VH en handel in onroerend goed, ..;1997;79;74.0;63.0;81.0;72.0;49;54;23.0;43.0;74.0;7.0;74.0;82.0;30.0;41.0;22.0;46.0;92;86.0;53;18;28;81.0;49;43;37;55;27;41;6.5;;;;;29.0;13.0;19.0;6.0;7.0;47;73;22.0;40.0
249;K VH en handel in onroerend goed, ..;1998;81;75.0;65.0;79.0;70.0;48;50;24.0;42.0;72.0;11.0;75.0;77.0;33.0;46.0;28.0;47.0;88;83.0;55;20;25;73.0;52;45;38;59;22;43;6.8;;;;;28.0;22.0;17.0;7.0;8.0;44;68;33.0;35.0
250;K VH en handel in onroerend goed, ..;1999;79;76.0;70.0;77.0;73.0;43;47;27.0;42.0;72.0;6.0;76.0;82.0;33.0;42.0;27.0;46.0;89;84.0;62;16;20;73.0;48;42;34;52;30;38;6.2;16.0;28.0;52.0;42.0;27.0;17.0;18.0;4.0;4.0;45;73;28.0;39.0
251;K VH en handel in onroerend goed, ..;2000;79;78.0;68.0;79.0;72.0;48;53;21.0;43.0;75.0;7.0;82.0;80.0;30.0;44.0;22.0;47.0;91;85.0;56;15;29;83.0;46;40;38;54;31;40;6.3;15.0;26.0;51.0;40.0;27.0;16.0;14.0;2.0;3.0;47;71;22.0;38.0
252;K VH en handel in onroerend goed, ..;2001;85;83.0;71.0;84.0;79.0;52;56;18.0;52.0;74.0;10.0;79.0;83.0;29.0;42.0;18.0;52.0;90;88.0;58;15;25;84.0;41;37;30;48;29;35;6.1;;;;;29.0;19.0;18.0;5.0;6.0;49;77;28.0;44.0
253;K VH en handel in onroerend goed, ..;2002;83;82.0;72.0;86.0;79.0;47;53;18.0;55.0;78.0;8.0;82.0;82.0;32.0;44.0;22.0;45.0;88;88.0;53;16;30;77.0;44;34;29;49;33;33;5.9;;;;;27.0;23.0;16.0;4.0;9.0;49;80;30.0;38.0
254;K VH en handel in onroerend goed, ..;2003;85;;;;;47;52;;;;;;;;;;;88;84.0;58;16;24;85.0;42;33;28;46;35;31;5.7;;;;;;;;;;43;71;34.0;37.0
255;K VH en handel in onroerend goed, ..;2004;83;;;;;50;54;;;;;;;;;;;88;82.0;58;18;24;80.0;44;39;33;49;32;37;6.1;;;;;;;;;;39;70;;
256;7500b Niet-commerciële ..;1997;58;67.0;54.0;69.0;42.0;42;49;38.0;27.0;81.0;4.0;77.0;81.0;24.0;42.0;35.0;30.0;94;81.0;55;21;22;76.0;45;37;31;51;31;35;6.1;;;;;26.0;19.0;17.0;5.0;7.0;24;62;35.0;25.0
257;7500b Niet-commerciële ..;1998;59;67.0;53.0;68.0;42.0;43;49;40.0;26.0;84.0;4.0;79.0;79.0;24.0;41.0;36.0;29.0;94;82.0;52;20;27;78.0;42;36;29;49;34;34;5.9;;;;;30.0;22.0;18.0;6.0;8.0;25;58;43.0;26.0
258;7500b Niet-commerciële ..;1999;57;70.0;60.0;67.0;42.0;39;48;38.0;25.0;82.0;3.0;76.0;81.0;25.0;42.0;33.0;30.0;94;84.0;60;14;25;80.0;41;39;32;50;35;38;6.0;14.0;33.0;54.0;35.0;31.0;23.0;19.0;5.0;8.0;26;59;36.0;27.0
259;7500b Niet-commerciële ..;2000;60;71.0;63.0;68.0;43.0;40;49;37.0;27.0;80.0;4.0;77.0;82.0;25.0;41.0;33.0;32.0;95;82.0;58;17;24;79.0;40;37;30;49;36;36;5.8;14.0;32.0;50.0;35.0;29.0;21.0;17.0;6.0;6.0;24;54;41.0;25.0
260;7500b Niet-commerciële ..;2001;62;68.0;59.0;72.0;46.0;42;48;38.0;30.0;83.0;4.0;77.0;82.0;24.0;44.0;37.0;28.0;94;82.0;51;20;27;79.0;43;33;29;47;36;31;5.7;;;;;30.0;26.0;24.0;8.0;12.0;29;58;47.0;24.0
261;7500b Niet-commerciële ..;2002;64;68.0;60.0;71.0;46.0;43;48;42.0;31.0;83.0;4.0;81.0;80.0;26.0;45.0;38.0;31.0;94;82.0;48;21;30;83.0;42;32;28;46;37;31;5.7;;;;;29.0;25.0;20.0;8.0;8.0;32;65;44.0;26.0
262;7500b Niet-commerciële ..;2003;64;;;;;40;47;;;;;;;;;;;94;83.0;50;21;28;83.0;43;35;30;48;33;33;5.9;;;;;;;;;;31;64;48.0;29.0
263;7500b Niet-commerciële ..;2004;66;;;;;41;47;;;;;;;;;;;94;83.0;48;19;32;81.0;41;32;27;46;37;30;5.7;;;;;;;;;;31;65;;
264;75 Openbaar bestuur, ..;1997;76;70.0;61.0;75.0;64.0;41;44;27.0;38.0;76.0;3.0;74.0;82.0;26.0;33.0;28.0;36.0;96;80.0;45;25;29;71.0;41;32;26;47;33;30;5.8;;;;;21.0;18.0;17.0;5.0;7.0;29;72;27.0;31.0
265;75 Openbaar bestuur, ..;1998;78;74.0;60.0;77.0;66.0;43;42;25.0;35.0;84.0;4.0;84.0;82.0;22.0;37.0;24.0;38.0;96;81.0;49;22;29;73.0;42;38;32;49;31;35;6.0;;;;;23.0;18.0;24.0;11.0;9.0;35;72;32.0;31.0
266;75 Openbaar bestuur, ..;1999;80;74.0;68.0;73.0;66.0;40;45;24.0;37.0;80.0;2.0;77.0;84.0;24.0;42.0;22.0;42.0;97;80.0;54;15;31;77.0;40;38;34;53;33;40;6.2;18.0;31.0;51.0;37.0;26.0;23.0;25.0;5.0;11.0;38;73;21.0;33.0
267;75 Openbaar bestuur, ..;2000;83;74.0;65.0;73.0;63.0;42;41;30.0;35.0;76.0;4.0;75.0;82.0;30.0;40.0;30.0;36.0;95;83.0;50;23;26;75.0;37;37;26;43;37;33;5.6;15.0;29.0;46.0;34.0;24.0;18.0;14.0;2.0;3.0;28;67;31.0;29.0
268;75 Openbaar bestuur, ..;2001;82;78.0;70.0;83.0;74.0;44;46;21.0;47.0;83.0;5.0;81.0;87.0;22.0;43.0;20.0;43.0;97;81.0;44;25;30;75.0;35;26;23;39;39;25;5.4;;;;;28.0;21.0;23.0;4.0;9.0;38;75;34.0;35.0
269;75 Openbaar bestuur, ..;2002;84;72.0;67.0;76.0;70.0;44;44;27.0;45.0;80.0;6.0;81.0;81.0;28.0;41.0;27.0;37.0;95;84.0;42;22;35;79.0;36;33;27;42;41;31;5.6;;;;;26.0;29.0;21.0;7.0;9.0;41;82;32.0;34.0
270;75 Openbaar bestuur, ..;2003;82;;;;;38;44;;;;;;;;;;;97;83.0;41;26;33;83.0;38;34;29;44;33;33;5.9;;;;;;;;;;39;74;39.0;30.0
271;75 Openbaar bestuur, ..;2004;80;;;;;41;45;;;;;;;;;;;97;82.0;45;21;34;76.0;42;32;27;47;36;31;5.7;;;;;;;;;;40;73;;
272;80 Onderwijs;1997;29;69.0;57.0;65.0;32.0;46;65;41.0;23.0;85.0;2.0;83.0;91.0;14.0;54.0;34.0;29.0;96;80.0;62;13;23;75.0;49;39;35;53;30;38;6.3;;;;;36.0;21.0;21.0;6.0;9.0;22;58;34.0;23.0
273;80 Onderwijs;1998;26;65.0;51.0;61.0;29.0;43;64;48.0;22.0;87.0;3.0;77.0;85.0;23.0;44.0;41.0;22.0;97;79.0;58;14;26;83.0;44;38;29;53;35;33;5.8;;;;;37.0;32.0;25.0;6.0;12.0;14;54;54.0;19.0
274;80 Onderwijs;1999;25;69.0;59.0;61.0;29.0;41;58;42.0;18.0;84.0;1.0;80.0;91.0;18.0;46.0;33.0;23.0;98;85.0;66;11;22;79.0;39;38;26;46;38;31;5.6;15.0;40.0;61.0;36.0;38.0;17.0;18.0;8.0;9.0;15;57;46.0;20.0
275;80 Onderwijs;2000;26;72.0;59.0;65.0;30.0;42;67;46.0;23.0;84.0;2.0;79.0;86.0;19.0;44.0;34.0;26.0;95;82.0;64;13;22;74.0;40;39;29;51;34;35;5.8;19.0;42.0;56.0;42.0;36.0;21.0;16.0;9.0;9.0;18;53;45.0;22.0
276;80 Onderwijs;2001;28;64.0;55.0;66.0;32.0;48;62;47.0;21.0;90.0;2.0;79.0;89.0;15.0;52.0;41.0;23.0;97;81.0;59;12;28;80.0;50;32;30;52;32;31;6.0;;;;;39.0;26.0;22.0;8.0;10.0;23;54;60.0;16.0
277;80 Onderwijs;2002;27;65.0;53.0;63.0;27.0;40;60;56.0;19.0;89.0;1.0;85.0;89.0;15.0;56.0;44.0;22.0;98;77.0;54;17;28;83.0;52;39;35;57;28;37;6.4;;;;;38.0;25.0;14.0;8.0;7.0;23;60;51.0;24.0
278;80 Onderwijs;2003;26;;;;;41;61;;;;;;;;;;;97;79.0;51;19;30;83.0;45;36;28;52;33;33;5.8;;;;;;;;;;20;64;56.0;23.0
279;80 Onderwijs;2004;30;;;;;42;62;;;;;;;;;;;96;82.0;49;16;34;79.0;40;32;26;45;34;29;5.8;;;;;;;;;;24;69;;
280;85 Gezondheids- en welzijnszorg;1997;59;62.0;48.0;67.0;32.0;38;41;45.0;20.0;84.0;4.0;75.0;76.0;27.0;40.0;42.0;26.0;95;84.0;54;25;20;80.0;50;42;36;56;28;41;6.4;;;;;26.0;20.0;16.0;5.0;6.0;20;55;42.0;21.0
281;85 Gezondheids- en welzijnszorg;1998;60;62.0;47.0;65.0;31.0;41;44;48.0;19.0;88.0;3.0;78.0;76.0;24.0;42.0;41.0;24.0;96;85.0;48;21;29;79.0;46;39;33;53;33;38;6.1;;;;;29.0;17.0;12.0;5.0;5.0;21;47;47.0;22.0
282;85 Gezondheids- en welzijnszorg;1999;55;66.0;55.0;64.0;32.0;36;43;43.0;20.0;83.0;3.0;74.0;77.0;25.0;39.0;39.0;24.0;95;85.0;58;16;26;83.0;45;42;36;54;32;42;6.3;13.0;34.0;52.0;35.0;31.0;27.0;18.0;4.0;6.0;24;52;42.0;25.0
283;85 Gezondheids- en welzijnszorg;2000;62;67.0;62.0;65.0;34.0;35;42;41.0;22.0;85.0;5.0;78.0;80.0;23.0;41.0;36.0;29.0;96;81.0;57;17;26;83.0;44;39;35;54;33;40;6.2;13.0;32.0;52.0;32.0;30.0;25.0;20.0;7.0;6.0;25;46;47.0;22.0
284;85 Gezondheids- en welzijnszorg;2001;63;62.0;53.0;66.0;35.0;34;39;47.0;20.0;82.0;5.0;75.0;77.0;27.0;42.0;48.0;20.0;95;82.0;48;23;28;82.0;48;40;35;53;35;39;6.1;;;;;29.0;30.0;26.0;8.0;14.0;27;49;51.0;20.0
