ID;Geboorteland;Leeftijd;Perioden;TotaalAdoptiesExclPartneradopties_1;GeadopteerdeMeisjes_2;GeadopteerdeJongens_3
46;0;1 jaar;2005;510;416;94
47;0;1 jaar;2006;250;170;80
48;0;1 jaar;2007;228;142;86
49;0;1 jaar;2008;192;118;74
50;0;1 jaar;2009;173;69;104
51;0;1 jaar;2010;196;62;134
52;0;1 jaar;2011;103;32;71
53;0;1 jaar;2012;137;40;97
54;0;2 jaar;1995;89;43;46
55;0;2 jaar;1996;106;56;50
56;0;2 jaar;1997;104;50;54
57;0;2 jaar;1998;128;76;52
58;0;2 jaar;1999;158;93;65
59;0;2 jaar;2000;167;104;63
60;0;2 jaar;2001;141;88;53
61;0;2 jaar;2002;195;136;59
62;0;2 jaar;2003;234;152;82
63;0;2 jaar;2004;235;154;81
64;0;2 jaar;2005;211;130;81
65;0;2 jaar;2006;188;110;78
66;0;2 jaar;2007;166;83;83
67;0;2 jaar;2008;187;96;91
68;0;2 jaar;2009;163;61;102
69;0;2 jaar;2010;169;64;105
70;0;2 jaar;2011;130;35;95
71;0;2 jaar;2012;106;34;72
72;0;3 jaar;1995;71;37;34
73;0;3 jaar;1996;87;43;44
74;0;3 jaar;1997;69;35;34
75;0;3 jaar;1998;71;34;37
76;0;3 jaar;1999;93;46;47
77;0;3 jaar;2000;112;73;39
78;0;3 jaar;2001;78;40;38
79;0;3 jaar;2002;78;36;42
80;0;3 jaar;2003;96;55;41
81;0;3 jaar;2004;114;60;54
82;0;3 jaar;2005;93;38;55
83;0;3 jaar;2006;75;40;35
84;0;3 jaar;2007;102;53;49
85;0;3 jaar;2008;94;41;53
86;0;3 jaar;2009;109;49;60
87;0;3 jaar;2010;131;44;87
88;0;3 jaar;2011;96;31;65
89;0;3 jaar;2012;66;16;50
90;0;4 jaar;1995;43;18;25
91;0;4 jaar;1996;55;24;31
92;0;4 jaar;1997;47;24;23
93;0;4 jaar;1998;61;30;31
94;0;4 jaar;1999;59;31;28
95;0;4 jaar;2000;56;30;26
96;0;4 jaar;2001;33;16;17
97;0;4 jaar;2002;53;30;23
98;0;4 jaar;2003;59;32;27
99;0;4 jaar;2004;64;34;30
100;0;4 jaar;2005;52;19;33
101;0;4 jaar;2006;43;19;24
102;0;4 jaar;2007;48;26;22
103;0;4 jaar;2008;64;37;27
104;0;4 jaar;2009;59;27;32
105;0;4 jaar;2010;68;28;40
106;0;4 jaar;2011;42;10;32
107;0;4 jaar;2012;55;22;33
108;0;5 jaar;1995;17;6;11
109;0;5 jaar;1996;47;19;28
110;0;5 jaar;1997;39;19;20
111;0;5 jaar;1998;47;23;24
112;0;5 jaar;1999;41;19;22
113;0;5 jaar;2000;29;14;15
114;0;5 jaar;2001;19;10;9
115;0;5 jaar;2002;41;23;18
116;0;5 jaar;2003;35;12;23
117;0;5 jaar;2004;50;26;24
118;0;5 jaar;2005;51;22;29
119;0;5 jaar;2006;40;18;22
120;0;5 jaar;2007;52;24;28
121;0;5 jaar;2008;51;21;30
122;0;5 jaar;2009;42;18;24
123;0;5 jaar;2010;31;13;18
124;0;5 jaar;2011;42;20;22
125;0;5 jaar;2012;46;22;24
126;0;6 jaar of ouder;1995;62;29;33
127;0;6 jaar of ouder;1996;81;45;36
128;0;6 jaar of ouder;1997;45;30;15
129;0;6 jaar of ouder;1998;63;30;33
130;0;6 jaar of ouder;1999;52;29;23
131;0;6 jaar of ouder;2000;58;30;28
132;0;6 jaar of ouder;2001;46;20;26
133;0;6 jaar of ouder;2002;27;14;13
134;0;6 jaar of ouder;2003;34;20;14
135;0;6 jaar of ouder;2004;62;34;28
136;0;6 jaar of ouder;2005;58;34;24
137;0;6 jaar of ouder;2006;54;25;29
138;0;6 jaar of ouder;2007;51;33;18
139;0;6 jaar of ouder;2008;74;41;33
140;0;6 jaar of ouder;2009;69;34;35
141;0;6 jaar of ouder;2010;44;24;20
142;0;6 jaar of ouder;2011;50;26;24
143;0;6 jaar of ouder;2012;40;22;18
144;1;Alle leeftijden;1995;123;118;5
145;1;Alle leeftijden;1996;120;110;10
146;1;Alle leeftijden;1997;102;88;14
147;1;Alle leeftijden;1998;207;193;14
148;1;Alle leeftijden;1999;259;253;6
149;1;Alle leeftijden;2000;448;427;21
150;1;Alle leeftijden;2001;442;409;33
151;1;Alle leeftijden;2002;506;446;60
152;1;Alle leeftijden;2003;564;479;85
153;1;Alle leeftijden;2004;787;696;91
154;1;Alle leeftijden;2005;654;582;72
155;1;Alle leeftijden;2006;389;315;74
156;1;Alle leeftijden;2007;367;264;103
157;1;Alle leeftijden;2008;295;182;113
158;1;Alle leeftijden;2009;273;120;153
159;1;Alle leeftijden;2010;317;107;210
160;1;Alle leeftijden;2011;182;38;144
161;1;Alle leeftijden;2012;187;40;147
162;1;0 jaar;1995;67;64;3
163;1;0 jaar;1996;80;76;4
164;1;0 jaar;1997;18;14;4
165;1;0 jaar;1998;57;50;7
166;1;0 jaar;1999;65;62;3
167;1;0 jaar;2000;204;198;6
168;1;0 jaar;2001;109;105;4
169;1;0 jaar;2002;116;108;8
170;1;0 jaar;2003;120;111;9
171;1;0 jaar;2004;107;101;6
172;1;0 jaar;2005;100;99;1
173;1;0 jaar;2006;77;73;4
174;1;0 jaar;2007;57;50;7
175;1;0 jaar;2008;13;11;2
176;1;0 jaar;2009;15;11;4
177;1;0 jaar;2010;6;4;2
178;1;0 jaar;2011;4;1;3
179;1;0 jaar;2012;4;1;3
180;1;1 jaar;1995;28;26;2
181;1;1 jaar;1996;18;15;3
182;1;1 jaar;1997;55;53;2
183;1;1 jaar;1998;93;90;3
184;1;1 jaar;1999;117;116;1
185;1;1 jaar;2000;137;131;6
186;1;1 jaar;2001;230;213;17
187;1;1 jaar;2002;241;220;21
188;1;1 jaar;2003;264;231;33
189;1;1 jaar;2004;473;436;37
190;1;1 jaar;2005;391;365;26
191;1;1 jaar;2006;163;138;25
192;1;1 jaar;2007;152;113;39
193;1;1 jaar;2008;127;88;39
194;1;1 jaar;2009;94;41;53
195;1;1 jaar;2010;120;34;86
196;1;1 jaar;2011;43;6;37
197;1;1 jaar;2012;70;13;57
198;1;2 jaar;1995;10;10;0
199;1;2 jaar;1996;8;8;0
200;1;2 jaar;1997;13;11;2
201;1;2 jaar;1998;33;30;3
202;1;2 jaar;1999;55;54;1
203;1;2 jaar;2000;60;54;6
204;1;2 jaar;2001;69;66;3
205;1;2 jaar;2002;103;87;16
206;1;2 jaar;2003;127;101;26
207;1;2 jaar;2004;139;110;29
208;1;2 jaar;2005;115;88;27
209;1;2 jaar;2006;101;75;26
210;1;2 jaar;2007;84;53;31
211;1;2 jaar;2008;97;55;42
212;1;2 jaar;2009;89;31;58
213;1;2 jaar;2010;108;35;73
214;1;2 jaar;2011;68;17;51
215;1;2 jaar;2012;55;14;41
216;1;3 jaar;1995;13;13;0
217;1;3 jaar;1996;7;7;0
218;1;3 jaar;1997;11;7;4
219;1;3 jaar;1998;13;13;0
220;1;3 jaar;1999;14;14;0
221;1;3 jaar;2000;41;38;3
222;1;3 jaar;2001;23;18;5
223;1;3 jaar;2002;25;17;8
224;1;3 jaar;2003;36;25;11
225;1;3 jaar;2004;53;41;12
226;1;3 jaar;2005;29;20;9
227;1;3 jaar;2006;34;21;13
228;1;3 jaar;2007;49;31;18
229;1;3 jaar;2008;30;13;17
230;1;3 jaar;2009;47;21;26
231;1;3 jaar;2010;56;23;33
232;1;3 jaar;2011;47;10;37
233;1;3 jaar;2012;34;3;31
234;1;4 jaar;1995;4;4;0
235;1;4 jaar;1996;6;3;3
236;1;4 jaar;1997;2;1;1
237;1;4 jaar;1998;7;7;0
238;1;4 jaar;1999;2;2;0
239;1;4 jaar;2000;2;2;0
240;1;4 jaar;2001;7;5;2
241;1;4 jaar;2002;9;8;1
242;1;4 jaar;2003;11;7;4
243;1;4 jaar;2004;13;7;6
244;1;4 jaar;2005;13;6;7
245;1;4 jaar;2006;9;5;4
246;1;4 jaar;2007;17;12;5
247;1;4 jaar;2008;19;10;9
248;1;4 jaar;2009;16;7;9
249;1;4 jaar;2010;20;6;14
250;1;4 jaar;2011;8;0;8
251;1;4 jaar;2012;15;4;11
252;1;5 jaar;1995;0;0;0
253;1;5 jaar;1996;0;0;0
254;1;5 jaar;1997;3;2;1
255;1;5 jaar;1998;4;3;1
256;1;5 jaar;1999;4;4;0
257;1;5 jaar;2000;1;1;0
258;1;5 jaar;2001;4;2;2
259;1;5 jaar;2002;12;6;6
260;1;5 jaar;2003;4;2;2
261;1;5 jaar;2004;2;1;1
262;1;5 jaar;2005;3;2;1
263;1;5 jaar;2006;2;0;2
264;1;5 jaar;2007;5;3;2
265;1;5 jaar;2008;6;3;3
266;1;5 jaar;2009;4;2;2
267;1;5 jaar;2010;2;1;1
268;1;5 jaar;2011;6;0;6
269;1;5 jaar;2012;6;3;3
270;1;6 jaar of ouder;1995;1;1;0
271;1;6 jaar of ouder;1996;1;1;0
272;1;6 jaar of ouder;1997;0;0;0
273;1;6 jaar of ouder;1998;0;0;0
274;1;6 jaar of ouder;1999;2;1;1
275;1;6 jaar of ouder;2000;3;3;0
276;1;6 jaar of ouder;2001;0;0;0
277;1;6 jaar of ouder;2002;0;0;0
278;1;6 jaar of ouder;2003;2;2;0
279;1;6 jaar of ouder;2004;0;0;0
280;1;6 jaar of ouder;2005;3;2;1
281;1;6 jaar of ouder;2006;3;3;0
282;1;6 jaar of ouder;2007;3;2;1
283;1;6 jaar of ouder;2008;3;2;1
284;1;6 jaar of ouder;2009;8;7;1
285;1;6 jaar of ouder;2010;5;4;1
286;1;6 jaar of ouder;2011;6;4;2
287;1;6 jaar of ouder;2012;3;2;1
288;2;Alle leeftijden;1995;148;53;95
289;2;Alle leeftijden;1996;151;70;81
290;2;Alle leeftijden;1997;147;73;74
291;2;Alle leeftijden;1998;165;69;96
292;2;Alle leeftijden;1999;162;71;91
293;2;Alle leeftijden;2000;189;91;98
294;2;Alle leeftijden;2001;132;52;80
295;2;Alle leeftijden;2002;177;78;99
296;2;Alle leeftijden;2003;160;72;88
297;2;Alle leeftijden;2004;105;49;56
298;2;Alle leeftijden;2005;82;33;49
299;2;Alle leeftijden;2006;70;28;42
300;2;Alle leeftijden;2007;37;14;23
301;2;Alle leeftijden;2008;43;23;20
302;2;Alle leeftijden;2009;35;17;18
303;2;Alle leeftijden;2010;11;4;7
304;2;Alle leeftijden;2011;18;6;12
305;2;Alle leeftijden;2012;7;2;5
306;2;0 jaar;1995;69;25;44
307;2;0 jaar;1996;57;27;30
308;2;0 jaar;1997;77;44;33
309;2;0 jaar;1998;81;38;43
310;2;0 jaar;1999;70;31;39
311;2;0 jaar;2000;74;34;40
312;2;0 jaar;2001;61;22;39
313;2;0 jaar;2002;86;38;48
314;2;0 jaar;2003;60;27;33
315;2;0 jaar;2004;31;14;17
316;2;0 jaar;2005;19;8;11
317;2;0 jaar;2006;17;8;9
318;2;0 jaar;2007;8;3;5
319;2;0 jaar;2008;6;2;4
320;2;0 jaar;2009;7;4;3
321;2;0 jaar;2010;1;1;0
322;2;0 jaar;2011;2;1;1
323;2;0 jaar;2012;0;0;0
324;2;1 jaar;1995;28;8;20
325;2;1 jaar;1996;33;15;18
326;2;1 jaar;1997;16;5;11
327;2;1 jaar;1998;24;11;13
328;2;1 jaar;1999;21;11;10
329;2;1 jaar;2000;27;11;16
330;2;1 jaar;2001;33;13;20
331;2;1 jaar;2002;39;17;22
332;2;1 jaar;2003;29;12;17
333;2;1 jaar;2004;21;12;9
334;2;1 jaar;2005;17;3;14
335;2;1 jaar;2006;15;4;11
336;2;1 jaar;2007;4;0;4
337;2;1 jaar;2008;10;4;6
338;2;1 jaar;2009;7;2;5
339;2;1 jaar;2010;5;0;5
340;2;1 jaar;2011;5;2;3
341;2;1 jaar;2012;0;0;0
342;2;2 jaar;1995;17;9;8
343;2;2 jaar;1996;18;8;10
344;2;2 jaar;1997;18;4;14
345;2;2 jaar;1998;17;4;13
346;2;2 jaar;1999;22;5;17
347;2;2 jaar;2000;33;14;19
348;2;2 jaar;2001;13;6;7
349;2;2 jaar;2002;19;12;7
350;2;2 jaar;2003;33;17;16
351;2;2 jaar;2004;15;4;11
352;2;2 jaar;2005;8;3;5
353;2;2 jaar;2006;12;5;7
354;2;2 jaar;2007;7;3;4
355;2;2 jaar;2008;9;6;3
356;2;2 jaar;2009;4;3;1
357;2;2 jaar;2010;1;1;0
358;2;2 jaar;2011;2;0;2
359;2;2 jaar;2012;3;1;2
360;2;3 jaar;1995;15;7;8
361;2;3 jaar;1996;11;6;5
362;2;3 jaar;1997;14;8;6
363;2;3 jaar;1998;14;3;11
364;2;3 jaar;1999;17;8;9
365;2;3 jaar;2000;15;9;6
366;2;3 jaar;2001;9;2;7
367;2;3 jaar;2002;15;3;12
368;2;3 jaar;2003;16;9;7
369;2;3 jaar;2004;13;4;9
370;2;3 jaar;2005;12;3;9
371;2;3 jaar;2006;12;6;6
372;2;3 jaar;2007;8;4;4
373;2;3 jaar;2008;7;2;5
374;2;3 jaar;2009;4;3;1
375;2;3 jaar;2010;2;0;2
376;2;3 jaar;2011;1;0;1
377;2;3 jaar;2012;1;1;0
378;2;4 jaar;1995;9;1;8
379;2;4 jaar;1996;11;4;7
380;2;4 jaar;1997;9;3;6
381;2;4 jaar;1998;12;5;7
382;2;4 jaar;1999;13;7;6
383;2;4 jaar;2000;15;10;5
384;2;4 jaar;2001;6;4;2
385;2;4 jaar;2002;10;4;6
386;2;4 jaar;2003;12;5;7
387;2;4 jaar;2004;13;8;5
388;2;4 jaar;2005;8;4;4
389;2;4 jaar;2006;7;3;4
390;2;4 jaar;2007;5;2;3
391;2;4 jaar;2008;7;5;2
392;2;4 jaar;2009;5;1;4
393;2;4 jaar;2010;0;0;0
394;2;4 jaar;2011;2;1;1
395;2;4 jaar;2012;2;0;2
396;2;5 jaar;1995;3;0;3
397;2;5 jaar;1996;11;6;5
398;2;5 jaar;1997;10;7;3
399;2;5 jaar;1998;7;2;5
400;2;5 jaar;1999;10;3;7
401;2;5 jaar;2000;11;7;4
402;2;5 jaar;2001;3;2;1
403;2;5 jaar;2002;3;3;0
404;2;5 jaar;2003;7;1;6
405;2;5 jaar;2004;6;4;2
406;2;5 jaar;2005;9;7;2
407;2;5 jaar;2006;4;1;3
408;2;5 jaar;2007;4;2;2
409;2;5 jaar;2008;1;1;0
410;2;5 jaar;2009;2;1;1
411;2;5 jaar;2010;0;0;0
412;2;5 jaar;2011;3;1;2
413;2;5 jaar;2012;0;0;0
414;2;6 jaar of ouder;1995;7;3;4
415;2;6 jaar of ouder;1996;10;4;6
416;2;6 jaar of ouder;1997;3;2;1
417;2;6 jaar of ouder;1998;10;6;4
418;2;6 jaar of ouder;1999;9;6;3
419;2;6 jaar of ouder;2000;14;6;8
420;2;6 jaar of ouder;2001;7;3;4
421;2;6 jaar of ouder;2002;5;1;4
422;2;6 jaar of ouder;2003;3;1;2
423;2;6 jaar of ouder;2004;6;3;3
424;2;6 jaar of ouder;2005;9;5;4
425;2;6 jaar of ouder;2006;3;1;2
426;2;6 jaar of ouder;2007;1;0;1
427;2;6 jaar of ouder;2008;3;3;0
428;2;6 jaar of ouder;2009;6;3;3
429;2;6 jaar of ouder;2010;2;2;0
430;2;6 jaar of ouder;2011;3;1;2
431;2;6 jaar of ouder;2012;1;0;1
432;3;Alle leeftijden;1995;41;22;19
433;3;Alle leeftijden;1996;50;26;24
434;3;Alle leeftijden;1997;56;28;28
435;3;Alle leeftijden;1998;41;16;25
436;3;Alle leeftijden;1999;41;9;32
437;3;Alle leeftijden;2000;61;18;43
438;3;Alle leeftijden;2001;39;15;24
439;3;Alle leeftijden;2002;47;21;26
440;3;Alle leeftijden;2003;36;10;26
441;3;Alle leeftijden;2004;79;30;49
442;3;Alle leeftijden;2005;82;36;46
443;3;Alle leeftijden;2006;47;24;23
444;3;Alle leeftijden;2007;67;24;43
445;3;Alle leeftijden;2008;63;34;29
446;3;Alle leeftijden;2009;37;13;24
447;3;Alle leeftijden;2010;16;5;11
448;3;Alle leeftijden;2011;24;9;15
449;3;Alle leeftijden;2012;16;5;11
450;3;0 jaar;1995;19;10;9
451;3;0 jaar;1996;30;14;16
452;3;0 jaar;1997;36;18;18
453;3;0 jaar;1998;26;10;16
454;3;0 jaar;1999;18;4;14
455;3;0 jaar;2000;31;11;20
456;3;0 jaar;2001;15;6;9
457;3;0 jaar;2002;24;14;10
458;3;0 jaar;2003;20;6;14
459;3;0 jaar;2004;30;13;17
460;3;0 jaar;2005;26;13;13
461;3;0 jaar;2006;18;9;9
462;3;0 jaar;2007;20;7;13
463;3;0 jaar;2008;24;13;11
464;3;0 jaar;2009;10;6;4
465;3;0 jaar;2010;3;1;2
466;3;0 jaar;2011;4;3;1
467;3;0 jaar;2012;6;3;3
468;3;1 jaar;1995;10;6;4
469;3;1 jaar;1996;10;6;4
470;3;1 jaar;1997;8;2;6
471;3;1 jaar;1998;6;3;3
472;3;1 jaar;1999;12;5;7
473;3;1 jaar;2000;13;0;13
474;3;1 jaar;2001;13;4;9
475;3;1 jaar;2002;10;3;7
476;3;1 jaar;2003;8;1;7
477;3;1 jaar;2004;18;5;13
478;3;1 jaar;2005;20;11;9
479;3;1 jaar;2006;9;3;6
480;3;1 jaar;2007;15;7;8
481;3;1 jaar;2008;9;5;4
482;3;1 jaar;2009;10;2;8
483;3;1 jaar;2010;8;2;6
484;3;1 jaar;2011;6;2;4
485;3;1 jaar;2012;5;2;3
486;3;2 jaar;1995;5;1;4
487;3;2 jaar;1996;4;3;1
488;3;2 jaar;1997;7;4;3
489;3;2 jaar;1998;2;0;2
490;3;2 jaar;1999;4;0;4
491;3;2 jaar;2000;4;1;3
492;3;2 jaar;2001;2;0;2
493;3;2 jaar;2002;5;2;3
494;3;2 jaar;2003;2;1;1
495;3;2 jaar;2004;10;3;7
496;3;2 jaar;2005;11;2;9
497;3;2 jaar;2006;5;3;2
498;3;2 jaar;2007;9;1;8
499;3;2 jaar;2008;5;2;3
500;3;2 jaar;2009;2;2;0
501;3;2 jaar;2010;0;0;0
502;3;2 jaar;2011;2;0;2
503;3;2 jaar;2012;0;0;0
504;3;3 jaar;1995;3;2;1
505;3;3 jaar;1996;2;1;1
506;3;3 jaar;1997;2;2;0
507;3;3 jaar;1998;1;0;1
508;3;3 jaar;1999;5;0;5
509;3;3 jaar;2000;5;3;2
510;3;3 jaar;2001;5;2;3
511;3;3 jaar;2002;3;0;3
512;3;3 jaar;2003;2;1;1
513;3;3 jaar;2004;9;2;7
514;3;3 jaar;2005;9;5;4
515;3;3 jaar;2006;4;4;0
516;3;3 jaar;2007;9;2;7
517;3;3 jaar;2008;3;3;0
518;3;3 jaar;2009;3;0;3
519;3;3 jaar;2010;2;1;1
520;3;3 jaar;2011;6;2;4
521;3;3 jaar;2012;0;0;0
522;3;4 jaar;1995;3;2;1
523;3;4 jaar;1996;3;1;2
524;3;4 jaar;1997;3;2;1
525;3;4 jaar;1998;4;1;3
526;3;4 jaar;1999;1;0;1
527;3;4 jaar;2000;5;2;3
528;3;4 jaar;2001;2;1;1
529;3;4 jaar;2002;2;1;1
530;3;4 jaar;2003;2;1;1
531;3;4 jaar;2004;1;1;0
532;3;4 jaar;2005;3;0;3
533;3;4 jaar;2006;2;0;2
534;3;4 jaar;2007;5;2;3
535;3;4 jaar;2008;5;3;2
536;3;4 jaar;2009;3;0;3
537;3;4 jaar;2010;1;0;1
538;3;4 jaar;2011;2;0;2
539;3;4 jaar;2012;2;0;2
540;3;5 jaar;1995;0;0;0
541;3;5 jaar;1996;0;0;0
542;3;5 jaar;1997;0;0;0
543;3;5 jaar;1998;1;1;0
544;3;5 jaar;1999;0;0;0
545;3;5 jaar;2000;1;0;1
546;3;5 jaar;2001;2;2;0
547;3;5 jaar;2002;2;1;1
548;3;5 jaar;2003;1;0;1
549;3;5 jaar;2004;4;1;3
550;3;5 jaar;2005;6;0;6
551;3;5 jaar;2006;7;3;4
552;3;5 jaar;2007;6;3;3
553;3;5 jaar;2008;6;2;4
554;3;5 jaar;2009;2;2;0
555;3;5 jaar;2010;1;1;0
556;3;5 jaar;2011;3;2;1
557;3;5 jaar;2012;1;0;1
558;3;6 jaar of ouder;1995;1;1;0
559;3;6 jaar of ouder;1996;1;1;0
560;3;6 jaar of ouder;1997;0;0;0
561;3;6 jaar of ouder;1998;1;1;0
562;3;6 jaar of ouder;1999;1;0;1
563;3;6 jaar of ouder;2000;2;1;1
564;3;6 jaar of ouder;2001;0;0;0
565;3;6 jaar of ouder;2002;1;0;1
566;3;6 jaar of ouder;2003;1;0;1
567;3;6 jaar of ouder;2004;7;5;2
568;3;6 jaar of ouder;2005;7;5;2
569;3;6 jaar of ouder;2006;2;2;0
570;3;6 jaar of ouder;2007;3;2;1
571;3;6 jaar of ouder;2008;11;6;5
572;3;6 jaar of ouder;2009;7;1;6
573;3;6 jaar of ouder;2010;1;0;1
574;3;6 jaar of ouder;2011;1;0;1
575;3;6 jaar of ouder;2012;2;0;2
576;4;Alle leeftijden;1995;17;10;7
577;4;Alle leeftijden;1996;27;11;16
578;4;Alle leeftijden;1997;10;6;4
579;4;Alle leeftijden;1998;31;14;17
580;4;Alle leeftijden;1999;58;27;31
581;4;Alle leeftijden;2000;53;19;34
582;4;Alle leeftijden;2001;74;26;48
583;4;Alle leeftijden;2002;73;36;37
584;4;Alle leeftijden;2003;65;34;31
585;4;Alle leeftijden;2004;53;24;29
586;4;Alle leeftijden;2005;49;21;28
587;4;Alle leeftijden;2006;39;15;24
588;4;Alle leeftijden;2007;30;13;17
589;4;Alle leeftijden;2008;78;39;39
590;4;Alle leeftijden;2009;56;30;26
591;4;Alle leeftijden;2010;106;37;69
592;4;Alle leeftijden;2011;0;0;0
593;4;Alle leeftijden;2012;0;0;0
594;4;0 jaar;1995;1;1;0
595;4;0 jaar;1996;0;0;0
596;4;0 jaar;1997;0;0;0
597;4;0 jaar;1998;3;1;2
598;4;0 jaar;1999;8;4;4
599;4;0 jaar;2000;12;7;5
600;4;0 jaar;2001;9;6;3
601;4;0 jaar;2002;6;3;3
602;4;0 jaar;2003;4;2;2
603;4;0 jaar;2004;2;0;2
604;4;0 jaar;2005;0;0;0
605;4;0 jaar;2006;0;0;0
606;4;0 jaar;2007;0;0;0
607;4;0 jaar;2008;0;0;0
608;4;0 jaar;2009;0;0;0
609;4;0 jaar;2010;3;0;3
610;4;0 jaar;2011;0;0;0
611;4;0 jaar;2012;0;0;0
612;4;1 jaar;1995;4;4;0
613;4;1 jaar;1996;11;7;4
614;4;1 jaar;1997;1;0;1
615;4;1 jaar;1998;5;1;4
616;4;1 jaar;1999;8;3;5
617;4;1 jaar;2000;12;3;9
618;4;1 jaar;2001;22;7;15
619;4;1 jaar;2002;20;10;10
620;4;1 jaar;2003;16;6;10
621;4;1 jaar;2004;10;5;5
622;4;1 jaar;2005;7;2;5
623;4;1 jaar;2006;3;1;2
624;4;1 jaar;2007;2;0;2
625;4;1 jaar;2008;3;0;3
626;4;1 jaar;2009;2;1;1
627;4;1 jaar;2010;9;3;6
628;4;1 jaar;2011;0;0;0
629;4;1 jaar;2012;0;0;0
630;4;2 jaar;1995;4;1;3
631;4;2 jaar;1996;6;2;4
632;4;2 jaar;1997;4;2;2
633;4;2 jaar;1998;8;5;3
634;4;2 jaar;1999;18;7;11
635;4;2 jaar;2000;14;4;10
636;4;2 jaar;2001;16;2;14
637;4;2 jaar;2002;13;6;7
638;4;2 jaar;2003;16;9;7
639;4;2 jaar;2004;5;3;2
640;4;2 jaar;2005;11;8;3
641;4;2 jaar;2006;14;5;9
642;4;2 jaar;2007;8;2;6
643;4;2 jaar;2008;13;7;6
644;4;2 jaar;2009;10;6;4
645;4;2 jaar;2010;22;10;12
646;4;2 jaar;2011;0;0;0
647;4;2 jaar;2012;0;0;0
648;4;3 jaar;1995;3;2;1
649;4;3 jaar;1996;3;0;3
650;4;3 jaar;1997;3;3;0
651;4;3 jaar;1998;6;4;2
652;4;3 jaar;1999;8;2;6
653;4;3 jaar;2000;10;4;6
654;4;3 jaar;2001;13;6;7
655;4;3 jaar;2002;16;9;7
656;4;3 jaar;2003;6;2;4
657;4;3 jaar;2004;15;3;12
658;4;3 jaar;2005;8;1;7
659;4;3 jaar;2006;5;1;4
660;4;3 jaar;2007;7;5;2
661;4;3 jaar;2008;26;12;14
662;4;3 jaar;2009;12;4;8
663;4;3 jaar;2010;32;10;22
664;4;3 jaar;2011;0;0;0
665;4;3 jaar;2012;0;0;0
666;4;4 jaar;1995;2;1;1
667;4;4 jaar;1996;5;1;4
668;4;4 jaar;1997;1;1;0
669;4;4 jaar;1998;5;2;3
670;4;4 jaar;1999;11;8;3
671;4;4 jaar;2000;3;0;3
672;4;4 jaar;2001;6;2;4
673;4;4 jaar;2002;8;3;5
674;4;4 jaar;2003;12;11;1
675;4;4 jaar;2004;8;3;5
676;4;4 jaar;2005;9;1;8
677;4;4 jaar;2006;4;3;1
678;4;4 jaar;2007;5;2;3
679;4;4 jaar;2008;14;7;7
680;4;4 jaar;2009;13;8;5
681;4;4 jaar;2010;21;8;13
682;4;4 jaar;2011;0;0;0
683;4;4 jaar;2012;0;0;0
684;4;5 jaar;1995;2;0;2
685;4;5 jaar;1996;2;1;1
686;4;5 jaar;1997;1;0;1
687;4;5 jaar;1998;2;1;1
688;4;5 jaar;1999;3;1;2
689;4;5 jaar;2000;2;1;1
690;4;5 jaar;2001;4;1;3
691;4;5 jaar;2002;8;4;4
692;4;5 jaar;2003;7;2;5
693;4;5 jaar;2004;7;6;1
694;4;5 jaar;2005;10;6;4
695;4;5 jaar;2006;5;2;3
696;4;5 jaar;2007;8;4;4
697;4;5 jaar;2008;15;8;7
698;4;5 jaar;2009;9;5;4
