ID;Geslacht;Leeftijd;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
7740;Mannen;49 jaar;2021;94868;26562;18737;7825;5771;2054;14977;11585
7741;Mannen;49 jaar;2022;88714;26058;18367;7691;5543;2147;14802;11256
7742;Mannen;49 jaar;2023;81076;25048;17951;7097;4872;2225;14433;10615
7743;Mannen;49 jaar;2024;77481;25121;17871;7250;4772;2478;14640;10481
7744;Mannen;49 jaar;2025;73611;24696;17121;7574;4749;2825;14233;10462
7745;Mannen;49 jaar;2026;72966;24847;16800;8047;4776;3271;14323;10523
7746;Mannen;49 jaar;2027;70787;25340;16977;8363;4748;3616;14923;10417
7747;Mannen;49 jaar;2028;71222;25936;16902;9034;4944;4090;15278;10658
7748;Mannen;49 jaar;2029;70269;26419;16742;9677;5040;4637;15702;10716
7749;Mannen;49 jaar;2030;72231;27027;16424;10603;5303;5300;16051;10976
7750;Mannen;49 jaar;2031;70182;27485;16386;11099;5298;5801;16517;10968
7751;Mannen;49 jaar;2032;68145;27473;16631;10842;5143;5699;16658;10815
7752;Mannen;49 jaar;2033;67370;27611;16713;10898;5112;5786;16837;10774
7753;Mannen;49 jaar;2034;69048;28256;17021;11235;5269;5966;17349;10907
7754;Mannen;49 jaar;2035;70114;28406;17006;11399;5375;6024;17458;10948
7755;Mannen;49 jaar;2036;72030;28806;16903;11903;5569;6334;17684;11122
7756;Mannen;49 jaar;2037;73126;29195;16910;12285;5561;6724;18049;11146
7757;Mannen;49 jaar;2038;72045;29992;16977;13015;5644;7371;18830;11162
7758;Mannen;49 jaar;2039;72424;30562;17083;13479;5746;7733;19297;11266
7759;Mannen;49 jaar;2040;75818;31152;16997;14156;6054;8102;19771;11382
7760;Mannen;49 jaar;2041;75431;31499;16955;14544;6217;8327;19986;11513
7761;Mannen;49 jaar;2042;74469;31778;17012;14766;6195;8571;20367;11411
7762;Mannen;49 jaar;2043;73768;31800;17026;14774;6379;8395;20254;11546
7763;Mannen;49 jaar;2044;73913;32186;17053;15133;6418;8715;20580;11606
7764;Mannen;49 jaar;2045;71955;32156;17134;15022;6394;8628;20502;11654
7765;Mannen;49 jaar;2046;71851;32628;17290;15338;6509;8829;20849;11780
7766;Mannen;49 jaar;2047;71453;33086;17349;15737;6702;9035;21357;11728
7767;Mannen;49 jaar;2048;73967;33617;17357;16260;6954;9306;21763;11854
7768;Mannen;49 jaar;2049;74471;34096;17378;16718;7182;9536;22026;12070
7769;Mannen;49 jaar;2050;75483;34726;17413;17313;7497;9816;22565;12161
7770;Mannen;50 jaar;2009;100709;20256;13684;6572;4965;1607;9820;10435
7771;Mannen;50 jaar;2010;102507;21096;14481;6615;4934;1682;10462;10634
7772;Mannen;50 jaar;2011;101603;22742;16232;6509;4896;1613;11972;10770
7773;Mannen;50 jaar;2012;104373;22547;15603;6944;5258;1685;11415;11132
7774;Mannen;50 jaar;2013;103807;23806;16739;7068;5425;1642;12663;11143
7775;Mannen;50 jaar;2014;105465;24511;17180;7331;5563;1767;13065;11445
7776;Mannen;50 jaar;2015;105406;25839;18178;7661;5951;1710;13998;11841
7777;Mannen;50 jaar;2016;102915;25924;18382;7543;5938;1604;14038;11886
7778;Mannen;50 jaar;2017;100249;25749;18268;7481;5904;1578;14091;11658
7779;Mannen;50 jaar;2018;99852;24992;17446;7546;5979;1567;13230;11762
7780;Mannen;50 jaar;2019;98897;26141;18468;7672;6075;1598;14315;11826
7781;Mannen;50 jaar;2020;103184;26987;18885;8102;6346;1755;14769;12218
7782;Mannen;50 jaar;2021;99463;26953;19051;7902;6025;1877;15136;11817
7783;Mannen;50 jaar;2022;94573;26391;18598;7794;5750;2043;14882;11509
7784;Mannen;50 jaar;2023;88449;25893;18232;7661;5524;2136;14709;11184
7785;Mannen;50 jaar;2024;80848;24893;17822;7071;4857;2214;14348;10545
7786;Mannen;50 jaar;2025;77272;24970;17747;7223;4758;2465;14557;10413
7787;Mannen;50 jaar;2026;73420;24548;17002;7546;4735;2811;14156;10392
7788;Mannen;50 jaar;2027;72779;24701;16686;8015;4762;3254;14248;10453
7789;Mannen;50 jaar;2028;70611;25189;16860;8329;4733;3596;14843;10345
7790;Mannen;50 jaar;2029;71045;25779;16785;8994;4926;4068;15196;10583
7791;Mannen;50 jaar;2030;70099;26260;16627;9633;5022;4611;15618;10642
7792;Mannen;50 jaar;2031;72052;26862;16308;10553;5282;5271;15962;10900
7793;Mannen;50 jaar;2032;70013;27315;16268;11046;5277;5770;16423;10892
7794;Mannen;50 jaar;2033;67985;27298;16507;10791;5123;5668;16560;10738
7795;Mannen;50 jaar;2034;67213;27435;16588;10847;5093;5754;16737;10698
7796;Mannen;50 jaar;2035;68884;28074;16892;11182;5250;5933;17244;10830
7797;Mannen;50 jaar;2036;69944;28227;16882;11345;5355;5990;17355;10872
7798;Mannen;50 jaar;2037;71853;28627;16781;11845;5547;6299;17582;11045
7799;Mannen;50 jaar;2038;72944;29015;16790;12225;5539;6686;17945;11069
7800;Mannen;50 jaar;2039;71870;29805;16855;12951;5622;7329;18721;11084
7801;Mannen;50 jaar;2040;72247;30371;16959;13412;5722;7689;19184;11188
7802;Mannen;50 jaar;2041;75627;30959;16875;14084;6029;8055;19656;11303
7803;Mannen;50 jaar;2042;75243;31305;16834;14471;6192;8279;19870;11435
7804;Mannen;50 jaar;2043;74285;31581;16890;14691;6170;8521;20248;11333
7805;Mannen;50 jaar;2044;73589;31603;16904;14699;6353;8347;20135;11468
7806;Mannen;50 jaar;2045;73734;31987;16931;15056;6392;8664;20460;11527
7807;Mannen;50 jaar;2046;71786;31955;17012;14944;6367;8577;20382;11573
7808;Mannen;50 jaar;2047;71682;32423;17165;15258;6481;8777;20726;11697
7809;Mannen;50 jaar;2048;71286;32878;17223;15655;6674;8981;21231;11646
7810;Mannen;50 jaar;2049;73790;33405;17231;16174;6925;9250;21635;11770
7811;Mannen;50 jaar;2050;74293;33880;17251;16628;7151;9477;21896;11984
7812;Mannen;51 jaar;2009;99263;19091;12866;6224;4820;1405;8826;10264
7813;Mannen;51 jaar;2010;100273;20118;13582;6536;4937;1598;9705;10413
7814;Mannen;51 jaar;2011;102070;20932;14351;6582;4909;1673;10335;10597
7815;Mannen;51 jaar;2012;101182;22539;16062;6478;4873;1605;11821;10718
7816;Mannen;51 jaar;2013;103949;22369;15460;6909;5233;1676;11296;11074
7817;Mannen;51 jaar;2014;103392;23620;16587;7034;5401;1633;12531;11089
7818;Mannen;51 jaar;2015;105044;24323;17027;7296;5539;1758;12941;11382
7819;Mannen;51 jaar;2016;104989;25640;18014;7625;5924;1701;13869;11771
7820;Mannen;51 jaar;2017;102510;25726;18217;7509;5913;1596;13912;11813
7821;Mannen;51 jaar;2018;99859;25563;18114;7449;5879;1570;13974;11590
7822;Mannen;51 jaar;2019;99463;24814;17301;7513;5954;1559;13127;11687
7823;Mannen;51 jaar;2020;98512;25957;18317;7639;6050;1590;14203;11753
7824;Mannen;51 jaar;2021;102778;26800;18734;8066;6319;1746;14659;12141
7825;Mannen;51 jaar;2022;99080;26768;18899;7868;6001;1868;15022;11745
7826;Mannen;51 jaar;2023;94218;26221;18460;7761;5728;2033;14783;11438
7827;Mannen;51 jaar;2024;88130;25727;18098;7629;5504;2125;14612;11116
7828;Mannen;51 jaar;2025;80569;24738;17695;7043;4841;2202;14258;10481
7829;Mannen;51 jaar;2026;77014;24817;17624;7193;4741;2452;14468;10349
7830;Mannen;51 jaar;2027;73184;24398;16883;7514;4719;2796;14072;10326
7831;Mannen;51 jaar;2028;72548;24552;16571;7981;4745;3236;14166;10386
7832;Mannen;51 jaar;2029;70394;25036;16744;8292;4716;3577;14757;10279
7833;Mannen;51 jaar;2030;70827;25620;16666;8954;4908;4045;15106;10514
7834;Mannen;51 jaar;2031;69888;26099;16510;9589;5004;4585;15525;10573
7835;Mannen;51 jaar;2032;71833;26695;16192;10503;5262;5241;15865;10830
7836;Mannen;51 jaar;2033;69806;27144;16151;10993;5257;5737;16322;10822
7837;Mannen;51 jaar;2034;67787;27124;16383;10740;5105;5636;16456;10668
7838;Mannen;51 jaar;2035;67022;27258;16462;10795;5075;5720;16629;10629
7839;Mannen;51 jaar;2036;68686;27892;16763;11129;5230;5900;17133;10760
7840;Mannen;51 jaar;2037;69742;28047;16756;11291;5334;5957;17245;10802
7841;Mannen;51 jaar;2038;71644;28446;16658;11788;5525;6263;17473;10973
7842;Mannen;51 jaar;2039;72732;28832;16667;12165;5517;6648;17834;10998
7843;Mannen;51 jaar;2040;71663;29618;16732;12886;5599;7288;18605;11013
7844;Mannen;51 jaar;2041;72042;30179;16835;13345;5699;7646;19064;11115
7845;Mannen;51 jaar;2042;75409;30762;16750;14013;6004;8009;19533;11230
7846;Mannen;51 jaar;2043;75027;31107;16711;14396;6165;8231;19747;11360
7847;Mannen;51 jaar;2044;74078;31380;16766;14614;6142;8472;20120;11259
7848;Mannen;51 jaar;2045;73386;31402;16780;14622;6324;8298;20009;11393
7849;Mannen;51 jaar;2046;73533;31783;16806;14977;6364;8614;20331;11452
7850;Mannen;51 jaar;2047;71595;31752;16886;14866;6339;8527;20254;11498
7851;Mannen;51 jaar;2048;71494;32215;17037;15178;6453;8725;20595;11620
7852;Mannen;51 jaar;2049;71101;32666;17093;15572;6644;8928;21097;11568
7853;Mannen;51 jaar;2050;73597;33190;17101;16088;6894;9195;21499;11690
7854;Mannen;52 jaar;2009;97672;19058;13020;6038;4638;1400;8830;10228
7855;Mannen;52 jaar;2010;98819;18943;12755;6188;4791;1397;8717;10226
7856;Mannen;52 jaar;2011;99833;19945;13445;6500;4911;1589;9578;10367
7857;Mannen;52 jaar;2012;101625;20750;14202;6547;4884;1663;10208;10542
7858;Mannen;52 jaar;2013;100756;22324;15880;6444;4849;1595;11673;10651
7859;Mannen;52 jaar;2014;103513;22181;15306;6874;5209;1666;11178;11003
7860;Mannen;52 jaar;2015;102966;23421;16422;6999;5376;1623;12400;11021
7861;Mannen;52 jaar;2016;104612;24118;16857;7261;5514;1747;12813;11305
7862;Mannen;52 jaar;2017;104558;25422;17833;7589;5897;1691;13733;11689
7863;Mannen;52 jaar;2018;102091;25508;18034;7474;5887;1587;13780;11728
7864;Mannen;52 jaar;2019;99453;25354;17940;7414;5852;1561;13848;11506
7865;Mannen;52 jaar;2020;99061;24614;17136;7478;5928;1551;13015;11599
7866;Mannen;52 jaar;2021;98117;25748;18144;7605;6023;1581;14082;11666
7867;Mannen;52 jaar;2022;102362;26590;18560;8029;6292;1737;14539;12051
7868;Mannen;52 jaar;2023;98686;26558;18724;7834;5976;1858;14898;11660
7869;Mannen;52 jaar;2024;93853;26025;18298;7727;5705;2022;14672;11353
7870;Mannen;52 jaar;2025;87799;25536;17940;7596;5481;2114;14502;11034
7871;Mannen;52 jaar;2026;80280;24558;17544;7014;4823;2191;14156;10402
7872;Mannen;52 jaar;2027;76745;24638;17476;7163;4724;2439;14367;10271
7873;Mannen;52 jaar;2028;72937;24223;16741;7482;4701;2781;13975;10247
7874;Mannen;52 jaar;2029;72306;24377;16432;7945;4726;3219;14071;10306
7875;Mannen;52 jaar;2030;70165;24857;16603;8254;4697;3557;14658;10199
7876;Mannen;52 jaar;2031;70597;25435;16524;8911;4889;4022;15004;10431
7877;Mannen;52 jaar;2032;69665;25912;16369;9543;4985;4558;15421;10491
7878;Mannen;52 jaar;2033;71601;26503;16050;10452;5242;5210;15756;10746
7879;Mannen;52 jaar;2034;69586;26949;16009;10939;5236;5703;16210;10739
7880;Mannen;52 jaar;2035;67579;26924;16236;10688;5085;5603;16338;10586
7881;Mannen;52 jaar;2036;66818;27056;16314;10742;5055;5687;16510;10546
7882;Mannen;52 jaar;2037;68475;27685;16611;11074;5208;5866;17009;10676
7883;Mannen;52 jaar;2038;69527;27842;16607;11235;5312;5923;17123;10718
7884;Mannen;52 jaar;2039;71421;28240;16511;11729;5501;6228;17351;10889
7885;Mannen;52 jaar;2040;72504;28625;16521;12104;5493;6611;17711;10914
7886;Mannen;52 jaar;2041;71444;29405;16583;12822;5575;7247;18477;10929
7887;Mannen;52 jaar;2042;71822;29962;16685;13276;5674;7602;18933;11029
7888;Mannen;52 jaar;2043;75176;30540;16600;13940;5977;7963;19398;11142
7889;Mannen;52 jaar;2044;74797;30883;16562;14321;6137;8184;19611;11272
7890;Mannen;52 jaar;2045;73855;31153;16616;14537;6114;8423;19982;11171
7891;Mannen;52 jaar;2046;73168;31177;16631;14546;6295;8251;19872;11305
7892;Mannen;52 jaar;2047;73315;31555;16656;14899;6335;8564;20191;11364
7893;Mannen;52 jaar;2048;71390;31522;16734;14788;6311;8477;20114;11409
7894;Mannen;52 jaar;2049;71291;31982;16884;15098;6424;8674;20453;11529
7895;Mannen;52 jaar;2050;70902;32429;16939;15490;6614;8876;20952;11477
7896;Mannen;53 jaar;2009;95366;17937;11931;6006;4683;1323;7769;10168
7897;Mannen;53 jaar;2010;97234;18885;12881;6004;4611;1393;8718;10168
7898;Mannen;53 jaar;2011;98384;18766;12610;6156;4766;1390;8609;10158
7899;Mannen;53 jaar;2012;99399;19756;13288;6469;4888;1581;9460;10296
7900;Mannen;53 jaar;2013;101195;20554;14039;6515;4862;1654;10091;10463
7901;Mannen;53 jaar;2014;100336;22100;15686;6414;4828;1586;11538;10562
7902;Mannen;53 jaar;2015;103083;21976;15134;6842;5185;1657;11066;10911
7903;Mannen;53 jaar;2016;102540;23204;16237;6966;5352;1615;12272;10932
7904;Mannen;53 jaar;2017;104178;23894;16666;7228;5490;1738;12686;11208
7905;Mannen;53 jaar;2018;104124;25184;17630;7555;5872;1683;13598;11586
7906;Mannen;53 jaar;2019;101670;25269;17829;7440;5861;1579;13648;11621
7907;Mannen;53 jaar;2020;99045;25125;17744;7381;5827;1554;13722;11403
7908;Mannen;53 jaar;2021;98659;24392;16947;7446;5903;1543;12901;11491
7909;Mannen;53 jaar;2022;97721;25518;17946;7572;5998;1574;13959;11559
7910;Mannen;53 jaar;2023;101946;26355;18360;7995;6266;1729;14415;11940
7911;Mannen;53 jaar;2024;98293;26323;18522;7800;5952;1849;14770;11553
7912;Mannen;53 jaar;2025;93488;25803;18109;7694;5682;2012;14556;11247
7913;Mannen;53 jaar;2026;87468;25319;17756;7563;5460;2103;14388;10931
7914;Mannen;53 jaar;2027;79989;24349;17365;6984;4804;2179;14048;10301
7915;Mannen;53 jaar;2028;76475;24431;17299;7132;4706;2426;14260;10171
7916;Mannen;53 jaar;2029;72689;24018;16569;7449;4683;2766;13873;10146
7917;Mannen;53 jaar;2030;72063;24174;16265;7909;4709;3200;13970;10204
7918;Mannen;53 jaar;2031;69933;24650;16434;8216;4680;3536;14553;10098
7919;Mannen;53 jaar;2032;70365;25223;16354;8869;4871;3998;14895;10328
7920;Mannen;53 jaar;2033;69439;25697;16201;9497;4966;4531;15309;10388
7921;Mannen;53 jaar;2034;71365;26283;15882;10401;5222;5179;15642;10641
7922;Mannen;53 jaar;2035;69362;26723;15838;10885;5216;5669;16090;10633
7923;Mannen;53 jaar;2036;67367;26694;16059;10635;5065;5570;16214;10480
7924;Mannen;53 jaar;2037;66610;26826;16136;10690;5037;5653;16384;10442
7925;Mannen;53 jaar;2038;68258;27450;16430;11020;5187;5833;16878;10572
7926;Mannen;53 jaar;2039;69307;27607;16427;11180;5291;5889;16994;10613
7927;Mannen;53 jaar;2040;71193;28004;16333;11671;5478;6192;17221;10783
7928;Mannen;53 jaar;2041;72271;28386;16343;12043;5470;6572;17579;10807
7929;Mannen;53 jaar;2042;71219;29161;16405;12756;5551;7205;18340;10820
7930;Mannen;53 jaar;2043;71597;29712;16505;13207;5649;7558;18792;10920
7931;Mannen;53 jaar;2044;74937;30286;16420;13866;5949;7917;19253;11033
7932;Mannen;53 jaar;2045;74562;30627;16383;14245;6109;8136;19466;11161
7933;Mannen;53 jaar;2046;73625;30894;16435;14459;6086;8373;19833;11061
7934;Mannen;53 jaar;2047;72943;30917;16449;14468;6266;8202;19724;11193
7935;Mannen;53 jaar;2048;73091;31293;16473;14820;6307;8513;20041;11252
7936;Mannen;53 jaar;2049;71176;31260;16550;14710;6283;8427;19964;11296
7937;Mannen;53 jaar;2050;71080;31715;16697;15018;6395;8623;20300;11414
7938;Mannen;54 jaar;2009;94778;17346;11466;5880;4612;1267;7166;10180
7939;Mannen;54 jaar;2010;94840;17775;11802;5972;4656;1316;7680;10095
7940;Mannen;54 jaar;2011;96708;18696;12723;5974;4588;1386;8607;10089
7941;Mannen;54 jaar;2012;97862;18586;12459;6127;4744;1383;8508;10079
7942;Mannen;54 jaar;2013;98886;19563;13127;6436;4864;1572;9352;10212
7943;Mannen;54 jaar;2014;100679;20356;13871;6485;4840;1644;9983;10373
7944;Mannen;54 jaar;2015;99836;21877;15492;6385;4808;1577;11412;10465
7945;Mannen;54 jaar;2016;102569;21770;14959;6811;5163;1648;10959;10810
7946;Mannen;54 jaar;2017;102034;22982;16047;6935;5329;1606;12148;10834
7947;Mannen;54 jaar;2018;103664;23663;16468;7195;5466;1729;12562;11101
7948;Mannen;54 jaar;2019;103613;24939;17418;7520;5846;1674;13465;11474
7949;Mannen;54 jaar;2020;101178;25022;17615;7407;5836;1571;13517;11505
7950;Mannen;54 jaar;2021;98574;24886;17536;7349;5803;1546;13597;11289
7951;Mannen;54 jaar;2022;98193;24160;16745;7414;5879;1535;12787;11373
7952;Mannen;54 jaar;2023;97266;25278;17737;7540;5974;1566;13834;11443
7953;Mannen;54 jaar;2024;101472;26110;18149;7961;6241;1720;14291;11819
7954;Mannen;54 jaar;2025;97845;26076;18310;7766;5927;1840;14641;11435
7955;Mannen;54 jaar;2026;93071;25568;17907;7661;5659;2002;14438;11130
7956;Mannen;54 jaar;2027;87090;25089;17558;7531;5438;2093;14272;10817
7957;Mannen;54 jaar;2028;79656;24129;17173;6955;4787;2168;13938;10190
7958;Mannen;54 jaar;2029;76166;24212;17110;7102;4688;2414;14151;10061
7959;Mannen;54 jaar;2030;72403;23803;16385;7418;4667;2751;13769;10035
7960;Mannen;54 jaar;2031;71782;23960;16084;7876;4693;3182;13867;10092
7961;Mannen;54 jaar;2032;69666;24433;16252;8181;4664;3517;14446;9987
7962;Mannen;54 jaar;2033;70098;25000;16170;8830;4855;3976;14785;10215
7963;Mannen;54 jaar;2034;69179;25472;16018;9454;4948;4506;15197;10275
7964;Mannen;54 jaar;2035;71100;26051;15698;10353;5203;5150;15526;10526
7965;Mannen;54 jaar;2036;69108;26487;15653;10835;5197;5638;15969;10518
7966;Mannen;54 jaar;2037;67126;26456;15870;10586;5047;5539;16090;10366
7967;Mannen;54 jaar;2038;66376;26586;15945;10641;5019;5622;16258;10328
7968;Mannen;54 jaar;2039;68018;27204;16235;10969;5169;5801;16748;10456
7969;Mannen;54 jaar;2040;69064;27363;16233;11130;5271;5858;16865;10498
7970;Mannen;54 jaar;2041;70944;27757;16141;11617;5457;6160;17092;10666
7971;Mannen;54 jaar;2042;72019;28138;16151;11987;5449;6538;17448;10690
7972;Mannen;54 jaar;2043;70975;28907;16210;12697;5530;7167;18204;10702
7973;Mannen;54 jaar;2044;71354;29454;16309;13146;5627;7519;18652;10802
7974;Mannen;54 jaar;2045;74681;30024;16223;13801;5926;7875;19111;10913
7975;Mannen;54 jaar;2046;74311;30364;16186;14178;6084;8093;19323;11040
7976;Mannen;54 jaar;2047;73382;30628;16236;14391;6062;8329;19687;10940
7977;Mannen;54 jaar;2048;72705;30650;16249;14400;6241;8160;19579;11071
7978;Mannen;54 jaar;2049;72857;31023;16272;14751;6282;8469;19894;11128
7979;Mannen;54 jaar;2050;70955;30989;16348;14642;6259;8383;19817;11172
7980;Mannen;55 jaar;2009;93556;16884;10893;5991;4729;1263;6640;10244
7981;Mannen;55 jaar;2010;94264;17165;11322;5843;4583;1260;7075;10090
7982;Mannen;55 jaar;2011;94339;17580;11644;5937;4628;1309;7579;10001
7983;Mannen;55 jaar;2012;96202;18487;12548;5939;4561;1378;8494;9993
7984;Mannen;55 jaar;2013;97367;18387;12294;6093;4719;1374;8403;9984
7985;Mannen;55 jaar;2014;98390;19359;12957;6402;4840;1562;9242;10117
7986;Mannen;55 jaar;2015;100180;20146;13695;6451;4817;1634;9873;10274
7987;Mannen;55 jaar;2016;99347;21640;15288;6352;4784;1568;11282;10358
7988;Mannen;55 jaar;2017;102067;21544;14768;6776;5138;1638;10844;10700
7989;Mannen;55 jaar;2018;101537;22742;15842;6900;5304;1597;12017;10725
7990;Mannen;55 jaar;2019;103158;23415;16255;7160;5441;1719;12430;10985
7991;Mannen;55 jaar;2020;103113;24676;17192;7484;5819;1665;13325;11352
7992;Mannen;55 jaar;2021;100696;24756;17385;7371;5809;1563;13377;11379
7993;Mannen;55 jaar;2022;98112;24628;17313;7315;5777;1538;13461;11167
7994;Mannen;55 jaar;2023;97738;23908;16528;7380;5852;1528;12661;11247
7995;Mannen;55 jaar;2024;96822;25016;17512;7504;5947;1558;13699;11317
7996;Mannen;55 jaar;2025;101007;25843;17920;7923;6211;1712;14155;11688
7997;Mannen;55 jaar;2026;97405;25809;18080;7729;5899;1830;14500;11309
7998;Mannen;55 jaar;2027;92663;25311;17686;7625;5634;1991;14307;11005
7999;Mannen;55 jaar;2028;86719;24838;17342;7496;5415;2080;14143;10694
8000;Mannen;55 jaar;2029;79330;23887;16963;6924;4768;2156;13815;10073
8001;Mannen;55 jaar;2030;75861;23971;16901;7070;4671;2400;14027;9944
8002;Mannen;55 jaar;2031;72120;23567;16182;7385;4650;2735;13650;9916
8003;Mannen;55 jaar;2032;71506;23723;15883;7840;4676;3164;13749;9974
8004;Mannen;55 jaar;2033;69404;24192;16049;8143;4647;3496;14324;9868
8005;Mannen;55 jaar;2034;69835;24753;15965;8789;4836;3952;14659;10094
8006;Mannen;55 jaar;2035;68924;25222;15813;9409;4929;4479;15068;10154
8007;Mannen;55 jaar;2036;70836;25796;15493;10303;5182;5120;15393;10403
8008;Mannen;55 jaar;2037;68858;26227;15446;10781;5176;5605;15832;10395
8009;Mannen;55 jaar;2038;66890;26192;15658;10535;5027;5507;15948;10244
8010;Mannen;55 jaar;2039;66145;26320;15731;10589;4999;5590;16114;10206
8011;Mannen;55 jaar;2040;67780;26932;16017;10915;5147;5768;16600;10333
8012;Mannen;55 jaar;2041;68823;27091;16016;11075;5250;5825;16717;10374
8013;Mannen;55 jaar;2042;70695;27484;15925;11559;5434;6125;16944;10540
8014;Mannen;55 jaar;2043;71768;27862;15934;11928;5427;6501;17299;10563
8015;Mannen;55 jaar;2044;70732;28625;15991;12633;5506;7127;18049;10576
8016;Mannen;55 jaar;2045;71113;29170;16089;13081;5603;7478;18494;10676
8017;Mannen;55 jaar;2046;74427;29734;16002;13733;5900;7832;18949;10786
8018;Mannen;55 jaar;2047;74062;30072;15965;14107;6058;8049;19160;10911
8019;Mannen;55 jaar;2048;73140;30333;16014;14319;6035;8284;19522;10812
8020;Mannen;55 jaar;2049;72469;30355;16025;14329;6214;8115;19414;10941
8021;Mannen;55 jaar;2050;72623;30724;16046;14677;6255;8423;19727;10997
8022;Mannen;56 jaar;2009;93932;16902;10609;6293;5047;1246;6332;10571
8023;Mannen;56 jaar;2010;93014;16707;10756;5951;4696;1255;6559;10147
8024;Mannen;56 jaar;2011;93729;16978;11173;5806;4553;1253;6983;9995
8025;Mannen;56 jaar;2012;93815;17389;11490;5899;4598;1301;7484;9905
8026;Mannen;56 jaar;2013;95680;18285;12381;5904;4535;1369;8387;9898
8027;Mannen;56 jaar;2014;96845;18196;12137;6059;4693;1365;8305;9891
8028;Mannen;56 jaar;2015;97871;19158;12792;6366;4815;1552;9137;10021
8029;Mannen;56 jaar;2016;99654;19938;13522;6415;4792;1623;9765;10172
8030;Mannen;56 jaar;2017;98830;21403;15085;6318;4760;1558;11153;10250
8031;Mannen;56 jaar;2018;101535;21316;14576;6740;5112;1628;10728;10589
8032;Mannen;56 jaar;2019;101010;22500;15636;6864;5277;1587;11885;10615
8033;Mannen;56 jaar;2020;102625;23164;16041;7123;5414;1709;12296;10868
8034;Mannen;56 jaar;2021;102584;24410;16965;7445;5790;1655;13181;11229
8035;Mannen;56 jaar;2022;100189;24487;17153;7334;5780;1554;13234;11253
8036;Mannen;56 jaar;2023;97626;24366;17088;7278;5749;1530;13321;11044
8037;Mannen;56 jaar;2024;97258;23651;16308;7342;5823;1519;12531;11120
8038;Mannen;56 jaar;2025;96353;24749;17283;7466;5917;1549;13559;11190
8039;Mannen;56 jaar;2026;100518;25569;17687;7883;6180;1702;14012;11557
8040;Mannen;56 jaar;2027;96941;25537;17846;7690;5870;1820;14354;11182
8041;Mannen;56 jaar;2028;92231;25048;17461;7587;5608;1979;14169;10879
8042;Mannen;56 jaar;2029;86326;24579;17121;7459;5391;2068;14007;10572
8043;Mannen;56 jaar;2030;78983;23637;16747;6891;4748;2143;13683;9954
8044;Mannen;56 jaar;2031;75536;23723;16687;7036;4651;2385;13896;9827
8045;Mannen;56 jaar;2032;71820;23323;15974;7349;4631;2718;13524;9799
8046;Mannen;56 jaar;2033;71211;23479;15678;7801;4657;3145;13624;9856
8047;Mannen;56 jaar;2034;69124;23943;15841;8102;4628;3474;14193;9751
8048;Mannen;56 jaar;2035;69554;24499;15755;8744;4816;3928;14524;9975
8049;Mannen;56 jaar;2036;68653;24965;15605;9360;4909;4452;14931;10034
8050;Mannen;56 jaar;2037;70556;25533;15285;10249;5160;5089;15252;10281
8051;Mannen;56 jaar;2038;68590;25959;15234;10725;5154;5571;15686;10273
8052;Mannen;56 jaar;2039;66636;25920;15441;10479;5006;5474;15798;10122
8053;Mannen;56 jaar;2040;65897;26045;15512;10533;4977;5556;15962;10083
8054;Mannen;56 jaar;2041;67526;26652;15795;10857;5124;5733;16443;10209
8055;Mannen;56 jaar;2042;68566;26811;15795;11016;5226;5790;16561;10249
8056;Mannen;56 jaar;2043;70431;27200;15703;11497;5409;6088;16786;10414
8057;Mannen;56 jaar;2044;71501;27576;15712;11864;5402;6462;17138;10437
8058;Mannen;56 jaar;2045;70475;28333;15767;12566;5481;7085;17883;10450
8059;Mannen;56 jaar;2046;70857;28873;15861;13012;5578;7434;18324;10549
8060;Mannen;56 jaar;2047;74155;29432;15773;13659;5872;7786;18775;10657
8061;Mannen;56 jaar;2048;73797;29766;15735;14031;6029;8002;18985;10781
8062;Mannen;56 jaar;2049;72883;30023;15781;14242;6007;8235;19342;10681
8063;Mannen;56 jaar;2050;72219;30045;15793;14252;6184;8068;19236;10809
8064;Mannen;57 jaar;2009;90921;16120;9979;6141;5129;1012;5533;10587
8065;Mannen;57 jaar;2010;93372;16715;10466;6249;5011;1238;6259;10456
8066;Mannen;57 jaar;2011;92472;16524;10614;5910;4663;1247;6484;10040
8067;Mannen;57 jaar;2012;93190;16793;11024;5769;4524;1245;6901;9892
8068;Mannen;57 jaar;2013;93292;17202;11339;5863;4570;1292;7399;9803
8069;Mannen;57 jaar;2014;95152;18088;12219;5870;4510;1360;8292;9796
8070;Mannen;57 jaar;2015;96317;18004;11981;6023;4666;1356;8216;9788
8071;Mannen;57 jaar;2016;97341;18957;12628;6329;4788;1542;9039;9918
8072;Mannen;57 jaar;2017;99117;19727;13349;6379;4766;1613;9661;10066
8073;Mannen;57 jaar;2018;98301;21166;14882;6283;4735;1548;11029;10137
8074;Mannen;57 jaar;2019;100991;21088;14385;6703;5085;1618;10615;10472
8075;Mannen;57 jaar;2020;100474;22257;15429;6828;5250;1578;11757;10500
8076;Mannen;57 jaar;2021;102083;22912;15827;7085;5387;1699;12165;10746
8077;Mannen;57 jaar;2022;102050;24142;16737;7405;5760;1645;13040;11103
