ID;Regio;Huishoudens;Perioden;TotaalAantalParticuliereHuishoudens_1;EigenaarBewoner_2;Huurder_3;EengezinswoningKoop_4;EengezinswoningHuur_5;MeergezinswoningKoop_6;MeergezinswoningHuur_7;Bedrijfswoning_8;Wooneenheid_9;BewoondeAndereRuimte_10;Inwonend_11;Ouderenwoning_12;Bedrijfswoning_13;AndereWoning_14
17;Nederland;3;2009;2133.0;1446.0;687.0;1197.0;353.0;199.0;317.0;47.0;14.0;4.0;3.0;168.0;17.0;1927.0
18;Nederland;4;1998;2028.0;1436.0;593.0;1290.0;412.0;42.0;163.0;101.0;6.0;13.0;1.0;15.0;67.0;1925.0
19;Nederland;4;1999;2096.0;1500.0;596.0;1353.0;398.0;56.0;181.0;91.0;7.0;7.0;4.0;17.0;68.0;1994.0
20;Nederland;4;2000;2128.0;1546.0;583.0;1397.0;398.0;56.0;167.0;91.0;5.0;11.0;3.0;15.0;62.0;2031.0
21;Nederland;4;2002;2075.0;1570.0;505.0;1439.0;346.0;46.0;145.0;84.0;9.0;4.0;2.0;27.0;44.0;1990.0
22;Nederland;4;2006;2076.0;1580.0;496.0;1452.0;321.0;54.0;159.0;74.0;7.0;4.0;4.0;21.0;37.0;2003.0
23;Nederland;4;2009;2028.0;1632.0;396.0;1490.0;262.0;68.0;122.0;73.0;7.0;5.0;2.0;29.0;41.0;1945.0
24;Nederland;5;1998;317.0;72.0;245.0;58.0;139.0;7.0;102.0;6.0;2.0;2.0;;5.0;4.0;304.0
25;Nederland;5;1999;321.0;81.0;239.0;66.0;133.0;8.0;102.0;6.0;5.0;1.0;;4.0;3.0;307.0
26;Nederland;5;2000;262.0;74.0;187.0;57.0;109.0;11.0;77.0;5.0;3.0;0.0;;4.0;3.0;251.0
27;Nederland;5;2002;431.0;123.0;308.0;102.0;170.0;13.0;134.0;8.0;2.0;1.0;1.0;9.0;3.0;414.0
28;Nederland;5;2006;451.0;141.0;310.0;119.0;171.0;14.0;133.0;6.0;2.0;2.0;3.0;6.0;4.0;434.0
29;Nederland;5;2009;474.0;166.0;308.0;138.0;174.0;18.0;128.0;9.0;3.0;2.0;2.0;10.0;5.0;452.0
30;Nederland;6;1998;105.0;37.0;69.0;26.0;28.0;5.0;34.0;6.0;4.0;1.0;1.0;4.0;3.0;91.0
31;Nederland;6;1999;74.0;24.0;50.0;19.0;24.0;2.0;23.0;3.0;2.0;;1.0;2.0;2.0;67.0
32;Nederland;6;2000;89.0;30.0;59.0;23.0;23.0;3.0;31.0;4.0;3.0;0.0;1.0;3.0;3.0;79.0
33;Nederland;6;2002;87.0;28.0;59.0;18.0;16.0;6.0;23.0;3.0;12.0;;8.0;2.0;2.0;62.0
34;Nederland;6;2006;47.0;18.0;29.0;14.0;10.0;3.0;17.0;2.0;1.0;;;3.0;1.0;42.0
35;Nederland;6;2009;73.0;30.0;43.0;20.0;15.0;7.0;23.0;2.0;2.0;;2.0;4.0;1.0;63.0
36;Noord-Nederland (LD);1;1998;709.0;370.0;339.0;318.0;193.0;14.0;114.0;38.0;22.0;7.0;3.0;54.0;21.0;603.0
37;Noord-Nederland (LD);1;1999;;;;;;;;;;;;;;
38;Noord-Nederland (LD);1;2000;;;;;;;;;;;;;;
39;Noord-Nederland (LD);1;2002;728.0;424.0;303.0;367.0;168.0;22.0;104.0;36.0;23.0;1.0;6.0;60.0;15.0;622.0
40;Noord-Nederland (LD);1;2006;745.0;451.0;294.0;385.0;147.0;30.0;114.0;35.0;25.0;0.0;6.0;58.0;16.0;637.0
41;Noord-Nederland (LD);1;2009;765.0;473.0;292.0;403.0;144.0;34.0;106.0;34.0;34.0;5.0;4.0;65.0;13.0;643.0
42;Noord-Nederland (LD);2;1998;236.0;62.0;174.0;48.0;69.0;8.0;80.0;6.0;20.0;4.0;2.0;36.0;2.0;172.0
43;Noord-Nederland (LD);2;1999;;;;;;;;;;;;;;
44;Noord-Nederland (LD);2;2000;;;;;;;;;;;;;;
45;Noord-Nederland (LD);2;2002;240.0;73.0;167.0;56.0;67.0;13.0;75.0;3.0;20.0;1.0;4.0;39.0;1.0;175.0
46;Noord-Nederland (LD);2;2006;252.0;87.0;165.0;63.0;58.0;18.0;77.0;6.0;24.0;;5.0;35.0;2.0;184.0
47;Noord-Nederland (LD);2;2009;280.0;103.0;177.0;78.0;64.0;19.0;76.0;5.0;32.0;2.0;4.0;43.0;2.0;198.0
48;Noord-Nederland (LD);3;1998;227.0;143.0;84.0;126.0;56.0;5.0;24.0;13.0;1.0;2.0;;15.0;6.0;202.0
49;Noord-Nederland (LD);3;1999;;;;;;;;;;;;;;
50;Noord-Nederland (LD);3;2000;;;;;;;;;;;;;;
51;Noord-Nederland (LD);3;2002;223.0;152.0;71.0;133.0;48.0;7.0;20.0;13.0;1.0;;1.0;17.0;5.0;200.0
52;Noord-Nederland (LD);3;2006;234.0;168.0;67.0;145.0;41.0;11.0;25.0;11.0;1.0;;1.0;19.0;5.0;209.0
53;Noord-Nederland (LD);3;2009;238.0;177.0;61.0;150.0;37.0;13.0;21.0;13.0;2.0;1.0;;19.0;3.0;212.0
54;Noord-Nederland (LD);4;1998;206.0;155.0;50.0;138.0;44.0;1.0;4.0;17.0;;1.0;;2.0;11.0;192.0
55;Noord-Nederland (LD);4;1999;;;;;;;;;;;;;;
56;Noord-Nederland (LD);4;2000;;;;;;;;;;;;;;
57;Noord-Nederland (LD);4;2002;217.0;180.0;36.0;161.0;33.0;2.0;2.0;18.0;;;;3.0;9.0;204.0
58;Noord-Nederland (LD);4;2006;212.0;178.0;34.0;161.0;29.0;1.0;4.0;16.0;;;;3.0;9.0;199.0
59;Noord-Nederland (LD);4;2009;204.0;177.0;26.0;162.0;23.0;1.0;2.0;15.0;;;;3.0;7.0;194.0
60;Noord-Nederland (LD);5;1998;27.0;5.0;22.0;4.0;19.0;;3.0;1.0;;;;1.0;;25.0
61;Noord-Nederland (LD);5;1999;;;;;;;;;;;;;;
62;Noord-Nederland (LD);5;2000;;;;;;;;;;;;;;
63;Noord-Nederland (LD);5;2002;38.0;15.0;22.0;14.0;17.0;;5.0;1.0;;;;1.0;1.0;36.0
64;Noord-Nederland (LD);5;2006;42.0;16.0;25.0;14.0;19.0;1.0;6.0;2.0;;;;1.0;1.0;40.0
65;Noord-Nederland (LD);5;2009;38.0;14.0;24.0;12.0;19.0;;5.0;1.0;;1.0;;1.0;1.0;35.0
66;Noord-Nederland (LD);6;1998;13.0;5.0;8.0;3.0;5.0;;3.0;1.0;;;;1.0;1.0;11.0
67;Noord-Nederland (LD);6;1999;;;;;;;;;;;;;;
68;Noord-Nederland (LD);6;2000;;;;;;;;;;;;;;
69;Noord-Nederland (LD);6;2002;10.0;4.0;7.0;3.0;2.0;;2.0;1.0;1.0;;1.0;;;8.0
70;Noord-Nederland (LD);6;2006;4.0;2.0;3.0;1.0;1.0;;2.0;;;;;;;4.0
71;Noord-Nederland (LD);6;2009;4.0;2.0;3.0;1.0;2.0;;1.0;;;;;;;4.0
72;Oost-Nederland (LD);1;1998;1316.0;706.0;610.0;608.0;342.0;31.0;192.0;67.0;46.0;16.0;12.0;90.0;38.0;1113.0
73;Oost-Nederland (LD);1;1999;;;;;;;;;;;;;;
74;Oost-Nederland (LD);1;2000;;;;;;;;;;;;;;
75;Oost-Nederland (LD);1;2002;1378.0;785.0;593.0;694.0;316.0;41.0;213.0;52.0;45.0;3.0;12.0;103.0;24.0;1191.0
76;Oost-Nederland (LD);1;2006;1433.0;829.0;604.0;728.0;322.0;54.0;212.0;47.0;48.0;4.0;17.0;102.0;20.0;1240.0
77;Oost-Nederland (LD);1;2009;1472.0;893.0;579.0;773.0;292.0;71.0;225.0;48.0;49.0;2.0;12.0;118.0;23.0;1267.0
78;Oost-Nederland (LD);2;1998;375.0;91.0;284.0;66.0;100.0;16.0;126.0;9.0;40.0;8.0;10.0;56.0;4.0;257.0
79;Oost-Nederland (LD);2;1999;;;;;;;;;;;;;;
80;Oost-Nederland (LD);2;2000;;;;;;;;;;;;;;
81;Oost-Nederland (LD);2;2002;412.0;115.0;297.0;84.0;101.0;24.0;147.0;7.0;37.0;2.0;10.0;63.0;3.0;298.0
82;Oost-Nederland (LD);2;2006;442.0;136.0;306.0;101.0;103.0;26.0;143.0;9.0;44.0;2.0;13.0;59.0;2.0;321.0
83;Oost-Nederland (LD);2;2009;473.0;163.0;310.0;118.0;104.0;38.0;155.0;7.0;41.0;1.0;10.0;71.0;2.0;348.0
84;Oost-Nederland (LD);3;1998;426.0;260.0;166.0;224.0;111.0;12.0;44.0;23.0;5.0;5.0;2.0;29.0;12.0;373.0
85;Oost-Nederland (LD);3;1999;;;;;;;;;;;;;;
86;Oost-Nederland (LD);3;2000;;;;;;;;;;;;;;
87;Oost-Nederland (LD);3;2002;409.0;273.0;137.0;245.0;87.0;13.0;44.0;15.0;3.0;1.0;1.0;32.0;5.0;367.0
88;Oost-Nederland (LD);3;2006;428.0;289.0;139.0;250.0;92.0;22.0;43.0;16.0;2.0;1.0;2.0;35.0;5.0;383.0
89;Oost-Nederland (LD);3;2009;447.0;311.0;136.0;271.0;88.0;27.0;43.0;13.0;4.0;1.0;1.0;37.0;5.0;400.0
90;Oost-Nederland (LD);4;1998;444.0;332.0;111.0;300.0;93.0;2.0;13.0;31.0;1.0;3.0;;3.0;19.0;418.0
91;Oost-Nederland (LD);4;1999;;;;;;;;;;;;;;
92;Oost-Nederland (LD);4;2000;;;;;;;;;;;;;;
93;Oost-Nederland (LD);4;2002;465.0;365.0;100.0;338.0;84.0;2.0;11.0;26.0;3.0;1.0;;6.0;14.0;442.0
94;Oost-Nederland (LD);4;2006;468.0;368.0;99.0;344.0;81.0;4.0;13.0;21.0;2.0;1.0;2.0;6.0;11.0;446.0
95;Oost-Nederland (LD);4;2009;449.0;379.0;71.0;350.0;57.0;4.0;10.0;26.0;2.0;1.0;;6.0;15.0;426.0
96;Oost-Nederland (LD);5;1998;52.0;16.0;37.0;13.0;32.0;1.0;4.0;2.0;;;;1.0;2.0;49.0
97;Oost-Nederland (LD);5;1999;;;;;;;;;;;;;;
98;Oost-Nederland (LD);5;2000;;;;;;;;;;;;;;
99;Oost-Nederland (LD);5;2002;76.0;26.0;50.0;23.0;40.0;1.0;9.0;3.0;;;;1.0;1.0;73.0
100;Oost-Nederland (LD);5;2006;86.0;31.0;56.0;28.0;44.0;1.0;12.0;1.0;;1.0;;1.0;1.0;83.0
101;Oost-Nederland (LD);5;2009;86.0;32.0;53.0;29.0;38.0;2.0;14.0;2.0;1.0;;1.0;2.0;1.0;80.0
102;Oost-Nederland (LD);6;1998;20.0;7.0;13.0;5.0;7.0;;5.0;2.0;1.0;;;1.0;1.0;17.0
103;Oost-Nederland (LD);6;1999;;;;;;;;;;;;;;
104;Oost-Nederland (LD);6;2000;;;;;;;;;;;;;;
105;Oost-Nederland (LD);6;2002;15.0;6.0;10.0;4.0;4.0;;3.0;1.0;2.0;;1.0;1.0;1.0;11.0
106;Oost-Nederland (LD);6;2006;8.0;4.0;4.0;3.0;3.0;;1.0;1.0;;;;1.0;;7.0
107;Oost-Nederland (LD);6;2009;17.0;8.0;9.0;6.0;5.0;1.0;3.0;1.0;;;;2.0;1.0;13.0
108;West-Nederland (LD);1;1998;3247.0;1428.0;1819.0;1113.0;576.0;242.0;1092.0;59.0;108.0;36.0;23.0;194.0;40.0;2847.0
109;West-Nederland (LD);1;1999;;;;;;;;;;;;;;
110;West-Nederland (LD);1;2000;;;;;;;;;;;;;;
111;West-Nederland (LD);1;2002;3353.0;1566.0;1787.0;1208.0;555.0;312.0;1080.0;38.0;114.0;6.0;39.0;216.0;21.0;2955.0
112;West-Nederland (LD);1;2006;3443.0;1655.0;1787.0;1257.0;525.0;357.0;1103.0;30.0;115.0;11.0;44.0;211.0;17.0;3045.0
113;West-Nederland (LD);1;2009;3525.0;1840.0;1685.0;1376.0;501.0;414.0;1040.0;38.0;120.0;13.0;22.0;229.0;22.0;3120.0
114;West-Nederland (LD);2;1998;1174.0;283.0;892.0;155.0;159.0;111.0;609.0;11.0;92.0;18.0;20.0;131.0;7.0;906.0
115;West-Nederland (LD);2;1999;;;;;;;;;;;;;;
116;West-Nederland (LD);2;2000;;;;;;;;;;;;;;
117;West-Nederland (LD);2;2002;1259.0;328.0;931.0;164.0;178.0;153.0;628.0;8.0;95.0;2.0;32.0;141.0;4.0;986.0
118;West-Nederland (LD);2;2006;1316.0;379.0;937.0;189.0;153.0;178.0;645.0;6.0;102.0;4.0;37.0;139.0;3.0;1029.0
119;West-Nederland (LD);2;2009;1347.0;429.0;918.0;212.0;169.0;204.0;622.0;7.0;108.0;7.0;18.0;142.0;3.0;1068.0
120;West-Nederland (LD);3;1998;938.0;502.0;436.0;394.0;180.0;85.0;241.0;18.0;8.0;11.0;2.0;52.0;12.0;853.0
121;West-Nederland (LD);3;1999;;;;;;;;;;;;;;
122;West-Nederland (LD);3;2000;;;;;;;;;;;;;;
123;West-Nederland (LD);3;2002;901.0;522.0;379.0;406.0;164.0;104.0;208.0;10.0;6.0;2.0;2.0;59.0;6.0;827.0
124;West-Nederland (LD);3;2006;932.0;551.0;380.0;422.0;165.0;118.0;205.0;8.0;6.0;3.0;3.0;61.0;4.0;853.0
125;West-Nederland (LD);3;2009;956.0;607.0;349.0;464.0;143.0;130.0;199.0;12.0;6.0;1.0;1.0;70.0;6.0;872.0
126;West-Nederland (LD);4;1998;907.0;593.0;314.0;525.0;172.0;37.0;136.0;26.0;4.0;6.0;1.0;7.0;18.0;871.0
127;West-Nederland (LD);4;1999;;;;;;;;;;;;;;
128;West-Nederland (LD);4;2000;;;;;;;;;;;;;;
129;West-Nederland (LD);4;2002;911.0;647.0;264.0;588.0;138.0;39.0;120.0;18.0;5.0;2.0;1.0;10.0;11.0;882.0
130;West-Nederland (LD);4;2006;929.0;654.0;275.0;591.0;137.0;47.0;132.0;14.0;3.0;3.0;1.0;7.0;8.0;906.0
131;West-Nederland (LD);4;2009;929.0;707.0;222.0;628.0;115.0;59.0;103.0;16.0;3.0;4.0;1.0;10.0;11.0;900.0
132;West-Nederland (LD);5;1998;179.0;36.0;143.0;28.0;56.0;6.0;85.0;2.0;2.0;1.0;;2.0;1.0;173.0
133;West-Nederland (LD);5;1999;;;;;;;;;;;;;;
134;West-Nederland (LD);5;2000;;;;;;;;;;;;;;
135;West-Nederland (LD);5;2002;237.0;56.0;180.0;44.0;69.0;11.0;109.0;2.0;1.0;;1.0;5.0;1.0;229.0
136;West-Nederland (LD);5;2006;241.0;64.0;178.0;49.0;65.0;12.0;108.0;2.0;2.0;;3.0;3.0;1.0;232.0
137;West-Nederland (LD);5;2009;255.0;82.0;172.0;64.0;69.0;16.0;100.0;3.0;1.0;;1.0;5.0;2.0;246.0
138;West-Nederland (LD);6;1998;49.0;15.0;34.0;10.0;10.0;4.0;22.0;1.0;2.0;1.0;;1.0;1.0;44.0
139;West-Nederland (LD);6;1999;;;;;;;;;;;;;;
140;West-Nederland (LD);6;2000;;;;;;;;;;;;;;
141;West-Nederland (LD);6;2002;44.0;13.0;31.0;7.0;5.0;4.0;15.0;1.0;7.0;;5.0;1.0;1.0;31.0
142;West-Nederland (LD);6;2006;26.0;8.0;18.0;5.0;4.0;2.0;12.0;;1.0;;;1.0;;23.0
143;West-Nederland (LD);6;2009;38.0;14.0;24.0;8.0;5.0;6.0;17.0;;1.0;;1.0;2.0;;34.0
144;Zuid-Nederland (LD);1;1998;1426.0;786.0;640.0;699.0;347.0;30.0;230.0;55.0;44.0;12.0;10.0;88.0;35.0;1237.0
145;Zuid-Nederland (LD);1;1999;;;;;;;;;;;;;;
146;Zuid-Nederland (LD);1;2000;;;;;;;;;;;;;;
147;Zuid-Nederland (LD);1;2002;1472.0;844.0;628.0;752.0;337.0;47.0;237.0;46.0;35.0;2.0;14.0;107.0;20.0;1292.0
148;Zuid-Nederland (LD);1;2006;1511.0;895.0;616.0;789.0;317.0;62.0;241.0;44.0;34.0;3.0;19.0;103.0;17.0;1334.0
149;Zuid-Nederland (LD);1;2009;1551.0;948.0;603.0;842.0;308.0;69.0;241.0;36.0;44.0;2.0;9.0;125.0;17.0;1354.0
150;Zuid-Nederland (LD);2;1998;408.0;110.0;298.0;88.0;93.0;14.0;154.0;8.0;38.0;5.0;8.0;54.0;5.0;298.0
151;Zuid-Nederland (LD);2;1999;;;;;;;;;;;;;;
152;Zuid-Nederland (LD);2;2000;;;;;;;;;;;;;;
153;Zuid-Nederland (LD);2;2002;432.0;131.0;301.0;100.0;99.0;26.0;160.0;6.0;29.0;;11.0;63.0;3.0;325.0
154;Zuid-Nederland (LD);2;2006;473.0;154.0;319.0;113.0;100.0;33.0;170.0;7.0;30.0;2.0;17.0;60.0;2.0;362.0
155;Zuid-Nederland (LD);2;2009;505.0;185.0;320.0;142.0;105.0;36.0;166.0;7.0;40.0;1.0;7.0;71.0;3.0;382.0
156;Zuid-Nederland (LD);3;1998;464.0;295.0;168.0;263.0;111.0;13.0;52.0;18.0;3.0;4.0;;28.0;10.0;419.0
157;Zuid-Nederland (LD);3;1999;;;;;;;;;;;;;;
158;Zuid-Nederland (LD);3;2000;;;;;;;;;;;;;;
159;Zuid-Nederland (LD);3;2002;460.0;304.0;156.0;273.0;100.0;17.0;51.0;15.0;2.0;1.0;1.0;33.0;6.0;417.0
160;Zuid-Nederland (LD);3;2006;480.0;326.0;154.0;288.0;98.0;26.0;52.0;11.0;2.0;1.0;1.0;37.0;5.0;434.0
161;Zuid-Nederland (LD);3;2009;492.0;351.0;142.0;312.0;86.0;28.0;54.0;9.0;2.0;1.0;1.0;42.0;4.0;443.0
162;Zuid-Nederland (LD);4;1998;472.0;355.0;117.0;326.0;102.0;2.0;11.0;27.0;2.0;3.0;;4.0;19.0;445.0
163;Zuid-Nederland (LD);4;1999;;;;;;;;;;;;;;
164;Zuid-Nederland (LD);4;2000;;;;;;;;;;;;;;
165;Zuid-Nederland (LD);4;2002;482.0;378.0;105.0;352.0;90.0;3.0;12.0;22.0;2.0;1.0;;8.0;10.0;462.0
166;Zuid-Nederland (LD);4;2006;468.0;380.0;88.0;355.0;74.0;2.0;11.0;23.0;1.0;;;5.0;9.0;452.0
167;Zuid-Nederland (LD);4;2009;446.0;369.0;77.0;349.0;67.0;3.0;8.0;16.0;1.0;;1.0;9.0;9.0;425.0
168;Zuid-Nederland (LD);5;1998;59.0;16.0;43.0;14.0;33.0;;10.0;1.0;;;;1.0;1.0;57.0
169;Zuid-Nederland (LD);5;1999;;;;;;;;;;;;;;
170;Zuid-Nederland (LD);5;2000;;;;;;;;;;;;;;
171;Zuid-Nederland (LD);5;2002;80.0;25.0;55.0;21.0;44.0;1.0;11.0;2.0;;;;3.0;1.0;76.0
172;Zuid-Nederland (LD);5;2006;81.0;30.0;51.0;28.0;43.0;1.0;7.0;2.0;;;1.0;1.0;1.0;78.0
173;Zuid-Nederland (LD);5;2009;95.0;37.0;58.0;33.0;47.0;1.0;10.0;3.0;1.0;;;2.0;1.0;91.0
174;Zuid-Nederland (LD);6;1998;23.0;10.0;13.0;8.0;7.0;1.0;4.0;1.0;2.0;;1.0;1.0;1.0;19.0
175;Zuid-Nederland (LD);6;1999;;;;;;;;;;;;;;
176;Zuid-Nederland (LD);6;2000;;;;;;;;;;;;;;
177;Zuid-Nederland (LD);6;2002;17.0;6.0;11.0;5.0;4.0;;3.0;1.0;2.0;;2.0;;;13.0
178;Zuid-Nederland (LD);6;2006;9.0;5.0;4.0;4.0;2.0;;1.0;1.0;;;;1.0;;8.0
179;Zuid-Nederland (LD);6;2009;13.0;6.0;7.0;5.0;4.0;1.0;3.0;;;;;1.0;;12.0
180;Groningen (PV);1;1998;259.0;121.0;137.0;101.0;58.0;9.0;59.0;11.0;16.0;3.0;1.0;21.0;7.0;211.0
181;Groningen (PV);1;1999;;;;;;;;;;;;;;
182;Groningen (PV);1;2000;;;;;;;;;;;;;;
183;Groningen (PV);1;2002;264.0;140.0;124.0;117.0;52.0;12.0;54.0;10.0;15.0;;3.0;22.0;4.0;218.0
184;Groningen (PV);1;2006;269.0;147.0;122.0;118.0;42.0;16.0;57.0;10.0;19.0;0.0;2.0;20.0;5.0;221.0
185;Groningen (PV);1;2009;273.0;153.0;120.0;124.0;43.0;17.0;47.0;10.0;27.0;2.0;3.0;21.0;5.0;215.0
186;Groningen (PV);2;1998;100.0;22.0;78.0;15.0;20.0;5.0;42.0;1.0;15.0;1.0;1.0;15.0;1.0;67.0
187;Groningen (PV);2;1999;;;;;;;;;;;;;;
188;Groningen (PV);2;2000;;;;;;;;;;;;;;
189;Groningen (PV);2;2002;102.0;28.0;74.0;19.0;21.0;8.0;37.0;1.0;14.0;;2.0;14.0;;72.0
190;Groningen (PV);2;2006;105.0;31.0;74.0;19.0;18.0;11.0;35.0;2.0;19.0;;2.0;13.0;1.0;71.0
191;Groningen (PV);2;2009;116.0;36.0;80.0;23.0;18.0;10.0;33.0;2.0;26.0;1.0;2.0;14.0;1.0;72.0
192;Groningen (PV);3;1998;79.0;48.0;31.0;41.0;17.0;3.0;12.0;4.0;1.0;1.0;;5.0;2.0;70.0
193;Groningen (PV);3;1999;;;;;;;;;;;;;;
194;Groningen (PV);3;2000;;;;;;;;;;;;;;
195;Groningen (PV);3;2002;75.0;49.0;26.0;42.0;14.0;3.0;11.0;4.0;;;;7.0;1.0;66.0
196;Groningen (PV);3;2006;77.0;53.0;25.0;43.0;10.0;6.0;14.0;4.0;;;;6.0;2.0;68.0
197;Groningen (PV);3;2009;82.0;60.0;22.0;49.0;12.0;6.0;9.0;4.0;1.0;;;7.0;1.0;72.0
198;Groningen (PV);4;1998;63.0;47.0;16.0;42.0;13.0;1.0;3.0;5.0;;1.0;;1.0;3.0;59.0
199;Groningen (PV);4;1999;;;;;;;;;;;;;;
200;Groningen (PV);4;2000;;;;;;;;;;;;;;
201;Groningen (PV);4;2002;68.0;56.0;12.0;50.0;10.0;1.0;1.0;6.0;;;;1.0;3.0;64.0
202;Groningen (PV);4;2006;67.0;56.0;11.0;51.0;8.0;;2.0;4.0;;;;1.0;2.0;64.0
203;Groningen (PV);4;2009;60.0;52.0;8.0;48.0;6.0;1.0;1.0;3.0;;;;1.0;2.0;57.0
204;Groningen (PV);5;1998;11.0;2.0;9.0;2.0;7.0;;2.0;;;;;;;11.0
205;Groningen (PV);5;1999;;;;;;;;;;;;;;
206;Groningen (PV);5;2000;;;;;;;;;;;;;;
207;Groningen (PV);5;2002;14.0;5.0;9.0;5.0;6.0;;3.0;;;;;;;14.0
208;Groningen (PV);5;2006;17.0;6.0;11.0;6.0;6.0;;5.0;;;;;;;16.0
209;Groningen (PV);5;2009;14.0;5.0;9.0;4.0;6.0;;3.0;1.0;;1.0;;;1.0;13.0
210;Groningen (PV);6;1998;5.0;2.0;3.0;1.0;2.0;;1.0;;;;;;;4.0
211;Groningen (PV);6;1999;;;;;;;;;;;;;;
212;Groningen (PV);6;2000;;;;;;;;;;;;;;
213;Groningen (PV);6;2002;4.0;1.0;3.0;1.0;1.0;;1.0;;1.0;;1.0;;;3.0
214;Groningen (PV);6;2006;2.0;1.0;1.0;1.0;;;1.0;;;;;;;2.0
215;Groningen (PV);6;2009;1.0;;1.0;;;;1.0;;;;;;;1.0
216;Friesland (PV);1;1998;259.0;138.0;121.0;122.0;79.0;3.0;35.0;14.0;4.0;2.0;1.0;18.0;9.0;226.0
217;Friesland (PV);1;1999;;;;;;;;;;;;;;
218;Friesland (PV);1;2000;;;;;;;;;;;;;;
219;Friesland (PV);1;2002;268.0;160.0;107.0;144.0;67.0;4.0;31.0;13.0;4.0;;2.0;22.0;5.0;232.0
220;Friesland (PV);1;2006;274.0;171.0;103.0;152.0;61.0;5.0;36.0;14.0;3.0;0.0;2.0;23.0;7.0;238.0
221;Friesland (PV);1;2009;280.0;177.0;104.0;155.0;57.0;8.0;38.0;14.0;6.0;2.0;1.0;26.0;6.0;239.0
222;Friesland (PV);2;1998;84.0;23.0;61.0;19.0;31.0;2.0;25.0;2.0;3.0;1.0;1.0;11.0;1.0;66.0
223;Friesland (PV);2;1999;;;;;;;;;;;;;;
224;Friesland (PV);2;2000;;;;;;;;;;;;;;
225;Friesland (PV);2;2002;84.0;27.0;58.0;23.0;28.0;2.0;24.0;2.0;4.0;;2.0;15.0;;63.0
226;Friesland (PV);2;2006;87.0;33.0;54.0;26.0;22.0;4.0;27.0;3.0;3.0;;2.0;13.0;1.0;68.0
227;Friesland (PV);2;2009;100.0;37.0;62.0;32.0;26.0;4.0;28.0;1.0;6.0;1.0;1.0;18.0;1.0;73.0
228;Friesland (PV);3;1998;82.0;53.0;29.0;48.0;21.0;1.0;7.0;4.0;;;;6.0;2.0;73.0
229;Friesland (PV);3;1999;;;;;;;;;;;;;;
230;Friesland (PV);3;2000;;;;;;;;;;;;;;
