ID;Vervoerstroom;ADRKlasse;Perioden;VervoerdLadinggewicht_1;Vervoersprestatie_2
416;Aanvoer;4.1 Brandbare vaste stoffen;2020;2233;17
417;Aanvoer;4.1 Brandbare vaste stoffen;2021;2815;17
418;Aanvoer;4.1 Brandbare vaste stoffen;2022;3284;14
419;Aanvoer;4.1 Brandbare vaste stoffen;2023;2939;8
420;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2012;170;2
421;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2013;216;6
422;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2014;255;8
423;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2015;347;7
424;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2016;382;5
425;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2017;389;10
426;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2018;477;4
427;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2019;322;4
428;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2020;285;3
429;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2021;307;4
430;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2022;285;1
431;Aanvoer;4.2 Voor zelfontbranding vatbare stoffen;2023;351;1
432;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2012;253;2
433;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2013;1917;3
434;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2014;1902;2
435;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2015;1877;2
436;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2016;1530;0
437;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2017;1708;1
438;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2018;1903;1
439;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2019;2022;2
440;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2020;1751;0
441;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2021;1935;3
442;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2022;2440;0
443;Aanvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2023;1303;1
444;Aanvoer;5.1 Oxiderende stoffen;2012;250;4
445;Aanvoer;5.1 Oxiderende stoffen;2013;287;10
446;Aanvoer;5.1 Oxiderende stoffen;2014;328;11
447;Aanvoer;5.1 Oxiderende stoffen;2015;645;16
448;Aanvoer;5.1 Oxiderende stoffen;2016;611;7
449;Aanvoer;5.1 Oxiderende stoffen;2017;771;13
450;Aanvoer;5.1 Oxiderende stoffen;2018;667;8
451;Aanvoer;5.1 Oxiderende stoffen;2019;596;11
452;Aanvoer;5.1 Oxiderende stoffen;2020;738;8
453;Aanvoer;5.1 Oxiderende stoffen;2021;646;11
454;Aanvoer;5.1 Oxiderende stoffen;2022;806;10
455;Aanvoer;5.1 Oxiderende stoffen;2023;723;9
456;Aanvoer;5.2 Organische Peroxiden;2012;3;0
457;Aanvoer;5.2 Organische Peroxiden;2013;11;1
458;Aanvoer;5.2 Organische Peroxiden;2014;6;0
459;Aanvoer;5.2 Organische Peroxiden;2015;4;0
460;Aanvoer;5.2 Organische Peroxiden;2016;8;1
461;Aanvoer;5.2 Organische Peroxiden;2017;13;0
462;Aanvoer;5.2 Organische Peroxiden;2018;23;1
463;Aanvoer;5.2 Organische Peroxiden;2019;16;0
464;Aanvoer;5.2 Organische Peroxiden;2020;39;1
465;Aanvoer;5.2 Organische Peroxiden;2021;15;0
466;Aanvoer;5.2 Organische Peroxiden;2022;21;0
467;Aanvoer;5.2 Organische Peroxiden;2023;20;0
468;Aanvoer;6.1 Giftige stoffen;2012;1029;55
469;Aanvoer;6.1 Giftige stoffen;2013;1112;71
470;Aanvoer;6.1 Giftige stoffen;2014;1222;78
471;Aanvoer;6.1 Giftige stoffen;2015;1828;71
472;Aanvoer;6.1 Giftige stoffen;2016;1928;72
473;Aanvoer;6.1 Giftige stoffen;2017;1711;77
474;Aanvoer;6.1 Giftige stoffen;2018;1244;65
475;Aanvoer;6.1 Giftige stoffen;2019;1157;57
476;Aanvoer;6.1 Giftige stoffen;2020;1567;56
477;Aanvoer;6.1 Giftige stoffen;2021;1794;55
478;Aanvoer;6.1 Giftige stoffen;2022;1513;45
479;Aanvoer;6.1 Giftige stoffen;2023;2057;41
480;Aanvoer;6.2 Infectueuze stoffen;2012;0;0
481;Aanvoer;6.2 Infectueuze stoffen;2013;6;1
482;Aanvoer;6.2 Infectueuze stoffen;2014;0;0
483;Aanvoer;6.2 Infectueuze stoffen;2015;9;0
484;Aanvoer;6.2 Infectueuze stoffen;2016;7;0
485;Aanvoer;6.2 Infectueuze stoffen;2017;7;0
486;Aanvoer;6.2 Infectueuze stoffen;2018;7;0
487;Aanvoer;6.2 Infectueuze stoffen;2019;14;0
488;Aanvoer;6.2 Infectueuze stoffen;2020;23;0
489;Aanvoer;6.2 Infectueuze stoffen;2021;29;0
490;Aanvoer;6.2 Infectueuze stoffen;2022;29;0
491;Aanvoer;6.2 Infectueuze stoffen;2023;43;0
492;Aanvoer;7 Radioactieve stoffen;2012;9;0
493;Aanvoer;7 Radioactieve stoffen;2013;18;1
494;Aanvoer;7 Radioactieve stoffen;2014;12;0
495;Aanvoer;7 Radioactieve stoffen;2015;27;1
496;Aanvoer;7 Radioactieve stoffen;2016;15;0
497;Aanvoer;7 Radioactieve stoffen;2017;15;0
498;Aanvoer;7 Radioactieve stoffen;2018;21;1
499;Aanvoer;7 Radioactieve stoffen;2019;13;1
500;Aanvoer;7 Radioactieve stoffen;2020;26;1
501;Aanvoer;7 Radioactieve stoffen;2021;8;0
502;Aanvoer;7 Radioactieve stoffen;2022;4;0
503;Aanvoer;7 Radioactieve stoffen;2023;4;0
504;Aanvoer;8 Bijtende stoffen;2012;2204;188
505;Aanvoer;8 Bijtende stoffen;2013;2784;245
506;Aanvoer;8 Bijtende stoffen;2014;2760;250
507;Aanvoer;8 Bijtende stoffen;2015;3985;281
508;Aanvoer;8 Bijtende stoffen;2016;3540;253
509;Aanvoer;8 Bijtende stoffen;2017;4153;286
510;Aanvoer;8 Bijtende stoffen;2018;3765;257
511;Aanvoer;8 Bijtende stoffen;2019;3935;284
512;Aanvoer;8 Bijtende stoffen;2020;3777;273
513;Aanvoer;8 Bijtende stoffen;2021;4363;289
514;Aanvoer;8 Bijtende stoffen;2022;3896;235
515;Aanvoer;8 Bijtende stoffen;2023;3494;203
516;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2012;2107;243
517;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2013;4605;520
518;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2014;6219;697
519;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2015;9745;769
520;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2016;9794;743
521;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2017;10961;863
522;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2018;10125;767
523;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2019;10835;772
524;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2020;10425;746
525;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2021;10829;768
526;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2022;9892;691
527;Aanvoer;9 Andere gevaarlijke stoffen, voorwerpen;2023;10714;732
528;Aanvoer;9.9 Klasse onbekend;2012;0;0
529;Aanvoer;9.9 Klasse onbekend;2013;1;0
530;Aanvoer;9.9 Klasse onbekend;2014;45;4
531;Aanvoer;9.9 Klasse onbekend;2015;9;2
532;Aanvoer;9.9 Klasse onbekend;2016;1;0
533;Aanvoer;9.9 Klasse onbekend;2017;9;1
534;Aanvoer;9.9 Klasse onbekend;2018;24;3
535;Aanvoer;9.9 Klasse onbekend;2019;78;9
536;Aanvoer;9.9 Klasse onbekend;2020;20;1
537;Aanvoer;9.9 Klasse onbekend;2021;44;4
538;Aanvoer;9.9 Klasse onbekend;2022;40;5
539;Aanvoer;9.9 Klasse onbekend;2023;39;4
540;Afvoer;ADR-Klasse totaal;2012;251447;18242
541;Afvoer;ADR-Klasse totaal;2013;255951;18856
542;Afvoer;ADR-Klasse totaal;2014;242798;18215
543;Afvoer;ADR-Klasse totaal;2015;196633;15302
544;Afvoer;ADR-Klasse totaal;2016;207421;15250
545;Afvoer;ADR-Klasse totaal;2017;214814;14954
546;Afvoer;ADR-Klasse totaal;2018;211820;13887
547;Afvoer;ADR-Klasse totaal;2019;208227;14154
548;Afvoer;ADR-Klasse totaal;2020;191958;12652
549;Afvoer;ADR-Klasse totaal;2021;203133;13525
550;Afvoer;ADR-Klasse totaal;2022;204384;14041
551;Afvoer;ADR-Klasse totaal;2023;198117;13716
552;Afvoer;1 Ontplofbare stoffen en voorwerpen;2012;1247;0
553;Afvoer;1 Ontplofbare stoffen en voorwerpen;2013;606;1
554;Afvoer;1 Ontplofbare stoffen en voorwerpen;2014;495;8
555;Afvoer;1 Ontplofbare stoffen en voorwerpen;2015;322;4
556;Afvoer;1 Ontplofbare stoffen en voorwerpen;2016;317;2
557;Afvoer;1 Ontplofbare stoffen en voorwerpen;2017;362;1
558;Afvoer;1 Ontplofbare stoffen en voorwerpen;2018;407;7
559;Afvoer;1 Ontplofbare stoffen en voorwerpen;2019;389;9
560;Afvoer;1 Ontplofbare stoffen en voorwerpen;2020;422;6
561;Afvoer;1 Ontplofbare stoffen en voorwerpen;2021;619;5
562;Afvoer;1 Ontplofbare stoffen en voorwerpen;2022;366;0
563;Afvoer;1 Ontplofbare stoffen en voorwerpen;2023;423;1
564;Afvoer;2 Gassen;2012;91916;6659
565;Afvoer;2 Gassen;2013;103113;7513
566;Afvoer;2 Gassen;2014;87254;6425
567;Afvoer;2 Gassen;2015;48579;4257
568;Afvoer;2 Gassen;2016;51917;4578
569;Afvoer;2 Gassen;2017;46935;4262
570;Afvoer;2 Gassen;2018;47241;4097
571;Afvoer;2 Gassen;2019;40580;3665
572;Afvoer;2 Gassen;2020;32605;2899
573;Afvoer;2 Gassen;2021;35539;3017
574;Afvoer;2 Gassen;2022;41591;3843
575;Afvoer;2 Gassen;2023;39930;3646
576;Afvoer;3 Brandbare vloeistoffen;2012;150277;10773
577;Afvoer;3 Brandbare vloeistoffen;2013;138910;10105
578;Afvoer;3 Brandbare vloeistoffen;2014;139653;10248
579;Afvoer;3 Brandbare vloeistoffen;2015;125057;10014
580;Afvoer;3 Brandbare vloeistoffen;2016;129715;9655
581;Afvoer;3 Brandbare vloeistoffen;2017;128100;9684
582;Afvoer;3 Brandbare vloeistoffen;2018;125596;8716
583;Afvoer;3 Brandbare vloeistoffen;2019;131898;9401
584;Afvoer;3 Brandbare vloeistoffen;2020;124469;8737
585;Afvoer;3 Brandbare vloeistoffen;2021;132374;9494
586;Afvoer;3 Brandbare vloeistoffen;2022;132413;9161
587;Afvoer;3 Brandbare vloeistoffen;2023;128099;9005
588;Afvoer;4.1 Brandbare vaste stoffen;2012;3683;504
589;Afvoer;4.1 Brandbare vaste stoffen;2013;5481;566
590;Afvoer;4.1 Brandbare vaste stoffen;2014;5687;629
591;Afvoer;4.1 Brandbare vaste stoffen;2015;3912;47
592;Afvoer;4.1 Brandbare vaste stoffen;2016;7089;50
593;Afvoer;4.1 Brandbare vaste stoffen;2017;20546;69
594;Afvoer;4.1 Brandbare vaste stoffen;2018;18442;52
595;Afvoer;4.1 Brandbare vaste stoffen;2019;13365;50
596;Afvoer;4.1 Brandbare vaste stoffen;2020;12769;47
597;Afvoer;4.1 Brandbare vaste stoffen;2021;13978;48
598;Afvoer;4.1 Brandbare vaste stoffen;2022;10056;53
599;Afvoer;4.1 Brandbare vaste stoffen;2023;9096;41
600;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2012;173;6
601;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2013;377;33
602;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2014;706;74
603;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2015;751;62
604;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2016;327;15
605;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2017;289;4
606;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2018;377;5
607;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2019;310;3
608;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2020;444;3
609;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2021;425;3
610;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2022;227;1
611;Afvoer;4.2 Voor zelfontbranding vatbare stoffen;2023;235;1
612;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2012;218;12
613;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2013;277;19
614;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2014;229;15
615;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2015;714;12
616;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2016;488;6
617;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2017;543;5
618;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2018;761;8
619;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2019;541;3
620;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2020;670;3
621;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2021;556;1
622;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2022;381;2
623;Afvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2023;214;1
624;Afvoer;5.1 Oxiderende stoffen;2012;149;10
625;Afvoer;5.1 Oxiderende stoffen;2013;193;16
626;Afvoer;5.1 Oxiderende stoffen;2014;215;18
627;Afvoer;5.1 Oxiderende stoffen;2015;1035;31
628;Afvoer;5.1 Oxiderende stoffen;2016;503;19
629;Afvoer;5.1 Oxiderende stoffen;2017;576;18
630;Afvoer;5.1 Oxiderende stoffen;2018;551;16
631;Afvoer;5.1 Oxiderende stoffen;2019;427;21
632;Afvoer;5.1 Oxiderende stoffen;2020;838;23
633;Afvoer;5.1 Oxiderende stoffen;2021;696;23
634;Afvoer;5.1 Oxiderende stoffen;2022;610;17
635;Afvoer;5.1 Oxiderende stoffen;2023;571;17
636;Afvoer;5.2 Organische Peroxiden;2012;48;1
637;Afvoer;5.2 Organische Peroxiden;2013;36;1
638;Afvoer;5.2 Organische Peroxiden;2014;31;1
639;Afvoer;5.2 Organische Peroxiden;2015;30;1
640;Afvoer;5.2 Organische Peroxiden;2016;57;2
641;Afvoer;5.2 Organische Peroxiden;2017;43;1
642;Afvoer;5.2 Organische Peroxiden;2018;43;0
643;Afvoer;5.2 Organische Peroxiden;2019;47;0
644;Afvoer;5.2 Organische Peroxiden;2020;49;0
645;Afvoer;5.2 Organische Peroxiden;2021;34;0
646;Afvoer;5.2 Organische Peroxiden;2022;29;0
647;Afvoer;5.2 Organische Peroxiden;2023;27;0
648;Afvoer;6.1 Giftige stoffen;2012;737;16
649;Afvoer;6.1 Giftige stoffen;2013;500;23
650;Afvoer;6.1 Giftige stoffen;2014;479;24
651;Afvoer;6.1 Giftige stoffen;2015;602;19
652;Afvoer;6.1 Giftige stoffen;2016;721;25
653;Afvoer;6.1 Giftige stoffen;2017;1141;31
654;Afvoer;6.1 Giftige stoffen;2018;1120;21
655;Afvoer;6.1 Giftige stoffen;2019;1154;27
656;Afvoer;6.1 Giftige stoffen;2020;1711;29
657;Afvoer;6.1 Giftige stoffen;2021;1145;28
658;Afvoer;6.1 Giftige stoffen;2022;765;14
659;Afvoer;6.1 Giftige stoffen;2023;906;22
660;Afvoer;6.2 Infectueuze stoffen;2012;0;0
661;Afvoer;6.2 Infectueuze stoffen;2013;1;0
662;Afvoer;6.2 Infectueuze stoffen;2014;0;0
663;Afvoer;6.2 Infectueuze stoffen;2015;65;0
664;Afvoer;6.2 Infectueuze stoffen;2016;35;1
665;Afvoer;6.2 Infectueuze stoffen;2017;34;0
666;Afvoer;6.2 Infectueuze stoffen;2018;29;0
667;Afvoer;6.2 Infectueuze stoffen;2019;30;0
668;Afvoer;6.2 Infectueuze stoffen;2020;98;0
669;Afvoer;6.2 Infectueuze stoffen;2021;84;0
670;Afvoer;6.2 Infectueuze stoffen;2022;62;1
671;Afvoer;6.2 Infectueuze stoffen;2023;50;0
672;Afvoer;7 Radioactieve stoffen;2012;3;0
673;Afvoer;7 Radioactieve stoffen;2013;10;1
674;Afvoer;7 Radioactieve stoffen;2014;13;1
675;Afvoer;7 Radioactieve stoffen;2015;51;1
676;Afvoer;7 Radioactieve stoffen;2016;8;0
677;Afvoer;7 Radioactieve stoffen;2017;13;0
678;Afvoer;7 Radioactieve stoffen;2018;33;2
679;Afvoer;7 Radioactieve stoffen;2019;9;0
680;Afvoer;7 Radioactieve stoffen;2020;18;1
681;Afvoer;7 Radioactieve stoffen;2021;17;0
682;Afvoer;7 Radioactieve stoffen;2022;26;1
683;Afvoer;7 Radioactieve stoffen;2023;8;0
684;Afvoer;8 Bijtende stoffen;2012;1254;74
685;Afvoer;8 Bijtende stoffen;2013;1941;122
686;Afvoer;8 Bijtende stoffen;2014;1463;100
687;Afvoer;8 Bijtende stoffen;2015;3482;137
688;Afvoer;8 Bijtende stoffen;2016;2996;123
689;Afvoer;8 Bijtende stoffen;2017;3267;160
690;Afvoer;8 Bijtende stoffen;2018;3526;161
691;Afvoer;8 Bijtende stoffen;2019;3530;154
692;Afvoer;8 Bijtende stoffen;2020;3828;135
693;Afvoer;8 Bijtende stoffen;2021;3454;119
694;Afvoer;8 Bijtende stoffen;2022;3111;121
695;Afvoer;8 Bijtende stoffen;2023;3456;136
696;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2012;1742;187
697;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2013;4506;456
698;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2014;6550;670
699;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2015;12010;714
700;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2016;13231;773
701;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2017;12951;717
702;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2018;13665;799
703;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2019;15884;816
704;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2020;14007;766
705;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2021;14158;782
706;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2022;14729;826
707;Afvoer;9 Andere gevaarlijke stoffen, voorwerpen;2023;15061;838
708;Afvoer;9.9 Klasse onbekend;2012;0;0
709;Afvoer;9.9 Klasse onbekend;2013;0;0
710;Afvoer;9.9 Klasse onbekend;2014;23;2
711;Afvoer;9.9 Klasse onbekend;2015;23;3
712;Afvoer;9.9 Klasse onbekend;2016;17;1
713;Afvoer;9.9 Klasse onbekend;2017;14;2
714;Afvoer;9.9 Klasse onbekend;2018;29;3
715;Afvoer;9.9 Klasse onbekend;2019;63;5
716;Afvoer;9.9 Klasse onbekend;2020;30;3
717;Afvoer;9.9 Klasse onbekend;2021;54;5
718;Afvoer;9.9 Klasse onbekend;2022;18;1
719;Afvoer;9.9 Klasse onbekend;2023;41;8
720;Doorvoer;ADR-Klasse totaal;2012;11702;1905
721;Doorvoer;ADR-Klasse totaal;2013;13488;2207
722;Doorvoer;ADR-Klasse totaal;2014;13148;2098
723;Doorvoer;ADR-Klasse totaal;2015;12725;2009
724;Doorvoer;ADR-Klasse totaal;2016;14177;2284
725;Doorvoer;ADR-Klasse totaal;2017;14814;2337
726;Doorvoer;ADR-Klasse totaal;2018;14492;2282
727;Doorvoer;ADR-Klasse totaal;2019;15648;2549
728;Doorvoer;ADR-Klasse totaal;2020;14548;2360
729;Doorvoer;ADR-Klasse totaal;2021;14874;2443
730;Doorvoer;ADR-Klasse totaal;2022;13242;2065
731;Doorvoer;ADR-Klasse totaal;2023;14097;2152
732;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2012;0;0
733;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2013;0;0
734;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2014;0;0
735;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2015;0;0
736;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2016;1;0
737;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2017;1;0
738;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2018;2;0
739;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2019;2;0
740;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2020;2;0
741;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2021;2;0
742;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2022;0;0
743;Doorvoer;1 Ontplofbare stoffen en voorwerpen;2023;0;0
744;Doorvoer;2 Gassen;2012;1001;196
745;Doorvoer;2 Gassen;2013;950;182
746;Doorvoer;2 Gassen;2014;981;186
747;Doorvoer;2 Gassen;2015;978;181
748;Doorvoer;2 Gassen;2016;943;174
749;Doorvoer;2 Gassen;2017;785;140
750;Doorvoer;2 Gassen;2018;834;150
751;Doorvoer;2 Gassen;2019;869;154
752;Doorvoer;2 Gassen;2020;861;157
753;Doorvoer;2 Gassen;2021;1161;211
754;Doorvoer;2 Gassen;2022;1230;221
755;Doorvoer;2 Gassen;2023;1032;187
756;Doorvoer;3 Brandbare vloeistoffen;2012;8876;1378
757;Doorvoer;3 Brandbare vloeistoffen;2013;10338;1645
758;Doorvoer;3 Brandbare vloeistoffen;2014;9525;1488
759;Doorvoer;3 Brandbare vloeistoffen;2015;9136;1417
760;Doorvoer;3 Brandbare vloeistoffen;2016;10350;1648
761;Doorvoer;3 Brandbare vloeistoffen;2017;10862;1740
762;Doorvoer;3 Brandbare vloeistoffen;2018;10502;1677
763;Doorvoer;3 Brandbare vloeistoffen;2019;11542;1927
764;Doorvoer;3 Brandbare vloeistoffen;2020;10666;1780
765;Doorvoer;3 Brandbare vloeistoffen;2021;10757;1833
766;Doorvoer;3 Brandbare vloeistoffen;2022;8998;1466
767;Doorvoer;3 Brandbare vloeistoffen;2023;10199;1617
768;Doorvoer;4.1 Brandbare vaste stoffen;2012;20;3
769;Doorvoer;4.1 Brandbare vaste stoffen;2013;26;4
770;Doorvoer;4.1 Brandbare vaste stoffen;2014;21;3
771;Doorvoer;4.1 Brandbare vaste stoffen;2015;52;8
772;Doorvoer;4.1 Brandbare vaste stoffen;2016;54;10
773;Doorvoer;4.1 Brandbare vaste stoffen;2017;75;13
774;Doorvoer;4.1 Brandbare vaste stoffen;2018;64;13
775;Doorvoer;4.1 Brandbare vaste stoffen;2019;61;11
776;Doorvoer;4.1 Brandbare vaste stoffen;2020;66;12
777;Doorvoer;4.1 Brandbare vaste stoffen;2021;20;2
778;Doorvoer;4.1 Brandbare vaste stoffen;2022;27;4
779;Doorvoer;4.1 Brandbare vaste stoffen;2023;19;4
780;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2012;18;3
781;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2013;35;6
782;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2014;35;6
783;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2015;41;6
784;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2016;43;7
785;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2017;35;6
786;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2018;40;6
787;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2019;39;7
788;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2020;31;5
789;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2021;26;4
790;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2022;14;3
791;Doorvoer;4.2 Voor zelfontbranding vatbare stoffen;2023;9;1
792;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2012;12;2
793;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2013;10;2
794;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2014;24;4
795;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2015;17;3
796;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2016;16;3
797;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2017;17;3
798;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2018;17;3
799;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2019;33;2
800;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2020;4;0
801;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2021;2;0
802;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2022;0;0
803;Doorvoer;"4.3 Stoffen;  gas ontwikkelend bij water";2023;0;0
804;Doorvoer;5.1 Oxiderende stoffen;2012;76;13
805;Doorvoer;5.1 Oxiderende stoffen;2013;80;15
806;Doorvoer;5.1 Oxiderende stoffen;2014;70;12
807;Doorvoer;5.1 Oxiderende stoffen;2015;50;10
808;Doorvoer;5.1 Oxiderende stoffen;2016;64;12
809;Doorvoer;5.1 Oxiderende stoffen;2017;57;10
810;Doorvoer;5.1 Oxiderende stoffen;2018;59;10
811;Doorvoer;5.1 Oxiderende stoffen;2019;90;16
812;Doorvoer;5.1 Oxiderende stoffen;2020;103;20
813;Doorvoer;5.1 Oxiderende stoffen;2021;73;14
814;Doorvoer;5.1 Oxiderende stoffen;2022;45;8
815;Doorvoer;5.1 Oxiderende stoffen;2023;34;6
816;Doorvoer;5.2 Organische Peroxiden;2012;1;0
817;Doorvoer;5.2 Organische Peroxiden;2013;0;0
818;Doorvoer;5.2 Organische Peroxiden;2014;0;0
819;Doorvoer;5.2 Organische Peroxiden;2015;0;0
820;Doorvoer;5.2 Organische Peroxiden;2016;0;0
821;Doorvoer;5.2 Organische Peroxiden;2017;0;0
822;Doorvoer;5.2 Organische Peroxiden;2018;0;0
823;Doorvoer;5.2 Organische Peroxiden;2019;0;0
824;Doorvoer;5.2 Organische Peroxiden;2020;0;0
825;Doorvoer;5.2 Organische Peroxiden;2021;0;0
826;Doorvoer;5.2 Organische Peroxiden;2022;1;0
827;Doorvoer;5.2 Organische Peroxiden;2023;0;0
828;Doorvoer;6.1 Giftige stoffen;2012;272;50
829;Doorvoer;6.1 Giftige stoffen;2013;306;54
830;Doorvoer;6.1 Giftige stoffen;2014;327;60
831;Doorvoer;6.1 Giftige stoffen;2015;323;59
832;Doorvoer;6.1 Giftige stoffen;2016;360;68
833;Doorvoer;6.1 Giftige stoffen;2017;437;78
834;Doorvoer;6.1 Giftige stoffen;2018;426;71
835;Doorvoer;6.1 Giftige stoffen;2019;438;67
836;Doorvoer;6.1 Giftige stoffen;2020;335;51
837;Doorvoer;6.1 Giftige stoffen;2021;363;52
838;Doorvoer;6.1 Giftige stoffen;2022;283;38
839;Doorvoer;6.1 Giftige stoffen;2023;197;28
840;Doorvoer;6.2 Infectueuze stoffen;2012;0;0
841;Doorvoer;6.2 Infectueuze stoffen;2013;0;0
842;Doorvoer;6.2 Infectueuze stoffen;2014;0;0
843;Doorvoer;6.2 Infectueuze stoffen;2015;0;0
844;Doorvoer;6.2 Infectueuze stoffen;2016;0;0
845;Doorvoer;6.2 Infectueuze stoffen;2017;0;0
846;Doorvoer;6.2 Infectueuze stoffen;2018;0;0
