ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouders_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
831;9;2008;404815;314370;70487;17335;2623;38621;30331;7086;1204
832;9;2009;399312;304548;72447;19331;2986;39685;31157;7291;1237
833;9;2010;397362;296832;75629;21527;3374;40918;32104;7537;1277
834;9;2011;398055;291193;79359;23765;3738;42333;33199;7814;1320
835;9;2012;400550;286273;83882;26267;4128;44040;34520;8147;1373
836;9;2013;401779;280115;88366;28784;4514;45636;35759;8456;1421
837;9;2014;404438;276029;92446;31147;4816;47677;37346;8849;1482
838;9;2015;408755;273480;96954;33285;5036;49800;38999;9255;1546
839;9;2016;411551;270570;100524;35097;5360;52036;40752;9673;1611
840;9;2017;415813;269414;103644;37044;5711;54295;42524;10093;1678
841;9;2018;419102;267969;106102;38972;6059;56611;44341;10523;1747
842;9;2019;422293;265902;108777;41138;6476;58896;46128;10953;1815
843;9;2020;424539;262881;111435;43360;6863;61082;47844;11363;1875
844;9;2021;425187;259075;113824;45169;7119;62812;49228;11664;1920
845;9;2022;422214;252436;115895;46595;7288;63812;50061;11810;1941
846;9;2023;418448;245480;117796;47752;7420;64613;50718;11937;1958
847;9;2024;414782;238527;120123;48602;7530;64950;51011;11974;1965
848;9;2025;413445;233081;122840;49775;7749;65802;51669;12141;1992
849;9;2026;411757;229016;124441;50421;7879;66387;52148;12232;2007
850;9;2027;407810;225706;124053;50189;7862;66730;52461;12258;2011
851;9;2028;401278;222060;122091;49404;7723;66379;52231;12156;1992
852;9;2029;388385;216175;117288;47494;7428;65208;51380;11884;1944
853;9;2030;370059;206188;111392;45380;7099;63066;49715;11476;1875
854;9;2031;351237;196168;105080;43188;6801;60889;48005;11076;1808
855;9;2032;335190;187584;99529;41486;6591;59259;46704;10795;1760
856;9;2033;322245;180295;95190;40286;6474;58227;45871;10624;1732
857;9;2034;315502;176657;92660;39741;6444;58318;45930;10652;1736
858;9;2035;311485;174679;90944;39419;6443;58838;46341;10745;1752
859;9;2036;312317;175459;90720;39623;6515;60135;47362;10983;1790
860;9;2037;313593;176920;90423;39697;6553;61384;48369;11191;1824
861;9;2038;313289;178106;89349;39331;6503;62325;49153;11327;1845
862;9;2039;312130;178653;88092;38930;6455;63066;49773;11431;1862
863;9;2040;312155;179516;87320;38850;6469;64133;50642;11600;1891
864;9;2041;311601;179445;86695;38943;6518;65149;51451;11775;1923
865;9;2042;313301;180484;86824;39368;6625;66656;52647;12039;1970
866;9;2043;317079;183290;87312;39766;6711;68480;54115;12343;2022
867;9;2044;321347;186728;87785;40060;6774;70301;55597;12633;2071
868;9;2045;325478;190058;88222;40357;6841;71990;56966;12907;2117
869;9;2046;330679;193760;89043;40914;6962;73942;58524;13245;2173
870;9;2047;334391;196543;89512;41290;7046;75560;59820;13520;2220
871;9;2048;337163;199130;89576;41386;7071;76934;60933;13744;2257
872;9;2049;339545;201723;89391;41355;7076;78244;61997;13957;2290
873;9;2050;341275;203919;88982;41296;7078;79481;62997;14164;2320
874;10;2005;299664;278229;20846;589;0;16167;13772;2001;394
875;10;2006;304665;283988;20119;557;1;16853;14363;2075;415
876;10;2007;336289;313675;21952;662;0;19461;16546;2427;488
877;10;2008;361362;338031;22670;661;0;22086;18777;2749;560
878;10;2009;376309;352559;23013;737;0;24074;20478;2981;615
879;10;2010;384489;360900;22736;853;0;26082;22219;3196;667
880;10;2011;393914;369988;22882;1028;16;28111;24003;3385;723
881;10;2012;379483;355698;22520;1237;28;28764;24551;3468;745
882;10;2013;370671;346044;23094;1485;48;29590;25211;3608;771
883;10;2014;366030;340161;24052;1769;48;30687;26136;3743;808
884;10;2015;364593;337079;25440;2008;66;31899;27140;3917;842
885;10;2016;365563;336417;26870;2215;61;33248;28269;4099;880
886;10;2017;368113;337048;28491;2499;75;34813;29591;4306;916
887;10;2018;369540;336389;30222;2841;88;36295;30836;4502;957
888;10;2019;372218;337451;31575;3113;79;38165;32415;4746;1004
889;10;2020;376401;339861;33092;3357;91;40064;34030;4981;1053
890;10;2021;379126;341201;34217;3583;125;42121;35768;5253;1100
891;10;2022;383241;343873;35355;3872;141;44149;37491;5512;1146
892;10;2023;386433;345706;36327;4236;164;46224;39271;5751;1202
893;10;2024;389556;347336;37448;4587;185;48244;40987;6002;1255
894;10;2025;391818;348125;38603;4887;203;50191;42620;6270;1301
895;10;2026;392635;347843;39483;5094;215;51732;43940;6456;1336
896;10;2027;390099;344424;40210;5242;223;52608;44710;6547;1351
897;10;2028;386839;340505;40753;5348;233;53319;45331;6626;1362
898;10;2029;383665;336440;41507;5472;246;53575;45564;6649;1362
899;10;2030;382680;334235;42500;5679;266;54254;46122;6755;1377
900;10;2031;381320;332320;42984;5750;266;54711;46509;6816;1386
901;10;2032;377824;329385;42515;5666;258;54971;46775;6818;1378
902;10;2033;371861;324601;41552;5470;238;54673;46557;6757;1359
903;10;2034;359985;315194;39417;5152;222;53712;45798;6594;1320
904;10;2035;343068;300792;37207;4861;208;51928;44305;6361;1262
905;10;2036;325737;286015;34916;4604;202;50131;42794;6130;1207
906;10;2037;311240;273608;33002;4428;202;48797;41661;5967;1169
907;10;2038;299749;263715;31517;4318;199;47984;40963;5872;1149
908;10;2039;294186;259169;30554;4265;198;48091;41058;5880;1153
909;10;2040;291058;256873;29782;4209;194;48565;41470;5929;1166
910;10;2041;291964;258074;29482;4212;196;49667;42424;6051;1192
911;10;2042;293149;259669;29113;4174;193;50715;43342;6158;1215
912;10;2043;292812;260236;28338;4053;185;51524;44068;6225;1231
913;10;2044;291648;259928;27592;3949;179;52135;44620;6272;1243
914;10;2045;291583;260409;27086;3910;178;53014;45388;6362;1264
915;10;2046;291043;260227;26738;3901;177;53852;46103;6463;1286
916;10;2047;292623;261893;26624;3927;179;55097;47165;6613;1319
917;10;2048;296116;265593;26440;3907;176;56630;48488;6786;1356
918;10;2049;300060;269869;26153;3866;172;58174;49833;6950;1391
919;10;2050;303871;273962;25893;3844;172;59611;51086;7102;1423
920;11;2005;230060;222082;7978;0;0;10663;9812;699;152
921;11;2006;235957;228907;7050;0;0;11385;10503;713;169
922;11;2007;239149;233050;6099;0;0;11975;11071;717;187
923;11;2008;244321;239060;5261;0;0;12639;11707;731;201
924;11;2009;251751;247095;4656;0;0;13361;12392;756;213
925;11;2010;261158;256989;4169;0;0;14166;13147;790;229
926;11;2011;266013;262448;3564;0;1;14790;13730;815;245
927;11;2012;294521;291072;3447;0;2;16963;15735;948;280
928;11;2013;317015;314170;2841;0;4;19245;17855;1067;323
929;11;2014;330397;328184;2207;0;6;21089;19563;1167;359
930;11;2015;337762;336104;1650;0;8;22919;21255;1268;396
931;11;2016;345961;344556;1394;0;11;24811;23003;1371;437
932;11;2017;333822;332432;1378;0;12;25305;23435;1424;446
933;11;2018;326617;325228;1375;0;14;25957;24002;1494;461
934;11;2019;322985;321468;1502;0;15;26850;24811;1565;474
935;11;2020;322056;320464;1577;0;15;27894;25751;1650;493
936;11;2021;323216;321596;1604;0;16;29039;26808;1719;512
937;11;2022;325705;323961;1728;0;16;30401;28050;1817;534
938;11;2023;327255;325361;1878;0;16;31663;29207;1902;554
939;11;2024;329890;328051;1823;0;16;33236;30660;1997;579
940;11;2025;333912;332194;1701;0;17;34853;32154;2091;608
941;11;2026;336604;334930;1657;0;17;36569;33711;2217;641
942;11;2027;340617;338973;1627;0;17;38230;35229;2333;668
943;11;2028;343772;342156;1598;0;18;39927;36783;2447;697
944;11;2029;346860;345342;1501;0;17;41589;38311;2553;725
945;11;2030;349183;347709;1457;0;17;43126;39733;2643;750
946;11;2031;350128;348654;1459;0;15;44314;40846;2698;770
947;11;2032;348057;346444;1599;0;14;44928;41434;2715;779
948;11;2033;345339;343677;1650;0;12;45390;41887;2721;782
949;11;2034;342727;340963;1755;0;9;45455;41966;2709;780
950;11;2035;342207;340348;1853;0;6;45890;42378;2731;781
951;11;2036;341269;339581;1685;0;3;46223;42723;2719;781
952;11;2037;338347;336809;1536;0;2;46220;42763;2679;778
953;11;2038;333157;331767;1388;0;2;45833;42463;2607;763
954;11;2039;322631;321446;1185;0;0;44773;41527;2504;742
955;11;2040;307785;306739;1046;0;0;43048;39965;2380;703
956;11;2041;292782;291914;868;0;0;41312;38373;2270;669
957;11;2042;280359;279646;713;0;0;39972;37137;2194;641
958;11;2043;270658;270024;634;0;0;39048;36273;2149;626
959;11;2044;266063;265553;510;0;0;38873;36106;2143;624
960;11;2045;263465;263054;411;0;0;38943;36168;2148;627
961;11;2046;264465;264138;327;0;0;39569;36745;2184;640
962;11;2047;265607;265360;247;0;0;40150;37285;2211;654
963;11;2048;265281;265175;106;0;0;40543;37653;2223;667
964;11;2049;264171;264161;10;0;0;40798;37890;2231;677
965;11;2050;264063;264063;0;0;0;41252;38304;2259;689
966;12;2005;169895;168247;1648;0;0;8990;8745;187;58
967;12;2006;170203;168755;1448;0;0;9221;8964;194;63
968;12;2007;171901;170758;1143;0;0;9542;9275;198;69
969;12;2008;173443;172706;737;0;0;9876;9600;200;76
970;12;2009;177644;177331;313;0;0;10412;10116;208;88
971;12;2010;182119;182046;73;0;0;10926;10620;210;96
972;12;2011;187463;187463;0;0;0;11510;11188;214;108
973;12;2012;190486;190486;0;0;0;11918;11589;213;116
974;12;2013;195086;195086;0;0;0;12354;12011;215;128
975;12;2014;201686;201686;0;0;0;12827;12463;224;140
976;12;2015;209893;209893;0;0;0;13377;12992;235;150
977;12;2016;214250;214249;0;0;1;13719;13326;238;155
978;12;2017;238280;238277;0;0;3;15554;15056;303;195
979;12;2018;257012;257009;0;0;3;17323;16777;338;208
980;12;2019;268053;268050;0;0;3;18526;17962;343;221
981;12;2020;274017;274013;0;0;4;19633;19025;356;252
982;12;2021;280208;280204;0;0;4;20722;20051;384;287
983;12;2022;270885;270880;0;0;5;20825;20137;393;295
984;12;2023;265650;265644;0;0;6;21247;20531;412;304
985;12;2024;263180;263174;0;0;6;21825;21087;426;312
986;12;2025;262835;262829;0;0;6;22556;21786;446;324
987;12;2026;264167;264161;0;0;6;23329;22534;460;335
988;12;2027;266534;266526;0;0;8;24308;23471;486;351
989;12;2028;268223;268217;0;0;6;25175;24312;503;360
990;12;2029;270777;270769;0;0;8;26217;25310;530;377
991;12;2030;274463;274456;0;0;7;27283;26336;555;392
992;12;2031;276984;276976;0;0;8;28381;27392;581;408
993;12;2032;280622;280616;0;0;6;29372;28348;600;424
994;12;2033;283511;283505;0;0;6;30337;29274;620;443
995;12;2034;286322;286316;0;0;6;31232;30128;644;460
996;12;2035;288556;288551;0;0;5;32013;30882;660;471
997;12;2036;289524;289521;0;0;3;32534;31390;665;479
998;12;2037;288082;288081;0;0;1;32692;31556;655;481
999;12;2038;286261;286261;0;0;0;32705;31565;651;489
1000;12;2039;284700;284700;0;0;0;32498;31372;645;481
1001;12;2040;285095;285095;0;0;0;32571;31432;658;481
1002;12;2041;285040;285040;0;0;0;32461;31346;652;463
1003;12;2042;283186;283186;0;0;0;32118;31037;631;450
1004;12;2043;279324;279324;0;0;0;31446;30406;603;437
1005;12;2044;271098;271098;0;0;0;30354;29350;577;427
1006;12;2045;259505;259505;0;0;0;28893;27933;553;407
1007;12;2046;247740;247740;0;0;0;27478;26560;532;386
1008;12;2047;238097;238097;0;0;0;26384;25496;519;369
1009;12;2048;230511;230511;0;0;0;25640;24772;510;358
1010;12;2049;227105;227105;0;0;0;25402;24531;513;358
1011;12;2050;225293;225293;0;0;0;25355;24482;516;357
1012;13;2005;103624;103624;0;0;0;6243;6078;151;14
1013;13;2006;105605;105605;0;0;0;6370;6190;163;17
1014;13;2007;107245;107245;0;0;0;6480;6286;177;17
1015;13;2008;109524;109524;0;0;0;6598;6389;190;19
1016;13;2009;110455;110455;0;0;0;6715;6492;203;20
1017;13;2010;111905;111905;0;0;0;6832;6597;214;21
1018;13;2011;112855;112855;0;0;0;6969;6718;227;24
1019;13;2012;114669;114669;0;0;0;7096;6826;243;27
1020;13;2013;116388;116388;0;0;0;7193;6903;261;29
1021;13;2014;119874;119874;0;0;0;7364;7046;284;34
1022;13;2015;123548;123548;0;0;0;7492;7149;307;36
1023;13;2016;127758;127758;0;0;0;7616;7245;331;40
1024;13;2017;130264;130264;0;0;0;7641;7245;355;41
1025;13;2018;133873;133873;0;0;0;7702;7285;374;43
1026;13;2019;139077;139077;0;0;0;7848;7409;392;47
1027;13;2020;145392;145392;0;0;0;8064;7600;413;51
1028;13;2021;148750;148750;0;0;0;8142;7657;432;53
1029;13;2022;166541;166541;0;0;0;9252;8698;481;73
1030;13;2023;180081;180081;0;0;0;10209;9570;555;84
1031;13;2024;187833;187833;0;0;0;10891;10182;625;84
1032;13;2025;191801;191801;0;0;0;11520;10738;696;86
1033;13;2026;195517;195517;0;0;0;12146;11319;739;88
1034;13;2027;189575;189575;0;0;0;12236;11399;747;90
1035;13;2028;186608;186608;0;0;0;12519;11659;765;95
1036;13;2029;185407;185407;0;0;0;12865;11982;787;96
1037;13;2030;185578;185578;0;0;0;13291;12383;808;100
1038;13;2031;186861;186861;0;0;0;13721;12788;831;102
1039;13;2032;188784;188784;0;0;0;14285;13328;851;106
1040;13;2033;190342;190342;0;0;0;14761;13780;873;108
1041;13;2034;192473;192473;0;0;0;15369;14357;898;114
1042;13;2035;195428;195428;0;0;0;15971;14922;930;119
1043;13;2036;197529;197529;0;0;0;16592;15506;963;123
1044;13;2037;200509;200509;0;0;0;17118;15998;995;125
1045;13;2038;202953;202953;0;0;0;17621;16471;1023;127
1046;13;2039;205462;205462;0;0;0;18078;16904;1043;131
1047;13;2040;207744;207744;0;0;0;18460;17267;1060;133
1048;13;2041;208999;208999;0;0;0;18659;17460;1068;131
1049;13;2042;208650;208650;0;0;0;18627;17440;1062;125
1050;13;2043;207948;207948;0;0;0;18498;17341;1037;120
1051;13;2044;207493;207493;0;0;0;18220;17108;997;115
1052;13;2045;208782;208782;0;0;0;18143;17069;957;117
1053;13;2046;209625;209625;0;0;0;17919;16878;926;115
1054;13;2047;209038;209038;0;0;0;17535;16537;891;107
1055;13;2048;207022;207022;0;0;0;16943;15997;847;99
1056;13;2049;201684;201684;0;0;0;16150;15270;789;91
1057;13;2050;194046;194046;0;0;0;15215;14405;723;87
1058;14;2005;48435;48435;0;0;0;2877;2806;69;2
1059;14;2006;48116;48116;0;0;0;2950;2874;74;2
1060;14;2007;48038;48038;0;0;0;3019;2938;79;2
1061;14;2008;48006;48006;0;0;0;3080;2995;83;2
1062;14;2009;48652;48652;0;0;0;3137;3048;87;2
1063;14;2010;49372;49372;0;0;0;3216;3121;92;3
1064;14;2011;50824;50824;0;0;0;3310;3209;98;3
1065;14;2012;51981;51981;0;0;0;3382;3277;102;3
1066;14;2013;53426;53426;0;0;0;3456;3345;108;3
1067;14;2014;54188;54188;0;0;0;3515;3399;113;3
1068;14;2015;55249;55249;0;0;0;3577;3457;117;3
1069;14;2016;56150;56150;0;0;0;3638;3515;120;3
1070;14;2017;57495;57495;0;0;0;3686;3560;123;3
1071;14;2018;58791;58791;0;0;0;3706;3576;127;3
1072;14;2019;60973;60973;0;0;0;3762;3626;133;3
1073;14;2020;63197;63197;0;0;0;3783;3642;138;3
1074;14;2021;65667;65667;0;0;0;3795;3649;143;3
1075;14;2022;67093;67093;0;0;0;3747;3597;147;3
1076;14;2023;69175;69175;0;0;0;3709;3555;150;4
1077;14;2024;72306;72306;0;0;0;3712;3557;151;4
1078;14;2025;76047;76047;0;0;0;3732;3578;150;4
1079;14;2026;77946;77946;0;0;0;3684;3533;148;3
1080;14;2027;88299;88299;0;0;0;4179;4013;163;3
1081;14;2028;95719;95719;0;0;0;4599;4422;174;3
1082;14;2029;99613;99613;0;0;0;4864;4672;188;4
1083;14;2030;101294;101294;0;0;0;5089;4880;206;3
1084;14;2031;102568;102568;0;0;0;5294;5074;215;5
1085;14;2032;99795;99795;0;0;0;5288;5073;210;5
1086;14;2033;98734;98734;0;0;0;5384;5170;210;4
1087;14;2034;98418;98418;0;0;0;5469;5257;207;5
1088;14;2035;98740;98740;0;0;0;5588;5379;205;4
1089;14;2036;99644;99644;0;0;0;5698;5492;202;4
1090;14;2037;100875;100875;0;0;0;5907;5699;204;4
1091;14;2038;102044;102044;0;0;0;6063;5856;203;4
1092;14;2039;103536;103536;0;0;0;6294;6083;207;4
1093;14;2040;105527;105527;0;0;0;6511;6299;208;4
1094;14;2041;107085;107085;0;0;0;6744;6525;214;5
1095;14;2042;109230;109230;0;0;0;6903;6683;215;5
1096;14;2043;111087;111087;0;0;0;7016;6796;215;5
1097;14;2044;112990;112990;0;0;0;7130;6912;213;5
1098;14;2045;114835;114835;0;0;0;7247;7030;212;5
1099;14;2046;115936;115936;0;0;0;7286;7071;210;5
1100;14;2047;116246;116246;0;0;0;7211;7002;204;5
1101;14;2048;116406;116406;0;0;0;7103;6901;197;5
1102;14;2049;116861;116861;0;0;0;6965;6773;187;5
1103;14;2050;118635;118635;0;0;0;6980;6793;182;5
1104;15;2005;11613;11613;0;0;0;1042;955;77;10
1105;15;2006;12552;12552;0;0;0;1110;1012;86;12
1106;15;2007;13151;13151;0;0;0;1181;1070;97;14
1107;15;2008;13592;13592;0;0;0;1251;1127;109;15
1108;15;2009;14044;14044;0;0;0;1323;1188;119;16
1109;15;2010;14334;14334;0;0;0;1384;1241;126;17
1110;15;2011;14360;14360;0;0;0;1417;1268;131;18
1111;15;2012;14448;14448;0;0;0;1451;1297;136;18
1112;15;2013;14541;14541;0;0;0;1477;1319;139;19
1113;15;2014;14877;14877;0;0;0;1496;1335;142;19
1114;15;2015;15211;15211;0;0;0;1524;1358;146;20
1115;15;2016;15794;15794;0;0;0;1562;1390;151;21
1116;15;2017;16267;16267;0;0;0;1579;1403;155;21
1117;15;2018;16833;16833;0;0;0;1588;1411;156;21
1118;15;2019;17168;17168;0;0;0;1575;1400;154;21
1119;15;2020;17603;17603;0;0;0;1563;1390;152;21
1120;15;2021;18002;18002;0;0;0;1543;1373;149;21
1121;15;2022;18540;18540;0;0;0;1535;1365;149;21
1122;15;2023;19073;19073;0;0;0;1512;1342;149;21
1123;15;2024;19909;19909;0;0;0;1513;1340;152;21
1124;15;2025;20757;20757;0;0;0;1495;1320;154;21
1125;15;2026;21680;21680;0;0;0;1499;1318;159;22
1126;15;2027;22193;22193;0;0;0;1497;1311;164;22
1127;15;2028;22964;22964;0;0;0;1518;1327;168;23
1128;15;2029;24179;24179;0;0;0;1567;1368;175;24
1129;15;2030;25593;25593;0;0;0;1634;1425;184;25
1130;15;2031;26231;26231;0;0;0;1670;1453;191;26
1131;15;2032;30149;30149;0;0;0;1900;1658;213;29
1132;15;2033;32711;32711;0;0;0;2066;1802;231;33
1133;15;2034;33847;33847;0;0;0;2165;1884;247;34
1134;15;2035;34216;34216;0;0;0;2250;1962;254;34
1135;15;2036;34396;34396;0;0;0;2319;2035;251;33
1136;15;2037;33651;33651;0;0;0;2297;2021;244;32
1137;15;2038;33564;33564;0;0;0;2319;2045;242;32
1138;15;2039;33665;33665;0;0;0;2365;2091;242;32
1139;15;2040;33984;33984;0;0;0;2431;2153;245;33
1140;15;2041;34528;34528;0;0;0;2502;2222;247;33
1141;15;2042;35197;35197;0;0;0;2594;2311;250;33
1142;15;2043;35923;35923;0;0;0;2684;2396;254;34
1143;15;2044;36789;36789;0;0;0;2775;2482;259;34
1144;15;2045;37864;37864;0;0;0;2872;2573;264;35
1145;15;2046;38802;38802;0;0;0;2962;2658;268;36
1146;15;2047;39981;39981;0;0;0;3044;2736;272;36
1147;15;2048;41071;41071;0;0;0;3125;2814;275;36
1148;15;2049;42221;42221;0;0;0;3215;2900;278;37
1149;15;2050;43409;43409;0;0;0;3301;2983;281;37
1150;16;2005;1950;1950;0;0;0;323;323;0;0
1151;16;2006;1954;1954;0;0;0;337;337;0;0
1152;16;2007;1937;1937;0;0;0;351;351;0;0
1153;16;2008;1954;1954;0;0;0;364;364;0;0
1154;16;2009;1945;1945;0;0;0;372;372;0;0
1155;16;2010;1993;1993;0;0;0;387;387;0;0
1156;16;2011;2194;2194;0;0;0;420;420;0;0
1157;16;2012;2318;2318;0;0;0;448;448;0;0
1158;16;2013;2415;2415;0;0;0;472;472;0;0
1159;16;2014;2503;2503;0;0;0;495;495;0;0
1160;16;2015;2564;2564;0;0;0;508;508;0;0
1161;16;2016;2582;2582;0;0;0;511;511;0;0
1162;16;2017;2608;2608;0;0;0;512;512;0;0
1163;16;2018;2627;2627;0;0;0;507;507;0;0
1164;16;2019;2703;2703;0;0;0;502;502;0;0
1165;16;2020;2770;2770;0;0;0;498;498;0;0
1166;16;2021;2887;2887;0;0;0;502;502;0;0
1167;16;2022;2982;2982;0;0;0;514;514;0;0
1168;16;2023;3091;3091;0;0;0;530;530;0;0
1169;16;2024;3160;3160;0;0;0;538;538;0;0
1170;16;2025;3257;3257;0;0;0;549;549;0;0
1171;16;2026;3355;3355;0;0;0;558;558;0;0
1172;16;2027;3477;3477;0;0;0;570;570;0;0
1173;16;2028;3593;3593;0;0;0;575;575;0;0
1174;16;2029;3774;3774;0;0;0;593;593;0;0
1175;16;2030;3949;3949;0;0;0;611;611;0;0
1176;16;2031;4139;4139;0;0;0;632;632;0;0
1177;16;2032;4229;4229;0;0;0;647;647;0;0
1178;16;2033;4386;4386;0;0;0;669;669;0;0
1179;16;2034;4643;4643;0;0;0;701;701;0;0
1180;16;2035;4933;4933;0;0;0;738;738;0;0
1181;16;2036;5044;5044;0;0;0;758;758;0;0
1182;16;2037;5902;5902;0;0;0;866;866;0;0
1183;16;2038;6411;6411;0;0;0;943;943;0;0
1184;16;2039;6612;6612;0;0;0;990;990;0;0
1185;16;2040;6671;6671;0;0;0;1018;1018;0;0
1186;16;2041;6714;6714;0;0;0;1043;1043;0;0
1187;16;2042;6656;6656;0;0;0;1030;1030;0;0
1188;16;2043;6748;6748;0;0;0;1038;1038;0;0
1189;16;2044;6865;6865;0;0;0;1054;1054;0;0
1190;16;2045;7039;7039;0;0;0;1077;1077;0;0
1191;16;2046;7268;7268;0;0;0;1099;1099;0;0
1192;16;2047;7541;7541;0;0;0;1130;1130;0;0
1193;16;2048;7858;7858;0;0;0;1162;1162;0;0
1194;16;2049;8233;8233;0;0;0;1193;1193;0;0
1195;16;2050;8669;8669;0;0;0;1232;1232;0;0
1196;17;2005;229;229;0;0;0;69;69;0;0
1197;17;2006;243;243;0;0;0;75;75;0;0
1198;17;2007;268;268;0;0;0;79;79;0;0
1199;17;2008;284;284;0;0;0;82;82;0;0
1200;17;2009;297;297;0;0;0;87;87;0;0
1201;17;2010;298;298;0;0;0;93;93;0;0
1202;17;2011;305;305;0;0;0;95;95;0;0
1203;17;2012;305;305;0;0;0;95;95;0;0
1204;17;2013;315;315;0;0;0;98;98;0;0
1205;17;2014;311;311;0;0;0;97;97;0;0
1206;17;2015;323;323;0;0;0;98;98;0;0
1207;17;2016;348;348;0;0;0;106;106;0;0
1208;17;2017;362;362;0;0;0;109;109;0;0
1209;17;2018;376;376;0;0;0;111;111;0;0
1210;17;2019;385;385;0;0;0;114;114;0;0
1211;17;2020;384;384;0;0;0;115;115;0;0
1212;17;2021;382;382;0;0;0;118;118;0;0
1213;17;2022;381;381;0;0;0;118;118;0;0
1214;17;2023;382;382;0;0;0;121;121;0;0
1215;17;2024;391;391;0;0;0;123;123;0;0
1216;17;2025;398;398;0;0;0;126;126;0;0
1217;17;2026;413;413;0;0;0;130;130;0;0
1218;17;2027;415;415;0;0;0;135;135;0;0
1219;17;2028;413;413;0;0;0;137;137;0;0
1220;17;2029;417;417;0;0;0;141;141;0;0
1221;17;2030;429;429;0;0;0;145;145;0;0
1222;17;2031;445;445;0;0;0;149;149;0;0
1223;17;2032;455;455;0;0;0;153;153;0;0
1224;17;2033;470;470;0;0;0;156;156;0;0
1225;17;2034;495;495;0;0;0;164;164;0;0
1226;17;2035;517;517;0;0;0;171;171;0;0
1227;17;2036;532;532;0;0;0;180;180;0;0
1228;17;2037;538;538;0;0;0;186;186;0;0
1229;17;2038;560;560;0;0;0;192;192;0;0
1230;17;2039;598;598;0;0;0;206;206;0;0
1231;17;2040;640;640;0;0;0;219;219;0;0
1232;17;2041;659;659;0;0;0;225;225;0;0
1233;17;2042;785;785;0;0;0;259;259;0;0
1234;17;2043;852;852;0;0;0;283;283;0;0
1235;17;2044;885;885;0;0;0;300;300;0;0
1236;17;2045;907;907;0;0;0;307;307;0;0
1237;17;2046;928;928;0;0;0;313;313;0;0
1238;17;2047;954;954;0;0;0;318;318;0;0
1239;17;2048;997;997;0;0;0;327;327;0;0
1240;17;2049;1042;1042;0;0;0;333;333;0;0
1241;17;2050;1103;1103;0;0;0;343;343;0;0
