ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouders_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
19;Totaal over alle leeftijden;2024;4107938;2155634;682757;945800;323747;574261;373038;152307;48916
20;Totaal over alle leeftijden;2025;4103966;2165105;673165;943132;322564;579448;377293;153004;49151
21;Totaal over alle leeftijden;2026;4099007;2173561;662571;941006;321869;584766;381504;153814;49448
22;Totaal over alle leeftijden;2027;4092962;2180378;651426;939549;321609;590187;385640;154761;49786
23;Totaal over alle leeftijden;2028;4085728;2185136;640081;938818;321693;595746;389749;155837;50160
24;Totaal over alle leeftijden;2029;4077397;2187614;628892;938844;322047;601388;393839;156990;50559
25;Totaal over alle leeftijden;2030;4067961;2187750;618139;939517;322555;607053;397834;158227;50992
26;Totaal over alle leeftijden;2031;4057563;2185660;607936;940785;323182;612692;401755;159509;51428
27;Totaal over alle leeftijden;2032;4046214;2181478;598316;942534;323886;618287;405601;160835;51851
28;Totaal over alle leeftijden;2033;4034232;2175693;589334;944611;324594;623809;409369;162167;52273
29;Totaal over alle leeftijden;2034;4021722;2168556;581088;946816;325262;629213;413038;163494;52681
30;Totaal over alle leeftijden;2035;4008973;2160641;573561;948923;325848;634574;416689;164826;53059
31;Totaal over alle leeftijden;2036;3996300;2152388;566826;950779;326307;639859;420308;166125;53426
32;Totaal over alle leeftijden;2037;3983787;2143962;560973;952233;326619;645001;423846;167390;53765
33;Totaal over alle leeftijden;2038;3971637;2135714;555949;953218;326756;650010;427331;168596;54083
34;Totaal over alle leeftijden;2039;3960029;2127944;551735;953647;326703;654876;430739;169758;54379
35;Totaal over alle leeftijden;2040;3948993;2120745;548250;953550;326448;659563;434062;170844;54657
36;Totaal over alle leeftijden;2041;3938601;2114340;545358;952910;325993;664137;437321;171899;54917
37;Totaal over alle leeftijden;2042;3928960;2108816;542987;951816;325341;668543;440492;172892;55159
38;Totaal over alle leeftijden;2043;3920106;2104245;540997;950332;324532;672792;443577;173835;55380
39;Totaal over alle leeftijden;2044;3912050;2100644;539280;948548;323578;676885;446578;174717;55590
40;Totaal over alle leeftijden;2045;3904808;2098054;537708;946506;322540;680870;449530;175572;55768
41;Totaal over alle leeftijden;2046;3898426;2096440;536223;944323;321440;684737;452428;176377;55932
42;Totaal over alle leeftijden;2047;3892893;2095806;534697;942077;320313;688531;455332;177125;56074
43;Totaal over alle leeftijden;2048;3888238;2096277;532963;939811;319187;692405;458367;177834;56204
44;Totaal over alle leeftijden;2049;3884448;2097813;530973;937572;318090;696363;461519;178519;56325
45;Totaal over alle leeftijden;2050;3881494;2100350;528697;935396;317051;700438;464828;179173;56437
46;100;2005;165282;128636;27448;7720;1478;12932;10426;2172;334
47;100;2006;162350;126100;27343;7337;1570;13115;10587;2193;335
48;100;2007;160438;124832;26961;7074;1571;13304;10750;2217;337
49;100;2008;161161;125946;26708;6959;1548;13590;10980;2267;343
50;100;2009;163302;128373;26444;6927;1558;13918;11236;2328;354
51;100;2010;165603;131112;26051;6868;1572;14173;11435;2376;362
52;100;2011;167880;133980;25520;6789;1591;14371;11590;2413;368
53;100;2012;169295;136041;24951;6706;1597;14475;11672;2432;371
54;100;2013;171020;138197;24544;6664;1615;14591;11761;2456;374
55;100;2014;172881;140264;24284;6684;1649;14713;11849;2484;380
56;100;2015;174074;141649;24024;6720;1681;14791;11902;2504;385
57;100;2016;173368;141471;23529;6674;1694;14740;11863;2494;383
58;100;2017;172228;140869;23050;6612;1697;14678;11821;2477;380
59;100;2018;171652;140624;22739;6588;1701;14674;11828;2468;378
60;100;2019;171379;140581;22528;6563;1707;14702;11859;2466;377
61;100;2020;171174;140623;22328;6518;1705;14735;11897;2464;374
62;100;2021;172408;141719;22421;6551;1717;14864;12003;2484;377
63;100;2022;174393;143333;22673;6638;1749;15044;12141;2520;383
64;100;2023;175739;144389;22855;6720;1775;15169;12231;2549;389
65;100;2024;175699;144335;22822;6750;1792;15173;12228;2554;391
66;100;2025;175005;143731;22703;6765;1806;15132;12187;2552;393
67;100;2026;172455;141730;22250;6678;1797;14947;12042;2518;387
68;100;2027;170140;139907;21838;6604;1791;14784;11913;2488;383
69;100;2028;167767;138045;21412;6530;1780;14612;11779;2455;378
70;100;2029;165213;136074;20939;6438;1762;14437;11646;2419;372
71;100;2030;163228;134548;20561;6371;1748;14310;11550;2393;367
72;100;2031;161539;133266;20222;6313;1738;14210;11477;2370;363
73;100;2032;160193;132257;19937;6266;1733;14142;11429;2353;360
74;100;2033;159176;131510;19706;6233;1727;14104;11405;2341;358
75;100;2034;158462;130995;19532;6208;1727;14094;11405;2333;356
76;100;2035;158039;130717;19400;6196;1726;14110;11426;2329;355
77;100;2036;157871;130630;19320;6194;1727;14148;11464;2329;355
78;100;2037;157985;130773;19278;6203;1731;14217;11528;2334;355
79;100;2038;158326;131084;19283;6221;1738;14299;11601;2342;356
80;100;2039;158816;131514;19310;6246;1746;14405;11694;2353;358
81;100;2040;159431;132031;19366;6280;1754;14513;11788;2365;360
82;100;2041;160132;132618;19433;6313;1768;14626;11886;2378;362
83;100;2042;160861;133230;19507;6344;1780;14737;11982;2391;364
84;100;2043;161582;133853;19567;6371;1791;14849;12077;2406;366
85;100;2044;162244;134458;19599;6389;1798;14956;12166;2421;369
86;100;2045;162803;135023;19586;6392;1802;15047;12243;2433;371
87;100;2046;163268;135558;19530;6380;1800;15119;12304;2443;372
88;100;2047;163638;135995;19475;6370;1798;15186;12359;2453;374
89;100;2048;163918;136341;19419;6361;1797;15249;12412;2462;375
90;100;2049;164105;136593;19364;6353;1795;15305;12458;2470;377
91;100;2050;164192;136748;19304;6346;1794;15355;12501;2476;378
92;101;2005;763658;307354;193572;195207;67525;66450;36325;22097;8028
93;101;2006;735526;297795;186142;187140;64449;65255;35785;21637;7833
94;101;2007;712733;291093;179555;180130;61955;64198;35309;21230;7659
95;101;2008;692987;285364;173933;174397;59293;63350;34918;20909;7523
96;101;2009;680857;281498;170601;170885;57873;63115;34825;20810;7480
97;101;2010;673899;279802;168381;169253;56463;63244;34923;20840;7481
98;101;2011;672037;279383;167704;168871;56079;63797;35252;21011;7534
99;101;2012;673781;281048;167446;169129;56158;64554;35700;21246;7608
100;101;2013;676839;284120;166823;169468;56428;65345;36162;21497;7686
101;101;2014;680036;287616;166364;169392;56664;66018;36563;21703;7752
102;101;2015;684591;291924;165846;169816;57005;66777;37021;21929;7827
103;101;2016;689274;297660;165051;169394;57169;67418;37451;22096;7871
104;101;2017;694986;303394;164519;169644;57429;68187;37945;22307;7935
105;101;2018;702592;308640;164467;171358;58127;69215;38540;22626;8049
106;101;2019;710431;313216;164495;173701;59019;70334;39170;22984;8180
107;101;2020;717122;317316;164333;175672;59801;71306;39722;23294;8290
108;101;2021;721373;319904;163745;177277;60447;72016;40127;23516;8373
109;101;2022;722936;321333;162695;178098;60810;72438;40389;23633;8416
110;101;2023;725061;322991;161811;179045;61214;72902;40673;23768;8461
111;101;2024;728315;325343;161163;180141;61668;73493;41041;23938;8514
112;101;2025;730972;327616;160477;180872;62007;74012;41388;24072;8552
113;101;2026;732613;330454;159717;180474;61968;74343;41675;24119;8549
114;101;2027;733217;332391;159047;179902;61877;74591;41901;24148;8542
115;101;2028;734198;333847;158632;179780;61939;74953;42180;24218;8555
116;101;2029;735015;334795;158286;179874;62060;75355;42482;24299;8574
117;101;2030;734419;334722;157674;179880;62143;75644;42702;24354;8588
118;101;2031;734547;334174;157104;180774;62495;76105;43001;24473;8631
119;101;2032;734342;333069;156310;182005;62958;76582;43291;24608;8683
120;101;2033;732147;331343;154974;182608;63222;76847;43475;24666;8706
121;101;2034;727415;329076;153106;182110;63123;76768;43484;24600;8684
122;101;2035;721651;326702;150983;181099;62867;76561;43437;24484;8640
123;101;2036;713582;324132;148500;178773;62177;75994;43209;24240;8545
124;101;2037;706422;321910;146255;176687;61570;75535;43049;24024;8462
125;101;2038;699853;320003;144221;174654;60975;75106;42913;23813;8380
126;101;2039;693802;318441;142408;172591;60362;74710;42807;23603;8300
127;101;2040;689330;317325;141031;171053;59921;74490;42799;23448;8243
128;101;2041;685988;316588;140004;169818;59578;74381;42848;23332;8201
129;101;2042;683797;316182;139341;168928;59346;74384;42957;23255;8172
130;101;2043;682662;316089;138998;168360;59215;74478;43109;23213;8156
131;101;2044;682470;316246;138958;168082;59184;74662;43300;23208;8154
132;101;2045;683118;316656;139152;168074;59236;74922;43526;23234;8162
133;101;2046;684428;317217;139538;168306;59367;75248;43777;23289;8182
134;101;2047;686304;317987;139991;168759;59567;75642;44061;23370;8211
135;101;2048;688572;318977;140412;169377;59806;76104;44381;23475;8248
136;101;2049;691017;320139;140735;170075;60068;76599;44715;23594;8290
137;101;2050;693516;321460;140917;170807;60332;77131;45073;23724;8334
138;102;2005;1019387;131381;180417;468965;238624;149585;65913;59311;24361
139;102;2006;1015965;125715;183344;471874;235032;151926;66965;60244;24717
140;102;2007;1005516;118583;184984;471421;230528;153255;67559;60783;24913
141;102;2008;990989;111755;184479;468737;226018;153703;67741;60985;24977
142;102;2009;968839;104187;181367;463065;220220;152677;67248;60626;24803
143;102;2010;942644;96588;176735;455294;214027;150709;66342;59885;24482
144;102;2011;915696;90545;170743;447228;207180;148445;65318;59027;24100
145;102;2012;889776;86070;164541;438946;200219;146371;64430;58214;23727
146;102;2013;864933;82297;158668;430585;193383;144051;63465;57270;23316
147;102;2014;840332;79859;151313;422509;186651;141775;62533;56341;22901
148;102;2015;812744;78083;143016;412413;179232;138372;61054;54976;22342
149;102;2016;790309;76737;136558;404301;172713;135558;59823;53843;21892
150;102;2017;772171;76149;130775;397755;167492;133300;58816;52949;21535
151;102;2018;756011;75717;125941;391558;162795;131513;58000;52254;21259
152;102;2019;746408;75955;122425;388091;159937;130954;57746;52043;21165
153;102;2020;741533;77136;119643;386771;157983;131187;57857;52142;21188
154;102;2021;741352;78747;117716;387563;157326;132240;58358;52550;21332
155;102;2022;744645;81129;116027;389955;157534;133736;59064;53127;21545
156;102;2023;748777;84510;113860;392428;157979;135341;59807;53765;21769
157;102;2024;752694;87814;111853;394655;158372;136794;60476;54336;21982
158;102;2025;757924;91267;109977;397634;159046;138398;61209;54973;22216
159;102;2026;763853;95216;107964;400863;159810;139933;61892;55593;22448
160;102;2027;770590;98881;106312;404559;160838;141741;62683;56337;22721
161;102;2028;778668;102415;105053;408974;162226;143973;63678;57251;23044
162;102;2029;786843;105782;104051;413381;163629;146331;64753;58201;23377
163;102;2030;794012;109064;103109;417087;164752;148430;65715;59041;23674
164;102;2031;798420;112022;101867;419220;165311;150050;66470;59692;23888
165;102;2032;800214;114476;100446;419960;165332;151174;67003;60147;24024
166;102;2033;802980;116782;99470;421235;165493;152401;67610;60612;24179
167;102;2034;807349;119062;98993;423361;165933;153941;68384;61179;24378
168;102;2035;811135;121110;98547;425203;166275;155392;69125;61708;24559
169;102;2036;814334;122818;98243;426758;166515;156478;69681;62099;24698
170;102;2037;815906;124052;97694;427589;166571;157341;70131;62405;24805
171;102;2038;817388;124983;97172;428504;166729;158299;70633;62737;24929
172;102;2039;818434;125692;96628;429250;166864;159258;71136;63066;25056
173;102;2040;817646;126075;95826;429057;166688;159934;71513;63275;25146
174;102;2041;817269;126430;95120;429121;166598;160890;72031;63585;25274
175;102;2042;816400;126688;94415;428924;166373;161810;72550;63872;25388
176;102;2043;813614;126834;93495;427592;165693;162352;72910;64009;25433
177;102;2044;808420;126643;92360;424949;164468;162190;72939;63870;25381
178;102;2045;802309;126292;91179;421789;163049;161713;72816;63619;25278
179;102;2046;794215;125761;89772;417485;161197;160599;72375;63130;25094
180;102;2047;787107;125257;88537;413748;159565;159653;72004;62712;24937
181;102;2048;780707;124791;87422;410383;158111;158796;71668;62337;24791
182;102;2049;774962;124343;86399;407416;156804;157998;71346;61995;24657
183;102;2050;770828;124031;85576;405359;155862;157607;71210;61816;24581
184;103;2005;894414;298358;251545;250621;93890;135037;80285;42416;12336
185;103;2006;897374;285707;251336;261921;98410;139286;82778;43783;12725
186;103;2007;903958;274382;253199;274104;102273;143875;85489;45248;13138
187;103;2008;908099;261381;255332;285921;105465;148310;88091;46678;13541
188;103;2009;913793;250272;258122;297236;108163;153114;90947;48209;13958
189;103;2010;920259;241007;261451;307410;110391;157861;93773;49716;14372
190;103;2011;923394;232083;264056;315258;111997;162109;96392;51027;14690
191;103;2012;924098;224079;265607;321438;112974;165448;98546;52001;14901
192;103;2013;922893;216542;266122;326623;113606;168543;100595;52865;15083
193;103;2014;921755;209154;267386;331296;113919;171084;102317;53553;15214
194;103;2015;922196;201607;268219;337402;114968;174178;104249;54472;15457
195;103;2016;920644;194489;268008;342736;115411;176541;105797;55143;15601
196;103;2017;912755;185326;266529;346030;114870;177731;106708;55399;15624
197;103;2018;901137;176112;263947;347421;113657;177825;106994;55299;15532
198;103;2019;882431;166275;259811;345377;110968;176219;106347;54611;15261
199;103;2020;859922;156509;254959;340701;107753;173807;105182;53699;14926
200;103;2021;836469;148682;249552;334229;104006;170951;103760;52629;14562
201;103;2022;813789;143312;243335;326757;100385;168436;102508;51676;14252
202;103;2023;791878;139817;236486;318631;96944;165855;101075;50798;13982
203;103;2024;770223;137455;227525;311065;94178;163769;99808;50152;13809
204;103;2025;745795;134002;216864;303199;91730;161082;97969;49459;13654
205;103;2026;726012;131300;207059;297476;90177;159509;96704;49173;13632
206;103;2027;709996;129611;198339;293053;88993;158578;95844;49090;13644
207;103;2028;695686;128594;190542;288782;87768;158060;95335;49074;13651
208;103;2029;687249;128847;185320;286185;86897;158646;95637;49305;13704
209;103;2030;683074;129985;181446;285120;86523;160170;96517;49812;13841
210;103;2031;683144;131836;179220;285540;86548;162566;97959;50566;14041
211;103;2032;686360;134235;177980;287151;86994;165586;99758;51525;14303
212;103;2033;690330;137337;176792;288779;87422;168794;101713;52512;14569
213;103;2034;694084;140417;175625;290244;87798;171825;103580;53431;14814
214;103;2035;698998;143908;174627;292145;88318;175124;105623;54419;15082
215;103;2036;704521;147087;173442;294827;89165;178669;107714;55544;15411
216;103;2037;710737;150334;172785;297629;89989;182441;110019;56692;15730
217;103;2038;718082;154263;173019;300190;90610;186321;112533;57779;16009
218;103;2039;725457;158456;173558;302365;91078;190142;115098;58784;16260
219;103;2040;731927;162525;173879;304101;91422;193670;117497;59676;16497
220;103;2041;735840;166246;173756;304503;91335;196478;119487;60327;16664
221;103;2042;737389;169213;173074;304078;91024;198738;121117;60825;16796
222;103;2043;739817;172037;172653;304190;90937;201096;122765;61381;16950
223;103;2044;743738;174968;172476;305119;91175;203935;124644;62124;17167
224;103;2045;747120;177630;172072;305984;91434;206702;126434;62883;17385
225;103;2046;750029;179480;171275;307337;91937;209351;128021;63687;17643
226;103;2047;751366;180914;170311;307983;92158;211621;129419;64360;17842
227;103;2048;752616;182405;169588;308397;92226;213849;130859;64978;18012
228;103;2049;753442;183839;168921;308507;92175;215987;132280;65555;18152
229;103;2050;752594;185012;168025;307744;91813;217575;133419;65930;18226
230;104;2005;720867;614721;90177;14084;1885;51300;41346;8457;1497
231;104;2006;735944;628006;90723;15125;2090;54297;43814;8904;1579
232;104;2007;751222;641170;91379;16367;2306;57363;46348;9349;1666
233;104;2008;766177;652401;93157;17996;2623;60707;49108;9835;1764
234;104;2009;775621;657107;95460;20068;2986;63759;51635;10272;1852
235;104;2010;781851;657732;98365;22380;3374;67000;54323;10733;1944
236;104;2011;791969;661181;102241;24793;3754;70444;57202;11199;2043
237;104;2012;780033;641971;106402;27504;4156;72804;59071;11615;2118
238;104;2013;772450;626159;111460;30269;4562;75226;60970;12064;2192
239;104;2014;770468;616190;116498;32916;4864;78364;63482;12592;2290
240;104;2015;773348;610559;122394;35293;5102;81699;66139;13172;2388
241;104;2016;777114;606987;127394;37312;5421;85284;69021;13772;2491
242;104;2017;783926;606462;132135;39543;5786;89108;72115;14399;2594
243;104;2018;788642;604358;136324;41813;6147;92906;75177;15025;2704
244;104;2019;794511;603353;140352;44251;6555;97061;78543;15699;2819
245;104;2020;800940;602742;144527;46717;6954;101146;81874;16344;2928
246;104;2021;804313;600276;148041;48752;7244;104933;84996;16917;3020
247;104;2022;805455;596309;151250;50467;7429;107961;87552;17322;3087
248;104;2023;804881;591186;154123;51988;7584;110837;89989;17688;3160
249;104;2024;804338;585863;157571;53189;7715;113194;91998;17976;3220
250;104;2025;805263;581206;161443;54662;7952;115993;94289;18411;3293
251;104;2026;804392;576859;163924;55515;8094;118119;96088;18688;3343
252;104;2027;797909;570130;164263;55431;8085;119338;97171;18805;3362
253;104;2028;788117;562565;162844;54752;7956;119698;97562;18782;3354
254;104;2029;772050;552615;158795;52966;7674;118783;96944;18533;3306
255;104;2030;752739;540423;153892;51059;7365;117320;95837;18231;3252
256;104;2031;732557;528488;148064;48938;7067;115600;94514;17892;3194
257;104;2032;713014;516969;142044;47152;6849;114230;93479;17613;3138
258;104;2033;694106;504896;136742;45756;6712;112900;92428;17381;3091
259;104;2034;675487;491851;132077;44893;6666;112030;91728;17246;3056
260;104;2035;654553;475471;128151;44280;6651;110766;90646;17106;3014
261;104;2036;638054;461474;125636;44227;6717;110266;90156;17113;2997
262;104;2037;624833;450528;123425;44125;6755;110181;90030;17158;2993
263;104;2038;613038;441821;120866;43649;6702;110309;90116;17199;2994
264;104;2039;606316;437822;118646;43195;6653;111157;90831;17311;3015
265;104;2040;603213;436389;117102;43059;6663;112698;92112;17529;3057
266;104;2041;603565;437519;116177;43155;6714;114816;93875;17826;3115
267;104;2042;606450;440153;115937;43542;6818;117371;95989;18197;3185
268;104;2043;609891;443526;115650;43819;6896;120004;98183;18568;3253
269;104;2044;612995;446656;115377;44009;6953;122436;100217;18905;3314
270;104;2045;617061;450467;115308;44267;7019;125004;102354;19269;3381
271;104;2046;621722;453987;115781;44815;7139;127794;104627;19708;3459
272;104;2047;627014;458436;116136;45217;7225;130657;106985;20133;3539
273;104;2048;633279;464723;116016;45293;7247;133564;109421;20530;3613
274;104;2049;639605;471592;115544;45221;7248;136418;111830;20907;3681
275;104;2050;645146;477881;114875;45140;7250;139092;114083;21266;3743
276;105;2005;399955;390329;9626;0;0;19653;18557;886;210
277;105;2006;406160;397662;8498;0;0;20606;19467;907;232
278;105;2007;411050;403808;7242;0;0;21517;20346;915;256
279;105;2008;417764;411766;5998;0;0;22515;21307;931;277
280;105;2009;429395;424426;4969;0;0;23773;22508;964;301
281;105;2010;443277;439035;4242;0;0;25092;23767;1000;325
282;105;2011;453476;449911;3564;0;1;26300;24918;1029;353
283;105;2012;485007;481558;3447;0;2;28881;27324;1161;396
284;105;2013;512101;509256;2841;0;4;31599;29866;1282;451
285;105;2014;532083;529870;2207;0;6;33916;32026;1391;499
286;105;2015;547655;545997;1650;0;8;36296;34247;1503;546
287;105;2016;560211;558805;1394;0;12;38530;36329;1609;592
288;105;2017;572102;570709;1378;0;15;40859;38491;1727;641
289;105;2018;583629;582237;1375;0;17;43280;40779;1832;669
290;105;2019;591038;589518;1502;0;18;45376;42773;1908;695
291;105;2020;596073;594477;1577;0;19;47527;44776;2006;745
292;105;2021;603424;601800;1604;0;20;49761;46859;2103;799
293;105;2022;596590;594841;1728;0;21;51226;48187;2210;829
294;105;2023;592905;591005;1878;0;22;52910;49738;2314;858
295;105;2024;593070;591225;1823;0;22;55061;51747;2423;891
296;105;2025;596747;595023;1701;0;23;57409;53940;2537;932
297;105;2026;600771;599091;1657;0;23;59898;56245;2677;976
298;105;2027;607151;605499;1627;0;25;62538;58700;2819;1019
299;105;2028;611995;610373;1598;0;24;65102;61095;2950;1057
300;105;2029;617637;616111;1501;0;25;67806;63621;3083;1102
301;105;2030;623646;622165;1457;0;24;70409;66069;3198;1142
302;105;2031;627112;625630;1459;0;23;72695;68238;3279;1178
303;105;2032;628679;627060;1599;0;20;74300;69782;3315;1203
304;105;2033;628850;627182;1650;0;18;75727;71161;3341;1225
305;105;2034;629049;627279;1755;0;15;76687;72094;3353;1240
306;105;2035;630763;628899;1853;0;11;77903;73260;3391;1252
307;105;2036;630793;629102;1685;0;6;78757;74113;3384;1260
308;105;2037;626429;624890;1536;0;3;78912;74319;3334;1259
309;105;2038;619418;618028;1388;0;2;78538;74028;3258;1252
310;105;2039;607331;606146;1185;0;0;77271;72899;3149;1223
311;105;2040;592880;591834;1046;0;0;75619;71397;3038;1184
312;105;2041;577822;576954;868;0;0;73773;69719;2922;1132
313;105;2042;563545;562832;713;0;0;72090;68174;2825;1091
314;105;2043;549982;549348;634;0;0;70494;66679;2752;1063
315;105;2044;537161;536651;510;0;0;69227;65456;2720;1051
316;105;2045;522970;522559;411;0;0;67836;64101;2701;1034
317;105;2046;512205;511878;327;0;0;67047;63305;2716;1026
318;105;2047;503704;503457;247;0;0;66534;62781;2730;1023
319;105;2048;495792;495686;106;0;0;66183;62425;2733;1025
320;105;2049;491276;491266;10;0;0;66200;62421;2744;1035
321;105;2050;489356;489356;0;0;0;66607;62786;2775;1046
322;106;2005;152059;152059;0;0;0;9120;8884;220;16
323;106;2006;153721;153721;0;0;0;9320;9064;237;19
324;106;2007;155283;155283;0;0;0;9499;9224;256;19
325;106;2008;157530;157530;0;0;0;9678;9384;273;21
326;106;2009;159107;159107;0;0;0;9852;9540;290;22
327;106;2010;161277;161277;0;0;0;10048;9718;306;24
328;106;2011;163679;163679;0;0;0;10279;9927;325;27
329;106;2012;166650;166650;0;0;0;10478;10103;345;30
330;106;2013;169814;169814;0;0;0;10649;10248;369;32
331;106;2014;174062;174062;0;0;0;10879;10445;397;37
332;106;2015;178797;178797;0;0;0;11069;10606;424;39
333;106;2016;183908;183908;0;0;0;11254;10760;451;43
334;106;2017;187759;187759;0;0;0;11327;10805;478;44
335;106;2018;192664;192664;0;0;0;11408;10861;501;46
336;106;2019;200050;200050;0;0;0;11610;11035;525;50
337;106;2020;208589;208589;0;0;0;11847;11242;551;54
338;106;2021;214417;214417;0;0;0;11937;11306;575;56
339;106;2022;233634;233634;0;0;0;12999;12295;628;76
340;106;2023;249256;249256;0;0;0;13918;13125;705;88
341;106;2024;260139;260139;0;0;0;14603;13739;776;88
342;106;2025;267848;267848;0;0;0;15252;14316;846;90
343;106;2026;273463;273463;0;0;0;15830;14852;887;91
344;106;2027;277874;277874;0;0;0;16415;15412;910;93
345;106;2028;282327;282327;0;0;0;17118;16081;939;98
346;106;2029;285020;285020;0;0;0;17729;16654;975;100
347;106;2030;286872;286872;0;0;0;18380;17263;1014;103
348;106;2031;289429;289429;0;0;0;19015;17862;1046;107
349;106;2032;288579;288579;0;0;0;19573;18401;1061;111
350;106;2033;289076;289076;0;0;0;20145;18950;1083;112
351;106;2034;290891;290891;0;0;0;20838;19614;1105;119
352;106;2035;294168;294168;0;0;0;21559;20301;1135;123
353;106;2036;297173;297173;0;0;0;22290;20998;1165;127
354;106;2037;301384;301384;0;0;0;23025;21697;1199;129
355;106;2038;304997;304997;0;0;0;23684;22327;1226;131
356;106;2039;308998;308998;0;0;0;24372;22987;1250;135
357;106;2040;313271;313271;0;0;0;24971;23566;1268;137
358;106;2041;316084;316084;0;0;0;25403;23985;1282;136
359;106;2042;317880;317880;0;0;0;25530;24123;1277;130
360;106;2043;319035;319035;0;0;0;25514;24137;1252;125
361;106;2044;320483;320483;0;0;0;25350;24020;1210;120
362;106;2045;323617;323617;0;0;0;25390;24099;1169;122
363;106;2046;325561;325561;0;0;0;25205;23949;1136;120
364;106;2047;325284;325284;0;0;0;24746;23539;1095;112
365;106;2048;323428;323428;0;0;0;24046;22898;1044;104
366;106;2049;318545;318545;0;0;0;23115;22043;976;96
367;106;2050;312681;312681;0;0;0;22195;21198;905;92
368;107;2005;13563;13563;0;0;0;1365;1278;77;10
369;107;2006;14506;14506;0;0;0;1447;1349;86;12
370;107;2007;15088;15088;0;0;0;1532;1421;97;14
371;107;2008;15546;15546;0;0;0;1615;1491;109;15
372;107;2009;15989;15989;0;0;0;1695;1560;119;16
373;107;2010;16327;16327;0;0;0;1771;1628;126;17
374;107;2011;16554;16554;0;0;0;1837;1688;131;18
375;107;2012;16766;16766;0;0;0;1899;1745;136;18
376;107;2013;16956;16956;0;0;0;1949;1791;139;19
377;107;2014;17380;17380;0;0;0;1991;1830;142;19
378;107;2015;17775;17775;0;0;0;2032;1866;146;20
379;107;2016;18376;18376;0;0;0;2073;1901;151;21
380;107;2017;18875;18875;0;0;0;2091;1915;155;21
381;107;2018;19460;19460;0;0;0;2095;1918;156;21
382;107;2019;19871;19871;0;0;0;2077;1902;154;21
383;107;2020;20373;20373;0;0;0;2061;1888;152;21
384;107;2021;20889;20889;0;0;0;2045;1875;149;21
385;107;2022;21522;21522;0;0;0;2049;1879;149;21
386;107;2023;22164;22164;0;0;0;2042;1872;149;21
387;107;2024;23069;23069;0;0;0;2051;1878;152;21
388;107;2025;24014;24014;0;0;0;2044;1869;154;21
389;107;2026;25035;25035;0;0;0;2057;1876;159;22
390;107;2027;25670;25670;0;0;0;2067;1881;164;22
391;107;2028;26557;26557;0;0;0;2093;1902;168;23
392;107;2029;27953;27953;0;0;0;2160;1961;175;24
393;107;2030;29542;29542;0;0;0;2245;2036;184;25
394;107;2031;30370;30370;0;0;0;2302;2085;191;26
395;107;2032;34378;34378;0;0;0;2547;2305;213;29
396;107;2033;37097;37097;0;0;0;2735;2471;231;33
397;107;2034;38490;38490;0;0;0;2866;2585;247;34
398;107;2035;39149;39149;0;0;0;2988;2700;254;34
399;107;2036;39440;39440;0;0;0;3077;2793;251;33
400;107;2037;39553;39553;0;0;0;3163;2887;244;32
401;107;2038;39975;39975;0;0;0;3262;2988;242;32
402;107;2039;40277;40277;0;0;0;3355;3081;242;32
