ID;Vervoerstromen;SoortLading;Perioden;VervoerdLadinggewicht_1;Vervoersprestatie_2;VervoerdeContainereenheden_3
170;Totaal;Totaal;2022 januari;29919;3959;436.0
171;Totaal;Totaal;2022 februari;28595;3731;392.0
172;Totaal;Totaal;2022 maart;32180;4123;476.0
173;Totaal;Totaal;2022 1e kwartaal;90695;11814;1305.0
174;Totaal;Totaal;2022 april;29773;3862;440.0
175;Totaal;Totaal;2022 mei;30745;3960;473.0
176;Totaal;Totaal;2022 juni;29739;3816;452.0
177;Totaal;Totaal;2022 2e kwartaal;90258;11639;1367.0
178;Totaal;Totaal;2022 juli;27727;3524;427.0
179;Totaal;Totaal;2022 augustus;23917;3044;388.0
180;Totaal;Totaal;2022 september;27396;3496;397.0
181;Totaal;Totaal;2022 3e kwartaal;79041;10065;1213.0
182;Totaal;Totaal;2022 oktober;30271;3940;431.0
183;Totaal;Totaal;2022 november;28857;3715;394.0
184;Totaal;Totaal;2022 december;26325;3372;366.0
185;Totaal;Totaal;2022 4e kwartaal;85454;11029;1192.0
186;Totaal;Totaal;2022;345449;44548;5078.0
187;Totaal;Totaal;2023 januari;27686;3596;378.0
188;Totaal;Totaal;2023 februari;26726;3399;375.0
189;Totaal;Totaal;2023 maart;30213;3855;408.0
190;Totaal;Totaal;2023 1e kwartaal;84625;10851;1161.0
191;Totaal;Totaal;2023 april;27902;3541;374.0
192;Totaal;Totaal;2023 mei;29084;3683;382.0
193;Totaal;Totaal;2023 juni;27955;3530;368.0
194;Totaal;Totaal;2023 2e kwartaal;84941;10755;1125.0
195;Totaal;Totaal;2023 juli;26296;3297;373.0
196;Totaal;Totaal;2023 augustus;25061;3220;367.0
197;Totaal;Totaal;2023 september;27022;3416;364.0
198;Totaal;Totaal;2023 3e kwartaal;78380;9934;1105.0
199;Totaal;Totaal;2023 oktober;27092;3395;376.0
200;Totaal;Totaal;2023 november;27604;3518;338.0
201;Totaal;Totaal;2023 december;24834;3174;331.0
202;Totaal;Totaal;2023 4e kwartaal;79531;10088;1047.0
203;Totaal;Totaal;2023;327478;41630;4439.0
204;Totaal;Totaal;2024 januari;25253;3228;331.0
205;Totaal;Totaal;2024 februari;26617;3342;364.0
206;Totaal;Totaal;2024 maart;29373;3699;393.0
207;Totaal;Totaal;2024 1e kwartaal;81244;10271;1090.0
208;Totaal;Totaal;2024 april;27849;3515;371.0
209;Totaal;Totaal;2024 mei;28971;3675;389.0
210;Totaal;Totaal;2024 juni;28055;3608;377.0
211;Totaal;Totaal;2024 2e kwartaal;84877;10798;1138.0
212;Totaal;Totaal;2024 juli;29261;3741;403.0
213;Totaal;Totaal;2024 augustus;25813;3341;402.0
214;Totaal;Totaal;2024 september;27241;3472;407.0
215;Totaal;Totaal;2024 3e kwartaal;82316;10555;1212.0
216;Totaal;Totaal;2024 oktober;30406;3854;409.0
217;Totaal;Totaal;2024 november;27438;3494;384.0
218;Totaal;Totaal;2024 december;25212;3210;361.0
219;Totaal;Totaal;2024 4e kwartaal;83056;10559;1155.0
220;Totaal;Totaal;2025 januari;26306;3345;372.0
221;Totaal;Totaal;2025 februari;26459;3420;390.0
222;Totaal;Totaal;2025 maart;28159;3585;431.0
223;Totaal;Totaal;2025 1e kwartaal;80924;10351;1194.0
224;Totaal;Droge bulk;2012 januari;15511;2133;
225;Totaal;Droge bulk;2012 februari;13431;1849;
226;Totaal;Droge bulk;2012 maart;18989;2555;
227;Totaal;Droge bulk;2012 1e kwartaal;47932;6538;
228;Totaal;Droge bulk;2012 april;16841;2293;
229;Totaal;Droge bulk;2012 mei;17206;2339;
230;Totaal;Droge bulk;2012 juni;17828;2426;
231;Totaal;Droge bulk;2012 2e kwartaal;51875;7059;
232;Totaal;Droge bulk;2012 juli;15803;2191;
233;Totaal;Droge bulk;2012 augustus;15283;2128;
234;Totaal;Droge bulk;2012 september;17443;2375;
235;Totaal;Droge bulk;2012 3e kwartaal;48530;6695;
236;Totaal;Droge bulk;2012 oktober;18783;2535;
237;Totaal;Droge bulk;2012 november;17935;2481;
238;Totaal;Droge bulk;2012 december;14998;2085;
239;Totaal;Droge bulk;2012 4e kwartaal;51718;7103;
240;Totaal;Droge bulk;2012;200057;27396;
241;Totaal;Droge bulk;2013 januari;14944;2118;
242;Totaal;Droge bulk;2013 februari;15631;2166;
243;Totaal;Droge bulk;2013 maart;17996;2494;
244;Totaal;Droge bulk;2013 1e kwartaal;48572;6778;
245;Totaal;Droge bulk;2013 april;16987;2307;
246;Totaal;Droge bulk;2013 mei;17947;2430;
247;Totaal;Droge bulk;2013 juni;17844;2443;
248;Totaal;Droge bulk;2013 2e kwartaal;52779;7181;
249;Totaal;Droge bulk;2013 juli;16992;2368;
250;Totaal;Droge bulk;2013 augustus;15643;2190;
251;Totaal;Droge bulk;2013 september;17560;2409;
252;Totaal;Droge bulk;2013 3e kwartaal;50196;6968;
253;Totaal;Droge bulk;2013 oktober;17920;2458;
254;Totaal;Droge bulk;2013 november;17655;2420;
255;Totaal;Droge bulk;2013 december;15907;2180;
256;Totaal;Droge bulk;2013 4e kwartaal;51483;7059;
257;Totaal;Droge bulk;2013;203031;27987;
258;Totaal;Droge bulk;2014 januari;18391;2482;
259;Totaal;Droge bulk;2014 februari;17097;2308;
260;Totaal;Droge bulk;2014 maart;18202;2458;
261;Totaal;Droge bulk;2014 1e kwartaal;53691;7249;
262;Totaal;Droge bulk;2014 april;17830;2394;
263;Totaal;Droge bulk;2014 mei;18465;2499;
264;Totaal;Droge bulk;2014 juni;16959;2252;
265;Totaal;Droge bulk;2014 2e kwartaal;53255;7146;
266;Totaal;Droge bulk;2014 juli;17883;2398;
267;Totaal;Droge bulk;2014 augustus;15445;2116;
268;Totaal;Droge bulk;2014 september;17776;2371;
269;Totaal;Droge bulk;2014 3e kwartaal;51105;6886;
270;Totaal;Droge bulk;2014 oktober;19399;2614;
271;Totaal;Droge bulk;2014 november;17966;2420;
272;Totaal;Droge bulk;2014 december;15036;2024;
273;Totaal;Droge bulk;2014 4e kwartaal;52402;7060;
274;Totaal;Droge bulk;2014;210455;28342;
275;Totaal;Droge bulk;2015 januari;16694;2289;
276;Totaal;Droge bulk;2015 februari;16307;2211;
277;Totaal;Droge bulk;2015 maart;19091;2550;
278;Totaal;Droge bulk;2015 1e kwartaal;52093;7051;
279;Totaal;Droge bulk;2015 april;17398;2343;
280;Totaal;Droge bulk;2015 mei;16463;2232;
281;Totaal;Droge bulk;2015 juni;18215;2451;
282;Totaal;Droge bulk;2015 2e kwartaal;52076;7027;
283;Totaal;Droge bulk;2015 juli;16904;2273;
284;Totaal;Droge bulk;2015 augustus;14388;1949;
285;Totaal;Droge bulk;2015 september;16934;2233;
286;Totaal;Droge bulk;2015 3e kwartaal;48227;6455;
287;Totaal;Droge bulk;2015 oktober;17320;2300;
288;Totaal;Droge bulk;2015 november;16814;2226;
289;Totaal;Droge bulk;2015 december;14883;1994;
290;Totaal;Droge bulk;2015 4e kwartaal;49017;6521;
291;Totaal;Droge bulk;2015;201416;27055;
292;Totaal;Droge bulk;2016 januari;16269;2213;
293;Totaal;Droge bulk;2016 februari;16112;2160;
294;Totaal;Droge bulk;2016 maart;17340;2348;
295;Totaal;Droge bulk;2016 1e kwartaal;49721;6723;
296;Totaal;Droge bulk;2016 april;17172;2311;
297;Totaal;Droge bulk;2016 mei;17111;2284;
298;Totaal;Droge bulk;2016 juni;17501;2340;
299;Totaal;Droge bulk;2016 2e kwartaal;51785;6936;
300;Totaal;Droge bulk;2016 juli;17037;2286;
301;Totaal;Droge bulk;2016 augustus;15071;2090;
302;Totaal;Droge bulk;2016 september;16862;2265;
303;Totaal;Droge bulk;2016 3e kwartaal;48970;6642;
304;Totaal;Droge bulk;2016 oktober;16393;2197;
305;Totaal;Droge bulk;2016 november;17778;2401;
306;Totaal;Droge bulk;2016 december;13899;1867;
307;Totaal;Droge bulk;2016 4e kwartaal;48070;6465;
308;Totaal;Droge bulk;2016;198548;26767;
309;Totaal;Droge bulk;2017 januari;13985;1909;
310;Totaal;Droge bulk;2017 februari;16573;2269;
311;Totaal;Droge bulk;2017 maart;18670;2523;
312;Totaal;Droge bulk;2017 1e kwartaal;49229;6702;
313;Totaal;Droge bulk;2017 april;15414;2096;
314;Totaal;Droge bulk;2017 mei;18238;2425;
315;Totaal;Droge bulk;2017 juni;17224;2286;
316;Totaal;Droge bulk;2017 2e kwartaal;50876;6808;
317;Totaal;Droge bulk;2017 juli;16660;2234;
318;Totaal;Droge bulk;2017 augustus;15458;2139;
319;Totaal;Droge bulk;2017 september;16944;2230;
320;Totaal;Droge bulk;2017 3e kwartaal;49063;6604;
321;Totaal;Droge bulk;2017 oktober;17529;2296;
322;Totaal;Droge bulk;2017 november;18079;2383;
323;Totaal;Droge bulk;2017 december;15033;1999;
324;Totaal;Droge bulk;2017 4e kwartaal;50642;6678;
325;Totaal;Droge bulk;2017;199813;26793;
326;Totaal;Droge bulk;2018 januari;15538;2094;
327;Totaal;Droge bulk;2018 februari;16091;2156;
328;Totaal;Droge bulk;2018 maart;17783;2326;
329;Totaal;Droge bulk;2018 1e kwartaal;49413;6578;
330;Totaal;Droge bulk;2018 april;17046;2234;
331;Totaal;Droge bulk;2018 mei;18018;2357;
332;Totaal;Droge bulk;2018 juni;17714;2316;
333;Totaal;Droge bulk;2018 2e kwartaal;52780;6907;
334;Totaal;Droge bulk;2018 juli;16572;2168;
335;Totaal;Droge bulk;2018 augustus;13691;1791;
336;Totaal;Droge bulk;2018 september;15444;2005;
337;Totaal;Droge bulk;2018 3e kwartaal;45708;5966;
338;Totaal;Droge bulk;2018 oktober;15933;2021;
339;Totaal;Droge bulk;2018 november;16022;2038;
340;Totaal;Droge bulk;2018 december;14695;1948;
341;Totaal;Droge bulk;2018 4e kwartaal;46651;6008;
342;Totaal;Droge bulk;2018;194553;25460;
343;Totaal;Droge bulk;2019 januari;16820;2268;
344;Totaal;Droge bulk;2019 februari;16011;2133;
345;Totaal;Droge bulk;2019 maart;14180;1997;
346;Totaal;Droge bulk;2019 1e kwartaal;47013;6399;
347;Totaal;Droge bulk;2019 april;15614;2189;
348;Totaal;Droge bulk;2019 mei;16843;2300;
349;Totaal;Droge bulk;2019 juni;15077;2039;
350;Totaal;Droge bulk;2019 2e kwartaal;47534;6528;
351;Totaal;Droge bulk;2019 juli;15575;2088;
352;Totaal;Droge bulk;2019 augustus;12526;1712;
353;Totaal;Droge bulk;2019 september;13744;1823;
354;Totaal;Droge bulk;2019 3e kwartaal;41845;5624;
355;Totaal;Droge bulk;2019 oktober;15394;2041;
356;Totaal;Droge bulk;2019 november;14835;1987;
357;Totaal;Droge bulk;2019 december;13057;1747;
358;Totaal;Droge bulk;2019 4e kwartaal;43287;5777;
359;Totaal;Droge bulk;2019;179681;24330;
360;Totaal;Droge bulk;2020 januari;13427;1812;
361;Totaal;Droge bulk;2020 februari;14224;1902;
362;Totaal;Droge bulk;2020 maart;15308;2034;
363;Totaal;Droge bulk;2020 1e kwartaal;42960;5750;
364;Totaal;Droge bulk;2020 april;13922;1817;
365;Totaal;Droge bulk;2020 mei;14456;1957;
366;Totaal;Droge bulk;2020 juni;15004;2023;
367;Totaal;Droge bulk;2020 2e kwartaal;43383;5798;
368;Totaal;Droge bulk;2020 juli;13913;1870;
369;Totaal;Droge bulk;2020 augustus;11566;1588;
370;Totaal;Droge bulk;2020 september;14818;1953;
371;Totaal;Droge bulk;2020 3e kwartaal;40298;5412;
372;Totaal;Droge bulk;2020 oktober;16345;2181;
373;Totaal;Droge bulk;2020 november;14998;2015;
374;Totaal;Droge bulk;2020 december;12921;1772;
375;Totaal;Droge bulk;2020 4e kwartaal;44264;5970;
376;Totaal;Droge bulk;2020;170906;22931;
377;Totaal;Droge bulk;2021 januari;15351;2110;
378;Totaal;Droge bulk;2021 februari;12597;1713;
379;Totaal;Droge bulk;2021 maart;17136;2295;
380;Totaal;Droge bulk;2021 1e kwartaal;45085;6119;
381;Totaal;Droge bulk;2021 april;14925;1990;
382;Totaal;Droge bulk;2021 mei;15879;2098;
383;Totaal;Droge bulk;2021 juni;17073;2231;
384;Totaal;Droge bulk;2021 2e kwartaal;47878;6320;
385;Totaal;Droge bulk;2021 juli;15466;2043;
386;Totaal;Droge bulk;2021 augustus;13088;1793;
387;Totaal;Droge bulk;2021 september;15760;2109;
388;Totaal;Droge bulk;2021 3e kwartaal;44316;5945;
389;Totaal;Droge bulk;2021 oktober;15478;2064;
390;Totaal;Droge bulk;2021 november;16039;2126;
391;Totaal;Droge bulk;2021 december;15652;2097;
392;Totaal;Droge bulk;2021 4e kwartaal;47170;6289;
393;Totaal;Droge bulk;2021;184450;24674;
394;Totaal;Droge bulk;2022 januari;15612;2136;
395;Totaal;Droge bulk;2022 februari;15445;2076;
396;Totaal;Droge bulk;2022 maart;17424;2281;
397;Totaal;Droge bulk;2022 1e kwartaal;48481;6495;
398;Totaal;Droge bulk;2022 april;15691;2087;
399;Totaal;Droge bulk;2022 mei;16020;2116;
400;Totaal;Droge bulk;2022 juni;15736;2076;
401;Totaal;Droge bulk;2022 2e kwartaal;47448;6280;
402;Totaal;Droge bulk;2022 juli;14029;1835;
403;Totaal;Droge bulk;2022 augustus;11669;1550;
404;Totaal;Droge bulk;2022 september;14372;1879;
405;Totaal;Droge bulk;2022 3e kwartaal;40071;5266;
406;Totaal;Droge bulk;2022 oktober;16419;2197;
407;Totaal;Droge bulk;2022 november;15786;2089;
408;Totaal;Droge bulk;2022 december;13150;1743;
409;Totaal;Droge bulk;2022 4e kwartaal;45355;6030;
410;Totaal;Droge bulk;2022;181357;24071;
411;Totaal;Droge bulk;2023 januari;14312;1923;
412;Totaal;Droge bulk;2023 februari;14327;1870;
413;Totaal;Droge bulk;2023 maart;16164;2123;
414;Totaal;Droge bulk;2023 1e kwartaal;44804;5917;
415;Totaal;Droge bulk;2023 april;14129;1841;
416;Totaal;Droge bulk;2023 mei;14812;1906;
417;Totaal;Droge bulk;2023 juni;14797;1903;
418;Totaal;Droge bulk;2023 2e kwartaal;43739;5651;
419;Totaal;Droge bulk;2023 juli;13412;1731;
420;Totaal;Droge bulk;2023 augustus;12154;1620;
421;Totaal;Droge bulk;2023 september;14151;1828;
422;Totaal;Droge bulk;2023 3e kwartaal;39719;5181;
423;Totaal;Droge bulk;2023 oktober;14017;1804;
424;Totaal;Droge bulk;2023 november;14459;1881;
425;Totaal;Droge bulk;2023 december;11842;1548;
426;Totaal;Droge bulk;2023 4e kwartaal;40319;5234;
427;Totaal;Droge bulk;2023;168581;21984;
428;Totaal;Droge bulk;2024 januari;12337;1620;
429;Totaal;Droge bulk;2024 februari;13563;1736;
430;Totaal;Droge bulk;2024 maart;14915;1908;
431;Totaal;Droge bulk;2024 1e kwartaal;40817;5265;
432;Totaal;Droge bulk;2024 april;14190;1814;
433;Totaal;Droge bulk;2024 mei;14677;1885;
434;Totaal;Droge bulk;2024 juni;14656;1931;
435;Totaal;Droge bulk;2024 2e kwartaal;43524;5631;
436;Totaal;Droge bulk;2024 juli;15179;1996;
437;Totaal;Droge bulk;2024 augustus;12389;1651;
438;Totaal;Droge bulk;2024 september;14244;1850;
439;Totaal;Droge bulk;2024 3e kwartaal;41813;5498;
440;Totaal;Droge bulk;2024 oktober;16168;2080;
441;Totaal;Droge bulk;2024 november;14343;1864;
442;Totaal;Droge bulk;2024 december;12278;1622;
443;Totaal;Droge bulk;2024 4e kwartaal;42790;5568;
444;Totaal;Droge bulk;2025 januari;13157;1752;
445;Totaal;Droge bulk;2025 februari;13332;1769;
446;Totaal;Droge bulk;2025 maart;13916;1837;
447;Totaal;Droge bulk;2025 1e kwartaal;40406;5359;
448;Totaal;Natte bulk;2012 januari;8017;1051;
449;Totaal;Natte bulk;2012 februari;8193;1077;
450;Totaal;Natte bulk;2012 maart;8700;1143;
451;Totaal;Natte bulk;2012 1e kwartaal;24912;3272;
452;Totaal;Natte bulk;2012 april;8051;1070;
453;Totaal;Natte bulk;2012 mei;8385;1111;
454;Totaal;Natte bulk;2012 juni;8790;1167;
455;Totaal;Natte bulk;2012 2e kwartaal;25226;3349;
456;Totaal;Natte bulk;2012 juli;8960;1202;
457;Totaal;Natte bulk;2012 augustus;9072;1172;
458;Totaal;Natte bulk;2012 september;8617;1138;
459;Totaal;Natte bulk;2012 3e kwartaal;26650;3513;
460;Totaal;Natte bulk;2012 oktober;8837;1178;
461;Totaal;Natte bulk;2012 november;8851;1183;
462;Totaal;Natte bulk;2012 december;9154;1209;
463;Totaal;Natte bulk;2012 4e kwartaal;26844;3571;
464;Totaal;Natte bulk;2012;103634;13706;
465;Totaal;Natte bulk;2013 januari;8571;1122;
466;Totaal;Natte bulk;2013 februari;8244;1075;
467;Totaal;Natte bulk;2013 maart;9038;1182;
468;Totaal;Natte bulk;2013 1e kwartaal;25854;3379;
469;Totaal;Natte bulk;2013 april;8983;1210;
470;Totaal;Natte bulk;2013 mei;9154;1222;
471;Totaal;Natte bulk;2013 juni;9008;1194;
472;Totaal;Natte bulk;2013 2e kwartaal;27146;3626;
473;Totaal;Natte bulk;2013 juli;8869;1157;
474;Totaal;Natte bulk;2013 augustus;8545;1125;
475;Totaal;Natte bulk;2013 september;8517;1122;
476;Totaal;Natte bulk;2013 3e kwartaal;25932;3406;
477;Totaal;Natte bulk;2013 oktober;8754;1184;
478;Totaal;Natte bulk;2013 november;8773;1199;
479;Totaal;Natte bulk;2013 december;8704;1127;
480;Totaal;Natte bulk;2013 4e kwartaal;26232;3512;
481;Totaal;Natte bulk;2013;105166;13925;
482;Totaal;Natte bulk;2014 januari;8681;1145;
483;Totaal;Natte bulk;2014 februari;8018;1044;
484;Totaal;Natte bulk;2014 maart;8869;1172;
485;Totaal;Natte bulk;2014 1e kwartaal;25569;3362;
