ID;BedrijfstakkenBranchesSBI2008;Perioden;InvesteringenInMaterieleVasteActiva_1;GrondEnTerreinen_2;Bedrijfsgebouwen_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweMaterieleVasteActiva_9;BestaandeMaterieleVasteActiva_10;VerkoopVanMaterieleVasteActiva_11
1339;243 Staaltrekkerijen, -walserijen e.d.;2013;;;;;;;;;;;
1340;243 Staaltrekkerijen, -walserijen e.d.;2014;;;;;;;;;;;
1341;243 Staaltrekkerijen, -walserijen e.d.;2015;;;;;;;;;;;
1342;243 Staaltrekkerijen, -walserijen e.d.;2016;;;;;;;;;;;
1343;243 Staaltrekkerijen, -walserijen e.d.;2017;;;;;;;;;;;
1344;243 Staaltrekkerijen, -walserijen e.d.;2018;;;;;;;;;;;
1345;243 Staaltrekkerijen, -walserijen e.d.;2019;;;;;;;;;;;
1346;243 Staaltrekkerijen, -walserijen e.d.;2020;;;;;;;;;;;
1347;243 Staaltrekkerijen, -walserijen e.d.;2021;;;;;;;;;;;
1348;243 Staaltrekkerijen, -walserijen e.d.;2022;;;;;;;;;;;
1349;243 Staaltrekkerijen, -walserijen e.d.;2023;;;;;;;;;;;
1350;244 Edel- en non-ferrometaalindustrie;2009;;;;;;;;;;;
1351;244 Edel- en non-ferrometaalindustrie;2010;;;;;;;;;;;
1352;244 Edel- en non-ferrometaalindustrie;2011;;;;;;;;;;;
1353;244 Edel- en non-ferrometaalindustrie;2012;;;;;;;;;;;
1354;244 Edel- en non-ferrometaalindustrie;2013;;;;;;;;;;;
1355;244 Edel- en non-ferrometaalindustrie;2014;;;;;;;;;;;
1356;244 Edel- en non-ferrometaalindustrie;2015;;;;;;;;;;;
1357;244 Edel- en non-ferrometaalindustrie;2016;;;;;;;;;;;
1358;244 Edel- en non-ferrometaalindustrie;2017;;;;;;;;;;;
1359;244 Edel- en non-ferrometaalindustrie;2018;;;;;;;;;;;
1360;244 Edel- en non-ferrometaalindustrie;2019;;;;;;;;;;;
1361;244 Edel- en non-ferrometaalindustrie;2020;;;;;;;;;;;
1362;244 Edel- en non-ferrometaalindustrie;2021;;;;;;;;;;;
1363;244 Edel- en non-ferrometaalindustrie;2022;;;;;;;;;;;
1364;244 Edel- en non-ferrometaalindustrie;2023;;;;;;;;;;;
1365;245 Metaalgieterijen;2009;;;;;;;;;;;
1366;245 Metaalgieterijen;2010;;;;;;;;;;;
1367;245 Metaalgieterijen;2011;;;;;;;;;;;
1368;245 Metaalgieterijen;2012;;;;;;;;;;;
1369;245 Metaalgieterijen;2013;;;;;;;;;;;
1370;245 Metaalgieterijen;2014;;;;;;;;;;;
1371;245 Metaalgieterijen;2015;;;;;;;;;;;
1372;245 Metaalgieterijen;2016;;;;;;;;;;;
1373;245 Metaalgieterijen;2017;;;;;;;;;;;
1374;245 Metaalgieterijen;2018;;;;;;;;;;;
1375;245 Metaalgieterijen;2019;;;;;;;;;;;
1376;245 Metaalgieterijen;2020;;;;;;;;;;;
1377;245 Metaalgieterijen;2021;;;;;;;;;;;
1378;245 Metaalgieterijen;2022;;;;;;;;;;;
1379;245 Metaalgieterijen;2023;;;;;;;;;;;
1380;25 Metaalproductenindustrie;2009;524.34;7.63;125.63;5.56;49.11;19.92;285.88;30.62;466.08;58.26;36.22
1381;25 Metaalproductenindustrie;2010;438.41;7.33;78.57;11.54;38.93;13.9;254.49;33.67;392.56;45.85;54.61
1382;25 Metaalproductenindustrie;2011;432.98;3.29;81.22;10.73;45.9;19.1;239.3;33.44;398.99;33.99;31.97
1383;25 Metaalproductenindustrie;2012;472.35;18.35;73.99;1.69;47.17;22.75;270.5;37.92;417.02;55.33;31.54
1384;25 Metaalproductenindustrie;2013;475.77;18.2;80.32;5.96;54.07;20.09;270.03;27.11;431.52;44.25;41.72
1385;25 Metaalproductenindustrie;2014;519.19;10.12;92.74;2.44;41.67;21.19;314.68;36.34;481.57;37.62;39.89
1386;25 Metaalproductenindustrie;2015;567.9;22.88;103.57;3.66;49.75;22.17;330.27;35.6;490.75;77.15;29.42
1387;25 Metaalproductenindustrie;2016;656.56;16.96;155.33;7.55;54.25;21.99;366.27;34.21;593.21;63.35;31.78
1388;25 Metaalproductenindustrie;2017;672.33;31.29;128.82;7.21;58.25;22.68;396.36;27.73;597.88;74.45;53.4
1389;25 Metaalproductenindustrie;2018;764.2;22.19;216.97;2.44;70.23;23.65;389.99;38.73;652.39;111.81;46.85
1390;25 Metaalproductenindustrie;2019;922.86;29.72;279.76;2.86;72.92;26.35;467.51;43.75;837.9;84.96;36.47
1391;25 Metaalproductenindustrie;2020;860.51;18.82;223.22;0.46;72.04;24.24;477.34;44.4;759.53;100.98;117.6
1392;25 Metaalproductenindustrie;2021;840.34;34.69;180.68;1.31;71.61;25.0;472.79;54.26;739.08;101.26;60.17
1393;25 Metaalproductenindustrie;2022;909.31;21.94;207.88;1.27;72.81;24.56;521.95;58.89;809.31;100.0;74.9
1394;25 Metaalproductenindustrie;2023;996.22;;;;;;;;;;
1395;251 Metalen bouwproductenindustrie;2009;;;;;;;;;;;
1396;251 Metalen bouwproductenindustrie;2010;;;;;;;;;;;
1397;251 Metalen bouwproductenindustrie;2011;;;;;;;;;;;
1398;251 Metalen bouwproductenindustrie;2012;;;;;;;;;;;
1399;251 Metalen bouwproductenindustrie;2013;;;;;;;;;;;
1400;251 Metalen bouwproductenindustrie;2014;;;;;;;;;;;
1401;251 Metalen bouwproductenindustrie;2015;;;;;;;;;;;
1402;251 Metalen bouwproductenindustrie;2016;;;;;;;;;;;
1403;251 Metalen bouwproductenindustrie;2017;;;;;;;;;;;
1404;251 Metalen bouwproductenindustrie;2018;;;;;;;;;;;
1405;251 Metalen bouwproductenindustrie;2019;;;;;;;;;;;
1406;251 Metalen bouwproductenindustrie;2020;;;;;;;;;;;
1407;251 Metalen bouwproductenindustrie;2021;;;;;;;;;;;
1408;251 Metalen bouwproductenindustrie;2022;;;;;;;;;;;
1409;251 Metalen bouwproductenindustrie;2023;;;;;;;;;;;
1410;252 Tankbouw en cv-industrie;2009;;;;;;;;;;;
1411;252 Tankbouw en cv-industrie;2010;;;;;;;;;;;
1412;252 Tankbouw en cv-industrie;2011;;;;;;;;;;;
1413;252 Tankbouw en cv-industrie;2012;;;;;;;;;;;
1414;252 Tankbouw en cv-industrie;2013;;;;;;;;;;;
1415;252 Tankbouw en cv-industrie;2014;;;;;;;;;;;
1416;252 Tankbouw en cv-industrie;2015;;;;;;;;;;;
1417;252 Tankbouw en cv-industrie;2016;;;;;;;;;;;
1418;252 Tankbouw en cv-industrie;2017;;;;;;;;;;;
1419;252 Tankbouw en cv-industrie;2018;;;;;;;;;;;
1420;252 Tankbouw en cv-industrie;2019;;;;;;;;;;;
1421;252 Tankbouw en cv-industrie;2020;;;;;;;;;;;
1422;252 Tankbouw en cv-industrie;2021;;;;;;;;;;;
1423;252 Tankbouw en cv-industrie;2022;;;;;;;;;;;
1424;252 Tankbouw en cv-industrie;2023;;;;;;;;;;;
1425;253 Stoomketelindustrie;2009;;;;;;;;;;;
1426;253 Stoomketelindustrie;2010;;;;;;;;;;;
1427;253 Stoomketelindustrie;2011;;;;;;;;;;;
1428;253 Stoomketelindustrie;2012;;;;;;;;;;;
1429;253 Stoomketelindustrie;2013;;;;;;;;;;;
1430;253 Stoomketelindustrie;2014;;;;;;;;;;;
1431;253 Stoomketelindustrie;2015;;;;;;;;;;;
1432;253 Stoomketelindustrie;2016;;;;;;;;;;;
1433;253 Stoomketelindustrie;2017;;;;;;;;;;;
1434;253 Stoomketelindustrie;2018;;;;;;;;;;;
1435;253 Stoomketelindustrie;2019;;;;;;;;;;;
1436;253 Stoomketelindustrie;2020;;;;;;;;;;;
1437;253 Stoomketelindustrie;2021;;;;;;;;;;;
1438;253 Stoomketelindustrie;2022;;;;;;;;;;;
1439;253 Stoomketelindustrie;2023;;;;;;;;;;;
1440;254 Wapen- en munitie-industrie;2009;;;;;;;;;;;
1441;254 Wapen- en munitie-industrie;2010;;;;;;;;;;;
1442;254 Wapen- en munitie-industrie;2011;;;;;;;;;;;
1443;254 Wapen- en munitie-industrie;2012;;;;;;;;;;;
1444;254 Wapen- en munitie-industrie;2013;;;;;;;;;;;
1445;254 Wapen- en munitie-industrie;2014;;;;;;;;;;;
1446;254 Wapen- en munitie-industrie;2015;;;;;;;;;;;
1447;254 Wapen- en munitie-industrie;2016;;;;;;;;;;;
1448;254 Wapen- en munitie-industrie;2017;;;;;;;;;;;
1449;254 Wapen- en munitie-industrie;2018;;;;;;;;;;;
1450;254 Wapen- en munitie-industrie;2019;;;;;;;;;;;
1451;254 Wapen- en munitie-industrie;2020;;;;;;;;;;;
1452;254 Wapen- en munitie-industrie;2021;;;;;;;;;;;
1453;254 Wapen- en munitie-industrie;2022;;;;;;;;;;;
1454;254 Wapen- en munitie-industrie;2023;;;;;;;;;;;
1455;255 Smederijen, profielwalserijen e.d.;2009;;;;;;;;;;;
1456;255 Smederijen, profielwalserijen e.d.;2010;;;;;;;;;;;
1457;255 Smederijen, profielwalserijen e.d.;2011;;;;;;;;;;;
1458;255 Smederijen, profielwalserijen e.d.;2012;;;;;;;;;;;
1459;255 Smederijen, profielwalserijen e.d.;2013;;;;;;;;;;;
1460;255 Smederijen, profielwalserijen e.d.;2014;;;;;;;;;;;
1461;255 Smederijen, profielwalserijen e.d.;2015;;;;;;;;;;;
1462;255 Smederijen, profielwalserijen e.d.;2016;;;;;;;;;;;
1463;255 Smederijen, profielwalserijen e.d.;2017;;;;;;;;;;;
1464;255 Smederijen, profielwalserijen e.d.;2018;;;;;;;;;;;
1465;255 Smederijen, profielwalserijen e.d.;2019;;;;;;;;;;;
1466;255 Smederijen, profielwalserijen e.d.;2020;;;;;;;;;;;
1467;255 Smederijen, profielwalserijen e.d.;2021;;;;;;;;;;;
1468;255 Smederijen, profielwalserijen e.d.;2022;;;;;;;;;;;
1469;255 Smederijen, profielwalserijen e.d.;2023;;;;;;;;;;;
1470;256 Overige metaalbewerkingsindustrie;2009;;;;;;;;;;;
1471;256 Overige metaalbewerkingsindustrie;2010;;;;;;;;;;;
1472;256 Overige metaalbewerkingsindustrie;2011;;;;;;;;;;;
1473;256 Overige metaalbewerkingsindustrie;2012;;;;;;;;;;;
1474;256 Overige metaalbewerkingsindustrie;2013;;;;;;;;;;;
1475;256 Overige metaalbewerkingsindustrie;2014;;;;;;;;;;;
1476;256 Overige metaalbewerkingsindustrie;2015;;;;;;;;;;;
1477;256 Overige metaalbewerkingsindustrie;2016;;;;;;;;;;;
1478;256 Overige metaalbewerkingsindustrie;2017;;;;;;;;;;;
1479;256 Overige metaalbewerkingsindustrie;2018;;;;;;;;;;;
1480;256 Overige metaalbewerkingsindustrie;2019;;;;;;;;;;;
1481;256 Overige metaalbewerkingsindustrie;2020;;;;;;;;;;;
1482;256 Overige metaalbewerkingsindustrie;2021;;;;;;;;;;;
1483;256 Overige metaalbewerkingsindustrie;2022;;;;;;;;;;;
1484;256 Overige metaalbewerkingsindustrie;2023;;;;;;;;;;;
1485;257 Bestek-, gereedschapindustrie e.d.;2009;;;;;;;;;;;
1486;257 Bestek-, gereedschapindustrie e.d.;2010;;;;;;;;;;;
1487;257 Bestek-, gereedschapindustrie e.d.;2011;;;;;;;;;;;
1488;257 Bestek-, gereedschapindustrie e.d.;2012;;;;;;;;;;;
1489;257 Bestek-, gereedschapindustrie e.d.;2013;;;;;;;;;;;
1490;257 Bestek-, gereedschapindustrie e.d.;2014;;;;;;;;;;;
1491;257 Bestek-, gereedschapindustrie e.d.;2015;;;;;;;;;;;
1492;257 Bestek-, gereedschapindustrie e.d.;2016;;;;;;;;;;;
1493;257 Bestek-, gereedschapindustrie e.d.;2017;;;;;;;;;;;
1494;257 Bestek-, gereedschapindustrie e.d.;2018;;;;;;;;;;;
1495;257 Bestek-, gereedschapindustrie e.d.;2019;;;;;;;;;;;
1496;257 Bestek-, gereedschapindustrie e.d.;2020;;;;;;;;;;;
1497;257 Bestek-, gereedschapindustrie e.d.;2021;;;;;;;;;;;
1498;257 Bestek-, gereedschapindustrie e.d.;2022;;;;;;;;;;;
1499;257 Bestek-, gereedschapindustrie e.d.;2023;;;;;;;;;;;
1500;259 Overige metaalproductenindustrie;2009;;;;;;;;;;;
1501;259 Overige metaalproductenindustrie;2010;;;;;;;;;;;
1502;259 Overige metaalproductenindustrie;2011;;;;;;;;;;;
1503;259 Overige metaalproductenindustrie;2012;;;;;;;;;;;
1504;259 Overige metaalproductenindustrie;2013;;;;;;;;;;;
1505;259 Overige metaalproductenindustrie;2014;;;;;;;;;;;
1506;259 Overige metaalproductenindustrie;2015;;;;;;;;;;;
1507;259 Overige metaalproductenindustrie;2016;;;;;;;;;;;
1508;259 Overige metaalproductenindustrie;2017;;;;;;;;;;;
1509;259 Overige metaalproductenindustrie;2018;;;;;;;;;;;
1510;259 Overige metaalproductenindustrie;2019;;;;;;;;;;;
1511;259 Overige metaalproductenindustrie;2020;;;;;;;;;;;
1512;259 Overige metaalproductenindustrie;2021;;;;;;;;;;;
1513;259 Overige metaalproductenindustrie;2022;;;;;;;;;;;
1514;259 Overige metaalproductenindustrie;2023;;;;;;;;;;;
1515;26 Elektrotechnische industrie;2009;146.83;2.69;24.17;0.0;2.69;7.62;101.63;8.03;141.01;5.82;2.79
1516;26 Elektrotechnische industrie;2010;97.52;0.12;15.83;0.15;3.32;7.94;48.83;21.33;94.89;2.63;40.84
1517;26 Elektrotechnische industrie;2011;116.53;0.41;23.12;0.0;4.36;10.82;59.58;18.24;110.74;5.79;6.88
1518;26 Elektrotechnische industrie;2012;130.48;2.09;19.56;0.01;7.09;13.57;70.32;17.84;123.82;6.66;4.72
1519;26 Elektrotechnische industrie;2013;142.6;14.7;40.17;0.03;7.72;9.25;58.21;12.52;109.24;33.36;9.83
1520;26 Elektrotechnische industrie;2014;162.96;0.18;77.74;0.01;4.85;14.22;46.74;19.22;161.22;1.74;53.71
1521;26 Elektrotechnische industrie;2015;131.04;1.53;17.54;0.52;8.42;9.73;77.56;15.73;127.52;3.53;5.34
1522;26 Elektrotechnische industrie;2016;209.21;1.57;25.47;0.37;5.43;11.37;130.62;34.39;203.75;5.46;4.12
1523;26 Elektrotechnische industrie;2017;219.36;2.37;44.09;0.0;7.14;12.58;106.1;47.08;209.91;9.45;4.0
1524;26 Elektrotechnische industrie;2018;161.9;0.0;41.1;1.02;6.02;13.78;66.99;32.98;151.66;10.24;9.11
1525;26 Elektrotechnische industrie;2019;171.51;3.02;30.9;0.47;9.09;14.24;77.77;36.02;160.0;11.51;23.62
1526;26 Elektrotechnische industrie;2020;152.54;0.37;26.32;0.61;5.69;10.99;73.59;34.97;147.22;5.31;3.78
1527;26 Elektrotechnische industrie;2021;237.62;1.75;62.08;0.0;4.33;24.37;106.27;38.83;231.16;6.47;9.77
1528;26 Elektrotechnische industrie;2022;270.74;2.18;63.14;0.0;2.57;16.65;157.33;28.87;267.68;3.06;10.24
1529;26 Elektrotechnische industrie;2023;263.61;;;;;;;;;;
1530;26-28 Elektrotechn. en machine-industrie;2009;977.54;26.05;205.92;3.78;39.22;60.94;584.66;56.96;920.71;56.83;49.81
1531;26-28 Elektrotechn. en machine-industrie;2010;844.74;8.34;165.88;2.41;30.05;62.79;514.31;60.94;817.68;27.05;81.04
1532;26-28 Elektrotechn. en machine-industrie;2011;1188.77;31.94;351.25;1.62;39.62;56.09;624.85;83.4;1111.36;77.42;64.6
1533;26-28 Elektrotechn. en machine-industrie;2012;1027.43;18.57;232.9;3.38;41.99;54.28;603.39;72.92;973.61;53.82;41.76
1534;26-28 Elektrotechn. en machine-industrie;2013;853.52;38.12;245.91;1.7;39.54;48.57;428.19;51.49;780.3;73.23;50.26
1535;26-28 Elektrotechn. en machine-industrie;2014;880.36;14.72;258.93;4.99;40.27;52.27;441.89;67.29;843.43;36.92;91.13
1536;26-28 Elektrotechn. en machine-industrie;2015;1112.86;20.15;380.42;2.04;41.19;54.44;549.97;64.65;1063.53;49.33;38.49
1537;26-28 Elektrotechn. en machine-industrie;2016;1061.18;15.51;242.73;3.31;40.37;69.51;598.58;91.15;994.14;67.04;33.07
1538;26-28 Elektrotechn. en machine-industrie;2017;983.72;26.54;206.6;1.86;45.91;68.68;538.86;95.27;929.3;54.42;98.23
1539;26-28 Elektrotechn. en machine-industrie;2018;1208.07;34.96;362.41;17.87;47.75;66.77;572.61;105.69;1110.98;97.09;118.31
1540;26-28 Elektrotechn. en machine-industrie;2019;1486.81;33.5;501.41;2.56;48.18;89.75;661.75;149.66;1378.53;108.28;89.06
1541;26-28 Elektrotechn. en machine-industrie;2020;1186.19;21.43;321.1;1.77;42.45;74.37;600.27;124.81;1081.79;104.4;261.37
1542;26-28 Elektrotechn. en machine-industrie;2021;1783.27;42.62;730.99;0.84;44.58;102.03;729.6;132.62;1689.72;93.55;79.06
1543;26-28 Elektrotechn. en machine-industrie;2022;1953.41;76.72;686.12;3.02;44.03;95.05;923.49;124.98;1835.72;117.69;94.45
1544;26-28 Elektrotechn. en machine-industrie;2023;2041.27;;;;;;;;;;
1545;261 Elektrocomponentenindustrie e.d.;2009;;;;;;;;;;;
1546;261 Elektrocomponentenindustrie e.d.;2010;;;;;;;;;;;
1547;261 Elektrocomponentenindustrie e.d.;2011;;;;;;;;;;;
1548;261 Elektrocomponentenindustrie e.d.;2012;;;;;;;;;;;
1549;261 Elektrocomponentenindustrie e.d.;2013;;;;;;;;;;;
1550;261 Elektrocomponentenindustrie e.d.;2014;;;;;;;;;;;
1551;261 Elektrocomponentenindustrie e.d.;2015;;;;;;;;;;;
1552;261 Elektrocomponentenindustrie e.d.;2016;;;;;;;;;;;
1553;261 Elektrocomponentenindustrie e.d.;2017;;;;;;;;;;;
1554;261 Elektrocomponentenindustrie e.d.;2018;;;;;;;;;;;
1555;261 Elektrocomponentenindustrie e.d.;2019;;;;;;;;;;;
1556;261 Elektrocomponentenindustrie e.d.;2020;;;;;;;;;;;
1557;261 Elektrocomponentenindustrie e.d.;2021;;;;;;;;;;;
1558;261 Elektrocomponentenindustrie e.d.;2022;;;;;;;;;;;
1559;261 Elektrocomponentenindustrie e.d.;2023;;;;;;;;;;;
1560;262 Computerindustrie;2009;;;;;;;;;;;
1561;262 Computerindustrie;2010;;;;;;;;;;;
1562;262 Computerindustrie;2011;;;;;;;;;;;
1563;262 Computerindustrie;2012;;;;;;;;;;;
1564;262 Computerindustrie;2013;;;;;;;;;;;
1565;262 Computerindustrie;2014;;;;;;;;;;;
1566;262 Computerindustrie;2015;;;;;;;;;;;
1567;262 Computerindustrie;2016;;;;;;;;;;;
1568;262 Computerindustrie;2017;;;;;;;;;;;
1569;262 Computerindustrie;2018;;;;;;;;;;;
1570;262 Computerindustrie;2019;;;;;;;;;;;
1571;262 Computerindustrie;2020;;;;;;;;;;;
1572;262 Computerindustrie;2021;;;;;;;;;;;
1573;262 Computerindustrie;2022;;;;;;;;;;;
1574;262 Computerindustrie;2023;;;;;;;;;;;
1575;263 Communicatieapparatenindustrie;2009;;;;;;;;;;;
1576;263 Communicatieapparatenindustrie;2010;;;;;;;;;;;
1577;263 Communicatieapparatenindustrie;2011;;;;;;;;;;;
1578;263 Communicatieapparatenindustrie;2012;;;;;;;;;;;
1579;263 Communicatieapparatenindustrie;2013;;;;;;;;;;;
1580;263 Communicatieapparatenindustrie;2014;;;;;;;;;;;
1581;263 Communicatieapparatenindustrie;2015;;;;;;;;;;;
1582;263 Communicatieapparatenindustrie;2016;;;;;;;;;;;
1583;263 Communicatieapparatenindustrie;2017;;;;;;;;;;;
1584;263 Communicatieapparatenindustrie;2018;;;;;;;;;;;
1585;263 Communicatieapparatenindustrie;2019;;;;;;;;;;;
1586;263 Communicatieapparatenindustrie;2020;;;;;;;;;;;
1587;263 Communicatieapparatenindustrie;2021;;;;;;;;;;;
1588;263 Communicatieapparatenindustrie;2022;;;;;;;;;;;
1589;263 Communicatieapparatenindustrie;2023;;;;;;;;;;;
1590;264 Consumentenelektronicaindustrie;2009;;;;;;;;;;;
1591;264 Consumentenelektronicaindustrie;2010;;;;;;;;;;;
1592;264 Consumentenelektronicaindustrie;2011;;;;;;;;;;;
1593;264 Consumentenelektronicaindustrie;2012;;;;;;;;;;;
1594;264 Consumentenelektronicaindustrie;2013;;;;;;;;;;;
1595;264 Consumentenelektronicaindustrie;2014;;;;;;;;;;;
1596;264 Consumentenelektronicaindustrie;2015;;;;;;;;;;;
1597;264 Consumentenelektronicaindustrie;2016;;;;;;;;;;;
1598;264 Consumentenelektronicaindustrie;2017;;;;;;;;;;;
1599;264 Consumentenelektronicaindustrie;2018;;;;;;;;;;;
1600;264 Consumentenelektronicaindustrie;2019;;;;;;;;;;;
1601;264 Consumentenelektronicaindustrie;2020;;;;;;;;;;;
1602;264 Consumentenelektronicaindustrie;2021;;;;;;;;;;;
1603;264 Consumentenelektronicaindustrie;2022;;;;;;;;;;;
1604;264 Consumentenelektronicaindustrie;2023;;;;;;;;;;;
1605;265 Meetapparaten- en uurwerkindustrie;2009;;;;;;;;;;;
1606;265 Meetapparaten- en uurwerkindustrie;2010;;;;;;;;;;;
1607;265 Meetapparaten- en uurwerkindustrie;2011;;;;;;;;;;;
1608;265 Meetapparaten- en uurwerkindustrie;2012;;;;;;;;;;;
1609;265 Meetapparaten- en uurwerkindustrie;2013;;;;;;;;;;;
1610;265 Meetapparaten- en uurwerkindustrie;2014;;;;;;;;;;;
1611;265 Meetapparaten- en uurwerkindustrie;2015;;;;;;;;;;;
1612;265 Meetapparaten- en uurwerkindustrie;2016;;;;;;;;;;;
1613;265 Meetapparaten- en uurwerkindustrie;2017;;;;;;;;;;;
1614;265 Meetapparaten- en uurwerkindustrie;2018;;;;;;;;;;;
1615;265 Meetapparaten- en uurwerkindustrie;2019;;;;;;;;;;;
1616;265 Meetapparaten- en uurwerkindustrie;2020;;;;;;;;;;;
1617;265 Meetapparaten- en uurwerkindustrie;2021;;;;;;;;;;;
1618;265 Meetapparaten- en uurwerkindustrie;2022;;;;;;;;;;;
1619;265 Meetapparaten- en uurwerkindustrie;2023;;;;;;;;;;;
1620;266 Elektromedische apparatenindustrie;2009;;;;;;;;;;;
1621;266 Elektromedische apparatenindustrie;2010;;;;;;;;;;;
1622;266 Elektromedische apparatenindustrie;2011;;;;;;;;;;;
1623;266 Elektromedische apparatenindustrie;2012;;;;;;;;;;;
1624;266 Elektromedische apparatenindustrie;2013;;;;;;;;;;;
1625;266 Elektromedische apparatenindustrie;2014;;;;;;;;;;;
1626;266 Elektromedische apparatenindustrie;2015;;;;;;;;;;;
1627;266 Elektromedische apparatenindustrie;2016;;;;;;;;;;;
1628;266 Elektromedische apparatenindustrie;2017;;;;;;;;;;;
1629;266 Elektromedische apparatenindustrie;2018;;;;;;;;;;;
1630;266 Elektromedische apparatenindustrie;2019;;;;;;;;;;;
1631;266 Elektromedische apparatenindustrie;2020;;;;;;;;;;;
1632;266 Elektromedische apparatenindustrie;2021;;;;;;;;;;;
1633;266 Elektromedische apparatenindustrie;2022;;;;;;;;;;;
1634;266 Elektromedische apparatenindustrie;2023;;;;;;;;;;;
1635;267 Optische instrumentenindustrie;2009;;;;;;;;;;;
1636;267 Optische instrumentenindustrie;2010;;;;;;;;;;;
1637;267 Optische instrumentenindustrie;2011;;;;;;;;;;;
1638;267 Optische instrumentenindustrie;2012;;;;;;;;;;;
1639;267 Optische instrumentenindustrie;2013;;;;;;;;;;;
1640;267 Optische instrumentenindustrie;2014;;;;;;;;;;;
1641;267 Optische instrumentenindustrie;2015;;;;;;;;;;;
1642;267 Optische instrumentenindustrie;2016;;;;;;;;;;;
1643;267 Optische instrumentenindustrie;2017;;;;;;;;;;;
1644;267 Optische instrumentenindustrie;2018;;;;;;;;;;;
1645;267 Optische instrumentenindustrie;2019;;;;;;;;;;;
1646;267 Optische instrumentenindustrie;2020;;;;;;;;;;;
1647;267 Optische instrumentenindustrie;2021;;;;;;;;;;;
1648;267 Optische instrumentenindustrie;2022;;;;;;;;;;;
1649;267 Optische instrumentenindustrie;2023;;;;;;;;;;;
1650;268 Industrie van informatiedragers;2009;;;;;;;;;;;
1651;268 Industrie van informatiedragers;2010;;;;;;;;;;;
1652;268 Industrie van informatiedragers;2011;;;;;;;;;;;
1653;268 Industrie van informatiedragers;2012;;;;;;;;;;;
1654;268 Industrie van informatiedragers;2013;;;;;;;;;;;
1655;268 Industrie van informatiedragers;2014;;;;;;;;;;;
1656;268 Industrie van informatiedragers;2015;;;;;;;;;;;
1657;268 Industrie van informatiedragers;2016;;;;;;;;;;;
1658;268 Industrie van informatiedragers;2017;;;;;;;;;;;
1659;268 Industrie van informatiedragers;2018;;;;;;;;;;;
1660;268 Industrie van informatiedragers;2019;;;;;;;;;;;
1661;268 Industrie van informatiedragers;2020;;;;;;;;;;;
1662;268 Industrie van informatiedragers;2021;;;;;;;;;;;
1663;268 Industrie van informatiedragers;2022;;;;;;;;;;;
1664;268 Industrie van informatiedragers;2023;;;;;;;;;;;
1665;27 Elektrische apparatenindustrie;2009;180.22;5.24;42.94;0.05;7.84;3.32;104.9;15.91;166.54;13.67;22.38
1666;27 Elektrische apparatenindustrie;2010;109.31;0.0;5.9;0.56;3.68;4.81;83.84;10.5;106.39;2.92;20.81
1667;27 Elektrische apparatenindustrie;2011;151.29;0.0;19.69;0.29;4.82;5.27;109.2;12.0;146.79;4.5;5.66
1668;27 Elektrische apparatenindustrie;2012;171.31;3.48;28.48;0.93;6.26;5.54;113.52;13.11;163.47;7.84;5.28
1669;27 Elektrische apparatenindustrie;2013;96.7;1.01;10.73;0.01;4.76;4.06;68.59;7.55;93.7;3.0;14.9
1670;27 Elektrische apparatenindustrie;2014;122.02;2.32;21.22;0.0;2.88;3.8;82.8;9.0;118.76;3.26;3.64
1671;27 Elektrische apparatenindustrie;2015;105.95;0.39;8.91;0.2;4.75;4.09;78.56;9.05;103.21;2.74;5.81
1672;27 Elektrische apparatenindustrie;2016;131.38;0.0;29.63;0.74;6.62;8.53;76.0;9.86;125.31;6.08;4.35
1673;27 Elektrische apparatenindustrie;2017;180.5;10.43;29.25;1.24;7.94;7.25;107.75;16.63;167.35;13.14;43.28
1674;27 Elektrische apparatenindustrie;2018;176.92;8.12;43.83;0.94;6.36;6.02;96.27;15.37;159.02;17.9;10.09
1675;27 Elektrische apparatenindustrie;2019;206.81;1.36;37.73;0.6;7.87;12.64;99.38;47.23;199.18;7.63;16.56
1676;27 Elektrische apparatenindustrie;2020;240.13;1.96;56.3;0.31;9.62;8.64;122.78;40.52;236.64;3.48;57.58
1677;27 Elektrische apparatenindustrie;2021;197.63;2.15;45.58;0.27;7.5;10.83;91.46;39.84;190.52;7.1;12.03
1678;27 Elektrische apparatenindustrie;2022;198.06;25.09;47.81;1.87;9.43;8.9;81.8;23.16;167.22;30.84;19.07
1679;27 Elektrische apparatenindustrie;2023;255.66;;;;;;;;;;
1680;271 Elektromotor- en -panelenindustrie;2009;;;;;;;;;;;
1681;271 Elektromotor- en -panelenindustrie;2010;;;;;;;;;;;
1682;271 Elektromotor- en -panelenindustrie;2011;;;;;;;;;;;
1683;271 Elektromotor- en -panelenindustrie;2012;;;;;;;;;;;
1684;271 Elektromotor- en -panelenindustrie;2013;;;;;;;;;;;
1685;271 Elektromotor- en -panelenindustrie;2014;;;;;;;;;;;
1686;271 Elektromotor- en -panelenindustrie;2015;;;;;;;;;;;
