ID;BeroepsEnEigenVervoer;Vervoerstromen;Goederensoort;Perioden;VervoerdLadinggewicht_1
69;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;1995;
70;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;1996;
71;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;1997;70044.0
72;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;1998;74089.0
73;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;1999;72546.0
74;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2000;68256.0
75;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2001;64251.0
76;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2002;65073.0
77;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2003;57295.0
78;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2004;69379.0
79;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2005;69782.0
80;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2006;69472.0
81;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2007;71625.0
82;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2008;64584.0
83;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2009;71470.0
84;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2010;66741.0
85;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2011;65928.0
86;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2012;65193.0
87;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2013;64649.0
88;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2014;65934.0
89;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2015;62896.0
90;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2016;67677.0
91;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2017;63548.0
92;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2018;65035.0
93;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2019;66236.0
94;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2020;70885.0
95;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2021;74148.0
96;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2022;65396.0
97;Beroeps- en eigen vervoer;Totaal;0 Landbouwproducten en levende dieren;2023;63119.0
98;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1975;
99;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1976;
100;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1977;
101;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1978;
102;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1979;
103;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1980;
104;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1981;
105;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1982;
106;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1983;
107;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1984;
108;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1985;
109;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1986;
110;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1987;
111;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1988;
112;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1989;
113;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1990;
114;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1991;
115;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1992;
116;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1993;
117;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1994;
118;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1995;
119;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1996;
120;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1997;96070.0
121;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1998;95208.0
122;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;1999;102415.0
123;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2000;102686.0
124;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2001;102940.0
125;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2002;101803.0
126;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2003;84273.0
127;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2004;101528.0
128;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2005;105644.0
129;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2006;106731.0
130;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2007;108048.0
131;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2008;105180.0
132;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2009;106666.0
133;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2010;117792.0
134;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2011;121917.0
135;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2012;123692.0
136;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2013;111689.0
137;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2014;115283.0
138;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2015;125009.0
139;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2016;127336.0
140;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2017;127083.0
141;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2018;126154.0
142;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2019;130453.0
143;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2020;130948.0
144;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2021;134727.0
145;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2022;142424.0
146;Beroeps- en eigen vervoer;Totaal;1 Andere voedingsproducten en veevoeder;2023;133647.0
147;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1975;
148;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1976;
149;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1977;
150;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1978;
151;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1979;
152;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1980;
153;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1981;
154;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1982;
155;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1983;
156;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1984;
157;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1985;
158;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1986;
159;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1987;
160;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1988;
161;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1989;
162;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1990;
163;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1991;
164;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1992;
165;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1993;
166;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1994;
167;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1995;
168;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1996;
169;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1997;2207.0
170;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1998;2055.0
171;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;1999;2438.0
172;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2000;1758.0
173;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2001;1866.0
174;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2002;2035.0
175;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2003;2142.0
176;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2004;3125.0
177;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2005;1726.0
178;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2006;2300.0
179;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2007;1947.0
180;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2008;1291.0
181;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2009;1961.0
182;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2010;1597.0
183;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2011;1252.0
184;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2012;1802.0
185;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2013;2674.0
186;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2014;1939.0
187;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2015;2272.0
188;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2016;2064.0
189;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2017;1540.0
190;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2018;1826.0
191;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2019;1843.0
192;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2020;2535.0
193;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2021;2079.0
194;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2022;1005.0
195;Beroeps- en eigen vervoer;Totaal;2 Vaste minerale brandstoffen;2023;1349.0
196;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1975;
197;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1976;
198;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1977;
199;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1978;
200;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1979;
201;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1980;
202;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1981;
203;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1982;
204;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1983;
205;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1984;
206;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1985;
207;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1986;
208;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1987;
209;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1988;
210;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1989;
211;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1990;
212;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1991;
213;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1992;
214;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1993;
215;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1994;
216;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1995;
217;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1996;
218;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1997;14588.0
219;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1998;13872.0
220;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;1999;17127.0
221;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2000;16386.0
222;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2001;15796.0
223;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2002;17810.0
224;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2003;15073.0
225;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2004;15879.0
226;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2005;24573.0
227;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2006;20091.0
228;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2007;18573.0
229;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2008;15730.0
230;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2009;21819.0
231;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2010;27317.0
232;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2011;24784.0
233;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2012;19274.0
234;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2013;20720.0
235;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2014;20016.0
236;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2015;16511.0
237;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2016;19154.0
238;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2017;21722.0
239;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2018;19879.0
240;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2019;18504.0
241;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2020;18978.0
242;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2021;15163.0
243;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2022;17621.0
244;Beroeps- en eigen vervoer;Totaal;3 Aardoliën en aardolieproducten;2023;16439.0
245;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1975;
246;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1976;
247;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1977;
248;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1978;
249;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1979;
250;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1980;
251;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1981;
252;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1982;
253;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1983;
254;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1984;
255;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1985;
256;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1986;
257;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1987;
258;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1988;
259;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1989;
260;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1990;
261;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1991;
262;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1992;
263;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1993;
264;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1994;
265;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1995;
266;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1996;
267;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1997;5514.0
268;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1998;5147.0
269;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;1999;6132.0
270;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2000;5244.0
271;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2001;6779.0
272;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2002;6339.0
273;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2003;5661.0
274;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2004;7534.0
275;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2005;7197.0
276;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2006;7209.0
277;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2007;8148.0
278;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2008;6179.0
279;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2009;6448.0
280;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2010;6498.0
281;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2011;4950.0
282;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2012;4570.0
283;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2013;5945.0
284;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2014;5513.0
285;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2015;4540.0
286;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2016;5974.0
287;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2017;7067.0
288;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2018;6316.0
289;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2019;5855.0
290;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2020;5530.0
291;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2021;5557.0
292;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2022;3763.0
293;Beroeps- en eigen vervoer;Totaal;4 Ertsen, metaalafval, geroost ijzerkies;2023;3764.0
294;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1975;
295;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1976;
296;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1977;
297;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1978;
298;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1979;
299;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1980;
300;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1981;
301;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1982;
302;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1983;
303;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1984;
304;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1985;
305;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1986;
306;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1987;
307;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1988;
308;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1989;
309;Beroeps- en eigen vervoer;Totaal;5 IJzer, staal en non-ferrometalen (i...;1990;
