ID;Persoonskenmerken;Cijfersoort;Perioden;WelEens_1;Vaak_2;WelEens_3;Vaak_4;VoeltZichSAvondsInBuurtOnveilig_5;VoeltZichSAvondsNietOpGemak_6;RondomUitgaansgelegenheden_7;RondomPlekkenWaarJongerenRondhangen_8;InHetCentrum_9;WinkelcentrumEigenBuurt_10;InHetOpenbaarVervoer_11;BijHetTreinstation_12;InEigenHuis_13;KansOpWoninginbraak_14;KansOpMishandeling_15;KansOpPortemonneediefstal_16;DoetSAvondsNietOpen_17;RijdtOfLooptOm_18;KinderenMogenErgensNietNaarToe_19
22;20960;Betrouwbaarheidsmarge;2008;1.5;0.4;1.3;0.4;1.6;2.0;1.7;1.4;1.4;1.7;0.9;0.7;0.4;0.7;0.9;0.5;0.7;0.6;0.5
23;20960;Betrouwbaarheidsmarge;2009;0.9;0.3;0.8;0.3;1.3;1.5;1.3;1.0;1.2;1.3;0.6;0.5;0.3;0.5;0.7;0.5;0.6;0.5;0.3
24;20970;Waarde;2008;22.9;1.8;14.2;1.6;16.6;38.9;20.8;13.6;15.1;21.9;5.2;5.0;1.2;5.6;7.7;3.3;1.4;3.1;1.9
25;20970;Waarde;2009;22.7;2.1;15.1;1.8;19.2;40.5;22.7;15.4;17.3;23.9;6.6;5.9;1.4;5.8;10.2;3.6;1.7;3.6;1.7
26;20970;Betrouwbaarheidsmarge;2008;1.4;0.4;1.2;0.4;1.4;1.9;1.6;1.4;1.4;1.6;0.9;0.7;0.3;0.7;0.9;0.7;0.4;0.6;0.5
27;20970;Betrouwbaarheidsmarge;2009;0.9;0.3;0.7;0.3;1.1;1.4;1.2;1.1;1.1;1.2;0.8;0.5;0.2;0.5;0.7;0.5;0.3;0.4;0.3
28;20980;Waarde;2008;19.5;1.9;11.8;1.4;10.5;32.4;16.8;11.7;12.2;18.5;3.6;3.2;1.0;6.6;13.6;3.8;1.4;4.2;2.0
29;20980;Waarde;2009;20.1;2.5;13.2;1.8;12.9;32.8;17.3;12.8;13.4;19.6;5.7;4.6;1.4;6.2;15.0;3.8;0.8;4.9;2.5
30;20980;Betrouwbaarheidsmarge;2008;1.6;0.6;1.3;0.4;1.5;2.3;1.9;1.6;1.7;2.0;0.8;0.6;0.3;1.1;1.6;0.8;1.0;0.9;0.6
31;20980;Betrouwbaarheidsmarge;2009;1.1;0.5;0.9;0.4;1.2;1.7;1.4;1.2;1.3;1.5;0.8;0.5;0.3;0.7;1.1;0.6;0.2;0.7;0.5
32;20990;Waarde;2008;16.9;2.3;10.3;1.6;7.3;18.9;10.9;8.2;8.3;11.6;3.5;2.9;0.9;5.8;20.0;4.5;0.6;6.2;2.5
33;20990;Waarde;2009;15.3;1.9;10.1;1.4;6.9;21.7;12.1;9.5;8.4;11.8;4.5;2.7;0.8;6.1;23.3;3.7;0.5;5.1;1.7
34;20990;Betrouwbaarheidsmarge;2008;1.9;0.7;1.5;0.6;1.5;2.3;1.8;1.7;1.8;2.0;1.1;0.8;0.4;1.2;2.2;1.1;0.5;1.3;0.9
35;20990;Betrouwbaarheidsmarge;2009;1.2;0.4;0.9;0.4;1.1;1.8;1.4;1.2;1.2;1.4;1.0;0.5;0.3;0.8;1.7;0.8;0.2;0.8;0.4
36;3000;Waarde;2008;19.9;1.4;11.1;1.2;21.5;37.4;19.7;11.8;14.5;19.4;3.2;5.4;1.6;3.6;4.8;2.0;2.8;2.0;1.4
37;3000;Waarde;2009;19.8;1.6;12.4;1.4;24.4;40.1;21.3;13.1;15.9;20.0;4.2;6.0;1.8;3.6;5.7;1.9;3.2;2.2;1.1
38;3000;Betrouwbaarheidsmarge;2008;0.9;0.3;0.7;0.2;1.1;1.3;1.1;0.8;1.0;1.0;0.5;0.5;0.3;0.4;0.5;0.3;0.5;0.4;0.3
39;3000;Betrouwbaarheidsmarge;2009;0.5;0.1;0.4;0.1;0.8;0.9;0.8;0.6;0.7;0.7;0.4;0.3;0.2;0.2;0.3;0.2;0.3;0.2;0.1
40;4000;Waarde;2008;30.8;2.8;19.6;2.3;23.8;48.9;25.0;15.3;20.8;32.4;7.3;5.2;1.5;7.4;11.7;5.9;4.4;5.9;3.5
41;4000;Waarde;2009;31.7;3.1;21.5;2.6;25.9;50.9;25.1;16.8;22.4;32.5;9.0;5.6;1.6;7.0;14.2;5.9;4.7;6.3;3.7
42;4000;Betrouwbaarheidsmarge;2008;1.0;0.3;0.9;0.3;1.1;1.3;1.1;1.0;1.0;1.2;0.7;0.5;0.2;0.5;0.7;0.6;0.5;0.6;0.5
43;4000;Betrouwbaarheidsmarge;2009;0.6;0.2;0.5;0.2;0.8;0.9;0.8;0.7;0.8;0.8;0.5;0.3;0.2;0.3;0.5;0.4;0.3;0.4;0.3
44;1020;Waarde;2008;21.4;1.2;11.6;0.8;18.9;39.7;20.9;12.8;13.6;21.7;4.8;4.4;1.1;4.8;6.3;2.3;4.3;2.5;1.7
45;1020;Waarde;2009;22.6;2.0;14.5;1.7;21.8;42.6;22.5;15.1;16.3;23.0;5.8;6.2;1.5;5.2;8.9;3.0;5.1;3.3;1.9
46;1020;Betrouwbaarheidsmarge;2008;1.1;0.2;0.9;0.2;1.0;1.2;1.0;0.9;0.9;1.0;0.6;0.6;0.3;0.6;0.6;0.4;0.7;0.4;0.4
47;1020;Betrouwbaarheidsmarge;2009;0.5;0.2;0.4;0.2;0.7;0.8;0.7;0.6;0.6;0.7;0.4;0.3;0.1;0.3;0.4;0.2;0.3;0.2;0.2
48;1080;Waarde;2008;22.4;2.4;13.9;2.3;20.9;38.6;22.9;14.0;17.8;25.7;5.6;4.8;1.8;5.2;10.1;4.8;4.0;4.4;2.5
49;1080;Waarde;2009;28.2;3.9;21.4;3.4;22.5;43.2;24.6;16.8;20.4;28.6;9.4;6.6;2.6;6.9;16.0;5.9;4.5;6.5;2.8
50;1080;Betrouwbaarheidsmarge;2008;3.0;1.0;2.5;1.0;2.8;3.4;3.0;2.5;2.9;3.1;1.7;1.9;1.0;1.3;2.0;1.5;1.5;1.4;1.2
51;1080;Betrouwbaarheidsmarge;2009;1.6;0.6;1.4;0.6;2.0;2.5;2.2;1.8;2.0;2.3;1.4;0.8;0.5;0.9;1.5;1.1;0.9;1.0;0.6
52;1050;Waarde;2008;18.8;2.2;9.8;0.9;7.7;26.7;11.4;9.6;10.0;15.7;3.7;2.5;;7.2;18.7;6.3;1.6;6.2;1.5
53;1050;Waarde;2009;20.3;2.5;14.2;1.7;8.5;28.1;14.2;11.5;11.2;17.4;6.1;3.7;0.8;7.1;23.7;4.9;1.4;7.2;2.0
54;1050;Betrouwbaarheidsmarge;2008;3.1;1.2;2.4;0.7;2.0;3.3;2.4;2.3;2.4;2.8;1.3;1.2;;2.0;3.0;1.9;0.9;1.8;0.9
55;1050;Betrouwbaarheidsmarge;2009;1.5;0.5;1.3;0.4;1.3;2.3;1.7;1.6;1.7;1.9;1.2;0.7;0.2;1.0;2.0;1.0;0.5;1.3;0.6
56;1010;Waarde;2008;28.4;2.1;16.1;2.1;30.2;50.2;25.1;14.5;21.9;31.8;5.8;4.6;1.4;4.3;6.0;4.8;1.7;4.1;3.2
57;1010;Waarde;2009;30.7;2.4;20.1;2.1;32.7;52.7;25.3;15.0;24.0;31.7;7.3;5.5;2.0;4.8;8.2;4.6;2.8;4.7;3.2
58;1010;Betrouwbaarheidsmarge;2008;1.7;0.6;1.4;0.6;1.6;1.7;1.5;1.3;1.5;1.7;0.9;0.9;0.4;0.8;0.8;0.9;0.5;0.8;0.7
59;1010;Betrouwbaarheidsmarge;2009;0.7;0.2;0.6;0.2;1.1;1.2;1.0;0.8;1.0;1.1;0.6;0.4;0.2;0.3;0.5;0.4;0.3;0.4;0.3
60;18710;Waarde;2008;27.6;4.2;17.3;3.9;16.0;36.1;18.5;18.8;18.7;23.2;9.7;5.4;2.5;7.1;13.7;7.3;3.5;7.5;6.4
61;18710;Waarde;2009;25.5;3.4;17.6;2.7;19.0;39.4;19.1;16.4;16.1;21.3;8.0;5.9;2.9;7.0;16.5;5.9;3.3;6.6;4.4
62;18710;Betrouwbaarheidsmarge;2008;3.1;1.6;2.5;1.8;3.7;4.4;4.0;4.5;4.2;4.6;3.8;1.6;0.8;1.4;2.3;2.8;1.6;2.1;2.3
63;18710;Betrouwbaarheidsmarge;2009;1.4;0.5;1.2;0.5;1.7;2.2;1.9;1.7;1.8;1.9;1.2;0.8;0.6;0.8;1.4;0.9;0.6;0.9;0.8
64;18718;Waarde;2008;22.6;2.3;14.9;1.9;19.1;38.5;21.9;15.0;15.0;21.5;5.9;4.8;1.8;6.2;9.8;4.3;3.2;4.5;2.6
65;18718;Waarde;2009;22.8;2.6;15.7;2.0;20.7;39.9;21.9;15.4;15.8;21.8;6.9;5.5;1.7;5.8;12.2;3.8;3.6;4.9;2.8
66;18718;Betrouwbaarheidsmarge;2008;1.3;0.4;1.2;0.5;1.4;1.7;1.5;1.3;1.3;1.5;0.9;0.7;0.5;0.7;1.0;0.7;0.7;0.7;0.6
67;18718;Betrouwbaarheidsmarge;2009;0.7;0.3;0.6;0.2;1.0;1.2;1.0;0.8;0.9;1.0;0.6;0.4;0.2;0.4;0.6;0.3;0.4;0.4;0.3
68;18750;Waarde;2008;26.1;2.1;15.0;1.6;26.1;46.4;23.9;13.8;18.6;27.1;4.9;5.3;1.5;4.9;6.9;3.6;4.2;3.9;2.2
69;18750;Waarde;2009;26.4;2.3;17.4;2.0;28.5;47.7;24.3;14.9;19.4;26.9;6.3;5.9;1.6;5.1;8.6;3.7;4.4;3.8;2.3
70;18750;Betrouwbaarheidsmarge;2008;1.2;0.3;0.9;0.3;1.5;1.6;1.4;1.2;1.3;1.5;0.7;0.6;0.3;0.5;0.7;0.6;0.7;0.5;0.4
71;18750;Betrouwbaarheidsmarge;2009;0.7;0.2;0.6;0.2;1.1;1.2;1.0;0.8;0.9;1.0;0.5;0.4;0.2;0.4;0.5;0.4;0.4;0.3;0.3
72;18800;Waarde;2008;30.1;1.5;17.3;1.5;25.3;48.3;23.8;12.8;20.9;31.6;5.4;6.4;1.0;5.1;6.2;3.5;3.2;2.7;1.9
73;18800;Waarde;2009;28.4;1.6;18.3;1.7;29.4;52.3;26.1;15.5;23.4;32.9;5.8;5.6;1.2;4.7;7.2;3.5;4.1;3.5;1.5
74;18800;Betrouwbaarheidsmarge;2008;1.6;0.4;1.3;0.4;1.8;2.0;1.7;1.4;1.7;1.9;1.0;0.9;0.2;0.7;0.9;0.7;0.6;0.5;0.6
75;18800;Betrouwbaarheidsmarge;2009;0.9;0.2;0.8;0.2;1.2;1.4;1.2;1.0;1.2;1.3;0.6;0.4;0.2;0.4;0.6;0.5;0.5;0.4;0.3
76;18810;Waarde;2008;29.2;1.5;16.8;1.3;26.6;49.7;22.7;10.8;23.3;33.8;4.1;4.2;1.0;4.1;5.9;3.8;3.1;2.9;1.6
77;18810;Waarde;2009;30.3;1.9;18.0;1.6;29.4;51.6;25.3;13.7;26.4;33.3;6.6;6.6;1.4;4.8;6.2;2.8;3.4;3.2;1.6
78;18810;Betrouwbaarheidsmarge;2008;2.1;0.5;1.6;0.5;2.6;3.1;2.4;1.8;2.4;2.8;1.3;0.8;0.4;0.7;1.0;1.0;0.9;0.8;1.0
79;18810;Betrouwbaarheidsmarge;2009;1.4;0.4;1.1;0.3;2.1;2.4;2.1;1.7;2.1;2.2;1.2;0.8;0.3;0.6;0.8;0.4;0.6;0.7;0.4
80;12600;Waarde;2008;24.5;1.8;13.9;1.4;22.2;43.0;21.5;12.5;16.5;24.7;4.5;4.2;1.1;4.9;7.6;3.2;2.5;3.3;1.9
81;12600;Waarde;2009;25.2;2.0;16.3;1.7;25.1;45.6;23.0;14.4;18.6;25.8;6.0;5.1;1.4;5.0;9.5;3.6;3.3;3.8;2.1
82;12600;Betrouwbaarheidsmarge;2008;0.7;0.2;0.5;0.2;0.8;0.9;0.8;0.6;0.7;0.8;0.4;0.3;0.1;0.3;0.4;0.3;0.3;0.3;0.2
83;12600;Betrouwbaarheidsmarge;2009;0.4;0.1;0.4;0.1;0.6;0.7;0.6;0.5;0.5;0.6;0.3;0.2;0.1;0.2;0.3;0.2;0.2;0.2;0.2
84;12650;Waarde;2008;29.5;3.5;20.0;3.2;25.9;45.4;25.4;16.2;23.3;30.9;6.8;7.4;2.6;7.3;11.0;6.3;5.9;5.9;3.9
85;12650;Waarde;2009;25.1;2.0;16.9;1.6;22.6;44.0;23.9;16.2;20.1;28.8;6.6;5.0;1.6;4.7;11.0;3.7;2.9;5.0;2.4
86;12650;Betrouwbaarheidsmarge;2008;2.3;0.7;2.0;0.8;2.9;3.2;2.9;2.3;2.9;3.1;1.5;1.1;0.6;1.0;1.4;1.3;1.1;1.0;1.1
87;12650;Betrouwbaarheidsmarge;2009;2.2;0.5;1.7;0.5;2.9;3.5;3.4;2.8;3.1;3.5;1.8;1.1;0.6;0.9;1.6;0.9;1.2;1.6;0.8
88;13000;Waarde;2008;27.2;2.7;19.9;2.8;23.2;43.1;25.8;18.0;20.4;30.0;8.9;9.3;2.7;7.1;10.0;6.9;8.0;6.4;4.5
89;13000;Waarde;2009;31.7;5.6;23.6;4.8;26.4;45.2;25.1;19.4;24.1;30.4;12.2;12.6;4.6;8.3;14.7;7.0;10.1;8.0;5.0
90;13000;Betrouwbaarheidsmarge;2008;2.8;0.9;2.5;1.0;3.0;3.6;3.1;2.7;2.8;3.3;2.1;1.9;1.0;1.6;1.8;1.8;2.1;1.7;1.5
91;13000;Betrouwbaarheidsmarge;2009;1.4;0.6;1.3;0.5;2.4;2.7;2.3;2.1;2.3;2.5;1.7;1.0;0.6;0.7;1.2;0.8;1.1;0.8;0.7
92;21140;Waarde;2008;25.7;2.1;15.4;1.7;22.6;43.6;22.5;13.6;17.7;26.1;5.3;5.1;1.5;5.5;8.3;4.0;3.6;4.0;2.4
93;21140;Waarde;2009;25.9;2.3;17.0;2.0;25.1;45.8;23.1;15.1;19.3;26.4;6.6;5.8;1.6;5.3;10.1;4.0;4.0;4.3;2.4
94;21140;Betrouwbaarheidsmarge;2008;0.7;0.2;0.6;0.2;0.8;0.9;0.8;0.7;0.7;0.8;0.4;0.4;0.2;0.3;0.4;0.4;0.4;0.3;0.3
95;21140;Betrouwbaarheidsmarge;2009;0.4;0.1;0.3;0.1;0.6;0.6;0.6;0.5;0.5;0.6;0.3;0.2;0.1;0.2;0.3;0.2;0.2;0.2;0.2
96;21100;Waarde;2008;19.9;3.4;15.5;2.8;24.1;32.1;20.9;12.5;16.5;22.3;4.9;10.0;3.3;6.0;5.8;4.0;3.3;4.1;2.7
97;21100;Waarde;2009;24.0;3.8;17.1;3.2;27.3;36.1;26.1;11.9;16.6;22.3;7.7;8.6;4.0;6.1;8.0;3.3;4.6;2.9;2.8
98;21100;Betrouwbaarheidsmarge;2008;3.5;1.2;3.1;1.2;4.7;5.3;4.9;3.7;4.7;5.0;2.2;2.8;1.1;1.9;2.2;2.1;1.4;1.9;1.5
99;21100;Betrouwbaarheidsmarge;2009;2.7;1.1;2.3;0.9;4.1;4.5;4.2;2.9;3.7;4.1;2.7;1.7;1.3;1.7;2.2;1.0;1.4;0.8;1.2
100;21110;Waarde;2008;17.5;3.8;13.2;2.3;29.1;31.8;28.1;13.6;20.7;24.6;3.0;9.8;4.0;4.3;7.1;8.1;4.6;7.5;
101;21110;Waarde;2009;27.3;5.5;19.7;4.0;34.1;39.3;26.4;12.7;20.3;23.5;13.1;8.4;4.6;7.6;6.3;3.9;5.0;4.3;2.7
102;21110;Betrouwbaarheidsmarge;2008;6.7;2.4;5.2;1.4;10.0;11.3;11.0;7.9;11.3;11.3;2.6;4.5;1.9;1.8;5.3;6.2;3.7;5.4;
103;21110;Betrouwbaarheidsmarge;2009;5.3;2.6;4.5;1.7;8.1;8.5;7.4;6.2;8.3;7.9;7.4;2.9;2.2;4.2;2.4;2.1;2.2;2.1;2.0
104;21130;Waarde;2008;16.6;2.9;16.3;3.1;25.2;30.8;24.9;13.6;25.3;30.5;8.1;10.6;1.8;6.9;8.9;5.5;2.7;5.1;4.8
105;21130;Waarde;2009;26.9;3.6;17.5;2.2;28.0;41.2;27.0;12.4;19.0;23.4;8.7;6.7;4.3;10.2;9.7;4.8;5.1;2.8;4.7
106;21130;Betrouwbaarheidsmarge;2008;6.4;1.8;6.6;2.6;9.7;12.0;12.2;7.3;12.7;12.6;6.2;6.2;1.1;5.3;6.1;4.9;1.8;4.7;4.8
107;21130;Betrouwbaarheidsmarge;2009;5.9;2.4;4.8;1.2;8.0;8.7;8.0;4.8;6.7;7.8;5.0;2.0;2.4;4.8;3.4;3.0;3.4;1.2;3.7
108;21120;Waarde;2008;21.3;1.7;14.9;1.5;26.0;35.5;17.0;9.2;13.6;20.7;4.4;11.1;2.0;5.5;4.3;1.1;2.6;1.2;1.9
109;21120;Waarde;2009;20.1;4.2;14.1;2.9;23.5;30.8;27.5;11.5;16.2;18.8;3.9;11.0;3.7;4.4;8.3;2.1;3.5;1.9;1.4
110;21120;Betrouwbaarheidsmarge;2008;5.7;1.2;4.7;1.2;8.5;8.3;6.8;4.7;5.3;6.9;2.9;5.3;1.7;2.6;2.0;0.7;1.5;0.6;1.5
111;21120;Betrouwbaarheidsmarge;2009;4.4;2.6;3.5;1.9;7.0;7.7;7.9;5.3;6.5;6.7;2.2;4.4;2.4;2.2;6.3;1.0;2.8;0.8;0.8
112;21150;Waarde;2008;19.5;1.5;14.8;1.9;26.1;28.4;28.4;6.8;18.5;21.3;3.6;5.6;3.7;4.7;;7.6;1.1;;
113;21150;Waarde;2009;25.4;4.3;20.6;2.9;28.6;32.1;22.0;7.6;15.6;20.2;6.1;7.1;5.0;6.2;8.4;3.2;4.5;2.6;2.1
114;21150;Betrouwbaarheidsmarge;2008;8.4;1.3;6.9;1.6;11.1;12.3;12.9;4.1;11.6;11.8;3.3;3.7;2.6;2.4;;7.3;1.0;;
115;21150;Betrouwbaarheidsmarge;2009;5.8;2.8;5.6;1.6;8.4;8.4;7.1;3.6;5.9;6.7;4.7;2.3;3.3;3.7;6.5;1.6;2.6;1.3;1.6
