ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
2103;Lease zakelijke bestelauto's;2015 2e kwartaal;100.5;-0.3;-1.3;20.1;101.6;0.7;-3.7;22.3
2104;Lease zakelijke bestelauto's;2015 3e kwartaal;99.8;-0.6;-2.1;20.1;99.3;-2.3;-5.8;22.3
2105;Lease zakelijke bestelauto's;2015 4e kwartaal;98.9;-0.9;-3.6;20.1;98.2;-1.1;-5.6;22.3
2106;Lease zakelijke bestelauto's;2015;100.0;;-2.2;20.1;100.0;;-5.0;22.3
2107;Lease zakelijke bestelauto's;2016 1e kwartaal;100.5;1.6;-0.3;20.1;96.9;-1.3;-4.0;22.3
2108;Lease zakelijke bestelauto's;2016 2e kwartaal;101.0;0.5;0.5;20.1;97.7;0.8;-3.9;22.3
2109;Lease zakelijke bestelauto's;2016 3e kwartaal;100.7;-0.3;0.8;20.1;97.3;-0.4;-2.0;22.3
2110;Lease zakelijke bestelauto's;2016 4e kwartaal;100.8;0.1;1.9;20.1;98.6;1.4;0.5;22.3
2111;Lease zakelijke bestelauto's;2016;100.7;;0.7;20.1;97.6;;-2.4;22.3
2112;Lease zakelijke bestelauto's;2017 1e kwartaal;101.0;0.3;0.5;20.1;99.6;1.0;2.8;22.3
2113;Lease zakelijke bestelauto's;2017 2e kwartaal;100.8;-0.3;-0.2;20.1;98.8;-0.8;1.2;22.3
2114;Lease zakelijke bestelauto's;2017 3e kwartaal;100.1;-0.7;-0.6;20.1;98.2;-0.7;0.9;22.3
2115;Lease zakelijke bestelauto's;2017 4e kwartaal;101.4;1.3;0.6;20.1;99.8;1.7;1.2;22.3
2116;Lease zakelijke bestelauto's;2017;100.8;;0.1;20.1;99.1;;1.5;22.3
2117;Lease zakelijke bestelauto's;2018 1e kwartaal;100.7;-0.7;-0.4;20.1;99.8;0.0;0.2;22.3
2118;Lease zakelijke bestelauto's;2018 2e kwartaal;100.2;-0.5;-0.6;20.1;101.3;1.5;2.5;22.3
2119;Lease zakelijke bestelauto's;2018 3e kwartaal;99.4;-0.8;-0.7;20.1;100.7;-0.6;2.6;22.3
2120;Lease zakelijke bestelauto's;2018 4e kwartaal;100.5;1.1;-0.9;20.1;102.2;1.5;2.5;22.3
2121;Lease zakelijke bestelauto's;2018;100.2;;-0.6;20.1;101.0;;1.9;22.3
2122;Lease zakelijke bestelauto's;2019 1e kwartaal;102.6;2.2;2.0;20.1;102.4;0.2;2.7;22.3
2123;Lease zakelijke bestelauto's;2019 2e kwartaal;102.5;-0.1;2.3;20.1;102.5;0.1;1.2;22.3
2124;Lease zakelijke bestelauto's;2019 3e kwartaal;101.7;-0.7;2.4;20.1;101.3;-1.1;0.6;22.3
2125;Lease zakelijke bestelauto's;2019 4e kwartaal;104.9;3.1;4.4;20.1;104.5;3.2;2.2;22.3
2126;Lease zakelijke bestelauto's;2019;102.9;;2.7;20.1;102.7;;1.7;22.3
2127;Lease zakelijke bestelauto's;2020 1e kwartaal;106.2;1.3;3.5;20.1;105.6;1.1;3.1;22.3
2128;Lease zakelijke bestelauto's;2020 2e kwartaal;107.1;0.8;4.5;20.1;103.3;-2.2;0.8;22.3
2129;Lease zakelijke bestelauto's;2020 3e kwartaal;106.5;-0.6;4.7;20.1;102.8;-0.5;1.5;22.3
2130;Lease zakelijke bestelauto's;2020 4e kwartaal;105.6;-0.9;0.6;20.1;101.4;-1.4;-3.0;22.3
2131;Lease zakelijke bestelauto's;2020;106.3;;3.3;20.1;103.3;;0.6;22.3
2132;Lease zakelijke bestelauto's;2021 1e kwartaal;108.2;2.5;1.9;20.1;105.5;4.1;-0.1;22.3
2133;Lease zakelijke bestelauto's;2021 2e kwartaal;108.3;0.0;1.1;20.1;108.3;2.6;4.8;22.3
2134;Lease zakelijke bestelauto's;2021 3e kwartaal;108.5;0.2;1.9;20.1;109.9;1.5;6.9;22.3
2135;Lease zakelijke bestelauto's;2021 4e kwartaal;110.7;2.1;4.9;20.1;116.5;6.0;14.9;22.3
2136;Lease zakelijke bestelauto's;2021;108.9;;2.4;20.1;110.1;;6.6;22.3
2137;Lease zakelijke bestelauto's;2022 1e kwartaal;113.8;2.8;5.1;20.1;120.8;3.7;14.4;22.3
2138;Lease zakelijke bestelauto's;2022 2e kwartaal;119.0;4.6;9.9;20.1;129.8;7.5;19.8;22.3
2139;Lease zakelijke bestelauto's;2022 3e kwartaal;123.1;3.5;13.5;20.1;133.3;2.6;21.2;22.3
2140;Lease zakelijke bestelauto's;2022 4e kwartaal;128.0;4.0;15.7;20.1;138.5;4.0;18.9;22.3
2141;Lease zakelijke bestelauto's;2022;121.0;;11.1;20.1;130.6;;18.7;22.3
2142;Lease zakelijke bestelauto's;2023 1e kwartaal;133.2;4.0;17.1;20.1;136.2;-1.7;12.7;22.3
2143;Lease zakelijke bestelauto's;2023 2e kwartaal;132.2;-0.8;11.1;20.1;131.0;-3.8;0.9;22.3
2144;Lease zakelijke bestelauto's;2023 3e kwartaal;132.5;0.2;7.6;20.1;135.3;3.3;1.6;22.3
2145;Lease zakelijke bestelauto's;2023 4e kwartaal;131.9;-0.5;3.0;20.1;137.2;1.4;-1.0;22.3
2146;Lease zakelijke bestelauto's;2023;132.4;;9.5;20.1;134.9;;3.3;22.3
2147;Bestelauto's: licht;2001 3e kwartaal;;;;;;;;
2148;Bestelauto's: licht;2001 4e kwartaal;;;;;;;;
2149;Bestelauto's: licht;2001;;;;;;;;
2150;Bestelauto's: licht;2002 1e kwartaal;;;;;;;;
2151;Bestelauto's: licht;2002 2e kwartaal;;;;;;;;
2152;Bestelauto's: licht;2002 3e kwartaal;;;;;;;;
2153;Bestelauto's: licht;2002 4e kwartaal;;;;;;;;
2154;Bestelauto's: licht;2002;;;;;;;;
2155;Bestelauto's: licht;2003 1e kwartaal;;;;;;;;
2156;Bestelauto's: licht;2003 2e kwartaal;;;;;;;;
2157;Bestelauto's: licht;2003 3e kwartaal;;;;;;;;
2158;Bestelauto's: licht;2003 4e kwartaal;;;;;;;;
2159;Bestelauto's: licht;2003 ;;;;;;;;
2160;Bestelauto's: licht;2004 1e kwartaal;;;;;;;;
2161;Bestelauto's: licht;2004 2e kwartaal;;;;;;;;
2162;Bestelauto's: licht;2004 3e kwartaal;;;;;;;;
2163;Bestelauto's: licht;2004 4e kwartaal;;;;;;;;
2164;Bestelauto's: licht;2004;;;;;;;;
2165;Bestelauto's: licht;2005 1e kwartaal;;;;;;;;
2166;Bestelauto's: licht;2005 2e kwartaal;;;;;;;;
2167;Bestelauto's: licht;2005 3e kwartaal;;;;;;;;
2168;Bestelauto's: licht;2005 4e kwartaal;;;;;;;;
2169;Bestelauto's: licht;2005;;;;;;;;
2170;Bestelauto's: licht;2006 1e kwartaal;;;;;;;;
2171;Bestelauto's: licht;2006 2e kwartaal;;;;;;;;
2172;Bestelauto's: licht;2006 3e kwartaal;;;;;;;;
2173;Bestelauto's: licht;2006 4e kwartaal;;;;;;;;
2174;Bestelauto's: licht;2006;;;;;;;;
2175;Bestelauto's: licht;2007 1e kwartaal;;;;;;;;
2176;Bestelauto's: licht;2007 2e kwartaal;;;;;;;;
2177;Bestelauto's: licht;2007 3e kwartaal;;;;;;;;
2178;Bestelauto's: licht;2007 4e kwartaal;;;;;;;;
2179;Bestelauto's: licht;2007;;;;;;;;
2180;Bestelauto's: licht;2008 1e kwartaal;;;;;;;;
2181;Bestelauto's: licht;2008 2e kwartaal;;;;;;;;
2182;Bestelauto's: licht;2008 3e kwartaal;;;;;;;;
2183;Bestelauto's: licht;2008 4e kwartaal;;;;;;;;
2184;Bestelauto's: licht;2008;;;;;;;;
2185;Bestelauto's: licht;2009 1e kwartaal;;;;;;;;
2186;Bestelauto's: licht;2009 2e kwartaal;;;;;;;;
2187;Bestelauto's: licht;2009 3e kwartaal;;;;;;;;
2188;Bestelauto's: licht;2009 4e kwartaal;;;;;;;;
2189;Bestelauto's: licht;2009;;;;;;;;
2190;Bestelauto's: licht;2010 1e kwartaal;;;;;;;;
2191;Bestelauto's: licht;2010 2e kwartaal;;;;;;;;
2192;Bestelauto's: licht;2010 3e kwartaal;97.0;;;;97.1;;;
2193;Bestelauto's: licht;2010 4e kwartaal;96.9;-0.1;;;97.9;0.9;;
2194;Bestelauto's: licht;2010;;;;;;;;
2195;Bestelauto's: licht;2011 1e kwartaal;98.8;2.0;;;101.4;3.6;;
2196;Bestelauto's: licht;2011 2e kwartaal;99.0;0.2;;;103.1;1.7;;
2197;Bestelauto's: licht;2011 3e kwartaal;98.9;-0.1;2.0;;102.5;-0.6;5.6;
2198;Bestelauto's: licht;2011 4e kwartaal;99.1;0.2;2.3;;103.5;1.0;5.8;
2199;Bestelauto's: licht;2011;99.0;;;;102.6;;;
2200;Bestelauto's: licht;2012 1e kwartaal;99.7;0.5;0.9;;105.1;1.5;3.6;
2201;Bestelauto's: licht;2012 2e kwartaal;100.2;0.5;1.2;;105.2;0.1;2.0;
2202;Bestelauto's: licht;2012 3e kwartaal;99.8;-0.4;0.9;;105.3;0.1;2.7;
2203;Bestelauto's: licht;2012 4e kwartaal;99.4;-0.3;0.3;;105.3;0.0;1.7;
2204;Bestelauto's: licht;2012;99.8;;0.8;;105.2;;2.5;
2205;Bestelauto's: licht;2013 1e kwartaal;101.0;1.6;1.3;;106.1;0.7;0.9;
2206;Bestelauto's: licht;2013 2e kwartaal;101.1;0.1;0.9;;104.8;-1.2;-0.4;
2207;Bestelauto's: licht;2013 3e kwartaal;101.7;0.6;1.9;;105.5;0.7;0.2;
2208;Bestelauto's: licht;2013 4e kwartaal;101.1;-0.5;1.7;;104.4;-1.1;-0.9;
2209;Bestelauto's: licht;2013;101.2;;1.5;;105.2;;0.0;
2210;Bestelauto's: licht;2014 1e kwartaal;101.4;0.3;0.4;;105.0;0.6;-1.0;
2211;Bestelauto's: licht;2014 2e kwartaal;100.7;-0.7;-0.4;;104.5;-0.5;-0.3;
2212;Bestelauto's: licht;2014 3e kwartaal;101.2;0.5;-0.5;;104.7;0.2;-0.8;
2213;Bestelauto's: licht;2014 4e kwartaal;101.7;0.5;0.6;;103.4;-1.2;-0.9;
2214;Bestelauto's: licht;2014;101.3;;0.0;;104.4;;-0.8;
2215;Bestelauto's: licht;2015 1e kwartaal;100.0;-1.7;-1.4;4.8;100.3;-3.0;-4.5;5.3
2216;Bestelauto's: licht;2015 2e kwartaal;99.9;-0.1;-0.8;4.8;101.1;0.8;-3.2;5.3
2217;Bestelauto's: licht;2015 3e kwartaal;100.0;0.2;-1.2;4.8;99.8;-1.3;-4.7;5.3
2218;Bestelauto's: licht;2015 4e kwartaal;100.0;0.0;-1.6;4.8;98.8;-1.0;-4.5;5.3
2219;Bestelauto's: licht;2015;100.0;;-1.2;4.8;100.0;;-4.2;5.3
2220;Bestelauto's: licht;2016 1e kwartaal;101.0;1.0;1.0;4.8;97.0;-1.8;-3.3;5.3
2221;Bestelauto's: licht;2016 2e kwartaal;101.0;0.0;1.1;4.8;97.7;0.7;-3.4;5.3
2222;Bestelauto's: licht;2016 3e kwartaal;100.6;-0.4;0.6;4.8;96.8;-1.0;-3.0;5.3
2223;Bestelauto's: licht;2016 4e kwartaal;100.4;-0.2;0.3;4.8;97.8;1.1;-1.0;5.3
2224;Bestelauto's: licht;2016;100.7;;0.7;4.8;97.3;;-2.7;5.3
2225;Bestelauto's: licht;2017 1e kwartaal;101.5;1.1;0.5;4.8;99.9;2.1;3.0;5.3
2226;Bestelauto's: licht;2017 2e kwartaal;101.2;-0.2;0.2;4.8;98.8;-1.1;1.1;5.3
2227;Bestelauto's: licht;2017 3e kwartaal;101.9;0.7;1.3;4.8;98.9;0.1;2.2;5.3
2228;Bestelauto's: licht;2017 4e kwartaal;102.7;0.8;2.4;4.8;100.1;1.2;2.3;5.3
2229;Bestelauto's: licht;2017;101.8;;1.1;4.8;99.4;;2.2;5.3
2230;Bestelauto's: licht;2018 1e kwartaal;102.6;-0.2;1.1;4.8;100.5;0.5;0.6;5.3
2231;Bestelauto's: licht;2018 2e kwartaal;101.4;-1.1;0.2;4.8;102.1;1.5;3.3;5.3
2232;Bestelauto's: licht;2018 3e kwartaal;100.6;-0.8;-1.3;4.8;101.5;-0.6;2.6;5.3
2233;Bestelauto's: licht;2018 4e kwartaal;102.3;1.7;-0.5;4.8;103.2;1.7;3.2;5.3
2234;Bestelauto's: licht;2018;101.7;;-0.1;4.8;101.8;;2.4;5.3
2235;Bestelauto's: licht;2019 1e kwartaal;103.9;1.6;1.3;4.8;103.0;-0.2;2.5;5.3
2236;Bestelauto's: licht;2019 2e kwartaal;103.3;-0.6;1.9;4.8;103.5;0.5;1.4;5.3
2237;Bestelauto's: licht;2019 3e kwartaal;102.6;-0.7;2.0;4.8;102.7;-0.8;1.2;5.3
2238;Bestelauto's: licht;2019 4e kwartaal;106.2;3.5;3.9;4.8;105.9;3.1;2.6;5.3
2239;Bestelauto's: licht;2019;104.0;;2.3;4.8;103.8;;1.9;5.3
2240;Bestelauto's: licht;2020 1e kwartaal;108.0;1.7;4.0;4.8;107.2;1.2;4.0;5.3
2241;Bestelauto's: licht;2020 2e kwartaal;109.2;1.1;5.7;4.8;105.4;-1.7;1.7;5.3
2242;Bestelauto's: licht;2020 3e kwartaal;108.7;-0.5;5.9;4.8;104.3;-1.0;1.6;5.3
2243;Bestelauto's: licht;2020 4e kwartaal;108.3;-0.4;1.9;4.8;104.6;0.3;-1.2;5.3
2244;Bestelauto's: licht;2020;108.5;;4.4;4.8;105.4;;1.5;5.3
2245;Bestelauto's: licht;2021 1e kwartaal;112.4;3.9;4.1;4.8;110.1;5.3;2.7;5.3
2246;Bestelauto's: licht;2021 2e kwartaal;112.4;0.0;2.9;4.8;112.3;2.0;6.6;5.3
2247;Bestelauto's: licht;2021 3e kwartaal;113.2;0.7;4.2;4.8;113.7;1.3;9.0;5.3
2248;Bestelauto's: licht;2021 4e kwartaal;115.2;1.8;6.5;4.8;121.0;6.3;15.6;5.3
2249;Bestelauto's: licht;2021;113.3;;4.4;4.8;114.3;;8.4;5.3
2250;Bestelauto's: licht;2022 1e kwartaal;118.5;2.8;5.4;4.8;124.5;2.9;13.0;5.3
2251;Bestelauto's: licht;2022 2e kwartaal;123.5;4.2;9.9;4.8;132.8;6.7;18.3;5.3
2252;Bestelauto's: licht;2022 3e kwartaal;128.7;4.2;13.7;4.8;136.1;2.5;19.6;5.3
2253;Bestelauto's: licht;2022 4e kwartaal;133.7;3.9;16.1;4.8;142.7;4.8;18.0;5.3
2254;Bestelauto's: licht;2022;126.1;;11.3;4.8;134.0;;17.3;5.3
2255;Bestelauto's: licht;2023 1e kwartaal;140.0;4.6;18.1;4.8;140.6;-1.5;12.9;5.3
2256;Bestelauto's: licht;2023 2e kwartaal;139.3;-0.5;12.8;4.8;135.4;-3.7;2.0;5.3
2257;Bestelauto's: licht;2023 3e kwartaal;139.7;0.3;8.6;4.8;139.9;3.3;2.8;5.3
2258;Bestelauto's: licht;2023 4e kwartaal;139.0;-0.5;3.9;4.8;141.4;1.0;-0.9;5.3
2259;Bestelauto's: licht;2023;139.5;;10.6;4.8;139.3;;4.0;5.3
2260;Bestelauto's: zwaar;2001 3e kwartaal;;;;;;;;
2261;Bestelauto's: zwaar;2001 4e kwartaal;;;;;;;;
2262;Bestelauto's: zwaar;2001;;;;;;;;
2263;Bestelauto's: zwaar;2002 1e kwartaal;;;;;;;;
2264;Bestelauto's: zwaar;2002 2e kwartaal;;;;;;;;
2265;Bestelauto's: zwaar;2002 3e kwartaal;;;;;;;;
2266;Bestelauto's: zwaar;2002 4e kwartaal;;;;;;;;
2267;Bestelauto's: zwaar;2002;;;;;;;;
2268;Bestelauto's: zwaar;2003 1e kwartaal;;;;;;;;
2269;Bestelauto's: zwaar;2003 2e kwartaal;;;;;;;;
2270;Bestelauto's: zwaar;2003 3e kwartaal;;;;;;;;
2271;Bestelauto's: zwaar;2003 4e kwartaal;;;;;;;;
2272;Bestelauto's: zwaar;2003 ;;;;;;;;
2273;Bestelauto's: zwaar;2004 1e kwartaal;;;;;;;;
2274;Bestelauto's: zwaar;2004 2e kwartaal;;;;;;;;
2275;Bestelauto's: zwaar;2004 3e kwartaal;;;;;;;;
2276;Bestelauto's: zwaar;2004 4e kwartaal;;;;;;;;
2277;Bestelauto's: zwaar;2004;;;;;;;;
2278;Bestelauto's: zwaar;2005 1e kwartaal;;;;;;;;
2279;Bestelauto's: zwaar;2005 2e kwartaal;;;;;;;;
2280;Bestelauto's: zwaar;2005 3e kwartaal;;;;;;;;
2281;Bestelauto's: zwaar;2005 4e kwartaal;;;;;;;;
2282;Bestelauto's: zwaar;2005;;;;;;;;
2283;Bestelauto's: zwaar;2006 1e kwartaal;;;;;;;;
2284;Bestelauto's: zwaar;2006 2e kwartaal;;;;;;;;
2285;Bestelauto's: zwaar;2006 3e kwartaal;;;;;;;;
2286;Bestelauto's: zwaar;2006 4e kwartaal;;;;;;;;
2287;Bestelauto's: zwaar;2006;;;;;;;;
2288;Bestelauto's: zwaar;2007 1e kwartaal;;;;;;;;
2289;Bestelauto's: zwaar;2007 2e kwartaal;;;;;;;;
2290;Bestelauto's: zwaar;2007 3e kwartaal;;;;;;;;
2291;Bestelauto's: zwaar;2007 4e kwartaal;;;;;;;;
2292;Bestelauto's: zwaar;2007;;;;;;;;
2293;Bestelauto's: zwaar;2008 1e kwartaal;;;;;;;;
2294;Bestelauto's: zwaar;2008 2e kwartaal;;;;;;;;
2295;Bestelauto's: zwaar;2008 3e kwartaal;;;;;;;;
2296;Bestelauto's: zwaar;2008 4e kwartaal;;;;;;;;
2297;Bestelauto's: zwaar;2008;;;;;;;;
2298;Bestelauto's: zwaar;2009 1e kwartaal;;;;;;;;
2299;Bestelauto's: zwaar;2009 2e kwartaal;;;;;;;;
2300;Bestelauto's: zwaar;2009 3e kwartaal;;;;;;;;
2301;Bestelauto's: zwaar;2009 4e kwartaal;;;;;;;;
2302;Bestelauto's: zwaar;2009;;;;;;;;
2303;Bestelauto's: zwaar;2010 1e kwartaal;;;;;;;;
2304;Bestelauto's: zwaar;2010 2e kwartaal;;;;;;;;
2305;Bestelauto's: zwaar;2010 3e kwartaal;99.3;;;;100.1;;;
2306;Bestelauto's: zwaar;2010 4e kwartaal;100.0;0.7;;;101.2;1.1;;
2307;Bestelauto's: zwaar;2010;;;;;;;;
2308;Bestelauto's: zwaar;2011 1e kwartaal;101.5;1.5;;;104.9;3.6;;
2309;Bestelauto's: zwaar;2011 2e kwartaal;102.0;0.5;;;106.2;1.3;;
2310;Bestelauto's: zwaar;2011 3e kwartaal;102.4;0.3;3.1;;106.4;0.2;6.3;
2311;Bestelauto's: zwaar;2011 4e kwartaal;102.4;0.0;2.4;;106.9;0.5;5.6;
2312;Bestelauto's: zwaar;2011;102.1;;;;106.1;;;
2313;Bestelauto's: zwaar;2012 1e kwartaal;102.1;-0.3;0.6;;107.3;0.3;2.3;
2314;Bestelauto's: zwaar;2012 2e kwartaal;102.6;0.5;0.5;;107.4;0.1;1.2;
2315;Bestelauto's: zwaar;2012 3e kwartaal;102.2;-0.4;-0.2;;107.6;0.2;1.1;
2316;Bestelauto's: zwaar;2012 4e kwartaal;102.2;0.0;-0.2;;107.8;0.2;0.8;
2317;Bestelauto's: zwaar;2012;102.3;;0.2;;107.5;;1.3;
2318;Bestelauto's: zwaar;2013 1e kwartaal;103.2;0.9;1.0;;108.2;0.4;0.9;
2319;Bestelauto's: zwaar;2013 2e kwartaal;102.8;-0.4;0.2;;106.8;-1.4;-0.6;
2320;Bestelauto's: zwaar;2013 3e kwartaal;103.1;0.3;0.9;;107.3;0.5;-0.3;
2321;Bestelauto's: zwaar;2013 4e kwartaal;102.2;-0.9;0.0;;105.6;-1.5;-2.0;
2322;Bestelauto's: zwaar;2013;102.8;;0.5;;107.0;;-0.5;
2323;Bestelauto's: zwaar;2014 1e kwartaal;102.9;0.7;-0.2;;106.4;0.7;-1.7;
2324;Bestelauto's: zwaar;2014 2e kwartaal;102.1;-0.8;-0.7;;105.9;-0.5;-0.8;
2325;Bestelauto's: zwaar;2014 3e kwartaal;102.2;0.2;-0.9;;105.6;-0.2;-1.5;
2326;Bestelauto's: zwaar;2014 4e kwartaal;102.9;0.7;0.7;;104.2;-1.4;-1.4;
2327;Bestelauto's: zwaar;2014;102.5;;-0.3;;105.5;;-1.4;
2328;Bestelauto's: zwaar;2015 1e kwartaal;101.0;-1.9;-1.9;15.3;101.1;-2.9;-5.0;17.0
2329;Bestelauto's: zwaar;2015 2e kwartaal;100.6;-0.4;-1.4;15.3;101.8;0.6;-3.9;17.0
2330;Bestelauto's: zwaar;2015 3e kwartaal;99.8;-0.9;-2.4;15.3;99.1;-2.6;-6.2;17.0
2331;Bestelauto's: zwaar;2015 4e kwartaal;98.6;-1.2;-4.2;15.3;98.0;-1.1;-5.9;17.0
2332;Bestelauto's: zwaar;2015;100.0;;-2.5;15.3;100.0;;-5.2;17.0
2333;Bestelauto's: zwaar;2016 1e kwartaal;100.3;1.8;-0.7;15.3;96.9;-1.2;-4.2;17.0
2334;Bestelauto's: zwaar;2016 2e kwartaal;101.0;0.7;0.3;15.3;97.7;0.8;-4.0;17.0
2335;Bestelauto's: zwaar;2016 3e kwartaal;100.7;-0.3;0.9;15.3;97.5;-0.2;-1.6;17.0
2336;Bestelauto's: zwaar;2016 4e kwartaal;100.9;0.2;2.4;15.3;98.9;1.5;0.9;17.0
2337;Bestelauto's: zwaar;2016;100.7;;0.7;15.3;97.7;;-2.3;17.0
2338;Bestelauto's: zwaar;2017 1e kwartaal;100.9;0.0;0.6;15.3;99.5;0.6;2.7;17.0
2339;Bestelauto's: zwaar;2017 2e kwartaal;100.6;-0.3;-0.4;15.3;98.8;-0.7;1.2;17.0
2340;Bestelauto's: zwaar;2017 3e kwartaal;99.5;-1.1;-1.2;15.3;97.9;-0.9;0.5;17.0
2341;Bestelauto's: zwaar;2017 4e kwartaal;101.0;1.4;0.1;15.3;99.7;1.8;0.8;17.0
2342;Bestelauto's: zwaar;2017;100.5;;-0.2;15.3;99.0;;1.3;17.0
2343;Bestelauto's: zwaar;2018 1e kwartaal;100.1;-0.9;-0.8;15.3;99.6;-0.1;0.0;17.0
2344;Bestelauto's: zwaar;2018 2e kwartaal;99.8;-0.2;-0.8;15.3;101.1;1.5;2.3;17.0
2345;Bestelauto's: zwaar;2018 3e kwartaal;99.0;-0.8;-0.5;15.3;100.5;-0.6;2.6;17.0
2346;Bestelauto's: zwaar;2018 4e kwartaal;99.9;0.9;-1.1;15.3;101.9;1.5;2.2;17.0
2347;Bestelauto's: zwaar;2018;99.7;;-0.8;15.3;100.8;;1.8;17.0
2348;Bestelauto's: zwaar;2019 1e kwartaal;102.2;2.3;2.2;15.3;102.3;0.3;2.7;17.0
2349;Bestelauto's: zwaar;2019 2e kwartaal;102.2;0.0;2.4;15.3;102.2;-0.1;1.1;17.0
2350;Bestelauto's: zwaar;2019 3e kwartaal;101.4;-0.7;2.5;15.3;100.9;-1.3;0.4;17.0
2351;Bestelauto's: zwaar;2019 4e kwartaal;104.5;3.0;4.6;15.3;104.1;3.2;2.1;17.0
2352;Bestelauto's: zwaar;2019;102.6;;2.9;15.3;102.3;;1.6;17.0
2353;Bestelauto's: zwaar;2020 1e kwartaal;105.6;1.1;3.4;15.3;105.2;1.0;2.8;17.0
2354;Bestelauto's: zwaar;2020 2e kwartaal;106.4;0.8;4.1;15.3;102.7;-2.3;0.5;17.0
2355;Bestelauto's: zwaar;2020 3e kwartaal;105.8;-0.6;4.2;15.3;102.3;-0.3;1.5;17.0
2356;Bestelauto's: zwaar;2020 4e kwartaal;104.7;-1.0;0.2;15.3;100.3;-2.0;-3.6;17.0
2357;Bestelauto's: zwaar;2020;105.6;;3.0;15.3;102.6;;0.3;17.0
2358;Bestelauto's: zwaar;2021 1e kwartaal;106.9;2.1;1.2;15.3;104.1;3.8;-1.0;17.0
2359;Bestelauto's: zwaar;2021 2e kwartaal;107.0;0.1;0.5;15.3;107.1;2.9;4.3;17.0
2360;Bestelauto's: zwaar;2021 3e kwartaal;107.0;0.0;1.2;15.3;108.7;1.5;6.2;17.0
2361;Bestelauto's: zwaar;2021 4e kwartaal;109.3;2.1;4.4;15.3;115.1;5.9;14.7;17.0
2362;Bestelauto's: zwaar;2021;107.5;;1.8;15.3;108.7;;6.0;17.0
2363;Bestelauto's: zwaar;2022 1e kwartaal;112.3;2.7;5.1;15.3;119.6;4.0;14.9;17.0
2364;Bestelauto's: zwaar;2022 2e kwartaal;117.6;4.7;9.9;15.3;128.9;7.7;20.4;17.0
2365;Bestelauto's: zwaar;2022 3e kwartaal;121.3;3.2;13.4;15.3;132.4;2.7;21.8;17.0
2366;Bestelauto's: zwaar;2022 4e kwartaal;126.3;4.1;15.5;15.3;137.2;3.7;19.2;17.0
2367;Bestelauto's: zwaar;2022;119.4;;11.0;15.3;129.5;;19.1;17.0
2368;Bestelauto's: zwaar;2023 1e kwartaal;131.1;3.8;16.8;15.3;134.8;-1.8;12.6;17.0
2369;Bestelauto's: zwaar;2023 2e kwartaal;129.9;-0.9;10.5;15.3;129.6;-3.8;0.5;17.0
2370;Bestelauto's: zwaar;2023 3e kwartaal;130.2;0.2;7.3;15.3;133.9;3.3;1.2;17.0
2371;Bestelauto's: zwaar;2023 4e kwartaal;129.6;-0.4;2.7;15.3;135.9;1.5;-1.0;17.0
2372;Bestelauto's: zwaar;2023;130.2;;9.1;15.3;133.5;;3.1;17.0
2373;Lease privéauto's;2001 3e kwartaal;;;;;;;;
2374;Lease privéauto's;2001 4e kwartaal;;;;;;;;
2375;Lease privéauto's;2001;;;;;;;;
2376;Lease privéauto's;2002 1e kwartaal;;;;;;;;
2377;Lease privéauto's;2002 2e kwartaal;;;;;;;;
2378;Lease privéauto's;2002 3e kwartaal;;;;;;;;
2379;Lease privéauto's;2002 4e kwartaal;;;;;;;;
2380;Lease privéauto's;2002;;;;;;;;
2381;Lease privéauto's;2003 1e kwartaal;;;;;;;;
2382;Lease privéauto's;2003 2e kwartaal;;;;;;;;
2383;Lease privéauto's;2003 3e kwartaal;;;;;;;;
2384;Lease privéauto's;2003 4e kwartaal;;;;;;;;
2385;Lease privéauto's;2003 ;;;;;;;;
2386;Lease privéauto's;2004 1e kwartaal;;;;;;;;
2387;Lease privéauto's;2004 2e kwartaal;;;;;;;;
2388;Lease privéauto's;2004 3e kwartaal;;;;;;;;
2389;Lease privéauto's;2004 4e kwartaal;;;;;;;;
2390;Lease privéauto's;2004;;;;;;;;
2391;Lease privéauto's;2005 1e kwartaal;;;;;;;;
2392;Lease privéauto's;2005 2e kwartaal;;;;;;;;
2393;Lease privéauto's;2005 3e kwartaal;;;;;;;;
2394;Lease privéauto's;2005 4e kwartaal;;;;;;;;
2395;Lease privéauto's;2005;;;;;;;;
2396;Lease privéauto's;2006 1e kwartaal;;;;;;;;
2397;Lease privéauto's;2006 2e kwartaal;;;;;;;;
2398;Lease privéauto's;2006 3e kwartaal;;;;;;;;
2399;Lease privéauto's;2006 4e kwartaal;;;;;;;;
2400;Lease privéauto's;2006;;;;;;;;
2401;Lease privéauto's;2007 1e kwartaal;;;;;;;;
2402;Lease privéauto's;2007 2e kwartaal;;;;;;;;
2403;Lease privéauto's;2007 3e kwartaal;;;;;;;;
2404;Lease privéauto's;2007 4e kwartaal;;;;;;;;
2405;Lease privéauto's;2007;;;;;;;;
2406;Lease privéauto's;2008 1e kwartaal;;;;;;;;
2407;Lease privéauto's;2008 2e kwartaal;;;;;;;;
2408;Lease privéauto's;2008 3e kwartaal;;;;;;;;
