ID;Geslacht;Geboorteplaats;Regio;Bewoners_1
714;Mannen;Geboren in een andere gem. in Nederland;Emmen;2797
715;Mannen;Geboren in een andere gem. in Nederland;Zwolle;4372
716;Mannen;Geboren in een andere gem. in Nederland;Amersfoort;6822
717;Mannen;Geboren in een andere gem. in Nederland;Kerkrade;1768
718;Mannen;Geboren in een andere gem. in Nederland;Deventer;4365
719;Mannen;Geboren in een andere gem. in Nederland;Hengelo (O.);3307
720;Mannen;Geboren in een andere gem. in Nederland;Zaandam;2948
721;Mannen;Geboren in een andere gem. in Nederland;Almelo;2898
722;Mannen;Geboren in een andere gem. in Nederland;Lonneker;3115
723;Mannen;Geboren in een andere gem. in Nederland;Ede;3408
724;Mannen;Geboren in een andere gem. in Nederland;Helder (Den);4013
725;Mannen;Geboren in een andere gem. in Nederland;Gouda;1564
726;Mannen;Geboren in een andere gem. in Nederland;Alkmaar;2309
727;Mannen;Geboren in een andere gem. in Nederland;Vlaardingen;852
728;Mannen;Geboren in een andere gem. in Nederland;Haarlemmermeer;3119
729;Mannen;Geboren in een andere gem. in Nederland;Helmond;1160
730;Mannen;Geboren in een andere gem. in Nederland;Bussum;2906
731;Mannen;Geboren in een andere gem. in Nederland;Zeist;3901
732;Mannen;Geboren in een andere gem. in Nederland;Rheden;1778
733;Mannen;Geboren in een andere gem. in Nederland;Venlo;1573
734;Mannen;Geboren in een andere gem. in Nederland;Roosendaal en Nispen;995
735;Mannen;Geboren in een andere gem. in Nederland;Vlissingen;2221
736;Mannen;Geboren in een andere gem. in Nederland;Bergen op Zoom;1895
737;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Nederland;15176
738;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Groningen (provincie);176
739;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Friesland;86
740;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Drenthe;68
741;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Overijssel;323
742;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gelderland;1316
743;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Utrecht (provincie);1136
744;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Noord-Holland;3692
745;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Zuid-Holland;7339
746;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Zeeland;141
747;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Noord-Brabant;641
748;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Limburg;258
749;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met meer dan 100000 inwoners;8535
750;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 50001 - 100000 inwoners;2030
751;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 20001 - 50000 inwoners;1544
752;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 10001 - 20000 inwoners;1832
753;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 5001 - 10000 inwoners;796
754;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 2001 - 5000 inwoners;349
755;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 1001 - 2000 inwoners;65
756;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 501 - 1000 inwoners;25
757;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gemeenten met 500 of minder inwoners;0
758;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Amsterdam;1855
759;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Rotterdam;584
760;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;'s-Gravenhage;5102
761;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Utrecht;412
762;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Haarlem;492
763;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Groningen;90
764;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Eindhoven;102
765;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Nijmegen;400
766;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Tilburg;38
767;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Arnhem;179
768;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Leiden;376
769;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Maastricht;61
770;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Apeldoorn;149
771;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Hilversum;353
772;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Dordrecht;96
773;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Schiedam;36
774;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Enschede;23
775;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Delft;217
776;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Leeuwarden;29
777;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Heerlen;34
778;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Breda;203
779;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;'s-Hertogenbosch;25
780;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Velsen;48
781;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Emmen;5
782;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Zwolle;22
783;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Amersfoort;191
784;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Kerkrade;14
785;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Deventer;162
786;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Hengelo (O.);26
787;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Zaandam;11
788;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Almelo;7
789;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Lonneker;8
790;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Ede;54
791;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Helder (Den);130
792;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Gouda;20
793;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Alkmaar;28
794;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Vlaardingen;7
795;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Haarlemmermeer;1
796;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Helmond;13
797;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Bussum;180
798;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Zeist;171
799;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Rheden;50
800;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Venlo;21
801;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Roosendaal en Nispen;6
802;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Vlissingen;63
803;Mannen;Geb. in Ned.-Indië, Suriname of Curaçao;Bergen op Zoom;15
804;Mannen;Geboren in het buitenland;Nederland;98946
805;Mannen;Geboren in het buitenland;Groningen (provincie);1826
806;Mannen;Geboren in het buitenland;Friesland;1212
807;Mannen;Geboren in het buitenland;Drenthe;906
808;Mannen;Geboren in het buitenland;Overijssel;5349
809;Mannen;Geboren in het buitenland;Gelderland;8186
810;Mannen;Geboren in het buitenland;Utrecht (provincie);2369
811;Mannen;Geboren in het buitenland;Noord-Holland;14741
812;Mannen;Geboren in het buitenland;Zuid-Holland;16017
813;Mannen;Geboren in het buitenland;Zeeland;3504
814;Mannen;Geboren in het buitenland;Noord-Brabant;9756
815;Mannen;Geboren in het buitenland;Limburg;35080
816;Mannen;Geboren in het buitenland;Gemeenten met meer dan 100000 inwoners;25277
817;Mannen;Geboren in het buitenland;Gemeenten met 50001 - 100000 inwoners;11558
818;Mannen;Geboren in het buitenland;Gemeenten met 20001 - 50000 inwoners;18950
819;Mannen;Geboren in het buitenland;Gemeenten met 10001 - 20000 inwoners;16653
820;Mannen;Geboren in het buitenland;Gemeenten met 5001 - 10000 inwoners;11297
821;Mannen;Geboren in het buitenland;Gemeenten met 2001 - 5000 inwoners;11421
822;Mannen;Geboren in het buitenland;Gemeenten met 1001 - 2000 inwoners;3127
823;Mannen;Geboren in het buitenland;Gemeenten met 501 - 1000 inwoners;538
824;Mannen;Geboren in het buitenland;Gemeenten met 500 of minder inwoners;125
825;Mannen;Geboren in het buitenland;Amsterdam;10220
826;Mannen;Geboren in het buitenland;Rotterdam;7084
827;Mannen;Geboren in het buitenland;'s-Gravenhage;5088
828;Mannen;Geboren in het buitenland;Utrecht;1072
829;Mannen;Geboren in het buitenland;Haarlem;1046
830;Mannen;Geboren in het buitenland;Groningen;767
831;Mannen;Geboren in het buitenland;Eindhoven;2633
832;Mannen;Geboren in het buitenland;Nijmegen;1568
833;Mannen;Geboren in het buitenland;Tilburg;916
834;Mannen;Geboren in het buitenland;Arnhem;1130
835;Mannen;Geboren in het buitenland;Leiden;356
836;Mannen;Geboren in het buitenland;Maastricht;1446
837;Mannen;Geboren in het buitenland;Apeldoorn;488
838;Mannen;Geboren in het buitenland;Hilversum;587
839;Mannen;Geboren in het buitenland;Dordrecht;561
840;Mannen;Geboren in het buitenland;Schiedam;471
841;Mannen;Geboren in het buitenland;Enschede;1144
842;Mannen;Geboren in het buitenland;Delft;258
843;Mannen;Geboren in het buitenland;Leeuwarden;281
844;Mannen;Geboren in het buitenland;Heerlen;6316
845;Mannen;Geboren in het buitenland;Breda;481
846;Mannen;Geboren in het buitenland;'s-Hertogenbosch;386
847;Mannen;Geboren in het buitenland;Velsen;404
848;Mannen;Geboren in het buitenland;Emmen;357
849;Mannen;Geboren in het buitenland;Zwolle;206
850;Mannen;Geboren in het buitenland;Amersfoort;245
851;Mannen;Geboren in het buitenland;Kerkrade;4500
852;Mannen;Geboren in het buitenland;Deventer;315
853;Mannen;Geboren in het buitenland;Hengelo (O.);673
854;Mannen;Geboren in het buitenland;Zaandam;187
855;Mannen;Geboren in het buitenland;Almelo;436
856;Mannen;Geboren in het buitenland;Lonneker;785
857;Mannen;Geboren in het buitenland;Ede;112
858;Mannen;Geboren in het buitenland;Helder (Den);147
859;Mannen;Geboren in het buitenland;Gouda;110
860;Mannen;Geboren in het buitenland;Alkmaar;169
861;Mannen;Geboren in het buitenland;Vlaardingen;134
862;Mannen;Geboren in het buitenland;Haarlemmermeer;84
863;Mannen;Geboren in het buitenland;Helmond;357
864;Mannen;Geboren in het buitenland;Bussum;241
865;Mannen;Geboren in het buitenland;Zeist;179
866;Mannen;Geboren in het buitenland;Rheden;204
867;Mannen;Geboren in het buitenland;Venlo;924
868;Mannen;Geboren in het buitenland;Roosendaal en Nispen;257
869;Mannen;Geboren in het buitenland;Vlissingen;278
870;Mannen;Geboren in het buitenland;Bergen op Zoom;182
871;Mannen;Geboorteplaats onbekend;Nederland;101
872;Mannen;Geboorteplaats onbekend;Groningen (provincie);8
873;Mannen;Geboorteplaats onbekend;Friesland;8
874;Mannen;Geboorteplaats onbekend;Drenthe;1
875;Mannen;Geboorteplaats onbekend;Overijssel;4
876;Mannen;Geboorteplaats onbekend;Gelderland;9
877;Mannen;Geboorteplaats onbekend;Utrecht (provincie);4
878;Mannen;Geboorteplaats onbekend;Noord-Holland;14
879;Mannen;Geboorteplaats onbekend;Zuid-Holland;20
880;Mannen;Geboorteplaats onbekend;Zeeland;2
881;Mannen;Geboorteplaats onbekend;Noord-Brabant;25
882;Mannen;Geboorteplaats onbekend;Limburg;6
883;Mannen;Geboorteplaats onbekend;Gemeenten met meer dan 100000 inwoners;32
884;Mannen;Geboorteplaats onbekend;Gemeenten met 50001 - 100000 inwoners;21
885;Mannen;Geboorteplaats onbekend;Gemeenten met 20001 - 50000 inwoners;3
886;Mannen;Geboorteplaats onbekend;Gemeenten met 10001 - 20000 inwoners;15
887;Mannen;Geboorteplaats onbekend;Gemeenten met 5001 - 10000 inwoners;18
888;Mannen;Geboorteplaats onbekend;Gemeenten met 2001 - 5000 inwoners;7
889;Mannen;Geboorteplaats onbekend;Gemeenten met 1001 - 2000 inwoners;3
890;Mannen;Geboorteplaats onbekend;Gemeenten met 501 - 1000 inwoners;2
891;Mannen;Geboorteplaats onbekend;Gemeenten met 500 of minder inwoners;0
892;Mannen;Geboorteplaats onbekend;Amsterdam;8
893;Mannen;Geboorteplaats onbekend;Rotterdam;3
894;Mannen;Geboorteplaats onbekend;'s-Gravenhage;15
895;Mannen;Geboorteplaats onbekend;Utrecht;1
896;Mannen;Geboorteplaats onbekend;Haarlem;2
897;Mannen;Geboorteplaats onbekend;Groningen;3
898;Mannen;Geboorteplaats onbekend;Eindhoven;17
899;Mannen;Geboorteplaats onbekend;Nijmegen;0
900;Mannen;Geboorteplaats onbekend;Tilburg;0
901;Mannen;Geboorteplaats onbekend;Arnhem;0
902;Mannen;Geboorteplaats onbekend;Leiden;0
903;Mannen;Geboorteplaats onbekend;Maastricht;0
904;Mannen;Geboorteplaats onbekend;Apeldoorn;2
905;Mannen;Geboorteplaats onbekend;Hilversum;0
906;Mannen;Geboorteplaats onbekend;Dordrecht;1
907;Mannen;Geboorteplaats onbekend;Schiedam;0
908;Mannen;Geboorteplaats onbekend;Enschede;0
909;Mannen;Geboorteplaats onbekend;Delft;1
910;Mannen;Geboorteplaats onbekend;Leeuwarden;0
911;Mannen;Geboorteplaats onbekend;Heerlen;0
912;Mannen;Geboorteplaats onbekend;Breda;0
913;Mannen;Geboorteplaats onbekend;'s-Hertogenbosch;0
914;Mannen;Geboorteplaats onbekend;Velsen;2
915;Mannen;Geboorteplaats onbekend;Emmen;0
916;Mannen;Geboorteplaats onbekend;Zwolle;0
917;Mannen;Geboorteplaats onbekend;Amersfoort;0
918;Mannen;Geboorteplaats onbekend;Kerkrade;1
919;Mannen;Geboorteplaats onbekend;Deventer;0
920;Mannen;Geboorteplaats onbekend;Hengelo (O.);0
921;Mannen;Geboorteplaats onbekend;Zaandam;0
922;Mannen;Geboorteplaats onbekend;Almelo;0
923;Mannen;Geboorteplaats onbekend;Lonneker;0
924;Mannen;Geboorteplaats onbekend;Ede;0
925;Mannen;Geboorteplaats onbekend;Helder (Den);0
926;Mannen;Geboorteplaats onbekend;Gouda;0
927;Mannen;Geboorteplaats onbekend;Alkmaar;0
928;Mannen;Geboorteplaats onbekend;Vlaardingen;0
929;Mannen;Geboorteplaats onbekend;Haarlemmermeer;0
930;Mannen;Geboorteplaats onbekend;Helmond;0
931;Mannen;Geboorteplaats onbekend;Bussum;0
932;Mannen;Geboorteplaats onbekend;Zeist;0
933;Mannen;Geboorteplaats onbekend;Rheden;0
934;Mannen;Geboorteplaats onbekend;Venlo;0
935;Mannen;Geboorteplaats onbekend;Roosendaal en Nispen;0
936;Mannen;Geboorteplaats onbekend;Vlissingen;0
937;Mannen;Geboorteplaats onbekend;Bergen op Zoom;0
938;Vrouwen;Totale bevolking;Nederland;3992889
939;Vrouwen;Totale bevolking;Groningen (provincie);197196
940;Vrouwen;Totale bevolking;Friesland;199580
941;Vrouwen;Totale bevolking;Drenthe;107637
942;Vrouwen;Totale bevolking;Overijssel;257186
943;Vrouwen;Totale bevolking;Gelderland;411896
944;Vrouwen;Totale bevolking;Utrecht (provincie);207412
945;Vrouwen;Totale bevolking;Noord-Holland;772458
946;Vrouwen;Totale bevolking;Zuid-Holland;1000165
947;Vrouwen;Totale bevolking;Zeeland;123692
948;Vrouwen;Totale bevolking;Noord-Brabant;446019
949;Vrouwen;Totale bevolking;Limburg;269648
950;Vrouwen;Totale bevolking;Gemeenten met meer dan 100000 inwoners;1123584
951;Vrouwen;Totale bevolking;Gemeenten met 50001 - 100000 inwoners;405814
952;Vrouwen;Totale bevolking;Gemeenten met 20001 - 50000 inwoners;459418
953;Vrouwen;Totale bevolking;Gemeenten met 10001 - 20000 inwoners;588916
954;Vrouwen;Totale bevolking;Gemeenten met 5001 - 10000 inwoners;593738
955;Vrouwen;Totale bevolking;Gemeenten met 2001 - 5000 inwoners;595239
956;Vrouwen;Totale bevolking;Gemeenten met 1001 - 2000 inwoners;169183
957;Vrouwen;Totale bevolking;Gemeenten met 501 - 1000 inwoners;51642
958;Vrouwen;Totale bevolking;Gemeenten met 500 of minder inwoners;5355
959;Vrouwen;Totale bevolking;Amsterdam;391874
960;Vrouwen;Totale bevolking;Rotterdam;296901
961;Vrouwen;Totale bevolking;'s-Gravenhage;236604
962;Vrouwen;Totale bevolking;Utrecht;80309
963;Vrouwen;Totale bevolking;Haarlem;62779
964;Vrouwen;Totale bevolking;Groningen;55117
965;Vrouwen;Totale bevolking;Eindhoven;46428
966;Vrouwen;Totale bevolking;Nijmegen;42535
967;Vrouwen;Totale bevolking;Tilburg;40000
968;Vrouwen;Totale bevolking;Arnhem;41141
969;Vrouwen;Totale bevolking;Leiden;36564
970;Vrouwen;Totale bevolking;Maastricht;31545
971;Vrouwen;Totale bevolking;Apeldoorn;30592
972;Vrouwen;Totale bevolking;Hilversum;30064
973;Vrouwen;Totale bevolking;Dordrecht;28549
974;Vrouwen;Totale bevolking;Schiedam;26586
975;Vrouwen;Totale bevolking;Enschede;26309
976;Vrouwen;Totale bevolking;Delft;25501
977;Vrouwen;Totale bevolking;Leeuwarden;25368
978;Vrouwen;Totale bevolking;Heerlen;22744
979;Vrouwen;Totale bevolking;Breda;23495
980;Vrouwen;Totale bevolking;'s-Hertogenbosch;22158
981;Vrouwen;Totale bevolking;Velsen;20490
982;Vrouwen;Totale bevolking;Emmen;19879
983;Vrouwen;Totale bevolking;Zwolle;20697
984;Vrouwen;Totale bevolking;Amersfoort;19663
985;Vrouwen;Totale bevolking;Kerkrade;17389
986;Vrouwen;Totale bevolking;Deventer;18312
987;Vrouwen;Totale bevolking;Hengelo (O.);17067
988;Vrouwen;Totale bevolking;Zaandam;16415
989;Vrouwen;Totale bevolking;Almelo;16616
990;Vrouwen;Totale bevolking;Lonneker;15138
991;Vrouwen;Totale bevolking;Ede;14906
992;Vrouwen;Totale bevolking;Helder (Den);14223
993;Vrouwen;Totale bevolking;Gouda;14925
994;Vrouwen;Totale bevolking;Alkmaar;14648
995;Vrouwen;Totale bevolking;Vlaardingen;14002
996;Vrouwen;Totale bevolking;Haarlemmermeer;13032
997;Vrouwen;Totale bevolking;Helmond;12679
998;Vrouwen;Totale bevolking;Bussum;13780
999;Vrouwen;Totale bevolking;Zeist;13368
1000;Vrouwen;Totale bevolking;Rheden;12909
1001;Vrouwen;Totale bevolking;Venlo;12461
1002;Vrouwen;Totale bevolking;Roosendaal en Nispen;11282
1003;Vrouwen;Totale bevolking;Vlissingen;10824
1004;Vrouwen;Totale bevolking;Bergen op Zoom;10948
1005;Vrouwen;Geboren in de huidige woongemeente;Nederland;2286321
1006;Vrouwen;Geboren in de huidige woongemeente;Groningen (provincie);104302
1007;Vrouwen;Geboren in de huidige woongemeente;Friesland;116448
1008;Vrouwen;Geboren in de huidige woongemeente;Drenthe;64564
1009;Vrouwen;Geboren in de huidige woongemeente;Overijssel;154110
1010;Vrouwen;Geboren in de huidige woongemeente;Gelderland;247973
1011;Vrouwen;Geboren in de huidige woongemeente;Utrecht (provincie);104619
1012;Vrouwen;Geboren in de huidige woongemeente;Noord-Holland;429606
1013;Vrouwen;Geboren in de huidige woongemeente;Zuid-Holland;569248
1014;Vrouwen;Geboren in de huidige woongemeente;Zeeland;74602
1015;Vrouwen;Geboren in de huidige woongemeente;Noord-Brabant;271210
1016;Vrouwen;Geboren in de huidige woongemeente;Limburg;149639
1017;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met meer dan 100000 inwoners;664458
1018;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 50001 - 100000 inwoners;221768
1019;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 20001 - 50000 inwoners;236585
1020;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 10001 - 20000 inwoners;320800
1021;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 5001 - 10000 inwoners;359290
1022;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 2001 - 5000 inwoners;351815
1023;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 1001 - 2000 inwoners;100656
1024;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 501 - 1000 inwoners;28427
1025;Vrouwen;Geboren in de huidige woongemeente;Gemeenten met 500 of minder inwoners;2522
1026;Vrouwen;Geboren in de huidige woongemeente;Amsterdam;255391
1027;Vrouwen;Geboren in de huidige woongemeente;Rotterdam;187392
1028;Vrouwen;Geboren in de huidige woongemeente;'s-Gravenhage;118662
1029;Vrouwen;Geboren in de huidige woongemeente;Utrecht;46762
1030;Vrouwen;Geboren in de huidige woongemeente;Haarlem;28783
1031;Vrouwen;Geboren in de huidige woongemeente;Groningen;27468
1032;Vrouwen;Geboren in de huidige woongemeente;Eindhoven;19436
1033;Vrouwen;Geboren in de huidige woongemeente;Nijmegen;20697
1034;Vrouwen;Geboren in de huidige woongemeente;Tilburg;28039
1035;Vrouwen;Geboren in de huidige woongemeente;Arnhem;21646
1036;Vrouwen;Geboren in de huidige woongemeente;Leiden;24276
1037;Vrouwen;Geboren in de huidige woongemeente;Maastricht;21010
1038;Vrouwen;Geboren in de huidige woongemeente;Apeldoorn;15934
1039;Vrouwen;Geboren in de huidige woongemeente;Hilversum;10992
1040;Vrouwen;Geboren in de huidige woongemeente;Dordrecht;16746
1041;Vrouwen;Geboren in de huidige woongemeente;Schiedam;15172
1042;Vrouwen;Geboren in de huidige woongemeente;Enschede;11695
1043;Vrouwen;Geboren in de huidige woongemeente;Delft;16125
1044;Vrouwen;Geboren in de huidige woongemeente;Leeuwarden;11816
1045;Vrouwen;Geboren in de huidige woongemeente;Heerlen;7679
1046;Vrouwen;Geboren in de huidige woongemeente;Breda;9765
1047;Vrouwen;Geboren in de huidige woongemeente;'s-Hertogenbosch;13503
1048;Vrouwen;Geboren in de huidige woongemeente;Velsen;7786
1049;Vrouwen;Geboren in de huidige woongemeente;Emmen;13403
1050;Vrouwen;Geboren in de huidige woongemeente;Zwolle;11622
1051;Vrouwen;Geboren in de huidige woongemeente;Amersfoort;9084
1052;Vrouwen;Geboren in de huidige woongemeente;Kerkrade;8787
1053;Vrouwen;Geboren in de huidige woongemeente;Deventer;10598
1054;Vrouwen;Geboren in de huidige woongemeente;Hengelo (O.);8917
1055;Vrouwen;Geboren in de huidige woongemeente;Zaandam;8818
1056;Vrouwen;Geboren in de huidige woongemeente;Almelo;9198
1057;Vrouwen;Geboren in de huidige woongemeente;Lonneker;6582
1058;Vrouwen;Geboren in de huidige woongemeente;Ede;9029
1059;Vrouwen;Geboren in de huidige woongemeente;Helder (Den);7651
1060;Vrouwen;Geboren in de huidige woongemeente;Gouda;9343
1061;Vrouwen;Geboren in de huidige woongemeente;Alkmaar;6305
1062;Vrouwen;Geboren in de huidige woongemeente;Vlaardingen;9790
1063;Vrouwen;Geboren in de huidige woongemeente;Haarlemmermeer;7656
1064;Vrouwen;Geboren in de huidige woongemeente;Helmond;8027
1065;Vrouwen;Geboren in de huidige woongemeente;Bussum;3961
1066;Vrouwen;Geboren in de huidige woongemeente;Zeist;4465
1067;Vrouwen;Geboren in de huidige woongemeente;Rheden;6640
1068;Vrouwen;Geboren in de huidige woongemeente;Venlo;6989
1069;Vrouwen;Geboren in de huidige woongemeente;Roosendaal en Nispen;6910
1070;Vrouwen;Geboren in de huidige woongemeente;Vlissingen;5622
1071;Vrouwen;Geboren in de huidige woongemeente;Bergen op Zoom;6639
1072;Vrouwen;Geboren in een andere gem. in de prov.;Nederland;916188
1073;Vrouwen;Geboren in een andere gem. in de prov.;Groningen (provincie);67381
1074;Vrouwen;Geboren in een andere gem. in de prov.;Friesland;68077
1075;Vrouwen;Geboren in een andere gem. in de prov.;Drenthe;23487
1076;Vrouwen;Geboren in een andere gem. in de prov.;Overijssel;53284
1077;Vrouwen;Geboren in een andere gem. in de prov.;Gelderland;82677
1078;Vrouwen;Geboren in een andere gem. in de prov.;Utrecht (provincie);34871
1079;Vrouwen;Geboren in een andere gem. in de prov.;Noord-Holland;151316
1080;Vrouwen;Geboren in een andere gem. in de prov.;Zuid-Holland;225584
1081;Vrouwen;Geboren in een andere gem. in de prov.;Zeeland;38441
1082;Vrouwen;Geboren in een andere gem. in de prov.;Noord-Brabant;111123
1083;Vrouwen;Geboren in een andere gem. in de prov.;Limburg;59947
1084;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met meer dan 100000 inwoners;159337
1085;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 50001 - 100000 inwoners;84807
1086;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 20001 - 50000 inwoners;110742
1087;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 10001 - 20000 inwoners;160349
1088;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 5001 - 10000 inwoners;155549
1089;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 2001 - 5000 inwoners;173820
1090;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 1001 - 2000 inwoners;51395
1091;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 501 - 1000 inwoners;17960
1092;Vrouwen;Geboren in een andere gem. in de prov.;Gemeenten met 500 of minder inwoners;2229
1093;Vrouwen;Geboren in een andere gem. in de prov.;Amsterdam;33578
1094;Vrouwen;Geboren in een andere gem. in de prov.;Rotterdam;48693
1095;Vrouwen;Geboren in een andere gem. in de prov.;'s-Gravenhage;38047
1096;Vrouwen;Geboren in een andere gem. in de prov.;Utrecht;7652
1097;Vrouwen;Geboren in een andere gem. in de prov.;Haarlem;14788
1098;Vrouwen;Geboren in een andere gem. in de prov.;Groningen;16579
1099;Vrouwen;Geboren in een andere gem. in de prov.;Eindhoven;11261
1100;Vrouwen;Geboren in een andere gem. in de prov.;Nijmegen;8499
1101;Vrouwen;Geboren in een andere gem. in de prov.;Tilburg;7218
1102;Vrouwen;Geboren in een andere gem. in de prov.;Arnhem;7970
1103;Vrouwen;Geboren in een andere gem. in de prov.;Leiden;6174
1104;Vrouwen;Geboren in een andere gem. in de prov.;Maastricht;5421
1105;Vrouwen;Geboren in een andere gem. in de prov.;Apeldoorn;4780
1106;Vrouwen;Geboren in een andere gem. in de prov.;Hilversum;6920
1107;Vrouwen;Geboren in een andere gem. in de prov.;Dordrecht;6710
1108;Vrouwen;Geboren in een andere gem. in de prov.;Schiedam;7617
1109;Vrouwen;Geboren in een andere gem. in de prov.;Enschede;6667
1110;Vrouwen;Geboren in een andere gem. in de prov.;Delft;5570
1111;Vrouwen;Geboren in een andere gem. in de prov.;Leeuwarden;9865
1112;Vrouwen;Geboren in een andere gem. in de prov.;Heerlen;5147
1113;Vrouwen;Geboren in een andere gem. in de prov.;Breda;8954
1114;Vrouwen;Geboren in een andere gem. in de prov.;'s-Hertogenbosch;4136
1115;Vrouwen;Geboren in een andere gem. in de prov.;Velsen;6713
1116;Vrouwen;Geboren in een andere gem. in de prov.;Emmen;3343
1117;Vrouwen;Geboren in een andere gem. in de prov.;Zwolle;3905
1118;Vrouwen;Geboren in een andere gem. in de prov.;Amersfoort;2401
1119;Vrouwen;Geboren in een andere gem. in de prov.;Kerkrade;2959
1120;Vrouwen;Geboren in een andere gem. in de prov.;Deventer;2207
1121;Vrouwen;Geboren in een andere gem. in de prov.;Hengelo (O.);4249
1122;Vrouwen;Geboren in een andere gem. in de prov.;Zaandam;4499
