ID;RegioS;Perioden;PrijsindexVerkoopprijzen_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3;VerkochteWoningen_4;OntwikkelingTOVVoorgaandePeriode_5;OntwikkelingTOVEenJaarEerder_6;GemiddeldeVerkoopprijs_7;TotaleWaardeVerkoopprijzen_8
81;Nederland;2011 2e kwartaal;76.2;-0.5;-1.9;29532;4.1;-7.4;241736;7139
82;Nederland;2011 3e kwartaal;75.7;-0.7;-2.7;30769;4.2;-5.0;245503;7554
83;Nederland;2011 4e kwartaal;74.4;-1.8;-3.4;32080;4.3;-5.9;233229;7482
84;Nederland;2011;75.7;-2.3;-2.3;120739;-4.3;-4.3;240059;28984
85;Nederland;2012 1e kwartaal;73.4;-1.2;-4.1;23951;-25.3;-15.5;235954;5651
86;Nederland;2012 2e kwartaal;72.1;-1.8;-5.4;34628;44.6;17.3;234572;8123
87;Nederland;2012 3e kwartaal;69.5;-3.7;-8.3;22978;-33.6;-25.3;215795;4959
88;Nederland;2012 4e kwartaal;68.9;-0.8;-7.3;35704;55.4;11.3;219746;7846
89;Nederland;2012;71.0;-6.3;-6.3;117261;-2.9;-2.9;226661;26578
90;Nederland;2013 1e kwartaal;67.4;-2.3;-8.3;23090;-35.3;-3.6;213240;4924
91;Nederland;2013 2e kwartaal;66.1;-1.8;-8.3;22111;-4.2;-36.1;210908;4663
92;Nederland;2013 3e kwartaal;66.3;0.3;-4.5;28925;30.8;25.9;214778;6212
93;Nederland;2013 4e kwartaal;66.2;-0.3;-4.0;35968;24.3;0.7;213784;7689
94;Nederland;2013;66.5;-6.3;-6.3;110094;-6.1;-6.1;213353;23489
95;Nederland;2014 1e kwartaal;66.6;0.6;-1.2;28963;-19.5;25.4;215689;6247
96;Nederland;2014 2e kwartaal;67.0;0.7;1.3;34074;17.6;54.1;220670;7519
97;Nederland;2014 3e kwartaal;67.7;1.1;2.1;39160;14.9;35.4;225194;8819
98;Nederland;2014 4e kwartaal;67.9;0.2;2.6;51314;31.0;42.7;224660;11528
99;Nederland;2014;67.3;1.2;1.2;153511;39.4;39.4;222218;34113
100;Nederland;2015 1e kwartaal;68.4;0.8;2.8;34527;-32.7;19.2;221589;7651
101;Nederland;2015 2e kwartaal;69.0;0.8;2.9;40722;17.9;19.5;227389;9260
102;Nederland;2015 3e kwartaal;70.1;1.6;3.5;50609;24.3;29.2;233301;11807
103;Nederland;2015 4e kwartaal;70.6;0.7;3.9;52435;3.6;2.2;235039;12324
104;Nederland;2015;69.5;3.3;3.3;178293;16.1;16.1;230194;41042
105;Nederland;2016 1e kwartaal;71.5;1.3;4.4;42897;-18.2;24.2;236333;10138
106;Nederland;2016 2e kwartaal;72.4;1.4;5.0;50315;17.3;23.6;239542;12053
107;Nederland;2016 3e kwartaal;74.3;2.6;6.0;60707;20.7;20.0;249593;15152
108;Nederland;2016 4e kwartaal;75.2;1.2;6.6;60874;0.3;16.1;246934;15032
109;Nederland;2016;73.3;5.5;5.5;214793;20.5;20.5;243837;52374
110;Nederland;2017 1e kwartaal;76.7;2.0;7.4;55911;-8.2;30.3;257002;14369
111;Nederland;2017 2e kwartaal;78.3;2.1;8.1;58370;4.4;16.0;260573;15210
112;Nederland;2017 3e kwartaal;80.4;2.6;8.2;61391;5.2;1.1;267464;16420
113;Nederland;2017 4e kwartaal;81.7;1.7;8.7;66188;7.8;8.7;267143;17682
114;Nederland;2017;79.3;8.1;8.1;241860;12.6;12.6;263295;63680
115;Nederland;2018 1e kwartaal;83.8;2.5;9.2;52105;-21.3;-6.8;278159;14493
116;Nederland;2018 2e kwartaal;85.5;2.0;9.2;52930;1.6;-9.3;284639;15066
117;Nederland;2018 3e kwartaal;87.9;2.8;9.3;56921;7.5;-7.3;292146;16629
118;Nederland;2018 4e kwartaal;89.2;1.5;9.1;56535;-0.7;-14.6;293210;16577
119;Nederland;2018;86.6;9.2;9.2;218491;-9.7;-9.7;287267;62765
120;Nederland;2019 1e kwartaal;90.7;1.7;8.2;47431;-16.1;-9.0;301279;14290
121;Nederland;2019 2e kwartaal;91.8;1.2;7.4;52506;10.7;-0.8;302538;15885
122;Nederland;2019 3e kwartaal;93.5;1.8;6.4;58935;12.2;3.5;313256;18462
123;Nederland;2019 4e kwartaal;94.8;1.4;6.2;59723;1.3;5.6;312871;18686
124;Nederland;2019;92.7;7.0;7.0;218595;0.0;0.0;307978;67322
125;Nederland;2020 1e kwartaal;96.9;2.2;6.8;51579;-13.6;8.7;325834;16806
126;Nederland;2020 2e kwartaal;98.9;2.1;7.7;54923;6.5;4.6;327867;18007
127;Nederland;2020 3e kwartaal;101.1;2.3;8.2;62206;13.3;5.6;339559;21123
128;Nederland;2020 4e kwartaal;103.1;1.9;8.8;66803;7.4;11.9;341892;22839
129;Nederland;2020;100.0;7.9;7.9;235511;7.7;7.7;334488;78776
130;Nederland;2021 1e kwartaal ;106.8;3.6;10.2;66627;-0.3;29.2;379172;25263
131;Nederland;2021 2e kwartaal ;111.6;4.5;12.8;52787;-20.8;-3.9;365702;19304
132;Nederland;2021 3e kwartaal ;118.7;6.3;17.3;53875;2.1;-13.4;400935;21600
133;Nederland;2021 4e kwartaal ;123.2;3.8;19.5;52798;-2.0;-21.0;402726;21263
134;Nederland;2021;115.1;15.1;15.1;226087;-4.0;-4.0;386714;87431
135;Nederland;2022 1e kwartaal;128.2;4.1;20.1;43923;-16.8;-34.1;426787;18746
136;Nederland;2022 2e kwartaal;131.8;2.8;18.1;47382;7.9;-10.2;429010;20327
137;Nederland;2022 3e kwartaal;132.4;0.5;11.6;50453;6.5;-6.4;443042;22353
138;Nederland;2022 4e kwartaal;129.0;-2.6;4.7;51345;1.8;-2.8;415546;21336
139;Nederland;2022;130.4;13.3;13.3;193103;-14.6;-14.6;428591;82762
140;Nederland;2023 1e kwartaal;126.8;-1.7;-1.1;40437;-21.2;-7.9;416786;16854
141;Nederland;2023 2e kwartaal;124.7;-1.7;-5.4;44500;10.0;-6.1;406547;18091
142;Nederland;2023 3e kwartaal;126.4;1.3;-4.5;46948;5.5;-6.9;417656;19608
143;Nederland;2023 4e kwartaal;128.6;1.7;-0.3;50518;7.6;-1.6;422712;21355
144;Nederland;2023;126.6;-2.9;-2.9;182403;-5.5;-5.5;416153;75908
145;Nederland;2024 1e kwartaal;131.6;2.4;3.8;44441;-12.0;9.9;432061;19201
146;Nederland;2024 2e kwartaal;135.4;2.9;8.6;47942;7.9;7.7;441018;21143
147;Nederland;2024 3e kwartaal;140.4;3.7;11.1;54147;12.9;15.3;463375;25090
148;Nederland;2024 4e kwartaal;143.3;2.1;11.5;59928;10.7;18.6;461797;27675
149;Nederland;2024;137.7;8.7;8.7;206458;13.2;13.2;450985;93109
150;Nederland;2025 1e kwartaal;146.0;1.8;10.9;51474;-14.1;15.8;470028;24194
151;Noord-Nederland (LD);1995 1e kwartaal;31.3;;;3212;;;71592;230
152;Noord-Nederland (LD);1995 2e kwartaal;31.7;1.5;;4228;31.6;;71048;300
153;Noord-Nederland (LD);1995 3e kwartaal;32.4;2.1;;4574;8.2;;74326;340
154;Noord-Nederland (LD);1995 4e kwartaal;33.1;2.2;;5424;18.6;;73940;401
155;Noord-Nederland (LD);1995;32.1;;;17438;;;72907;1271
156;Noord-Nederland (LD);1996 1e kwartaal;33.9;2.2;8.3;4083;-24.7;27.1;73966;302
157;Noord-Nederland (LD);1996 2e kwartaal;34.7;2.6;9.4;5303;29.9;25.4;77616;412
158;Noord-Nederland (LD);1996 3e kwartaal;35.7;2.8;10.1;5246;-1.1;14.7;81426;427
159;Noord-Nederland (LD);1996 4e kwartaal;36.4;1.9;9.9;5680;8.3;4.7;80755;459
160;Noord-Nederland (LD);1996;35.2;9.5;9.5;20312;16.5;16.5;78744;1599
161;Noord-Nederland (LD);1997 1e kwartaal;36.7;0.9;8.5;4122;-27.4;1.0;80820;333
162;Noord-Nederland (LD);1997 2e kwartaal;38.0;3.4;9.3;5923;43.7;11.7;83729;496
163;Noord-Nederland (LD);1997 3e kwartaal;38.8;2.2;8.7;5485;-7.4;4.6;87672;481
164;Noord-Nederland (LD);1997 4e kwartaal;39.5;1.8;8.5;5892;7.4;3.7;89057;525
165;Noord-Nederland (LD);1997;38.3;8.7;8.7;21422;5.5;5.5;85644;1835
166;Noord-Nederland (LD);1998 1e kwartaal;40.2;1.8;9.5;4099;-30.4;-0.6;88007;361
167;Noord-Nederland (LD);1998 2e kwartaal;40.8;1.6;7.5;5398;31.7;-8.9;90926;491
168;Noord-Nederland (LD);1998 3e kwartaal;42.3;3.6;9.0;5586;3.5;1.8;98042;548
169;Noord-Nederland (LD);1998 4e kwartaal;43.3;2.3;9.6;6203;11.0;5.3;97509;605
170;Noord-Nederland (LD);1998;41.7;8.9;8.9;21286;-0.6;-0.6;94150;2004
171;Noord-Nederland (LD);1999 1e kwartaal;44.1;1.8;9.6;4730;-23.7;15.4;100182;474
172;Noord-Nederland (LD);1999 2e kwartaal;45.8;3.9;12.1;5887;24.5;9.1;104035;612
173;Noord-Nederland (LD);1999 3e kwartaal;48.1;5.0;13.6;6545;11.2;17.2;112061;733
174;Noord-Nederland (LD);1999 4e kwartaal;50.1;4.2;15.7;6394;-2.3;3.1;114141;730
175;Noord-Nederland (LD);1999;47.0;12.8;12.8;23556;10.7;10.7;108234;2550
176;Noord-Nederland (LD);2000 1e kwartaal;52.0;4.0;18.1;4371;-31.6;-7.6;118803;519
177;Noord-Nederland (LD);2000 2e kwartaal;54.4;4.5;18.8;5188;18.7;-11.9;124958;648
178;Noord-Nederland (LD);2000 3e kwartaal;57.0;4.8;18.6;5537;6.7;-15.4;132425;733
179;Noord-Nederland (LD);2000 4e kwartaal;58.3;2.2;16.4;5934;7.2;-7.2;133405;792
180;Noord-Nederland (LD);2000;55.4;18.0;18.0;21030;-10.7;-10.7;128028;2692
181;Noord-Nederland (LD);2001 1e kwartaal;60.4;3.6;16.0;4053;-31.7;-7.3;135546;549
182;Noord-Nederland (LD);2001 2e kwartaal;62.1;2.8;14.1;5277;30.2;1.7;141871;749
183;Noord-Nederland (LD);2001 3e kwartaal;63.8;2.8;11.9;5686;7.8;2.7;146492;833
184;Noord-Nederland (LD);2001 4e kwartaal;64.5;1.1;10.7;5907;3.9;-0.5;147318;870
185;Noord-Nederland (LD);2001;62.7;13.1;13.1;20923;-0.5;-0.5;143439;3001
186;Noord-Nederland (LD);2002 1e kwartaal;65.6;1.6;8.6;4653;-21.2;14.8;150956;702
187;Noord-Nederland (LD);2002 2e kwartaal;66.6;1.6;7.3;5282;13.5;0.1;153804;812
188;Noord-Nederland (LD);2002 3e kwartaal;68.3;2.5;7.0;5519;4.5;-2.9;159833;882
189;Noord-Nederland (LD);2002 4e kwartaal;68.1;-0.3;5.6;5454;-1.2;-7.7;158107;862
190;Noord-Nederland (LD);2002;67.1;7.1;7.1;20908;-0.1;-0.1;155884;3259
191;Noord-Nederland (LD);2003 1e kwartaal;69.8;2.4;6.4;4065;-25.5;-12.6;159669;649
192;Noord-Nederland (LD);2003 2e kwartaal;70.7;1.3;6.2;5035;23.9;-4.7;161647;814
193;Noord-Nederland (LD);2003 3e kwartaal;71.2;0.7;4.2;5487;9.0;-0.6;158940;872
194;Noord-Nederland (LD);2003 4e kwartaal;72.0;1.2;5.8;5913;7.8;8.4;164101;970
195;Noord-Nederland (LD);2003;70.9;5.6;5.6;20500;-2.0;-2.0;161238;3305
196;Noord-Nederland (LD);2004 1e kwartaal;73.3;1.8;5.1;3964;-33.0;-2.5;163613;649
197;Noord-Nederland (LD);2004 2e kwartaal;74.1;1.1;4.8;5057;27.6;0.4;169139;855
198;Noord-Nederland (LD);2004 3e kwartaal;75.7;2.2;6.4;5297;4.7;-3.5;173895;921
199;Noord-Nederland (LD);2004 4e kwartaal;76.0;0.3;5.5;5691;7.4;-3.8;169703;966
200;Noord-Nederland (LD);2004;74.8;5.5;5.5;20009;-2.4;-2.4;169464;3391
201;Noord-Nederland (LD);2005 1e kwartaal;77.4;1.8;5.5;4082;-28.3;3.0;171724;701
202;Noord-Nederland (LD);2005 2e kwartaal;78.6;1.6;6.0;5184;27.0;2.5;178307;924
203;Noord-Nederland (LD);2005 3e kwartaal;80.1;1.9;5.7;5801;11.9;9.5;184672;1071
204;Noord-Nederland (LD);2005 4e kwartaal;80.5;0.5;5.9;5898;1.7;3.6;180121;1062
205;Noord-Nederland (LD);2005;79.1;5.8;5.8;20965;4.8;4.8;179297;3759
206;Noord-Nederland (LD);2006 1e kwartaal;81.9;1.7;5.8;4764;-19.2;16.7;185937;886
207;Noord-Nederland (LD);2006 2e kwartaal;83.1;1.5;5.8;5417;13.7;4.5;187942;1018
208;Noord-Nederland (LD);2006 3e kwartaal;84.0;1.0;4.9;5572;2.9;-3.9;195930;1092
209;Noord-Nederland (LD);2006 4e kwartaal;84.6;0.7;5.1;5649;1.4;-4.2;192499;1087
210;Noord-Nederland (LD);2006;83.4;5.4;5.4;21402;2.1;2.1;190778;4083
211;Noord-Nederland (LD);2007 1e kwartaal;85.5;1.1;4.4;4376;-22.5;-8.1;192242;841
212;Noord-Nederland (LD);2007 2e kwartaal;86.2;0.9;3.7;5120;17.0;-5.5;198877;1018
213;Noord-Nederland (LD);2007 3e kwartaal;87.0;0.8;3.5;5322;3.9;-4.5;201763;1074
214;Noord-Nederland (LD);2007 4e kwartaal;87.2;0.2;3.1;5460;2.6;-3.3;201346;1099
215;Noord-Nederland (LD);2007;86.5;3.7;3.7;20278;-5.3;-5.3;198867;4033
216;Noord-Nederland (LD);2008 1e kwartaal;88.3;1.3;3.3;4055;-25.7;-7.3;200440;813
217;Noord-Nederland (LD);2008 2e kwartaal;88.1;-0.2;2.1;4775;17.8;-6.7;202355;966
218;Noord-Nederland (LD);2008 3e kwartaal;88.7;0.7;2.0;4785;0.2;-10.1;201677;965
219;Noord-Nederland (LD);2008 4e kwartaal;88.2;-0.6;1.2;4455;-6.9;-18.4;202962;904
220;Noord-Nederland (LD);2008;88.3;2.2;2.2;18070;-10.9;-10.9;201895;3648
221;Noord-Nederland (LD);2009 1e kwartaal;86.8;-1.7;-1.7;2690;-39.6;-33.7;196876;530
222;Noord-Nederland (LD);2009 2e kwartaal;84.9;-2.2;-3.7;3126;16.2;-34.5;186779;584
223;Noord-Nederland (LD);2009 3e kwartaal;84.7;-0.1;-4.5;3342;6.9;-30.2;188273;629
224;Noord-Nederland (LD);2009 4e kwartaal;83.9;-1.0;-4.9;3622;8.4;-18.7;192304;697
225;Noord-Nederland (LD);2009;85.1;-3.7;-3.7;12780;-29.3;-29.3;190861;2439
226;Noord-Nederland (LD);2010 1e kwartaal;84.4;0.6;-2.8;2616;-27.8;-2.8;190939;499
227;Noord-Nederland (LD);2010 2e kwartaal;84.3;0.0;-0.6;3267;24.9;4.5;190732;623
228;Noord-Nederland (LD);2010 3e kwartaal;84.8;0.6;0.1;3298;0.9;-1.3;194957;643
229;Noord-Nederland (LD);2010 4e kwartaal;83.7;-1.4;-0.3;3549;7.6;-2.0;192124;682
230;Noord-Nederland (LD);2010;84.3;-0.9;-0.9;12730;-0.4;-0.4;192257;2447
231;Noord-Nederland (LD);2011 1e kwartaal;82.7;-1.1;-2.0;2792;-21.3;6.7;191472;535
232;Noord-Nederland (LD);2011 2e kwartaal;82.1;-0.7;-2.6;2897;3.8;-11.3;190679;552
233;Noord-Nederland (LD);2011 3e kwartaal;81.3;-1.0;-4.1;3124;7.8;-5.3;192444;601
234;Noord-Nederland (LD);2011 4e kwartaal;80.1;-1.5;-4.2;3091;-1.1;-12.9;190470;589
235;Noord-Nederland (LD);2011;81.6;-3.2;-3.2;11904;-6.5;-6.5;191274;2277
236;Noord-Nederland (LD);2012 1e kwartaal;79.0;-1.4;-4.4;2210;-28.5;-20.8;188817;417
237;Noord-Nederland (LD);2012 2e kwartaal;77.5;-1.9;-5.6;3223;45.8;11.3;185925;599
238;Noord-Nederland (LD);2012 3e kwartaal;75.2;-3.0;-7.5;2321;-28.0;-25.7;172448;400
239;Noord-Nederland (LD);2012 4e kwartaal;74.4;-1.1;-7.2;3384;45.8;9.5;180395;610
240;Noord-Nederland (LD);2012;76.5;-6.2;-6.2;11138;-6.4;-6.4;182010;2027
241;Noord-Nederland (LD);2013 1e kwartaal;73.1;-1.8;-7.5;2073;-38.7;-6.2;172952;359
242;Noord-Nederland (LD);2013 2e kwartaal;71.3;-2.4;-8.0;2260;9.0;-29.9;169436;383
243;Noord-Nederland (LD);2013 3e kwartaal;71.3;0.0;-5.2;2860;26.5;23.2;171039;489
244;Noord-Nederland (LD);2013 4e kwartaal;71.3;-0.1;-4.2;3539;23.7;4.6;172021;609
245;Noord-Nederland (LD);2013;71.7;-6.3;-6.3;10732;-3.6;-3.6;171395;1839
246;Noord-Nederland (LD);2014 1e kwartaal;71.1;-0.3;-2.7;2683;-24.2;29.4;169914;456
247;Noord-Nederland (LD);2014 2e kwartaal;71.3;0.3;-0.1;3238;20.7;43.3;174331;564
248;Noord-Nederland (LD);2014 3e kwartaal;71.5;0.3;0.3;3623;11.9;26.7;176444;639
249;Noord-Nederland (LD);2014 4e kwartaal;71.4;-0.2;0.2;4855;34.0;37.2;176236;856
250;Noord-Nederland (LD);2014;71.3;-0.6;-0.6;14399;34.2;34.2;174682;2515
251;Noord-Nederland (LD);2015 1e kwartaal;72.3;1.3;1.7;3160;-34.9;17.8;173964;550
252;Noord-Nederland (LD);2015 2e kwartaal;72.5;0.2;1.6;3876;22.7;19.7;182395;707
253;Noord-Nederland (LD);2015 3e kwartaal;73.1;0.9;2.3;4685;20.9;29.3;183058;858
254;Noord-Nederland (LD);2015 4e kwartaal;73.4;0.4;2.8;4987;6.4;2.7;185264;924
255;Noord-Nederland (LD);2015;72.8;2.1;2.1;16708;16.0;16.0;181842;3038
256;Noord-Nederland (LD);2016 1e kwartaal;73.8;0.5;2.1;3933;-21.1;24.5;182706;719
257;Noord-Nederland (LD);2016 2e kwartaal;74.4;0.8;2.7;4898;24.5;26.4;187957;921
258;Noord-Nederland (LD);2016 3e kwartaal;76.6;2.9;4.7;5639;15.1;20.4;195190;1101
259;Noord-Nederland (LD);2016 4e kwartaal;77.0;0.6;4.9;5677;0.7;13.8;194979;1107
260;Noord-Nederland (LD);2016;75.5;3.6;3.6;20147;20.6;20.6;190935;3847
261;Noord-Nederland (LD);2017 1e kwartaal;77.8;1.0;5.4;5156;-9.2;31.1;199795;1030
262;Noord-Nederland (LD);2017 2e kwartaal;79.1;1.7;6.3;5719;10.9;16.8;203998;1167
263;Noord-Nederland (LD);2017 3e kwartaal;80.9;2.3;5.7;6152;7.6;9.1;204457;1258
264;Noord-Nederland (LD);2017 4e kwartaal;81.7;1.0;6.1;6768;10.0;19.2;204365;1383
265;Noord-Nederland (LD);2017;79.9;5.9;5.9;23795;18.1;18.1;203310;4838
266;Noord-Nederland (LD);2018 1e kwartaal;83.1;1.7;6.8;5180;-23.5;0.5;210564;1091
267;Noord-Nederland (LD);2018 2e kwartaal;84.8;2.0;7.1;5432;4.9;-5.0;212134;1152
268;Noord-Nederland (LD);2018 3e kwartaal;86.5;2.0;6.9;5990;10.3;-2.6;220436;1320
269;Noord-Nederland (LD);2018 4e kwartaal;88.1;1.9;7.8;5918;-1.2;-12.6;221586;1311
270;Noord-Nederland (LD);2018;85.6;7.2;7.2;22520;-5.4;-5.4;216465;4875
271;Noord-Nederland (LD);2019 1e kwartaal;89.4;1.4;7.6;4818;-18.6;-7.0;226765;1093
272;Noord-Nederland (LD);2019 2e kwartaal;90.7;1.5;7.0;5662;17.5;4.2;227851;1290
273;Noord-Nederland (LD);2019 3e kwartaal;93.2;2.7;7.7;6184;9.2;3.2;231523;1432
274;Noord-Nederland (LD);2019 4e kwartaal;94.5;1.4;7.2;6178;-0.1;4.4;234492;1449
275;Noord-Nederland (LD);2019;91.9;7.4;7.4;22842;1.4;1.4;230412;5263
276;Noord-Nederland (LD);2020 1e kwartaal;96.5;2.1;7.9;5162;-16.4;7.1;245101;1265
