ID;Bronnen;Emissies;Perioden;EmissiesNederlandsGrondgebied_1
6610;"Mobiele werktuigen; totaal";VOS door verbranding;2008;8.562
6611;"Mobiele werktuigen; totaal";VOS door verbranding;2009;7.955
6612;"Mobiele werktuigen; totaal";VOS door verbranding;2010;7.329
6613;"Mobiele werktuigen; totaal";VOS door verbranding;2011;7.163
6614;"Mobiele werktuigen; totaal";VOS door verbranding;2012;6.581
6615;"Mobiele werktuigen; totaal";VOS door verbranding;2013;6.364
6616;"Mobiele werktuigen; totaal";VOS door verbranding;2014;6.097
6617;"Mobiele werktuigen; totaal";VOS door verbranding;2015;5.635
6618;"Mobiele werktuigen; totaal";VOS door verbranding;2016;5.375
6619;"Mobiele werktuigen; totaal";VOS door verbranding;2017;4.928
6620;"Mobiele werktuigen; totaal";VOS door verbranding;2018;4.716
6621;"Mobiele werktuigen; totaal";VOS door verbranding;2019;4.338
6622;"Mobiele werktuigen; totaal";VOS door verbranding;2020;4.177
6623;"Mobiele werktuigen; totaal";VOS door verbranding;2021;3.867
6624;"Mobiele werktuigen; totaal";VOS door verdamping;1990;0.0
6625;"Mobiele werktuigen; totaal";VOS door verdamping;1991;0.0
6626;"Mobiele werktuigen; totaal";VOS door verdamping;1992;0.0
6627;"Mobiele werktuigen; totaal";VOS door verdamping;1993;0.0
6628;"Mobiele werktuigen; totaal";VOS door verdamping;1994;0.0
6629;"Mobiele werktuigen; totaal";VOS door verdamping;1995;0.0
6630;"Mobiele werktuigen; totaal";VOS door verdamping;1996;0.0
6631;"Mobiele werktuigen; totaal";VOS door verdamping;1997;0.0
6632;"Mobiele werktuigen; totaal";VOS door verdamping;1998;0.0
6633;"Mobiele werktuigen; totaal";VOS door verdamping;1999;0.0
6634;"Mobiele werktuigen; totaal";VOS door verdamping;2000;0.0
6635;"Mobiele werktuigen; totaal";VOS door verdamping;2001;0.0
6636;"Mobiele werktuigen; totaal";VOS door verdamping;2002;0.0
6637;"Mobiele werktuigen; totaal";VOS door verdamping;2003;0.0
6638;"Mobiele werktuigen; totaal";VOS door verdamping;2004;0.0
6639;"Mobiele werktuigen; totaal";VOS door verdamping;2005;0.0
6640;"Mobiele werktuigen; totaal";VOS door verdamping;2006;0.0
6641;"Mobiele werktuigen; totaal";VOS door verdamping;2007;0.0
6642;"Mobiele werktuigen; totaal";VOS door verdamping;2008;0.0
6643;"Mobiele werktuigen; totaal";VOS door verdamping;2009;0.0
6644;"Mobiele werktuigen; totaal";VOS door verdamping;2010;0.0
6645;"Mobiele werktuigen; totaal";VOS door verdamping;2011;0.0
6646;"Mobiele werktuigen; totaal";VOS door verdamping;2012;0.0
6647;"Mobiele werktuigen; totaal";VOS door verdamping;2013;0.0
6648;"Mobiele werktuigen; totaal";VOS door verdamping;2014;0.0
6649;"Mobiele werktuigen; totaal";VOS door verdamping;2015;0.0
6650;"Mobiele werktuigen; totaal";VOS door verdamping;2016;0.0
6651;"Mobiele werktuigen; totaal";VOS door verdamping;2017;0.0
6652;"Mobiele werktuigen; totaal";VOS door verdamping;2018;0.0
6653;"Mobiele werktuigen; totaal";VOS door verdamping;2019;0.0
6654;"Mobiele werktuigen; totaal";VOS door verdamping;2020;0.0
6655;"Mobiele werktuigen; totaal";VOS door verdamping;2021;0.0
6656;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1990;16.251
6657;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1991;16.184
6658;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1992;15.632
6659;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1993;15.02
6660;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1994;15.015
6661;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1995;14.774
6662;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1996;14.609
6663;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1997;14.216
6664;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1998;13.983
6665;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);1999;14.417
6666;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2000;13.631
6667;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2001;13.107
6668;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2002;12.176
6669;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2003;11.414
6670;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2004;10.783
6671;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2005;10.485
6672;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2006;9.738
6673;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2007;9.106
6674;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2008;8.562
6675;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2009;7.955
6676;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2010;7.329
6677;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2011;7.163
6678;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2012;6.581
6679;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2013;6.364
6680;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2014;6.097
6681;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2015;5.635
6682;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2016;5.375
6683;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2017;4.928
6684;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2018;4.716
6685;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2019;4.338
6686;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2020;4.177
6687;"Mobiele werktuigen; totaal";Vluchtige organische stoffen (VOS);2021;3.867
6688;"Mobiele werktuigen; totaal";Methaan (CH4);1990;0.707
6689;"Mobiele werktuigen; totaal";Methaan (CH4);1991;0.704
6690;"Mobiele werktuigen; totaal";Methaan (CH4);1992;0.68
6691;"Mobiele werktuigen; totaal";Methaan (CH4);1993;0.652
6692;"Mobiele werktuigen; totaal";Methaan (CH4);1994;0.651
6693;"Mobiele werktuigen; totaal";Methaan (CH4);1995;0.64
6694;"Mobiele werktuigen; totaal";Methaan (CH4);1996;0.632
6695;"Mobiele werktuigen; totaal";Methaan (CH4);1997;0.615
6696;"Mobiele werktuigen; totaal";Methaan (CH4);1998;0.605
6697;"Mobiele werktuigen; totaal";Methaan (CH4);1999;0.622
6698;"Mobiele werktuigen; totaal";Methaan (CH4);2000;0.589
6699;"Mobiele werktuigen; totaal";Methaan (CH4);2001;0.568
6700;"Mobiele werktuigen; totaal";Methaan (CH4);2002;0.53
6701;"Mobiele werktuigen; totaal";Methaan (CH4);2003;0.497
6702;"Mobiele werktuigen; totaal";Methaan (CH4);2004;0.47
6703;"Mobiele werktuigen; totaal";Methaan (CH4);2005;0.457
6704;"Mobiele werktuigen; totaal";Methaan (CH4);2006;0.426
6705;"Mobiele werktuigen; totaal";Methaan (CH4);2007;0.398
6706;"Mobiele werktuigen; totaal";Methaan (CH4);2008;0.375
6707;"Mobiele werktuigen; totaal";Methaan (CH4);2009;0.349
6708;"Mobiele werktuigen; totaal";Methaan (CH4);2010;0.323
6709;"Mobiele werktuigen; totaal";Methaan (CH4);2011;0.316
6710;"Mobiele werktuigen; totaal";Methaan (CH4);2012;0.292
6711;"Mobiele werktuigen; totaal";Methaan (CH4);2013;0.283
6712;"Mobiele werktuigen; totaal";Methaan (CH4);2014;0.271
6713;"Mobiele werktuigen; totaal";Methaan (CH4);2015;0.251
6714;"Mobiele werktuigen; totaal";Methaan (CH4);2016;0.24
6715;"Mobiele werktuigen; totaal";Methaan (CH4);2017;0.22
6716;"Mobiele werktuigen; totaal";Methaan (CH4);2018;0.21
6717;"Mobiele werktuigen; totaal";Methaan (CH4);2019;0.194
6718;"Mobiele werktuigen; totaal";Methaan (CH4);2020;0.186
6719;"Mobiele werktuigen; totaal";Methaan (CH4);2021;0.172
6720;"Mobiele werktuigen; totaal";NMVOS;1990;15.543
6721;"Mobiele werktuigen; totaal";NMVOS;1991;15.48
6722;"Mobiele werktuigen; totaal";NMVOS;1992;14.953
6723;"Mobiele werktuigen; totaal";NMVOS;1993;14.367
6724;"Mobiele werktuigen; totaal";NMVOS;1994;14.364
6725;"Mobiele werktuigen; totaal";NMVOS;1995;14.134
6726;"Mobiele werktuigen; totaal";NMVOS;1996;13.977
6727;"Mobiele werktuigen; totaal";NMVOS;1997;13.601
6728;"Mobiele werktuigen; totaal";NMVOS;1998;13.378
6729;"Mobiele werktuigen; totaal";NMVOS;1999;13.795
6730;"Mobiele werktuigen; totaal";NMVOS;2000;13.042
6731;"Mobiele werktuigen; totaal";NMVOS;2001;12.539
6732;"Mobiele werktuigen; totaal";NMVOS;2002;11.646
6733;"Mobiele werktuigen; totaal";NMVOS;2003;10.917
6734;"Mobiele werktuigen; totaal";NMVOS;2004;10.313
6735;"Mobiele werktuigen; totaal";NMVOS;2005;10.027
6736;"Mobiele werktuigen; totaal";NMVOS;2006;9.313
6737;"Mobiele werktuigen; totaal";NMVOS;2007;8.708
6738;"Mobiele werktuigen; totaal";NMVOS;2008;8.187
6739;"Mobiele werktuigen; totaal";NMVOS;2009;7.606
6740;"Mobiele werktuigen; totaal";NMVOS;2010;7.007
6741;"Mobiele werktuigen; totaal";NMVOS;2011;6.847
6742;"Mobiele werktuigen; totaal";NMVOS;2012;6.289
6743;"Mobiele werktuigen; totaal";NMVOS;2013;6.081
6744;"Mobiele werktuigen; totaal";NMVOS;2014;5.826
6745;"Mobiele werktuigen; totaal";NMVOS;2015;5.384
6746;"Mobiele werktuigen; totaal";NMVOS;2016;5.135
6747;"Mobiele werktuigen; totaal";NMVOS;2017;4.708
6748;"Mobiele werktuigen; totaal";NMVOS;2018;4.506
6749;"Mobiele werktuigen; totaal";NMVOS;2019;4.144
6750;"Mobiele werktuigen; totaal";NMVOS;2020;3.991
6751;"Mobiele werktuigen; totaal";NMVOS;2021;3.695
6752;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1990;52.825
6753;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1991;52.938
6754;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1992;53.103
6755;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1993;52.829
6756;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1994;55.0
6757;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1995;56.159
6758;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1996;57.408
6759;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1997;57.353
6760;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1998;57.909
6761;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);1999;61.982
6762;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2000;59.624
6763;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2001;58.507
6764;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2002;54.701
6765;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2003;52.529
6766;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2004;50.51
6767;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2005;50.556
6768;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2006;47.944
6769;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2007;46.466
6770;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2008;45.091
6771;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2009;42.879
6772;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2010;39.864
6773;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2011;40.027
6774;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2012;36.348
6775;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2013;35.559
6776;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2014;35.402
6777;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2015;33.233
6778;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2016;32.066
6779;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2017;29.565
6780;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2018;29.614
6781;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2019;27.379
6782;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2020;27.398
6783;"Mobiele werktuigen; totaal";Stikstofoxiden (NOx);2021;25.949
6784;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1990;0.032
6785;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1991;0.032
6786;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1992;0.032
6787;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1993;0.032
6788;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1994;0.033
6789;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1995;0.033
6790;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1996;0.034
6791;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1997;0.033
6792;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1998;0.033
6793;"Mobiele werktuigen; totaal";Distikstofoxide (N20);1999;0.035
6794;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2000;0.035
6795;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2001;0.035
6796;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2002;0.033
6797;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2003;0.033
6798;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2004;0.032
6799;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2005;0.033
6800;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2006;0.033
6801;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2007;0.033
6802;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2008;0.033
6803;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2009;0.033
6804;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2010;0.031
6805;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2011;0.032
6806;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2012;0.03
6807;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2013;0.031
6808;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2014;0.031
6809;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2015;0.031
6810;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2016;0.031
6811;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2017;0.03
6812;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2018;0.031
6813;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2019;0.03
6814;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2020;0.031
6815;"Mobiele werktuigen; totaal";Distikstofoxide (N20);2021;0.03
6816;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1990;4.297
6817;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1991;4.345
6818;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1992;4.328
6819;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1993;4.268
6820;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1994;4.29
6821;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1995;4.224
6822;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1996;4.275
6823;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1997;4.227
6824;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1998;4.227
6825;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);1999;4.493
6826;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2000;4.413
6827;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2001;4.428
6828;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2002;4.214
6829;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2003;4.142
6830;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2004;4.102
6831;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2005;4.255
6832;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2006;4.184
6833;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2007;4.059
6834;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2008;2.209
6835;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2009;0.989
6836;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2010;0.442
6837;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2011;0.024
6838;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2012;0.023
6839;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2013;0.023
6840;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2014;0.024
6841;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2015;0.023
6842;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2016;0.023
6843;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2017;0.022
6844;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2018;0.023
6845;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2019;0.022
6846;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2020;0.023
6847;"Mobiele werktuigen; totaal";Zwaveldioxide (SO2);2021;0.023
6848;"Mobiele werktuigen; totaal";PM10;1990;5.663
6849;"Mobiele werktuigen; totaal";PM10;1991;5.645
6850;"Mobiele werktuigen; totaal";PM10;1992;5.445
6851;"Mobiele werktuigen; totaal";PM10;1993;5.218
6852;"Mobiele werktuigen; totaal";PM10;1994;5.228
6853;"Mobiele werktuigen; totaal";PM10;1995;5.136
6854;"Mobiele werktuigen; totaal";PM10;1996;5.073
6855;"Mobiele werktuigen; totaal";PM10;1997;4.915
6856;"Mobiele werktuigen; totaal";PM10;1998;4.829
6857;"Mobiele werktuigen; totaal";PM10;1999;5.054
6858;"Mobiele werktuigen; totaal";PM10;2000;4.836
6859;"Mobiele werktuigen; totaal";PM10;2001;4.734
6860;"Mobiele werktuigen; totaal";PM10;2002;4.407
6861;"Mobiele werktuigen; totaal";PM10;2003;4.207
6862;"Mobiele werktuigen; totaal";PM10;2004;4.003
6863;"Mobiele werktuigen; totaal";PM10;2005;3.961
6864;"Mobiele werktuigen; totaal";PM10;2006;3.687
6865;"Mobiele werktuigen; totaal";PM10;2007;3.49
6866;"Mobiele werktuigen; totaal";PM10;2008;2.956
6867;"Mobiele werktuigen; totaal";PM10;2009;2.546
6868;"Mobiele werktuigen; totaal";PM10;2010;2.254
6869;"Mobiele werktuigen; totaal";PM10;2011;2.18
6870;"Mobiele werktuigen; totaal";PM10;2012;1.96
6871;"Mobiele werktuigen; totaal";PM10;2013;1.883
6872;"Mobiele werktuigen; totaal";PM10;2014;1.83
6873;"Mobiele werktuigen; totaal";PM10;2015;1.666
6874;"Mobiele werktuigen; totaal";PM10;2016;1.584
6875;"Mobiele werktuigen; totaal";PM10;2017;1.427
6876;"Mobiele werktuigen; totaal";PM10;2018;1.388
6877;"Mobiele werktuigen; totaal";PM10;2019;1.249
6878;"Mobiele werktuigen; totaal";PM10;2020;1.218
6879;"Mobiele werktuigen; totaal";PM10;2021;1.091
6880;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1990;5.388
6881;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1991;5.371
6882;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1992;5.18
6883;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1993;4.964
6884;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1994;4.973
6885;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1995;4.886
6886;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1996;4.826
6887;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1997;4.676
6888;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1998;4.594
6889;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);1999;4.808
6890;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2000;4.6
6891;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2001;4.503
6892;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2002;4.192
6893;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2003;4.002
6894;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2004;3.809
6895;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2005;3.768
6896;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2006;3.508
6897;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2007;3.321
6898;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2008;2.814
6899;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2009;2.424
6900;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2010;2.147
6901;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2011;2.076
6902;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2012;1.867
6903;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2013;1.794
6904;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2014;1.743
6905;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2015;1.587
6906;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2016;1.51
6907;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2017;1.36
6908;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2018;1.323
6909;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2019;1.191
6910;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2020;1.161
6911;"Mobiele werktuigen; totaal";PM2.5 (fijn stof);2021;1.04
6912;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1990;1100.0
6913;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1991;1100.0
6914;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1992;1100.0
6915;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1993;1100.0
6916;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1994;1100.0
6917;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1995;1100.0
6918;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1996;1000.0
6919;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1997;1000.0
6920;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1998;1000.0
6921;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);1999;1100.0
6922;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2000;1100.0
6923;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2001;1100.0
6924;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2002;1100.0
6925;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2003;1100.0
6926;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2004;1000.0
6927;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2005;1100.0
6928;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2006;1100.0
6929;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2007;1100.0
6930;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2008;1100.0
6931;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2009;1000.0
6932;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2010;1100.0
6933;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2011;1100.0
6934;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2012;1100.0
6935;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2013;1200.0
6936;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2014;1300.0
6937;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2015;1300.0
6938;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2016;1200.0
6939;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2017;1200.0
6940;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2018;1400.0
6941;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2019;1300.0
6942;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2020;1400.0
6943;"Mobiele werktuigen; landbouw";Kooldioxide (CO2);2021;1400.0
6944;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1990;10.161
6945;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1991;9.981
6946;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1992;9.669
6947;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1993;9.448
6948;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1994;9.33
6949;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1995;9.518
6950;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1996;8.988
6951;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1997;8.896
6952;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1998;8.854
6953;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);1999;9.254
6954;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2000;9.092
6955;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2001;8.781
6956;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2002;8.373
6957;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2003;8.186
6958;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2004;7.775
6959;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2005;7.75
6960;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2006;7.441
6961;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2007;7.178
6962;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2008;6.903
6963;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2009;6.561
6964;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2010;6.555
6965;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2011;6.477
6966;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2012;6.256
6967;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2013;6.237
6968;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2014;6.343
6969;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2015;6.169
6970;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2016;5.791
6971;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2017;5.539
6972;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2018;5.6
6973;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2019;5.244
6974;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2020;5.11
6975;"Mobiele werktuigen; landbouw";Koolmonoxide (CO);2021;4.901
6976;"Mobiele werktuigen; landbouw";VOS door verbranding;1990;4.147
6977;"Mobiele werktuigen; landbouw";VOS door verbranding;1991;4.045
6978;"Mobiele werktuigen; landbouw";VOS door verbranding;1992;3.891
6979;"Mobiele werktuigen; landbouw";VOS door verbranding;1993;3.775
6980;"Mobiele werktuigen; landbouw";VOS door verbranding;1994;3.709
6981;"Mobiele werktuigen; landbouw";VOS door verbranding;1995;3.773
6982;"Mobiele werktuigen; landbouw";VOS door verbranding;1996;3.521
6983;"Mobiele werktuigen; landbouw";VOS door verbranding;1997;3.457
