ID;Bronnen;Emissies;Perioden;EmissiesNederlandsGrondgebied_1
58;"Mobiele bronnen; totaal";Koolmonoxide (CO);2016;371.59
59;"Mobiele bronnen; totaal";Koolmonoxide (CO);2017;369.33
60;"Mobiele bronnen; totaal";Koolmonoxide (CO);2018;353.1
61;"Mobiele bronnen; totaal";Koolmonoxide (CO);2019;334.08
62;"Mobiele bronnen; totaal";Koolmonoxide (CO);2020;295.83
63;"Mobiele bronnen; totaal";Koolmonoxide (CO);2021;285.63
64;"Mobiele bronnen; totaal";VOS door verbranding;1990;183.26
65;"Mobiele bronnen; totaal";VOS door verbranding;1991;157.73
66;"Mobiele bronnen; totaal";VOS door verbranding;1992;149.33
67;"Mobiele bronnen; totaal";VOS door verbranding;1993;137.45
68;"Mobiele bronnen; totaal";VOS door verbranding;1994;128.92
69;"Mobiele bronnen; totaal";VOS door verbranding;1995;121.45
70;"Mobiele bronnen; totaal";VOS door verbranding;1996;114.97
71;"Mobiele bronnen; totaal";VOS door verbranding;1997;107.44
72;"Mobiele bronnen; totaal";VOS door verbranding;1998;101.27
73;"Mobiele bronnen; totaal";VOS door verbranding;1999;96.845
74;"Mobiele bronnen; totaal";VOS door verbranding;2000;86.559
75;"Mobiele bronnen; totaal";VOS door verbranding;2001;80.936
76;"Mobiele bronnen; totaal";VOS door verbranding;2002;75.956
77;"Mobiele bronnen; totaal";VOS door verbranding;2003;71.986
78;"Mobiele bronnen; totaal";VOS door verbranding;2004;68.722
79;"Mobiele bronnen; totaal";VOS door verbranding;2005;65.307
80;"Mobiele bronnen; totaal";VOS door verbranding;2006;62.538
81;"Mobiele bronnen; totaal";VOS door verbranding;2007;60.036
82;"Mobiele bronnen; totaal";VOS door verbranding;2008;58.475
83;"Mobiele bronnen; totaal";VOS door verbranding;2009;55.144
84;"Mobiele bronnen; totaal";VOS door verbranding;2010;51.363
85;"Mobiele bronnen; totaal";VOS door verbranding;2011;48.897
86;"Mobiele bronnen; totaal";VOS door verbranding;2012;45.568
87;"Mobiele bronnen; totaal";VOS door verbranding;2013;43.975
88;"Mobiele bronnen; totaal";VOS door verbranding;2014;42.965
89;"Mobiele bronnen; totaal";VOS door verbranding;2015;42.418
90;"Mobiele bronnen; totaal";VOS door verbranding;2016;41.824
91;"Mobiele bronnen; totaal";VOS door verbranding;2017;41.601
92;"Mobiele bronnen; totaal";VOS door verbranding;2018;40.574
93;"Mobiele bronnen; totaal";VOS door verbranding;2019;39.926
94;"Mobiele bronnen; totaal";VOS door verbranding;2020;37.088
95;"Mobiele bronnen; totaal";VOS door verbranding;2021;36.289
96;"Mobiele bronnen; totaal";VOS door verdamping;1990;39.193
97;"Mobiele bronnen; totaal";VOS door verdamping;1991;35.546
98;"Mobiele bronnen; totaal";VOS door verdamping;1992;33.048
99;"Mobiele bronnen; totaal";VOS door verdamping;1993;31.581
100;"Mobiele bronnen; totaal";VOS door verdamping;1994;29.759
101;"Mobiele bronnen; totaal";VOS door verdamping;1995;25.802
102;"Mobiele bronnen; totaal";VOS door verdamping;1996;22.402
103;"Mobiele bronnen; totaal";VOS door verdamping;1997;20.191
104;"Mobiele bronnen; totaal";VOS door verdamping;1998;17.692
105;"Mobiele bronnen; totaal";VOS door verdamping;1999;15.577
106;"Mobiele bronnen; totaal";VOS door verdamping;2000;12.6
107;"Mobiele bronnen; totaal";VOS door verdamping;2001;11.11
108;"Mobiele bronnen; totaal";VOS door verdamping;2002;8.795
109;"Mobiele bronnen; totaal";VOS door verdamping;2003;7.511
110;"Mobiele bronnen; totaal";VOS door verdamping;2004;6.436
111;"Mobiele bronnen; totaal";VOS door verdamping;2005;5.353
112;"Mobiele bronnen; totaal";VOS door verdamping;2006;5.242
113;"Mobiele bronnen; totaal";VOS door verdamping;2007;4.742
114;"Mobiele bronnen; totaal";VOS door verdamping;2008;4.522
115;"Mobiele bronnen; totaal";VOS door verdamping;2009;4.277
116;"Mobiele bronnen; totaal";VOS door verdamping;2010;4.298
117;"Mobiele bronnen; totaal";VOS door verdamping;2011;4.208
118;"Mobiele bronnen; totaal";VOS door verdamping;2012;4.216
119;"Mobiele bronnen; totaal";VOS door verdamping;2013;4.196
120;"Mobiele bronnen; totaal";VOS door verdamping;2014;3.344
121;"Mobiele bronnen; totaal";VOS door verdamping;2015;3.385
122;"Mobiele bronnen; totaal";VOS door verdamping;2016;3.637
123;"Mobiele bronnen; totaal";VOS door verdamping;2017;3.742
124;"Mobiele bronnen; totaal";VOS door verdamping;2018;3.636
125;"Mobiele bronnen; totaal";VOS door verdamping;2019;3.389
126;"Mobiele bronnen; totaal";VOS door verdamping;2020;3.123
127;"Mobiele bronnen; totaal";VOS door verdamping;2021;3.221
128;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1990;222.46
129;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1991;193.28
130;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1992;182.38
131;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1993;169.03
132;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1994;158.68
133;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1995;147.25
134;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1996;137.37
135;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1997;127.63
136;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1998;118.97
137;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);1999;112.42
138;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2000;99.159
139;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2001;92.046
140;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2002;84.752
141;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2003;79.497
142;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2004;75.158
143;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2005;70.659
144;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2006;67.78
145;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2007;64.778
146;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2008;62.998
147;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2009;59.422
148;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2010;55.661
149;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2011;53.105
150;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2012;49.784
151;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2013;48.171
152;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2014;46.309
153;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2015;45.803
154;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2016;45.461
155;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2017;45.342
156;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2018;44.21
157;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2019;43.314
158;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2020;40.21
159;"Mobiele bronnen; totaal";Vluchtige organische stoffen (VOS);2021;39.51
160;"Mobiele bronnen; totaal";Methaan (CH4);1990;8.53
161;"Mobiele bronnen; totaal";Methaan (CH4);1991;7.357
162;"Mobiele bronnen; totaal";Methaan (CH4);1992;7.023
163;"Mobiele bronnen; totaal";Methaan (CH4);1993;6.475
164;"Mobiele bronnen; totaal";Methaan (CH4);1994;6.133
165;"Mobiele bronnen; totaal";Methaan (CH4);1995;5.843
166;"Mobiele bronnen; totaal";Methaan (CH4);1996;5.587
167;"Mobiele bronnen; totaal";Methaan (CH4);1997;5.29
168;"Mobiele bronnen; totaal";Methaan (CH4);1998;5.025
169;"Mobiele bronnen; totaal";Methaan (CH4);1999;4.853
170;"Mobiele bronnen; totaal";Methaan (CH4);2000;4.478
171;"Mobiele bronnen; totaal";Methaan (CH4);2001;4.331
172;"Mobiele bronnen; totaal";Methaan (CH4);2002;4.209
173;"Mobiele bronnen; totaal";Methaan (CH4);2003;4.11
174;"Mobiele bronnen; totaal";Methaan (CH4);2004;4.02
175;"Mobiele bronnen; totaal";Methaan (CH4);2005;3.889
176;"Mobiele bronnen; totaal";Methaan (CH4);2006;3.801
177;"Mobiele bronnen; totaal";Methaan (CH4);2007;3.751
178;"Mobiele bronnen; totaal";Methaan (CH4);2008;3.705
179;"Mobiele bronnen; totaal";Methaan (CH4);2009;3.531
180;"Mobiele bronnen; totaal";Methaan (CH4);2010;3.381
181;"Mobiele bronnen; totaal";Methaan (CH4);2011;3.265
182;"Mobiele bronnen; totaal";Methaan (CH4);2012;3.145
183;"Mobiele bronnen; totaal";Methaan (CH4);2013;3.144
184;"Mobiele bronnen; totaal";Methaan (CH4);2014;3.148
185;"Mobiele bronnen; totaal";Methaan (CH4);2015;3.206
186;"Mobiele bronnen; totaal";Methaan (CH4);2016;3.239
187;"Mobiele bronnen; totaal";Methaan (CH4);2017;3.288
188;"Mobiele bronnen; totaal";Methaan (CH4);2018;3.735
189;"Mobiele bronnen; totaal";Methaan (CH4);2019;3.948
190;"Mobiele bronnen; totaal";Methaan (CH4);2020;3.892
191;"Mobiele bronnen; totaal";Methaan (CH4);2021;3.793
192;"Mobiele bronnen; totaal";NMVOS;1990;213.9
193;"Mobiele bronnen; totaal";NMVOS;1991;185.89
194;"Mobiele bronnen; totaal";NMVOS;1992;175.33
195;"Mobiele bronnen; totaal";NMVOS;1993;162.53
196;"Mobiele bronnen; totaal";NMVOS;1994;152.52
197;"Mobiele bronnen; totaal";NMVOS;1995;141.38
198;"Mobiele bronnen; totaal";NMVOS;1996;131.76
199;"Mobiele bronnen; totaal";NMVOS;1997;122.31
200;"Mobiele bronnen; totaal";NMVOS;1998;113.91
201;"Mobiele bronnen; totaal";NMVOS;1999;107.53
202;"Mobiele bronnen; totaal";NMVOS;2000;94.648
203;"Mobiele bronnen; totaal";NMVOS;2001;87.682
204;"Mobiele bronnen; totaal";NMVOS;2002;80.509
205;"Mobiele bronnen; totaal";NMVOS;2003;75.354
206;"Mobiele bronnen; totaal";NMVOS;2004;71.105
207;"Mobiele bronnen; totaal";NMVOS;2005;66.738
208;"Mobiele bronnen; totaal";NMVOS;2006;63.945
209;"Mobiele bronnen; totaal";NMVOS;2007;60.993
210;"Mobiele bronnen; totaal";NMVOS;2008;59.258
211;"Mobiele bronnen; totaal";NMVOS;2009;55.856
212;"Mobiele bronnen; totaal";NMVOS;2010;52.247
213;"Mobiele bronnen; totaal";NMVOS;2011;49.806
214;"Mobiele bronnen; totaal";NMVOS;2012;46.606
215;"Mobiele bronnen; totaal";NMVOS;2013;44.994
216;"Mobiele bronnen; totaal";NMVOS;2014;43.143
217;"Mobiele bronnen; totaal";NMVOS;2015;42.576
218;"Mobiele bronnen; totaal";NMVOS;2016;42.203
219;"Mobiele bronnen; totaal";NMVOS;2017;42.019
220;"Mobiele bronnen; totaal";NMVOS;2018;40.438
221;"Mobiele bronnen; totaal";NMVOS;2019;39.328
222;"Mobiele bronnen; totaal";NMVOS;2020;36.278
223;"Mobiele bronnen; totaal";NMVOS;2021;35.676
224;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1990;439.78
225;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1991;424.2
226;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1992;419.0
227;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1993;402.82
228;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1994;391.05
229;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1995;382.21
230;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1996;375.45
231;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1997;374.53
232;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1998;367.61
233;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);1999;375.77
234;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2000;371.53
235;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2001;366.84
236;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2002;357.52
237;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2003;353.31
238;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2004;350.25
239;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2005;344.65
240;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2006;344.78
241;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2007;332.79
242;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2008;313.72
243;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2009;293.77
244;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2010;285.47
245;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2011;283.83
246;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2012;267.84
247;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2013;251.51
248;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2014;253.21
249;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2015;257.49
250;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2016;252.53
251;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2017;245.12
252;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2018;243.72
253;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2019;239.45
254;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2020;225.62
255;"Mobiele bronnen; totaal";Stikstofoxiden (NOx);2021;217.23
256;"Mobiele bronnen; totaal";Distikstofoxide (N20);1990;0.501
257;"Mobiele bronnen; totaal";Distikstofoxide (N20);1991;0.591
258;"Mobiele bronnen; totaal";Distikstofoxide (N20);1992;0.713
259;"Mobiele bronnen; totaal";Distikstofoxide (N20);1993;0.796
260;"Mobiele bronnen; totaal";Distikstofoxide (N20);1994;0.892
261;"Mobiele bronnen; totaal";Distikstofoxide (N20);1995;0.961
262;"Mobiele bronnen; totaal";Distikstofoxide (N20);1996;0.993
263;"Mobiele bronnen; totaal";Distikstofoxide (N20);1997;1.028
264;"Mobiele bronnen; totaal";Distikstofoxide (N20);1998;1.034
265;"Mobiele bronnen; totaal";Distikstofoxide (N20);1999;1.059
266;"Mobiele bronnen; totaal";Distikstofoxide (N20);2000;1.1
267;"Mobiele bronnen; totaal";Distikstofoxide (N20);2001;1.094
268;"Mobiele bronnen; totaal";Distikstofoxide (N20);2002;1.078
269;"Mobiele bronnen; totaal";Distikstofoxide (N20);2003;1.062
270;"Mobiele bronnen; totaal";Distikstofoxide (N20);2004;1.051
271;"Mobiele bronnen; totaal";Distikstofoxide (N20);2005;1.025
272;"Mobiele bronnen; totaal";Distikstofoxide (N20);2006;1.022
273;"Mobiele bronnen; totaal";Distikstofoxide (N20);2007;1.041
274;"Mobiele bronnen; totaal";Distikstofoxide (N20);2008;1.062
275;"Mobiele bronnen; totaal";Distikstofoxide (N20);2009;1.074
276;"Mobiele bronnen; totaal";Distikstofoxide (N20);2010;1.112
277;"Mobiele bronnen; totaal";Distikstofoxide (N20);2011;1.167
278;"Mobiele bronnen; totaal";Distikstofoxide (N20);2012;1.232
279;"Mobiele bronnen; totaal";Distikstofoxide (N20);2013;1.259
280;"Mobiele bronnen; totaal";Distikstofoxide (N20);2014;1.254
281;"Mobiele bronnen; totaal";Distikstofoxide (N20);2015;1.339
282;"Mobiele bronnen; totaal";Distikstofoxide (N20);2016;1.368
283;"Mobiele bronnen; totaal";Distikstofoxide (N20);2017;1.481
284;"Mobiele bronnen; totaal";Distikstofoxide (N20);2018;1.465
285;"Mobiele bronnen; totaal";Distikstofoxide (N20);2019;1.491
286;"Mobiele bronnen; totaal";Distikstofoxide (N20);2020;1.388
287;"Mobiele bronnen; totaal";Distikstofoxide (N20);2021;1.427
288;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1990;72.35
289;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1991;69.232
290;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1992;70.975
291;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1993;72.067
292;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1994;72.769
293;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1995;73.145
294;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1996;71.833
295;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1997;70.304
296;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1998;72.464
297;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);1999;75.298
298;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2000;76.789
299;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2001;74.065
300;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2002;72.874
301;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2003;71.77
302;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2004;69.114
303;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2005;71.63
304;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2006;74.594
305;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2007;66.967
306;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2008;45.257
307;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2009;42.498
308;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2010;37.149
309;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2011;26.561
310;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2012;24.633
311;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2013;22.688
312;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2014;24.012
313;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2015;12.465
314;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2016;5.954
315;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2017;5.689
316;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2018;5.167
317;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2019;4.782
318;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2020;3.994
319;"Mobiele bronnen; totaal";Zwaveldioxide (SO2);2021;3.938
320;"Mobiele bronnen; totaal";PM10;1990;30.995
321;"Mobiele bronnen; totaal";PM10;1991;29.842
322;"Mobiele bronnen; totaal";PM10;1992;29.421
323;"Mobiele bronnen; totaal";PM10;1993;28.222
324;"Mobiele bronnen; totaal";PM10;1994;27.477
325;"Mobiele bronnen; totaal";PM10;1995;26.598
326;"Mobiele bronnen; totaal";PM10;1996;25.784
327;"Mobiele bronnen; totaal";PM10;1997;25.417
328;"Mobiele bronnen; totaal";PM10;1998;24.932
329;"Mobiele bronnen; totaal";PM10;1999;25.419
330;"Mobiele bronnen; totaal";PM10;2000;25.044
331;"Mobiele bronnen; totaal";PM10;2001;24.431
332;"Mobiele bronnen; totaal";PM10;2002;23.394
333;"Mobiele bronnen; totaal";PM10;2003;22.653
334;"Mobiele bronnen; totaal";PM10;2004;21.868
335;"Mobiele bronnen; totaal";PM10;2005;21.468
336;"Mobiele bronnen; totaal";PM10;2006;21.026
337;"Mobiele bronnen; totaal";PM10;2007;19.611
338;"Mobiele bronnen; totaal";PM10;2008;17.337
339;"Mobiele bronnen; totaal";PM10;2009;16.243
340;"Mobiele bronnen; totaal";PM10;2010;15.088
341;"Mobiele bronnen; totaal";PM10;2011;13.651
342;"Mobiele bronnen; totaal";PM10;2012;12.669
343;"Mobiele bronnen; totaal";PM10;2013;11.793
344;"Mobiele bronnen; totaal";PM10;2014;11.68
345;"Mobiele bronnen; totaal";PM10;2015;10.964
346;"Mobiele bronnen; totaal";PM10;2016;9.849
347;"Mobiele bronnen; totaal";PM10;2017;9.447
348;"Mobiele bronnen; totaal";PM10;2018;9.393
349;"Mobiele bronnen; totaal";PM10;2019;9.107
350;"Mobiele bronnen; totaal";PM10;2020;8.398
351;"Mobiele bronnen; totaal";PM10;2021;8.239
352;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1990;28.595
353;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1991;27.483
354;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1992;26.982
355;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1993;25.8
356;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1994;25.027
357;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1995;24.127
358;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1996;23.302
359;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1997;22.889
360;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1998;22.374
361;"Mobiele bronnen; totaal";PM2.5 (fijn stof);1999;22.758
362;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2000;22.37
363;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2001;21.747
364;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2002;20.706
365;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2003;19.959
366;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2004;19.153
367;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2005;18.707
368;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2006;18.247
369;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2007;16.844
370;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2008;14.655
371;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2009;13.591
372;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2010;12.469
373;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2011;11.079
374;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2012;10.135
375;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2013;9.308
376;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2014;9.178
377;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2015;8.45
378;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2016;7.301
379;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2017;6.868
380;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2018;6.77
381;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2019;6.472
382;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2020;6.036
383;"Mobiele bronnen; totaal";PM2.5 (fijn stof);2021;5.811
384;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1990;27500.0
385;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1991;27600.0
386;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1992;28800.0
387;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1993;28900.0
388;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1994;29300.0
389;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1995;29300.0
390;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1996;29600.0
391;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1997;30600.0
392;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1998;31100.0
393;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);1999;32500.0
394;Totaal binnenlands verkeer en vervoer;Kooldioxide (CO2);2000;32600.0
