ID;RegioSSituatie2011;Perioden;TotaalHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5;TotaalHuishoudens_6;Eenpersoonshuishoudens_7;Paren_8;Eenouderhuishoudens_9;OverigeHuishoudens_10;TotaalHuishoudens_11;Eenpersoonshuishoudens_12;Paren_13;Eenouderhuishoudens_14;OverigeHuishoudens_15;TotaalHuishoudens_16;Eenpersoonshuishoudens_17;Paren_18;Eenouderhuishoudens_19;OverigeHuishoudens_20;RegionaleCodering_21
28;Nederland;2040;8477.2;3623.6;4238.7;553.6;61.3;6100.9;2568.5;3189.4;313.6;29.4;1418.3;600.8;632.5;165.2;19.9;958.0;454.3;416.7;74.8;12.0;NL01  
29;Noord-Nederland (LD);2012;776.6;277.2;446.1;47.7;5.7;690.7;239.0;409.5;39.2;3.1;34.0;15.3;12.6;4.6;1.6;51.9;22.9;24.0;3.9;1.1;LD01  
30;Noord-Nederland (LD);2013;781.7;280.8;446.3;48.7;5.9;691.9;240.5;408.7;39.7;3.1;36.7;16.6;13.4;5.0;1.6;53.1;23.7;24.2;4.0;1.2;LD01  
31;Noord-Nederland (LD);2014;786.7;284.3;446.9;49.6;5.9;693.1;241.9;408.2;40.0;3.0;39.3;17.9;14.3;5.4;1.7;54.3;24.5;24.4;4.1;1.3;LD01  
32;Noord-Nederland (LD);2015;791.4;287.6;447.3;50.4;6.0;694.4;243.4;407.7;40.2;3.1;41.7;19.2;14.9;5.9;1.7;55.3;25.0;24.7;4.2;1.3;LD01  
33;Noord-Nederland (LD);2016;796.0;291.2;447.7;51.0;6.1;695.6;245.1;407.2;40.2;3.1;43.9;20.3;15.4;6.4;1.7;56.5;25.7;25.0;4.4;1.3;LD01  
34;Noord-Nederland (LD);2017;800.7;295.0;448.0;51.4;6.3;697.3;247.4;406.6;40.1;3.1;46.0;21.4;15.9;6.9;1.8;57.4;26.1;25.4;4.5;1.4;LD01  
35;Noord-Nederland (LD);2018;804.9;298.8;448.1;51.8;6.2;698.7;249.6;405.9;40.0;3.1;47.9;22.5;16.3;7.3;1.8;58.4;26.7;25.8;4.5;1.4;LD01  
36;Noord-Nederland (LD);2019;809.1;302.5;448.1;52.1;6.4;699.9;251.7;405.3;39.8;3.2;49.9;23.7;16.7;7.6;1.8;59.3;27.1;26.1;4.6;1.4;LD01  
37;Noord-Nederland (LD);2020;813.1;306.3;448.1;52.3;6.4;701.3;254.0;404.5;39.6;3.2;51.8;24.7;17.2;8.1;1.8;60.0;27.6;26.4;4.6;1.4;LD01  
38;Noord-Nederland (LD);2021;817.1;309.9;448.2;52.5;6.5;702.6;256.2;403.8;39.4;3.2;54.1;25.9;18.0;8.4;1.9;60.4;27.9;26.5;4.7;1.4;LD01  
39;Noord-Nederland (LD);2022;821.0;314.1;447.8;52.5;6.6;703.6;259.0;402.4;39.0;3.3;56.2;26.8;18.7;8.8;1.9;61.2;28.3;26.8;4.7;1.4;LD01  
40;Noord-Nederland (LD);2023;825.0;318.0;447.7;52.6;6.6;704.6;261.5;401.2;38.6;3.3;58.4;27.9;19.4;9.2;1.9;61.9;28.7;27.0;4.8;1.4;LD01  
41;Noord-Nederland (LD);2024;828.4;321.7;447.4;52.5;6.7;705.4;264.1;399.8;38.1;3.4;60.4;28.6;20.2;9.6;1.9;62.7;29.0;27.3;4.9;1.4;LD01  
42;Noord-Nederland (LD);2025;830.8;325.0;446.7;52.5;6.6;705.2;266.1;398.2;37.6;3.3;62.3;29.5;21.0;9.9;1.9;63.2;29.4;27.5;4.9;1.4;LD01  
43;Noord-Nederland (LD);2026;833.1;328.3;445.9;52.4;6.5;705.1;268.2;396.4;37.2;3.3;64.2;30.4;21.8;10.1;1.9;63.8;29.7;27.7;5.1;1.4;LD01  
44;Noord-Nederland (LD);2027;835.0;331.3;444.7;52.3;6.7;704.3;270.2;394.0;36.8;3.3;66.2;31.2;22.7;10.3;2.0;64.5;29.9;28.0;5.2;1.4;LD01  
45;Noord-Nederland (LD);2028;836.4;334.0;443.4;52.4;6.6;703.2;271.8;391.6;36.5;3.3;68.4;32.1;23.7;10.7;2.0;64.9;30.1;28.2;5.3;1.4;LD01  
46;Noord-Nederland (LD);2029;837.6;336.7;441.9;52.3;6.7;701.9;273.5;389.0;36.0;3.3;70.2;32.8;24.4;10.9;2.0;65.6;30.3;28.5;5.4;1.4;LD01  
47;Noord-Nederland (LD);2030;838.6;339.5;440.3;52.2;6.6;700.7;275.6;386.1;35.6;3.3;71.9;33.5;25.3;11.1;1.9;66.1;30.4;28.9;5.5;1.4;LD01  
48;Noord-Nederland (LD);2031;839.2;341.8;438.6;52.1;6.7;699.2;277.4;383.4;35.1;3.4;73.3;33.9;26.2;11.4;1.9;66.6;30.6;29.1;5.6;1.4;LD01  
49;Noord-Nederland (LD);2032;839.6;344.3;436.7;52.0;6.6;697.6;279.2;380.2;34.8;3.4;74.8;34.3;27.1;11.5;1.9;67.2;30.8;29.4;5.7;1.3;LD01  
50;Noord-Nederland (LD);2033;839.4;346.4;434.5;52.0;6.6;695.8;280.8;377.1;34.6;3.4;76.2;34.8;27.8;11.7;1.9;67.4;30.8;29.5;5.8;1.3;LD01  
51;Noord-Nederland (LD);2034;838.9;348.3;432.2;51.8;6.6;693.4;281.9;373.8;34.2;3.4;77.6;35.3;28.7;11.7;1.9;67.9;31.1;29.7;5.8;1.3;LD01  
52;Noord-Nederland (LD);2035;838.3;349.9;430.0;51.8;6.6;691.4;283.2;370.7;34.0;3.5;78.7;35.5;29.4;11.9;1.9;68.2;31.2;29.9;5.9;1.3;LD01  
53;Noord-Nederland (LD);2036;837.6;351.7;427.7;51.6;6.6;689.1;284.2;367.7;33.8;3.5;80.0;36.0;30.2;11.9;1.9;68.4;31.5;29.8;6.0;1.2;LD01  
54;Noord-Nederland (LD);2037;836.8;353.4;425.5;51.4;6.6;686.9;285.3;364.6;33.5;3.5;81.3;36.6;31.0;11.9;1.9;68.6;31.5;29.8;6.0;1.2;LD01  
55;Noord-Nederland (LD);2038;835.4;354.3;423.1;51.4;6.6;683.9;285.5;361.4;33.5;3.5;82.7;37.1;31.8;11.9;1.9;68.9;31.8;29.9;6.0;1.2;LD01  
56;Noord-Nederland (LD);2039;834.2;355.4;420.8;51.4;6.6;681.1;285.8;358.3;33.5;3.5;83.8;37.5;32.6;11.8;1.9;69.3;32.0;29.9;6.1;1.2;LD01  
57;Noord-Nederland (LD);2040;833.0;356.4;418.6;51.4;6.7;678.2;286.1;355.2;33.5;3.6;85.3;38.1;33.6;11.8;1.9;69.5;32.2;29.9;6.2;1.2;LD01  
58;Oost-Nederland (LD);2012;1525.1;511.2;910.7;92.8;10.3;1275.4;412.9;789.4;68.0;5.2;116.3;44.2;54.0;15.0;3.1;133.4;54.1;67.4;9.8;2.0;LD02  
59;Oost-Nederland (LD);2013;1541.2;522.1;914.0;94.6;10.5;1285.2;420.6;790.5;68.8;5.2;120.7;46.0;55.7;15.8;3.1;135.3;55.4;67.7;10.0;2.2;LD02  
60;Oost-Nederland (LD);2014;1556.2;532.1;917.4;96.0;10.7;1293.4;427.4;791.5;69.2;5.2;125.4;48.0;57.6;16.6;3.2;137.5;56.8;68.2;10.2;2.4;LD02  
61;Oost-Nederland (LD);2015;1570.3;541.6;920.6;97.2;10.9;1300.8;433.8;792.3;69.4;5.2;130.1;49.7;59.7;17.4;3.3;139.4;58.1;68.6;10.4;2.4;LD02  
62;Oost-Nederland (LD);2016;1583.4;550.1;924.0;98.2;11.1;1307.1;439.4;792.9;69.4;5.3;134.9;51.5;61.9;18.2;3.3;141.4;59.2;69.3;10.5;2.5;LD02  
63;Oost-Nederland (LD);2017;1596.7;559.2;927.3;98.9;11.3;1312.9;445.0;793.3;69.2;5.4;140.0;53.5;64.1;19.0;3.4;143.8;60.7;69.9;10.6;2.5;LD02  
64;Oost-Nederland (LD);2018;1609.5;568.1;930.7;99.4;11.3;1319.3;451.0;793.9;69.1;5.4;144.3;55.3;65.9;19.6;3.4;145.9;61.8;70.8;10.8;2.6;LD02  
65;Oost-Nederland (LD);2019;1622.5;577.4;933.8;100.0;11.3;1325.5;456.7;794.6;68.8;5.4;149.2;57.8;67.7;20.3;3.4;147.8;62.9;71.6;10.9;2.5;LD02  
66;Oost-Nederland (LD);2020;1635.2;586.1;936.9;100.6;11.6;1332.0;462.4;795.5;68.6;5.5;153.5;59.8;69.3;20.9;3.5;149.6;63.9;72.1;11.0;2.6;LD02  
67;Oost-Nederland (LD);2021;1647.6;595.2;939.7;101.2;11.6;1337.9;467.7;796.2;68.5;5.5;158.3;62.4;70.8;21.5;3.5;151.5;65.1;72.7;11.2;2.5;LD02  
68;Oost-Nederland (LD);2022;1660.2;604.3;942.7;101.5;11.7;1344.1;474.0;796.5;68.1;5.5;162.6;64.2;72.8;22.1;3.6;153.5;66.2;73.4;11.3;2.6;LD02  
69;Oost-Nederland (LD);2023;1671.9;613.1;945.1;101.9;11.7;1349.4;479.7;796.4;67.8;5.6;167.1;66.1;74.8;22.6;3.6;155.3;67.4;74.0;11.5;2.6;LD02  
70;Oost-Nederland (LD);2024;1682.6;621.6;947.3;101.9;11.7;1353.9;485.3;795.9;67.3;5.5;171.8;68.1;76.9;23.1;3.6;156.9;68.2;74.6;11.5;2.5;LD02  
71;Oost-Nederland (LD);2025;1693.1;630.1;949.2;102.1;11.7;1358.7;491.0;795.4;66.8;5.5;176.0;69.7;79.0;23.7;3.7;158.4;69.4;74.9;11.6;2.5;LD02  
72;Oost-Nederland (LD);2026;1702.3;637.9;950.3;102.1;11.9;1362.0;496.3;793.9;66.2;5.6;180.4;71.3;81.2;24.2;3.8;159.9;70.4;75.2;11.8;2.5;LD02  
73;Oost-Nederland (LD);2027;1711.1;646.2;951.1;102.1;11.8;1364.8;501.3;792.2;65.7;5.6;185.1;73.6;83.2;24.6;3.8;161.2;71.3;75.6;11.8;2.5;LD02  
74;Oost-Nederland (LD);2028;1719.0;654.0;951.2;101.9;11.9;1366.7;506.4;789.6;65.0;5.7;189.4;75.2;85.5;25.0;3.8;162.9;72.4;76.1;12.0;2.5;LD02  
75;Oost-Nederland (LD);2029;1725.6;661.1;950.6;101.9;11.9;1367.9;510.9;786.7;64.5;5.7;193.7;76.9;87.6;25.4;3.8;164.1;73.3;76.3;12.0;2.5;LD02  
76;Oost-Nederland (LD);2030;1731.8;668.1;949.7;102.0;12.0;1369.5;516.1;783.5;64.1;5.7;197.5;78.2;89.7;25.8;3.8;164.9;73.8;76.5;12.2;2.4;LD02  
77;Oost-Nederland (LD);2031;1736.8;674.3;948.5;102.0;12.0;1369.7;520.5;779.8;63.6;5.8;201.3;79.6;91.8;26.0;3.8;165.8;74.3;76.8;12.3;2.4;LD02  
78;Oost-Nederland (LD);2032;1741.0;680.3;946.6;102.0;12.1;1369.8;525.0;775.7;63.4;5.8;204.7;80.7;93.9;26.3;3.8;166.5;74.7;77.0;12.4;2.4;LD02  
79;Oost-Nederland (LD);2033;1744.3;686.2;944.5;101.5;12.1;1369.6;529.3;771.7;62.7;6.0;207.5;81.8;95.6;26.3;3.8;167.2;75.1;77.3;12.5;2.4;LD02  
80;Oost-Nederland (LD);2034;1747.3;691.7;942.3;101.4;12.0;1368.6;532.9;767.4;62.3;5.9;210.7;83.0;97.5;26.5;3.7;168.0;75.8;77.3;12.6;2.4;LD02  
81;Oost-Nederland (LD);2035;1749.6;696.8;939.4;101.3;12.0;1366.9;536.5;762.2;62.2;6.0;213.7;84.1;99.6;26.4;3.7;169.0;76.3;77.7;12.7;2.4;LD02  
82;Oost-Nederland (LD);2036;1751.4;701.2;936.8;101.4;12.0;1364.9;539.3;757.4;62.2;6.0;216.7;84.9;101.7;26.4;3.7;169.8;77.0;77.7;12.7;2.3;LD02  
83;Oost-Nederland (LD);2037;1752.7;705.2;933.7;101.6;12.2;1362.7;541.8;752.6;62.2;6.1;219.4;85.7;103.5;26.5;3.7;170.6;77.7;77.7;12.8;2.3;LD02  
84;Oost-Nederland (LD);2038;1753.6;709.1;930.6;101.5;12.4;1359.8;544.1;747.3;62.2;6.3;222.2;86.6;105.4;26.4;3.8;171.5;78.3;77.9;12.9;2.3;LD02  
85;Oost-Nederland (LD);2039;1753.8;712.4;927.5;101.6;12.3;1356.6;545.7;742.2;62.5;6.3;225.0;87.8;107.4;26.2;3.7;172.1;78.9;78.0;13.0;2.3;LD02  
86;Oost-Nederland (LD);2040;1753.6;715.3;924.3;101.6;12.5;1353.0;546.9;737.1;62.5;6.4;227.7;88.9;109.0;26.0;3.7;173.0;79.5;78.1;13.1;2.3;LD02  
87;West-Nederland (LD);2012;3609.4;1412.6;1907.4;263.6;25.7;2665.6;1004.7;1499.0;150.7;11.1;536.2;219.3;226.1;82.7;8.2;407.5;188.6;182.4;30.1;6.4;LD03  
88;West-Nederland (LD);2013;3635.0;1424.0;1920.0;265.7;25.3;2673.7;1007.9;1504.0;150.9;10.9;546.6;223.5;231.0;83.9;8.2;414.7;192.6;185.0;30.9;6.2;LD03  
89;West-Nederland (LD);2014;3661.4;1436.5;1931.7;267.9;25.2;2682.9;1012.8;1508.0;151.3;10.9;557.5;228.0;236.4;84.9;8.2;420.9;195.8;187.3;31.7;6.1;LD03  
90;West-Nederland (LD);2015;3686.6;1449.3;1942.5;269.8;25.0;2691.2;1017.3;1511.4;151.7;10.8;568.6;232.7;242.0;85.8;8.2;426.7;199.3;189.1;32.3;6.0;LD03  
91;West-Nederland (LD);2016;3711.9;1463.0;1952.4;271.5;25.0;2700.2;1022.6;1514.5;152.3;10.8;579.8;237.8;247.4;86.3;8.2;431.9;202.5;190.5;32.9;6.0;LD03  
92;West-Nederland (LD);2017;3736.8;1476.9;1962.0;273.1;24.8;2710.1;1029.0;1517.6;152.7;10.7;590.5;242.7;252.7;86.9;8.2;436.2;205.2;191.6;33.4;5.9;LD03  
93;West-Nederland (LD);2018;3763.0;1492.0;1971.0;274.8;25.2;2719.4;1035.9;1519.5;153.2;10.8;603.1;248.2;258.9;87.6;8.3;440.5;207.9;192.6;34.0;6.0;LD03  
94;West-Nederland (LD);2019;3789.0;1508.5;1979.0;276.2;25.4;2729.4;1044.6;1520.3;153.5;10.9;615.2;253.4;265.2;88.1;8.4;444.5;210.5;193.5;34.5;6.0;LD03  
95;West-Nederland (LD);2020;3815.7;1525.8;1987.0;277.4;25.5;2739.4;1054.3;1520.3;153.8;11.0;627.9;258.9;271.9;88.6;8.5;448.4;212.6;194.8;35.0;6.0;LD03  
96;West-Nederland (LD);2021;3841.6;1543.5;1993.8;278.7;25.7;2749.3;1064.2;1519.8;154.1;11.1;639.8;264.3;277.9;89.0;8.6;452.4;214.9;196.0;35.5;6.0;LD03  
97;West-Nederland (LD);2022;3866.7;1561.0;2000.3;279.7;25.8;2758.6;1073.4;1519.6;154.4;11.2;652.9;270.7;284.1;89.4;8.7;455.3;216.9;196.5;35.9;6.0;LD03  
98;West-Nederland (LD);2023;3890.9;1578.5;2005.9;280.4;26.0;2767.2;1083.0;1518.4;154.4;11.3;665.8;277.0;290.3;89.8;8.7;457.9;218.5;197.2;36.2;6.0;LD03  
99;West-Nederland (LD);2024;3914.4;1596.3;2010.6;281.3;26.3;2775.7;1092.8;1516.7;154.7;11.5;678.5;283.1;296.4;90.2;8.8;460.2;220.3;197.5;36.4;6.0;LD03  
100;West-Nederland (LD);2025;3936.9;1614.0;2014.6;281.9;26.5;2782.7;1102.2;1514.1;154.7;11.6;691.4;289.9;302.2;90.4;8.9;462.8;221.9;198.3;36.7;5.9;LD03  
101;West-Nederland (LD);2026;3958.7;1631.7;2018.2;282.2;26.7;2789.2;1111.5;1511.3;154.7;11.7;704.5;296.5;308.2;90.8;9.0;465.0;223.7;198.6;36.7;5.9;LD03  
102;West-Nederland (LD);2027;3978.8;1648.8;2020.8;282.5;26.8;2794.9;1120.8;1507.9;154.4;11.8;716.9;302.6;314.0;91.2;9.0;467.0;225.3;198.9;36.9;5.9;LD03  
103;West-Nederland (LD);2028;3997.3;1665.2;2022.5;282.8;26.8;2799.0;1129.2;1503.6;154.4;11.9;729.3;309.1;319.7;91.5;9.1;468.9;226.9;199.2;36.9;5.8;LD03  
104;West-Nederland (LD);2029;4015.0;1681.5;2023.3;283.2;27.0;2801.9;1137.1;1498.5;154.4;12.0;742.1;315.6;325.5;91.7;9.2;471.0;228.7;199.3;37.1;5.8;LD03  
105;West-Nederland (LD);2030;4030.2;1696.6;2023.0;283.4;27.2;2802.3;1143.7;1492.3;154.3;12.0;754.6;322.2;331.1;92.0;9.3;473.2;230.7;199.6;37.1;5.8;LD03  
106;West-Nederland (LD);2031;4044.5;1711.7;2021.7;283.8;27.3;2800.8;1149.5;1484.8;154.3;12.1;767.8;329.4;336.7;92.2;9.4;475.9;232.8;200.1;37.2;5.8;LD03  
107;West-Nederland (LD);2032;4057.6;1725.5;2020.7;283.9;27.4;2797.7;1154.1;1477.5;154.0;12.2;781.3;336.6;342.6;92.7;9.4;478.6;234.9;200.6;37.3;5.8;LD03  
108;West-Nederland (LD);2033;4069.7;1738.7;2018.6;284.8;27.6;2793.1;1157.7;1469.0;154.2;12.2;795.1;343.7;348.6;93.2;9.6;481.5;237.3;201.1;37.3;5.8;LD03  
109;West-Nederland (LD);2034;4080.4;1751.1;2016.4;285.1;27.8;2788.4;1161.4;1460.7;154.1;12.2;807.9;350.3;354.1;93.6;9.8;484.2;239.3;201.7;37.4;5.8;LD03  
110;West-Nederland (LD);2035;4090.3;1763.1;2013.9;285.3;28.0;2782.7;1164.1;1452.5;153.7;12.4;820.8;357.2;359.4;94.2;9.9;486.8;241.7;201.9;37.4;5.7;LD03  
111;West-Nederland (LD);2036;4099.0;1774.1;2010.8;285.9;28.3;2776.2;1166.8;1443.4;153.5;12.5;833.4;364.0;364.6;94.9;9.9;489.4;243.2;202.8;37.5;5.8;LD03  
112;West-Nederland (LD);2037;4107.3;1784.9;2007.7;286.4;28.2;2768.8;1169.0;1434.2;153.1;12.5;845.9;370.4;369.8;95.7;10.0;492.5;245.5;203.7;37.6;5.7;LD03  
113;West-Nederland (LD);2038;4115.1;1795.0;2004.7;286.9;28.5;2761.6;1171.0;1425.4;152.6;12.7;858.0;376.7;374.8;96.6;10.0;495.4;247.3;204.6;37.7;5.8;LD03  
114;West-Nederland (LD);2039;4122.2;1804.7;2001.3;287.6;28.6;2754.0;1172.8;1416.3;152.1;12.8;869.9;382.5;379.6;97.7;10.1;498.3;249.4;205.4;37.8;5.7;LD03  
115;West-Nederland (LD);2040;4128.7;1813.5;1998.2;288.3;28.7;2746.2;1174.2;1407.5;151.7;12.8;881.1;388.1;384.2;98.7;10.1;501.4;251.1;206.6;38.0;5.7;LD03  
116;Zuid-Nederland (LD);2012;1598.2;541.6;946.1;98.8;11.7;1311.6;429.2;803.7;73.0;5.7;105.1;40.4;48.6;12.9;3.2;181.5;72.0;93.9;12.9;2.7;LD04  
117;Zuid-Nederland (LD);2013;1613.7;553.8;946.8;101.2;11.9;1319.3;437.1;802.2;74.3;5.7;110.7;43.5;50.2;13.7;3.3;183.6;73.2;94.3;13.1;2.9;LD04  
118;Zuid-Nederland (LD);2014;1627.0;564.9;947.1;103.0;12.0;1325.7;444.7;800.4;75.0;5.7;116.0;46.1;51.8;14.7;3.4;185.3;74.1;94.9;13.4;3.0;LD04  
119;Zuid-Nederland (LD);2015;1640.1;575.5;947.7;104.7;12.2;1332.1;452.5;798.5;75.5;5.6;121.0;48.4;53.5;15.6;3.5;187.0;74.6;95.7;13.6;3.1;LD04  
120;Zuid-Nederland (LD);2016;1652.3;585.8;948.3;106.1;12.1;1337.6;460.0;796.5;75.6;5.5;126.2;50.6;55.3;16.6;3.6;188.5;75.2;96.5;13.8;3.0;LD04  
121;Zuid-Nederland (LD);2017;1663.7;595.5;948.5;107.4;12.3;1342.1;466.8;794.0;75.8;5.6;131.4;53.0;57.3;17.5;3.7;190.2;75.8;97.2;14.1;3.1;LD04  
122;Zuid-Nederland (LD);2018;1674.4;605.4;948.5;108.1;12.4;1346.4;473.8;791.6;75.5;5.6;136.5;55.1;59.2;18.4;3.8;191.5;76.5;97.7;14.3;3.1;LD04  
123;Zuid-Nederland (LD);2019;1684.7;614.5;949.0;108.8;12.5;1350.7;480.6;789.5;75.1;5.6;141.2;56.9;61.1;19.3;3.8;192.8;77.0;98.4;14.4;3.1;LD04  
124;Zuid-Nederland (LD);2020;1694.3;623.3;948.8;109.7;12.5;1354.2;486.6;787.2;74.8;5.6;145.9;59.0;62.8;20.2;3.8;194.2;77.7;98.7;14.7;3.1;LD04  
125;Zuid-Nederland (LD);2021;1703.5;631.9;948.8;110.2;12.6;1357.3;492.6;784.8;74.3;5.7;150.9;60.9;65.0;21.0;3.9;195.4;78.5;99.0;14.8;3.1;LD04  
126;Zuid-Nederland (LD);2022;1711.9;640.3;948.4;110.6;12.7;1359.6;498.2;781.9;73.8;5.7;155.3;62.7;66.8;21.8;4.0;197.0;79.3;99.7;15.0;3.0;LD04  
127;Zuid-Nederland (LD);2023;1719.7;648.5;947.9;110.6;12.7;1361.4;503.7;778.9;73.1;5.7;159.7;64.4;68.9;22.4;4.0;198.6;80.4;100.1;15.1;3.0;LD04  
128;Zuid-Nederland (LD);2024;1726.8;656.0;947.2;110.8;12.8;1362.5;508.7;775.9;72.3;5.8;164.1;66.2;70.8;23.1;4.1;200.1;81.2;100.5;15.4;2.9;LD04  
