ID;Heffingen;Perioden;BenzineOngelood_1;Dieselolie_2;LPG_3;CNG_4;PropaanButaan_5;Huisbrandolie_6;Petroleum_7;k_800M3_8;k_8005000M3_9;k_5000170000M3_10;k_1700001MlnM3_11;k_1Mln10MlnM3_12;k_10mlnM3NietZakelijkVerbruik_13;k_10MlnM3ZakelijkVerbruik_14;GroenGas5000M3_15;GroenGas5000TM10MlnM3_16;GroenGas10MlnM3_17;HoogovenCokesovenKolenRaffinGas_18;Steenkool_19;ZwareStookolie_20;KVGas_21;Uranium235_22;Petroleumcokes_23;VloeibareBrandstof_24;GasvormigeBrandstof_25;k_08MWh_26;k_0810MWh_27;k_1050MWh_28;k_50MWh10000MWh_29;k_10MlnKWhNietZakelijkVerbruik_30;k_10MlnKWhZakelijkVerbruik_31;GroeneStroom10MWh_32;GroeneStroom10MWh_33
270;Temperatuurcorrectie;2013 april;0.0;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Temperatuurcorrectie;2014 januari;0.0;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Temperatuurcorrectie;2015 januari;0.0;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;
273;SUBAT-heffing;1993 januari;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;SUBAT-heffing;1993 augustus;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;SUBAT-heffing;1994 januari;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;SUBAT-heffing;1994 februari;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;SUBAT-heffing;1995 januari;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;SUBAT-heffing;1996 januari;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;SUBAT-heffing;1996 juni;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;SUBAT-heffing;1997 januari;2.95;1.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;SUBAT-heffing;1997 maart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;SUBAT-heffing;1997 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;SUBAT-heffing;1998 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;SUBAT-heffing;1998 juni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;SUBAT-heffing;1999 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;SUBAT-heffing;2000 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;SUBAT-heffing;2001 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;SUBAT-heffing;2001 maart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;SUBAT-heffing;2001 april;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;SUBAT-heffing;2001 mei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;SUBAT-heffing;2002 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;SUBAT-heffing;2002 oktober;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;SUBAT-heffing;2003 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;SUBAT-heffing;2003 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;SUBAT-heffing;2004 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;SUBAT-heffing;2004 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;SUBAT-heffing;2004 oktober;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;SUBAT-heffing;2005 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;SUBAT-heffing;2005 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;SUBAT-heffing;2006 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;SUBAT-heffing;2007 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;SUBAT-heffing;2008 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;SUBAT-heffing;2008 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;SUBAT-heffing;2009 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;SUBAT-heffing;2010 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;SUBAT-heffing;2011 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;SUBAT-heffing;2012 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;SUBAT-heffing;2013 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;SUBAT-heffing;2013 april;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;SUBAT-heffing;2014 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;SUBAT-heffing;2015 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Opslag duurzame energie;1993 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Opslag duurzame energie;1993 augustus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;Opslag duurzame energie;1994 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;Opslag duurzame energie;1994 februari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Opslag duurzame energie;1995 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;Opslag duurzame energie;1996 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;Opslag duurzame energie;1996 juni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;Opslag duurzame energie;1997 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;Opslag duurzame energie;1997 maart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Opslag duurzame energie;1997 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Opslag duurzame energie;1998 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Opslag duurzame energie;1998 juni;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;Opslag duurzame energie;1999 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Opslag duurzame energie;2000 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Opslag duurzame energie;2001 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Opslag duurzame energie;2001 maart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Opslag duurzame energie;2001 april;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Opslag duurzame energie;2001 mei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Opslag duurzame energie;2002 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Opslag duurzame energie;2002 oktober;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Opslag duurzame energie;2003 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Opslag duurzame energie;2003 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Opslag duurzame energie;2004 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Opslag duurzame energie;2004 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;Opslag duurzame energie;2004 oktober;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Opslag duurzame energie;2005 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Opslag duurzame energie;2005 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;Opslag duurzame energie;2006 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;Opslag duurzame energie;2007 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;Opslag duurzame energie;2008 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;Opslag duurzame energie;2008 juli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;Opslag duurzame energie;2009 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Opslag duurzame energie;2010 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;Opslag duurzame energie;2011 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;Opslag duurzame energie;2012 januari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;Opslag duurzame energie;2013 januari;;;;;;;;2.3;2.3;2.3;0.9;0.3;0.2;0.2;;;;;;;;;;;;1.1;1.1;1.4;0.4;0.02;0.02;;
348;Opslag duurzame energie;2013 april;;;;;;;;2.3;2.3;2.3;0.9;0.3;0.2;0.2;;;;;;;;;;;;1.1;1.1;1.4;0.4;0.02;0.02;;
349;Opslag duurzame energie;2014 januari;;;;;;;;4.6;4.6;4.6;1.7;0.5;0.4;0.4;;;;;;;;;;;;2.3;2.3;2.7;0.7;0.03;0.03;;
350;Opslag duurzame energie;2015 januari;;;;;;;;7.4;7.4;7.4;2.8;0.8;0.6;0.6;;;;;;;;;;;;3.6;3.6;4.6;1.2;0.06;0.06;;
