ID;Leeftijd;PrognoseInterval;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3
53;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2018;16774596;8301140;8472343
54;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2019;16769845;8297666;8471876
55;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2020;16774184;8296151;8475986
56;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2021;16781238;8299900;8475377
57;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2022;16783120;8299125;8479113
58;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2023;16776942;8296022;8479254
59;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2024;16772088;8290509;8480053
60;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2025;16741003;8276664;8465774
61;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2026;16732454;8265435;8461758
62;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2027;16725593;8261926;8455493
63;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2028;16698342;8252263;8448667
64;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2029;16681387;8241162;8440605
65;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2030;16670932;8232780;8442004
66;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2031;16669422;8235041;8434456
67;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2032;16649697;8212250;8434849
68;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2033;16611748;8204876;8405376
69;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2034;16598333;8190520;8398596
70;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2035;16543406;8169708;8385130
71;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2036;16513792;8151257;8378613
72;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2037;16508678;8147616;8365419
73;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2038;16487072;8127393;8361101
74;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2039;16453587;8101772;8346591
75;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2040;16407883;8083006;8330324
76;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2041;16373204;8060586;8303883
77;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2042;16320118;8033664;8282395
78;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2043;16275730;8010387;8258522
79;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2044;16206522;7961470;8223714
80;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2045;16130276;7933477;8198742
81;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2046;16088400;7910883;8175095
82;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2047;16038890;7886893;8157200
83;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2048;15985693;7859720;8134241
84;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2049;15927595;7821697;8105883
85;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2050;15886659;7794449;8087180
86;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2051;15823218;7754921;8066972
87;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2052;15747151;7720154;8027476
88;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2053;15694676;7699624;7993110
89;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2054;15657190;7672357;7976177
90;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2055;15610806;7657432;7953004
91;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2056;15578871;7634281;7927780
92;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2057;15496628;7589069;7901348
93;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2058;15447201;7566357;7874005
94;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2059;15394542;7548667;7842345
95;Totaal alle leeftijden;Ondergrens 95%-prognose-interval;2060;15355996;7528693;7820469
96;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2013;16807608;8321635;8486017
97;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2014;16889612;8362752;8527433
98;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2015;16979914;8407272;8572951
99;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2016;17073228;8455236;8618408
100;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2017;17176088;8506531;8668773
101;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2018;17293996;8568722;8726304
102;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2019;17398788;8620713;8780271
103;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2020;17510886;8674606;8836208
104;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2021;17622386;8732115;8889219
105;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2022;17724544;8785074;8939369
106;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2023;17838964;8840031;8998608
107;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2024;17947748;8897672;9053182
108;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2025;18049476;8945265;9103485
109;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2026;18151582;8998694;9154348
110;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2027;18245212;9046251;9202939
111;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2028;18353856;9101284;9256195
112;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2029;18463034;9151891;9311755
113;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2030;18546318;9192902;9360950
114;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2031;18655562;9243806;9411396
115;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2032;18730028;9281878;9450690
116;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2033;18832600;9335201;9503480
117;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2034;18950576;9387563;9557542
118;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2035;19035126;9430931;9606820
119;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2036;19107002;9464035;9642707
120;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2037;19170934;9496013;9681625
121;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2038;19256990;9530436;9726711
122;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2039;19349752;9578144;9760785
123;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2040;19432992;9618586;9812300
124;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2041;19478666;9638502;9843532
125;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2042;19527512;9668362;9868056
126;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2043;19599128;9697675;9905698
127;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2044;19645984;9725962;9937870
128;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2045;19678102;9725393;9955171
129;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2046;19729888;9742875;9982200
130;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2047;19763044;9761654;10013165
131;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2048;19818948;9782470;10036478
132;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2049;19857202;9799247;10061968
133;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2050;19895934;9821665;10081889
134;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2051;19987626;9858321;10131552
135;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2052;20043138;9899253;10155549
136;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2053;20120658;9939710;10199158
137;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2054;20198960;9962752;10233487
138;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2055;20269264;9986639;10262352
139;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2056;20326856;10036175;10304726
140;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2057;20391130;10051372;10347045
141;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2058;20476058;10088344;10389411
142;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2059;20559676;10133898;10413207
143;Totaal alle leeftijden;Bovengrens 95%-prognose-interval;2060;20643680;10174672;10462593
144;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2013;16761020;8297586;8463375
145;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2014;16787964;8311002;8477383
146;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2015;16812860;8322867;8489658
147;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2016;16834316;8333660;8501308
148;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2017;16862180;8346577;8514702
149;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2018;16889336;8360519;8530081
150;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2019;16917480;8374543;8543606
151;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2020;16941230;8385741;8556470
152;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2021;16971260;8398576;8571353
153;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2022;16992380;8410434;8582083
154;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2023;17011780;8417123;8593290
155;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2024;17034270;8426925;8606516
156;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2025;17047496;8435893;8615319
157;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2026;17067040;8439995;8624689
158;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2027;17074530;8445084;8628640
159;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2028;17080756;8446392;8635842
160;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2029;17085370;8449572;8639818
161;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2030;17087356;8447996;8638844
162;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2031;17097176;8449692;8645670
163;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2032;17085816;8441030;8644301
164;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2033;17087390;8439631;8648572
165;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2034;17084320;8436754;8647692
166;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2035;17078804;8434226;8644412
167;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2036;17077130;8428528;8646617
168;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2037;17076784;8424680;8652226
169;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2038;17046120;8411006;8637966
170;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2039;17022556;8398872;8627625
171;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2040;16993160;8383807;8616329
172;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2041;16996596;8371833;8608232
173;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2042;16952920;8355888;8598196
174;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2043;16925960;8338440;8590950
175;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2044;16909064;8323467;8583878
176;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2045;16894940;8311189;8578232
177;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2046;16874744;8298104;8574177
178;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2047;16847520;8283101;8565840
179;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2048;16803150;8259052;8539917
180;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2049;16793376;8250739;8539677
181;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2050;16765005;8237348;8533146
182;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2051;16749380;8224363;8525094
183;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2052;16729590;8224710;8518680
184;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2053;16735510;8217125;8511824
185;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2054;16717940;8212886;8505135
186;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2055;16697045;8192810;8504101
187;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2056;16670505;8185073;8492829
188;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2057;16637400;8168182;8476367
189;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2058;16621935;8151933;8464494
190;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2059;16599235;8131138;8452325
191;Totaal alle leeftijden;Ondergrens 67%-prognose-interval;2060;16558375;8120706;8443017
192;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2013;16792496;8313797;8478748
193;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2014;16857710;8346302;8511314
194;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2015;16928130;8382337;8546407
195;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2016;17004010;8419233;8583268
196;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2017;17079350;8457622;8621800
197;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2018;17162620;8500272;8663826
198;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2019;17245750;8540348;8702130
199;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2020;17319330;8579802;8741036
200;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2021;17398996;8617074;8781457
201;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2022;17471170;8652484;8816271
202;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2023;17550640;8694492;8857914
203;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2024;17628410;8734246;8897066
204;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2025;17710304;8773286;8936754
205;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2026;17777724;8807312;8972604
206;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2027;17845320;8840456;9007520
207;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2028;17919590;8873962;9044442
208;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2029;17990410;8910312;9082678
209;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2030;18057504;8941034;9117286
210;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2031;18122044;8974328;9149186
211;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2032;18193890;9003650;9183744
212;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2033;18227710;9022928;9208518
213;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2034;18283690;9052826;9237124
214;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2035;18337090;9076554;9265386
215;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2036;18400816;9103185;9294697
216;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2037;18449800;9125794;9324945
217;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2038;18492024;9140974;9348724
218;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2039;18531120;9165962;9369428
219;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2040;18588044;9190555;9400759
220;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2041;18627796;9201898;9421340
221;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2042;18665660;9218427;9444573
222;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2043;18691176;9234802;9460682
223;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2044;18731844;9244865;9482412
224;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2045;18757916;9258142;9500949
225;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2046;18788700;9269112;9517747
226;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2047;18803084;9278312;9534564
227;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2048;18833660;9294911;9549834
228;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2049;18855624;9304202;9557816
229;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2050;18884304;9304546;9566134
230;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2051;18885880;9307376;9583224
231;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2052;18936424;9323508;9606482
232;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2053;18972256;9348530;9619467
233;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2054;19004590;9365481;9645707
234;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2055;19045304;9381390;9664258
235;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2056;19056404;9384938;9675360
236;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2057;19095550;9391838;9687756
237;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2058;19106540;9401400;9709600
238;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2059;19144910;9414696;9729380
239;Totaal alle leeftijden;Bovengrens 67%-prognose-interval;2060;19181300;9430164;9751624
240;0 tot 5 jaar;Prognose;2013;912392;467142;445251
241;0 tot 5 jaar;Prognose;2014;903233;462155;441078
242;0 tot 5 jaar;Prognose;2015;895134;458029;437105
243;0 tot 5 jaar;Prognose;2016;889690;455593;434097
244;0 tot 5 jaar;Prognose;2017;890471;455931;434540
245;0 tot 5 jaar;Prognose;2018;896585;459118;437467
246;0 tot 5 jaar;Prognose;2019;903659;462801;440857
247;0 tot 5 jaar;Prognose;2020;911188;466705;444483
248;0 tot 5 jaar;Prognose;2021;918143;470304;447839
249;0 tot 5 jaar;Prognose;2022;924795;473739;451056
250;0 tot 5 jaar;Prognose;2023;930443;476658;453785
251;0 tot 5 jaar;Prognose;2024;935557;479300;456257
252;0 tot 5 jaar;Prognose;2025;940263;481736;458527
253;0 tot 5 jaar;Prognose;2026;944361;483856;460504
254;0 tot 5 jaar;Prognose;2027;947675;485569;462106
255;0 tot 5 jaar;Prognose;2028;950518;487039;463478
256;0 tot 5 jaar;Prognose;2029;952878;488262;464615
257;0 tot 5 jaar;Prognose;2030;954528;489115;465413
258;0 tot 5 jaar;Prognose;2031;955658;489704;465954
259;0 tot 5 jaar;Prognose;2032;956172;489975;466197
260;0 tot 5 jaar;Prognose;2033;955939;489865;466074
261;0 tot 5 jaar;Prognose;2034;954800;489292;465508
262;0 tot 5 jaar;Prognose;2035;952672;488212;464461
263;0 tot 5 jaar;Prognose;2036;949583;486638;462945
264;0 tot 5 jaar;Prognose;2037;945704;484656;461048
265;0 tot 5 jaar;Prognose;2038;941186;482344;458842
266;0 tot 5 jaar;Prognose;2039;936304;479853;456452
267;0 tot 5 jaar;Prognose;2040;931331;477310;454021
268;0 tot 5 jaar;Prognose;2041;926496;474839;451657
269;0 tot 5 jaar;Prognose;2042;922041;472568;449473
270;0 tot 5 jaar;Prognose;2043;918165;470591;447574
271;0 tot 5 jaar;Prognose;2044;914986;468968;446018
272;0 tot 5 jaar;Prognose;2045;912639;467772;444868
273;0 tot 5 jaar;Prognose;2046;911191;467032;444158
274;0 tot 5 jaar;Prognose;2047;910680;466775;443905
275;0 tot 5 jaar;Prognose;2048;911088;466987;444101
276;0 tot 5 jaar;Prognose;2049;912351;467640;444711
277;0 tot 5 jaar;Prognose;2050;914340;468664;445676
278;0 tot 5 jaar;Prognose;2051;916913;469988;446925
279;0 tot 5 jaar;Prognose;2052;919893;471515;448378
280;0 tot 5 jaar;Prognose;2053;923100;473157;449943
281;0 tot 5 jaar;Prognose;2054;926400;474851;451549
282;0 tot 5 jaar;Prognose;2055;929659;476524;453135
283;0 tot 5 jaar;Prognose;2056;932760;478117;454643
284;0 tot 5 jaar;Prognose;2057;935611;479580;456031
285;0 tot 5 jaar;Prognose;2058;938127;480874;457253
286;0 tot 5 jaar;Prognose;2059;940248;481962;458285
287;0 tot 5 jaar;Prognose;2060;941939;482831;459109
288;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2013;904119;462904;441215
289;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2014;885442;453044;432399
290;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2015;865515;442837;422678
291;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2016;846190;433256;412892
292;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2017;829721;424835;404862
293;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2018;820504;420174;400311
294;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2019;811871;415826;396045
295;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2020;808395;414053;394342
296;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2021;805290;412534;392756
297;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2022;808036;413827;394210
298;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2023;806706;413255;393451
299;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2024;806292;413078;393165
300;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2025;800381;409989;390392
301;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2026;798513;409086;389427
302;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2027;794718;407224;387494
303;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2028;795071;407419;387643
304;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2029;788517;404176;384341
305;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2030;784351;401944;382464
306;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2031;776782;398000;378783
307;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2032;769666;394495;375171
308;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2033;766629;392848;373781
309;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2034;760828;389936;370892
310;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2035;754442;386658;367785
311;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2036;748083;383398;364685
312;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2037;731106;374697;356465
313;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2038;732340;375339;357001
314;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2039;718753;368390;350363
315;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2040;706538;362133;344404
316;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2041;695099;356231;338868
317;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2042;686497;351843;334654
318;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2043;670817;343942;326875
319;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2044;659710;338110;321601
320;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2045;652698;334558;318140
321;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2046;654211;335417;318793
322;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2047;647251;331854;315398
323;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2048;647977;332230;315746
324;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2049;639374;327806;311568
325;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2050;631077;323471;307607
326;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2051;622133;318892;303241
327;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2052;614436;315043;299393
328;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2053;611707;313587;298120
329;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2054;613638;314645;298992
330;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2055;613246;314397;298850
331;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2056;615705;315703;300003
332;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2057;612326;313999;298327
333;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2058;610156;312913;297243
334;0 tot 5 jaar;Ondergrens 95%-prognose-interval;2059;607963;311699;296263
