ID;RegioS;Perioden;TotaalJeugdzorgtrajectenInNatura_1;TotaalJeugdhulptrajectenInNatura_2;TotaalJeugdhulpZonderVerblijf_3;UitgevoerdDoorHetWijkOfBuurtteam_4;TotaalNietUitgevoerd_5;AmbulanteJeugdhulpOpLocatieAanbieder_6;DaghulpOpLocatieVanDeAanbieder_7;JeugdhulpInHetNetwerkVanDeJongere_8;TotaalJeugdhulpMetVerblijf_9;Pleegzorg_10;Gezinsgericht_11;GeslotenPlaatsing_12;AnderVerblijfBijJeugdhulpaanbieder_13;TotaalJeugdbeschermingstrajecten_14;TotaalOndertoezichtstelling_15;Ondertoezichtstelling_16;VoorlopigeOndertoezichtstelling_17;TotaalVoogdij_18;ReguliereVoogdij_19;VoorlopigeVoogdij_20;TijdelijkeVoogdij_21;TotaalJeugdreclasseringstrajecten_22;ToezichtEnBegeleidingGedwongenKader_23;ToezichtEnBegeleidingVrijwillig_24;IndividueleTrajectbegeleidingHardeKern_25;IndividueleTrajectbegeleidingCRIEM_26;ScholingsEnTrainingsprogramma_27;GedragsbeinvloedendeMaatregel_28;VoorbereidGedragsbeinvloedMaatregel_29
12;Noord-Nederland (LD);31 december 2023;40855.0;36935.0;32895.0;1410.0;31485.0;23765.0;1530.0;6190.0;4040.0;1765.0;775.0;15.0;1485.0;3315.0;2020.0;2005.0;15.0;1295.0;1270.0;;15.0;605.0;540.0;50.0;10.0;;;;
13;Noord-Nederland (LD);30 juni 2024;41990.0;38105.0;33930.0;1395.0;32540.0;24720.0;1610.0;6210.0;4170.0;1760.0;795.0;20.0;1600.0;3245.0;2000.0;1975.0;25.0;1245.0;1220.0;10.0;15.0;640.0;580.0;45.0;15.0;;;;
14;Oost-Nederland (LD);30 juni 2021;86470.0;77260.0;69080.0;2670.0;66410.0;45960.0;5865.0;14585.0;8180.0;3480.0;1180.0;160.0;3355.0;8115.0;5560.0;5465.0;100.0;2550.0;2505.0;10.0;35.0;1100.0;935.0;125.0;35.0;10.0;;;
15;Oost-Nederland (LD);31 december 2021;87545.0;78505.0;70320.0;2395.0;67925.0;46625.0;5920.0;15385.0;8185.0;3440.0;1175.0;160.0;3405.0;8025.0;5490.0;5420.0;75.0;2535.0;2485.0;15.0;35.0;1010.0;875.0;100.0;30.0;;;;
16;Oost-Nederland (LD);30 juni 2022;87475.0;78955.0;70675.0;3060.0;67615.0;47495.0;5880.0;14240.0;8280.0;3705.0;1245.0;165.0;3165.0;7485.0;5190.0;5135.0;55.0;2295.0;2255.0;10.0;30.0;1035.0;885.0;115.0;30.0;;;;
17;Oost-Nederland (LD);31 december 2022;90340.0;82160.0;73895.0;3250.0;70650.0;49250.0;6265.0;15135.0;8265.0;3630.0;1230.0;165.0;3240.0;7185.0;4930.0;4850.0;80.0;2255.0;2210.0;15.0;30.0;995.0;835.0;120.0;35.0;;;;
18;Oost-Nederland (LD);30 juni 2023;93130.0;85130.0;76850.0;4790.0;72060.0;49180.0;7440.0;15440.0;8275.0;3565.0;1270.0;170.0;3275.0;6950.0;4750.0;4695.0;55.0;2195.0;2160.0;10.0;30.0;1055.0;870.0;140.0;35.0;10.0;;;
19;Oost-Nederland (LD);31 december 2023;94635.0;86895.0;78640.0;4985.0;73655.0;50245.0;7465.0;15950.0;8255.0;3470.0;1285.0;150.0;3350.0;6655.0;4545.0;4470.0;75.0;2105.0;2070.0;10.0;25.0;1085.0;925.0;120.0;30.0;10.0;;;
20;Oost-Nederland (LD);30 juni 2024;99950.0;92445.0;84290.0;5025.0;79270.0;54705.0;7625.0;16940.0;8155.0;3440.0;1280.0;145.0;3290.0;6360.0;4330.0;4260.0;70.0;2030.0;1980.0;25.0;30.0;1140.0;990.0;115.0;35.0;;;;
21;West-Nederland (LD);30 juni 2021;182220.0;165265.0;150510.0;31220.0;119295.0;83805.0;9565.0;25925.0;14750.0;8355.0;1740.0;410.0;4245.0;14205.0;10180.0;9985.0;195.0;4025.0;3875.0;75.0;75.0;2755.0;2360.0;315.0;60.0;15.0;;;
22;West-Nederland (LD);31 december 2021;182775.0;166285.0;151805.0;29135.0;122670.0;85835.0;10005.0;26830.0;14480.0;8095.0;1735.0;350.0;4295.0;13885.0;9960.0;9785.0;175.0;3925.0;3780.0;65.0;75.0;2605.0;2285.0;255.0;45.0;15.0;;;
23;West-Nederland (LD);30 juni 2022;189190.0;173160.0;158720.0;30360.0;128360.0;91905.0;10025.0;26430.0;14445.0;8555.0;1630.0;290.0;3970.0;13350.0;9270.0;9135.0;135.0;4080.0;3935.0;70.0;75.0;2675.0;2340.0;270.0;45.0;20.0;;;
24;West-Nederland (LD);31 december 2022;193710.0;178325.0;163925.0;31130.0;132795.0;96575.0;10095.0;26125.0;14400.0;8455.0;1665.0;325.0;3960.0;12780.0;8820.0;8610.0;210.0;3960.0;3830.0;55.0;70.0;2605.0;2255.0;280.0;50.0;15.0;;;
25;West-Nederland (LD);30 juni 2023;196280.0;181505.0;166510.0;30470.0;136040.0;98115.0;10885.0;27045.0;14995.0;8285.0;1675.0;290.0;4745.0;12195.0;8365.0;8220.0;145.0;3830.0;3685.0;80.0;70.0;2580.0;2240.0;270.0;50.0;10.0;;;
26;West-Nederland (LD);31 december 2023;197610.0;183060.0;167875.0;28375.0;139500.0;100555.0;10920.0;28025.0;15185.0;8135.0;1755.0;280.0;5020.0;11870.0;8180.0;8010.0;170.0;3690.0;3540.0;80.0;70.0;2680.0;2320.0;280.0;60.0;15.0;;;
27;West-Nederland (LD);30 juni 2024;204590.0;190270.0;175325.0;25255.0;150070.0;109135.0;11355.0;29580.0;14945.0;8025.0;1765.0;275.0;4885.0;11480.0;7980.0;7830.0;150.0;3500.0;3385.0;55.0;60.0;2840.0;2460.0;320.0;55.0;;;;
28;Zuid-Nederland (LD);30 juni 2021;79190.0;71670.0;65530.0;5525.0;60005.0;44890.0;4025.0;11090.0;6140.0;3130.0;780.0;165.0;2065.0;6590.0;4710.0;4660.0;50.0;1880.0;1840.0;20.0;20.0;935.0;830.0;60.0;35.0;10.0;;;
29;Zuid-Nederland (LD);31 december 2021;79555.0;72375.0;66280.0;5325.0;60955.0;45265.0;4150.0;11535.0;6095.0;3050.0;815.0;190.0;2045.0;6290.0;4440.0;4390.0;50.0;1850.0;1810.0;25.0;15.0;890.0;790.0;65.0;25.0;;;;
30;Zuid-Nederland (LD);30 juni 2022;78920.0;72145.0;66055.0;5115.0;60940.0;45330.0;4450.0;11160.0;6090.0;2840.0;785.0;200.0;2265.0;5905.0;4130.0;4095.0;35.0;1775.0;1735.0;20.0;20.0;870.0;770.0;70.0;20.0;;;;
31;Zuid-Nederland (LD);31 december 2022;81405.0;74840.0;68920.0;4790.0;64135.0;47635.0;4590.0;11905.0;5920.0;2770.0;815.0;205.0;2130.0;5695.0;3945.0;3895.0;50.0;1750.0;1705.0;25.0;20.0;865.0;770.0;50.0;35.0;;;;
32;Zuid-Nederland (LD);30 juni 2023;80325.0;74010.0;68050.0;5315.0;62735.0;46640.0;4585.0;11505.0;5960.0;2765.0;895.0;205.0;2095.0;5465.0;3780.0;3740.0;40.0;1685.0;1655.0;15.0;20.0;855.0;745.0;65.0;30.0;;;;
33;Zuid-Nederland (LD);31 december 2023;82085.0;75720.0;69925.0;5580.0;64345.0;48170.0;4460.0;11720.0;5795.0;2630.0;880.0;200.0;2085.0;5470.0;3790.0;3750.0;40.0;1680.0;1635.0;20.0;25.0;895.0;785.0;75.0;30.0;;;;
34;Zuid-Nederland (LD);30 juni 2024;88280.0;81955.0;76200.0;5615.0;70585.0;52955.0;4870.0;12760.0;5755.0;2605.0;925.0;175.0;2050.0;5390.0;3740.0;3710.0;30.0;1650.0;1600.0;20.0;25.0;935.0;820.0;75.0;30.0;;;;
35;Groningen (PV);30 juni 2021;13570.0;12095.0;11115.0;170.0;10945.0;7885.0;565.0;2495.0;980.0;295.0;155.0;10.0;520.0;1235.0;750.0;745.0;;485.0;465.0;;15.0;240.0;210.0;25.0;;;;;
36;Groningen (PV);31 december 2021;13670.0;12210.0;11160.0;165.0;10995.0;7860.0;590.0;2550.0;1050.0;265.0;150.0;;625.0;1225.0;725.0;715.0;10.0;500.0;490.0;;10.0;235.0;210.0;20.0;;;;;
37;Groningen (PV);30 juni 2022;14670.0;13215.0;11660.0;10.0;11645.0;8450.0;610.0;2585.0;1560.0;635.0;200.0;;715.0;1220.0;670.0;660.0;10.0;555.0;535.0;;15.0;235.0;205.0;25.0;;;;;
38;Groningen (PV);31 december 2022;14590.0;13230.0;11650.0;10.0;11640.0;8500.0;620.0;2515.0;1580.0;630.0;230.0;;715.0;1135.0;600.0;590.0;15.0;535.0;520.0;;10.0;230.0;195.0;25.0;;;;;
39;Groningen (PV);30 juni 2023;14600.0;13280.0;11855.0;285.0;11570.0;8525.0;585.0;2455.0;1420.0;580.0;220.0;;620.0;1090.0;565.0;565.0;;525.0;510.0;10.0;;235.0;200.0;25.0;;;;;
40;Groningen (PV);31 december 2023;14590.0;13300.0;11875.0;485.0;11390.0;8485.0;565.0;2340.0;1425.0;560.0;220.0;;640.0;1050.0;545.0;540.0;;505.0;495.0;;;240.0;215.0;25.0;;;;;
41;Groningen (PV);30 juni 2024;15050.0;13755.0;12270.0;535.0;11735.0;8965.0;595.0;2180.0;1485.0;570.0;215.0;;695.0;1055.0;565.0;555.0;10.0;485.0;475.0;;;245.0;225.0;15.0;;;;;
42;Fryslân (PV);30 juni 2021;13780.0;11930.0;10295.0;530.0;9765.0;7285.0;515.0;1960.0;1635.0;865.0;300.0;15.0;460.0;1690.0;1095.0;1085.0;10.0;595.0;580.0;;10.0;160.0;150.0;10.0;;;;;
43;Fryslân (PV);31 december 2021;13930.0;12065.0;10450.0;710.0;9740.0;7215.0;505.0;2020.0;1615.0;855.0;295.0;15.0;450.0;1700.0;1100.0;1090.0;10.0;600.0;580.0;;15.0;165.0;150.0;15.0;;;;;
44;Fryslân (PV);30 juni 2022;14615.0;12790.0;11205.0;775.0;10430.0;7535.0;555.0;2345.0;1585.0;820.0;270.0;15.0;480.0;1655.0;1110.0;1095.0;15.0;545.0;535.0;;10.0;170.0;155.0;10.0;;;;;
45;Fryslân (PV);31 december 2022;14850.0;13050.0;11440.0;785.0;10660.0;7625.0;535.0;2495.0;1610.0;795.0;290.0;;520.0;1605.0;1085.0;1080.0;;520.0;515.0;;;190.0;170.0;15.0;;;;;
46;Fryslân (PV);30 juni 2023;15115.0;13395.0;11860.0;805.0;11055.0;8020.0;535.0;2500.0;1530.0;800.0;310.0;;415.0;1520.0;1015.0;1005.0;15.0;505.0;500.0;;;200.0;180.0;15.0;;;;;
47;Fryslân (PV);31 december 2023;14960.0;13290.0;11725.0;755.0;10970.0;7880.0;460.0;2630.0;1565.0;795.0;335.0;;425.0;1480.0;990.0;985.0;;490.0;480.0;;;190.0;170.0;15.0;;;;;
48;Fryslân (PV);30 juni 2024;15120.0;13490.0;11905.0;670.0;11230.0;8105.0;525.0;2605.0;1590.0;790.0;345.0;10.0;440.0;1430.0;965.0;960.0;;460.0;455.0;;;200.0;180.0;15.0;10.0;;;;
49;Drenthe (PV);30 juni 2021;11395.0;10260.0;9200.0;220.0;8985.0;7320.0;470.0;1195.0;1060.0;485.0;185.0;10.0;380.0;970.0;600.0;595.0;;370.0;365.0;;;165.0;150.0;15.0;;;;;
50;Drenthe (PV);31 december 2021;11395.0;10285.0;9160.0;240.0;8920.0;7260.0;500.0;1165.0;1125.0;465.0;190.0;;465.0;930.0;580.0;565.0;15.0;350.0;350.0;;;180.0;165.0;10.0;;;;;
51;Drenthe (PV);30 juni 2022;11460.0;10460.0;9340.0;180.0;9155.0;7545.0;515.0;1095.0;1120.0;470.0;220.0;;425.0;840.0;525.0;515.0;15.0;315.0;310.0;;;160.0;145.0;15.0;;;;;
52;Drenthe (PV);31 december 2022;11560.0;10610.0;9465.0;195.0;9270.0;7590.0;530.0;1145.0;1145.0;480.0;220.0;;440.0;810.0;495.0;490.0;;315.0;305.0;;;135.0;125.0;10.0;;;;;
53;Drenthe (PV);30 juni 2023;11140.0;10180.0;9145.0;170.0;8975.0;7350.0;485.0;1135.0;1035.0;430.0;210.0;;390.0;800.0;495.0;495.0;;300.0;295.0;;;160.0;140.0;20.0;;;;;
54;Drenthe (PV);31 december 2023;11305.0;10345.0;9295.0;170.0;9125.0;7395.0;505.0;1225.0;1050.0;410.0;220.0;;415.0;785.0;485.0;480.0;;300.0;295.0;;;170.0;155.0;15.0;;;;;
55;Drenthe (PV);30 juni 2024;11815.0;10860.0;9760.0;190.0;9570.0;7650.0;495.0;1425.0;1100.0;400.0;235.0;;465.0;760.0;465.0;455.0;10.0;295.0;290.0;;;195.0;175.0;15.0;;;;;
56;Overijssel (PV);30 juni 2021;26385.0;23275.0;20230.0;170.0;20065.0;13685.0;1780.0;4600.0;3045.0;1315.0;480.0;25.0;1225.0;2725.0;1900.0;1865.0;35.0;825.0;810.0;;10.0;385.0;325.0;50.0;10.0;;;;
57;Overijssel (PV);31 december 2021;26840.0;23780.0;20705.0;180.0;20525.0;13835.0;1860.0;4835.0;3075.0;1270.0;490.0;35.0;1275.0;2710.0;1890.0;1865.0;25.0;820.0;800.0;10.0;10.0;350.0;305.0;40.0;;;;;
58;Overijssel (PV);30 juni 2022;27015.0;24090.0;20970.0;170.0;20800.0;14025.0;1810.0;4965.0;3120.0;1395.0;515.0;50.0;1160.0;2560.0;1710.0;1685.0;25.0;850.0;835.0;;;365.0;300.0;55.0;10.0;;;;
59;Overijssel (PV);31 december 2022;27205.0;24335.0;21245.0;170.0;21075.0;14145.0;1855.0;5075.0;3090.0;1370.0;520.0;50.0;1155.0;2520.0;1700.0;1655.0;45.0;825.0;815.0;;;345.0;285.0;50.0;;;;;
60;Overijssel (PV);30 juni 2023;27750.0;24860.0;21855.0;395.0;21460.0;14395.0;1955.0;5110.0;3005.0;1345.0;490.0;45.0;1125.0;2520.0;1705.0;1675.0;30.0;815.0;805.0;;;365.0;300.0;60.0;;10.0;;;
61;Overijssel (PV);31 december 2023;28000.0;25135.0;22115.0;520.0;21600.0;14430.0;1995.0;5175.0;3015.0;1280.0;500.0;35.0;1200.0;2475.0;1695.0;1665.0;30.0;775.0;770.0;;;390.0;320.0;55.0;;10.0;;;
62;Overijssel (PV);30 juni 2024;29735.0;26900.0;23920.0;455.0;23465.0;15790.0;2150.0;5525.0;2975.0;1270.0;505.0;30.0;1170.0;2410.0;1650.0;1615.0;35.0;760.0;745.0;;;425.0;350.0;65.0;10.0;;;;
63;Flevoland (PV);30 juni 2021;9420.0;8195.0;7330.0;15.0;7315.0;5700.0;635.0;980.0;865.0;465.0;105.0;60.0;240.0;1060.0;700.0;670.0;30.0;360.0;340.0;;15.0;165.0;135.0;15.0;15.0;;;;
64;Flevoland (PV);31 december 2021;9890.0;8675.0;7765.0;20.0;7745.0;5935.0;650.0;1155.0;910.0;465.0;105.0;60.0;280.0;1040.0;690.0;665.0;25.0;350.0;335.0;;15.0;175.0;150.0;10.0;10.0;;;;
65;Flevoland (PV);30 juni 2022;10030.0;8745.0;7715.0;30.0;7685.0;6065.0;700.0;920.0;1030.0;585.0;125.0;45.0;280.0;1080.0;730.0;710.0;20.0;350.0;335.0;;20.0;200.0;165.0;20.0;10.0;;;;
66;Flevoland (PV);31 december 2022;10205.0;8930.0;7925.0;50.0;7875.0;6235.0;720.0;920.0;1005.0;570.0;125.0;35.0;270.0;1090.0;740.0;725.0;15.0;350.0;325.0;;20.0;185.0;155.0;20.0;15.0;;;;
67;Flevoland (PV);30 juni 2023;10300.0;9070.0;8075.0;65.0;8010.0;6185.0;885.0;935.0;995.0;550.0;130.0;50.0;270.0;1025.0;710.0;690.0;15.0;320.0;300.0;;15.0;205.0;170.0;25.0;10.0;;;;
68;Flevoland (PV);31 december 2023;10785.0;9590.0;8590.0;60.0;8530.0;6630.0;910.0;990.0;1000.0;540.0;120.0;50.0;285.0;980.0;670.0;650.0;20.0;310.0;290.0;;15.0;215.0;185.0;20.0;;;;;
69;Flevoland (PV);30 juni 2024;11380.0;10210.0;9215.0;55.0;9160.0;7345.0;840.0;975.0;995.0;540.0;130.0;50.0;280.0;950.0;655.0;635.0;20.0;295.0;275.0;;15.0;220.0;190.0;20.0;10.0;;;;
70;Gelderland (PV);30 juni 2021;50665.0;45790.0;41520.0;2490.0;39035.0;26580.0;3450.0;9005.0;4270.0;1705.0;595.0;75.0;1890.0;4330.0;2965.0;2930.0;35.0;1365.0;1350.0;;10.0;545.0;475.0;55.0;15.0;;;;
71;Gelderland (PV);31 december 2021;50815.0;46050.0;41850.0;2195.0;39655.0;26850.0;3410.0;9395.0;4200.0;1705.0;580.0;70.0;1850.0;4275.0;2910.0;2890.0;20.0;1365.0;1345.0;;10.0;485.0;425.0;45.0;15.0;;;;
72;Gelderland (PV);30 juni 2022;50435.0;46120.0;41990.0;2860.0;39130.0;27405.0;3375.0;8350.0;4130.0;1725.0;605.0;75.0;1725.0;3845.0;2745.0;2735.0;10.0;1095.0;1090.0;;;465.0;415.0;40.0;10.0;;;;
73;Gelderland (PV);31 december 2022;52935.0;48895.0;44725.0;3030.0;41695.0;28865.0;3690.0;9140.0;4170.0;1690.0;585.0;80.0;1815.0;3575.0;2495.0;2470.0;25.0;1080.0;1070.0;10.0;;460.0;395.0;50.0;15.0;;;;
74;Gelderland (PV);30 juni 2023;55085.0;51200.0;46925.0;4335.0;42590.0;28600.0;4600.0;9390.0;4275.0;1675.0;650.0;70.0;1880.0;3400.0;2340.0;2330.0;10.0;1060.0;1050.0;;;485.0;400.0;60.0;20.0;;;;
75;Gelderland (PV);31 december 2023;55855.0;52175.0;47935.0;4405.0;43530.0;29185.0;4560.0;9780.0;4240.0;1650.0;660.0;65.0;1865.0;3200.0;2180.0;2155.0;25.0;1020.0;1010.0;;;480.0;415.0;45.0;20.0;;;;
76;Gelderland (PV);30 juni 2024;58835.0;55335.0;51155.0;4510.0;46645.0;31570.0;4635.0;10440.0;4180.0;1630.0;645.0;65.0;1840.0;3000.0;2020.0;2005.0;15.0;980.0;960.0;10.0;;500.0;455.0;30.0;15.0;;;;
77;Utrecht (PV);30 juni 2021;33385.0;30850.0;29020.0;8695.0;20325.0;14540.0;1705.0;4080.0;1830.0;1040.0;200.0;55.0;535.0;2190.0;1525.0;1485.0;40.0;670.0;660.0;;;340.0;280.0;20.0;35.0;10.0;;;
78;Utrecht (PV);31 december 2021;34200.0;31750.0;29955.0;7975.0;21980.0;15535.0;1855.0;4590.0;1795.0;1015.0;190.0;70.0;525.0;2160.0;1510.0;1490.0;20.0;650.0;640.0;;;290.0;250.0;15.0;25.0;;;;
79;Utrecht (PV);30 juni 2022;35105.0;32705.0;30580.0;6825.0;23755.0;16735.0;2010.0;5010.0;2125.0;1285.0;180.0;50.0;615.0;2090.0;1475.0;1455.0;20.0;615.0;595.0;;15.0;310.0;270.0;20.0;15.0;;;;
80;Utrecht (PV);31 december 2022;37200.0;34880.0;32715.0;8010.0;24705.0;17250.0;2175.0;5280.0;2165.0;1270.0;190.0;45.0;660.0;2030.0;1435.0;1415.0;20.0;595.0;580.0;;15.0;290.0;235.0;15.0;30.0;;;;
81;Utrecht (PV);30 juni 2023;35185.0;32970.0;30850.0;6475.0;24375.0;17010.0;2200.0;5165.0;2120.0;1205.0;185.0;50.0;680.0;1955.0;1365.0;1355.0;15.0;590.0;570.0;10.0;10.0;260.0;215.0;20.0;20.0;;;;
82;Utrecht (PV);31 december 2023;35505.0;33305.0;31230.0;5950.0;25280.0;17935.0;2070.0;5275.0;2075.0;1170.0;190.0;55.0;665.0;1930.0;1355.0;1325.0;30.0;575.0;555.0;10.0;10.0;270.0;220.0;15.0;25.0;10.0;;;
83;Utrecht (PV);30 juni 2024;36025.0;33880.0;31740.0;5135.0;26605.0;18805.0;2275.0;5525.0;2140.0;1250.0;200.0;45.0;640.0;1865.0;1320.0;1300.0;20.0;545.0;525.0;10.0;;280.0;235.0;15.0;30.0;;;;
84;Noord-Holland (PV);30 juni 2021;57955.0;52945.0;47940.0;6395.0;41545.0;27760.0;3605.0;10180.0;5005.0;2660.0;710.0;120.0;1515.0;4190.0;3025.0;2985.0;40.0;1165.0;1100.0;25.0;35.0;820.0;700.0;115.0;;;;;
85;Noord-Holland (PV);31 december 2021;58110.0;53280.0;48410.0;6140.0;42270.0;28355.0;3770.0;10145.0;4870.0;2575.0;700.0;95.0;1500.0;4060.0;2920.0;2875.0;45.0;1145.0;1080.0;30.0;35.0;765.0;680.0;80.0;;;;;
86;Noord-Holland (PV);30 juni 2022;60145.0;55440.0;50970.0;8330.0;42640.0;29620.0;3655.0;9370.0;4470.0;2505.0;625.0;75.0;1270.0;3920.0;2680.0;2655.0;30.0;1240.0;1185.0;25.0;30.0;785.0;675.0;100.0;;;;;
87;Noord-Holland (PV);31 december 2022;60205.0;55755.0;51350.0;7930.0;43425.0;31095.0;3455.0;8875.0;4405.0;2455.0;600.0;100.0;1250.0;3660.0;2460.0;2410.0;50.0;1200.0;1155.0;20.0;25.0;785.0;670.0;110.0;;;;;
88;Noord-Holland (PV);30 juni 2023;63275.0;59105.0;54110.0;7625.0;46485.0;33525.0;3740.0;9215.0;5000.0;2520.0;685.0;90.0;1700.0;3395.0;2275.0;2240.0;35.0;1115.0;1065.0;25.0;30.0;775.0;660.0;95.0;15.0;;;;
89;Noord-Holland (PV);31 december 2023;64280.0;60165.0;54865.0;7025.0;47840.0;34595.0;3820.0;9425.0;5305.0;2525.0;715.0;110.0;1955.0;3290.0;2220.0;2180.0;40.0;1070.0;1025.0;15.0;30.0;825.0;700.0;105.0;15.0;;;;
90;Noord-Holland (PV);30 juni 2024;68245.0;64100.0;58985.0;7430.0;51550.0;37275.0;4130.0;10145.0;5115.0;2490.0;660.0;115.0;1850.0;3275.0;2260.0;2210.0;50.0;1010.0;980.0;;25.0;875.0;760.0;105.0;10.0;;;;
91;Zuid-Holland (PV);30 juni 2021;81140.0;72700.0;65825.0;15805.0;50020.0;36430.0;3640.0;9950.0;6875.0;4000.0;725.0;230.0;1920.0;6970.0;5055.0;4950.0;105.0;1915.0;1840.0;45.0;30.0;1470.0;1270.0;170.0;20.0;;;;
92;Zuid-Holland (PV);31 december 2021;80570.0;72350.0;65575.0;14710.0;50865.0;36670.0;3790.0;10400.0;6775.0;3865.0;735.0;175.0;1995.0;6790.0;4930.0;4825.0;105.0;1860.0;1795.0;35.0;30.0;1435.0;1245.0;160.0;20.0;10.0;;;
93;Zuid-Holland (PV);30 juni 2022;83955.0;75980.0;69135.0;14890.0;54245.0;40215.0;3790.0;10245.0;6845.0;4135.0;740.0;155.0;1815.0;6510.0;4540.0;4460.0;80.0;1970.0;1900.0;35.0;35.0;1460.0;1280.0;140.0;20.0;15.0;;;
94;Zuid-Holland (PV);31 december 2022;86145.0;78425.0;71605.0;14905.0;56705.0;42730.0;3905.0;10070.0;6820.0;4100.0;785.0;165.0;1770.0;6295.0;4390.0;4265.0;125.0;1905.0;1840.0;35.0;30.0;1420.0;1250.0;150.0;15.0;;;;
