ID;Goederensoorten;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
112;0101101000 Fokpaarden van zuiver ras;Totaal landen;2016 september;;;;;                         
113;0101101000 Fokpaarden van zuiver ras;Totaal landen;2016 oktober;;;;;                         
114;0101101000 Fokpaarden van zuiver ras;Totaal landen;2016 november;;;;;                         
115;0101101000 Fokpaarden van zuiver ras;Totaal landen;2016 december;;;;;                         
116;0101101000 Fokpaarden van zuiver ras;Totaal landen;2016;;;;;                         
117;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 januari;;;;;                         
118;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 februari;;;;;                         
119;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 maart;;;;;                         
120;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 april;;;;;                         
121;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 mei;;;;;                         
122;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 juni;;;;;                         
123;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 juli;;;;;                         
124;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 augustus;;;;;                         
125;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 september;;;;;                         
126;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 oktober;;;;;                         
127;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 november;;;;;                         
128;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017 december;;;;;                         
129;0101101000 Fokpaarden van zuiver ras;Totaal landen;2017;;;;;                         
130;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 januari;;;;;                         
131;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 februari;;;;;                         
132;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 maart;;;;;                         
133;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 april;;;;;                         
134;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 mei;;;;;                         
135;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 juni;;;;;                         
136;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 juli;;;;;                         
137;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 augustus;;;;;                         
138;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 september;;;;;                         
139;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 oktober;;;;;                         
140;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 november;;;;;                         
141;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 december;;;;;                         
142;0101101000 Fokpaarden van zuiver ras;Totaal landen;2018 ;;;;;                         
143;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 januari;;;;;                         
144;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 februari;;;;;                         
145;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 maart;;;;;                         
146;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 april;;;;;                         
147;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 mei;;;;;                         
148;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 juni;;;;;                         
149;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 juli;;;;;                         
150;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 augustus;;;;;                         
151;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 september;;;;;                         
152;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 oktober;;;;;                         
153;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 november;;;;;                         
154;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019 december;;;;;                         
155;0101101000 Fokpaarden van zuiver ras;Totaal landen;2019;;;;;                         
156;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 januari;;;;;                         
157;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 februari;;;;;                         
158;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 maart;;;;;                         
159;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 april;;;;;                         
160;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 mei;;;;;                         
161;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 juni;;;;;                         
162;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 juli;;;;;                         
163;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 augustus;;;;;                         
164;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 september;;;;;                         
165;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 oktober;;;;;                         
166;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 november;;;;;                         
167;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020 december;;;;;                         
168;0101101000 Fokpaarden van zuiver ras;Totaal landen;2020;;;;;                         
169;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 januari;;;;;                         
170;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 februari;;;;;                         
171;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 maart;;;;;                         
172;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 april;;;;;                         
173;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 mei;;;;;                         
174;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 juni;;;;;                         
175;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 juli;;;;;                         
176;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 augustus;;;;;                         
177;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 september;;;;;                         
178;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 oktober;;;;;                         
179;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 november;;;;;                         
180;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021 december;;;;;                         
181;0101101000 Fokpaarden van zuiver ras;Totaal landen;2021;;;;;                         
182;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 januari;;;;;                         
183;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 februari;;;;;                         
184;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 maart;;;;;                         
185;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 april;;;;;                         
186;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 mei;;;;;                         
187;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 juni;;;;;                         
188;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 juli;;;;;                         
189;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 augustus;;;;;                         
190;0101101000 Fokpaarden van zuiver ras;Totaal landen;2022 januari-augustus;;;;;                         
191;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 januari;191.0;55.0;21.0;7.0;stuks                    
192;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 februari;221.0;5.0;890.0;23.0;stuks                    
193;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 maart;86.0;116.0;430.0;33.0;stuks                    
194;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 april;623.0;47.0;370.0;67.0;stuks                    
195;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 mei;353.0;113.0;117.0;49.0;stuks                    
196;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 juni;442.0;109.0;35.0;64.0;stuks                    
197;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 juli;338.0;297.0;142.0;109.0;stuks                    
198;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 augustus;345.0;206.0;397.0;63.0;stuks                    
199;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 september;201.0;285.0;1101.0;150.0;stuks                    
200;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 oktober;538.0;514.0;126.0;93.0;stuks                    
201;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 november;406.0;440.0;1003.0;830.0;stuks                    
202;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008 december;393.0;145.0;1956.0;329.0;stuks                    
203;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2008;4137.0;2332.0;6587.0;1817.0;stuks                    
204;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 januari;213.0;272.0;395.0;314.0;stuks                    
205;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 februari;33.0;34.0;137.0;77.0;stuks                    
206;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 maart;42.0;2163.0;140.0;329.0;stuks                    
207;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 april;50.0;132.0;307.0;68.0;stuks                    
208;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 mei;47.0;11.0;60.0;1671.0;stuks                    
209;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 juni;50.0;99.0;164.0;98.0;stuks                    
210;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 juli;90.0;39.0;214.0;48.0;stuks                    
211;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 augustus;98.0;1327.0;113.0;4719.0;stuks                    
212;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 september;283.0;126.0;1175.0;53.0;stuks                    
213;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 oktober;326.0;1097.0;1150.0;3082.0;stuks                    
214;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 november;403.0;173.0;1408.0;138.0;stuks                    
215;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009 december;390.0;118.0;993.0;3383.0;stuks                    
216;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2009;2023.0;5591.0;6258.0;13980.0;stuks                    
217;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 januari;27.0;55.0;992.0;84.0;stuks                    
218;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 februari;9.0;16.0;398.0;383.0;stuks                    
219;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 maart;30.0;90.0;1811.0;882.0;stuks                    
220;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 april;182.0;153.0;465.0;1493.0;stuks                    
221;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 mei;2.0;84.0;509.0;2436.0;stuks                    
222;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 juni;6.0;9.0;320.0;1810.0;stuks                    
223;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 juli;1.0;2.0;600.0;1164.0;stuks                    
224;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 augustus;11.0;17.0;823.0;1704.0;stuks                    
225;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 september;28.0;34.0;501.0;1499.0;stuks                    
226;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 oktober;28.0;160.0;811.0;1271.0;stuks                    
227;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 november;40.0;3132.0;1255.0;1963.0;stuks                    
228;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010 december;14.0;37.0;1191.0;2787.0;stuks                    
229;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2010;379.0;3789.0;9676.0;17476.0;stuks                    
230;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 januari;400.0;917.0;5853.0;1703.0;stuks                    
231;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 februari;29.0;47.0;1332.0;2184.0;stuks                    
232;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 maart;87.0;101.0;232.0;663.0;stuks                    
233;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 april;92.0;54.0;492.0;984.0;stuks                    
234;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 mei;280.0;37.0;755.0;1236.0;stuks                    
235;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 juni;466.0;1693.0;1547.0;1580.0;stuks                    
236;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 juli;68.0;50.0;1012.0;1527.0;stuks                    
237;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 augustus;4019.0;4997.0;5522.0;1297.0;stuks                    
238;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 september;679.0;11218.0;1107.0;3804.0;stuks                    
239;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 oktober;1107.0;937.0;2655.0;2360.0;stuks                    
240;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 november;1312.0;85.0;4848.0;3590.0;stuks                    
241;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011 december;1776.0;5550.0;6385.0;951.0;stuks                    
242;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2011;10316.0;25686.0;31739.0;21879.0;stuks                    
243;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 januari;;;;;                         
244;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 februari;;;;;                         
245;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 maart;;;;;                         
246;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 april;;;;;                         
247;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 mei;;;;;                         
248;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 juni;;;;;                         
249;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 juli;;;;;                         
250;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 augustus;;;;;                         
251;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 september;;;;;                         
252;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 oktober;;;;;                         
253;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 november;;;;;                         
254;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012 december;;;;;                         
255;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2012;;;;;                         
256;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 januari;;;;;                         
257;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 februari;;;;;                         
258;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 maart;;;;;                         
259;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 april;;;;;                         
260;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 mei;;;;;                         
261;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 juni;;;;;                         
262;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 juli;;;;;                         
263;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 augustus;;;;;                         
264;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 september;;;;;                         
265;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 oktober;;;;;                         
266;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 november;;;;;                         
267;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 december;;;;;                         
268;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2013 ;;;;;                         
269;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 januari;;;;;                         
270;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 februari;;;;;                         
271;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 maart;;;;;                         
272;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 april;;;;;                         
273;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 mei;;;;;                         
274;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 juni;;;;;                         
275;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 juli;;;;;                         
276;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 augustus;;;;;                         
277;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 september;;;;;                         
278;0101101000 Fokpaarden van zuiver ras;EU (exclusief Nederland);2014 oktober;;;;;                         
