ID;InkomensEnVermogensbegrippen;KenmerkenVanHuishoudens;Perioden;Ginicoefficient_1;Theilcoefficient_2;RobinHoodIndex_3;Ratio8020_4;RelatieveInterkwartielafstand_5;ParticuliereHuishoudens_6;GemiddeldBedrag_7;k_25ePercentiel_8;Mediaan_9;k_75ePercentiel_10;TotaalBedrag_11;TotaalBedragTop10_12;TotaalBedragTop1_13;TotaalBedragTop01_14
597;Gestandaardiseerd bruto inkomen;Bron: Uitkering werkloosheid;2023;0.273;0.126;19.5;3.605;0.707;30.4;37.6;25.1;33.5;47.9;1.1;0.0;;
598;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2011;0.221;0.088;16.1;2.936;0.526;260.2;27.2;19.4;24.5;32.5;7.1;;;
599;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2012;0.223;0.089;16.2;2.96;0.533;261.1;27.4;19.5;24.6;32.8;7.1;;;
600;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2013;0.221;0.088;16.1;2.93;0.53;263.9;28.0;20.0;25.2;33.5;7.4;;;
601;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2014;0.219;0.086;16.0;2.893;0.521;260.0;28.5;20.5;25.6;34.0;7.4;;;
602;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2015;0.217;0.082;15.8;2.832;0.519;258.9;28.8;20.6;25.8;34.2;7.5;;;
603;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2016;0.217;0.082;15.9;2.826;0.524;259.9;29.5;21.0;26.3;35.0;7.7;;;
604;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2017;0.223;0.088;16.3;2.888;0.534;263.4;30.4;21.5;26.8;36.0;8.0;;;
605;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2018;0.222;0.088;16.3;2.876;0.532;266.1;30.8;21.8;27.1;36.4;8.2;;;
606;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2019;0.223;0.088;16.4;2.882;0.533;267.9;31.8;22.5;27.9;37.6;8.5;0.2;0.0;
607;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2020;0.226;0.092;16.7;2.942;0.541;272.8;32.4;22.8;28.4;38.4;8.8;0.2;0.0;
608;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2021;0.226;0.09;16.6;2.914;0.547;269.3;33.0;23.0;28.9;39.0;8.9;0.2;0.0;
609;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2022;0.218;0.085;16.2;2.806;0.515;264.7;35.1;25.2;30.5;41.1;9.3;0.2;0.0;
610;Gestandaardiseerd bruto inkomen;Bron: Uitkering arbeidsongeschiktheid;2023;0.222;0.086;16.5;2.859;0.541;274.6;38.8;27.4;33.8;45.8;10.6;0.2;0.0;
611;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2011;0.305;0.226;22.1;4.194;0.647;1987.1;31.2;19.3;24.7;35.6;62.0;8.4;3.2;1.6
612;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2012;0.307;0.232;22.2;4.257;0.649;2024.2;31.8;19.5;25.2;36.2;64.3;8.8;3.4;1.7
613;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2013;0.308;0.232;22.2;4.284;0.651;2052.2;32.1;19.7;25.5;36.6;65.8;8.9;3.4;1.7
614;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2014;0.333;0.295;24.3;4.655;0.646;2065.0;34.3;20.2;26.1;37.4;70.8;12.6;6.3;2.4
615;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2015;0.304;0.228;22.0;4.173;0.637;2084.7;33.0;20.4;26.2;37.5;68.8;9.4;3.7;1.7
616;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2016;0.311;0.239;22.6;4.285;0.641;2103.3;34.1;20.9;26.8;38.4;71.7;10.5;4.4;2.0
617;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2017;0.351;0.342;25.8;4.966;0.652;2131.6;37.0;21.3;27.4;39.5;78.9;16.0;9.3;4.1
618;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2018;0.317;0.267;23.0;4.38;0.642;2124.8;35.3;21.4;27.6;39.5;75.0;11.2;5.3;2.5
619;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2019;0.341;0.352;25.0;4.775;0.642;2137.6;37.9;22.1;28.6;40.8;81.0;14.7;8.4;4.2
620;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2020;0.315;0.27;22.9;4.381;0.639;2168.9;37.3;22.7;29.4;41.8;80.8;11.3;5.6;2.8
621;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2021;0.315;0.279;22.8;4.355;0.638;2201.7;38.5;23.4;30.4;43.1;84.8;11.8;5.9;2.9
622;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2022;0.307;0.271;22.4;4.121;0.624;2200.8;40.3;24.7;31.8;44.8;88.6;11.6;6.2;3.3
623;Gestandaardiseerd bruto inkomen;Bron: Uitkering pensioen;2023;0.322;0.336;23.4;4.402;0.64;2212.6;44.3;26.4;34.5;48.8;98.0;14.5;8.7;5.2
624;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2011;0.137;0.048;9.0;2.096;0.181;351.2;16.3;14.9;16.7;17.9;5.7;;;
625;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2012;0.135;0.047;9.0;2.087;0.179;367.8;16.4;14.9;16.8;18.0;6.0;;;
626;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2013;0.135;0.046;9.0;2.074;0.184;398.7;16.7;15.2;17.1;18.4;6.6;;;
627;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2014;0.129;0.042;8.7;2.003;0.182;409.4;17.1;15.6;17.6;18.8;7.0;;;
628;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2015;0.124;0.038;8.3;1.933;0.179;422.0;17.2;15.7;17.7;18.9;7.3;;;
629;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2016;0.119;0.036;8.0;1.882;0.173;435.9;17.5;16.0;18.0;19.1;7.6;;;
630;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2017;0.115;0.034;7.7;1.839;0.17;447.1;17.8;16.3;18.3;19.5;8.0;;;
631;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2018;0.111;0.032;7.6;1.802;0.168;429.9;18.0;16.6;18.6;19.8;7.8;;;
632;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2019;0.11;0.031;7.5;1.785;0.162;412.4;18.6;17.1;19.1;20.3;7.7;0.0;;
633;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2020;0.121;0.04;8.3;1.926;0.171;438.3;18.8;17.4;19.5;20.7;8.2;0.0;;
634;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2021;0.116;0.035;7.8;1.858;0.16;420.9;19.4;17.8;19.9;21.1;8.1;0.0;;
635;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2022;0.153;0.076;10.0;2.553;0.182;418.3;20.0;19.0;21.7;23.0;8.4;0.0;;
636;Gestandaardiseerd bruto inkomen;Bron: Uitkering sociale voorziening;2023;0.148;0.061;9.8;2.458;0.166;412.9;21.8;20.7;23.5;24.5;9.0;0.0;;
637;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2011;0.318;0.184;23.1;5.414;0.709;98.8;5.7;3.4;5.0;7.3;0.6;;;
638;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2012;0.325;0.201;23.5;5.734;0.699;100.3;5.6;3.3;4.9;7.1;0.6;;;
639;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2013;0.324;0.198;23.6;5.522;0.697;106.2;5.7;3.4;5.0;7.2;0.6;;;
640;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2014;0.325;0.189;23.6;5.57;0.711;112.4;5.8;3.4;5.1;7.4;0.7;;;
641;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2015;0.332;0.223;24.3;5.703;0.74;112.3;6.0;3.5;5.2;7.6;0.7;;;
642;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2016;0.383;0.327;27.3;10.8;0.82;91.6;5.8;3.4;5.0;7.7;0.5;;;
643;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2017;0.435;0.353;31.3;;1.07;68.5;5.6;2.4;4.7;7.9;0.4;;;
644;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2018;0.532;0.535;39.0;;1.625;54.3;4.9;0.5;3.9;7.6;0.3;;;
645;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2019;0.584;0.808;42.5;;1.838;45.4;5.1;0.0;3.5;7.7;0.2;0.0;;
646;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2020;0.611;0.935;44.8;;1.992;47.7;5.2;0.0;3.3;7.8;0.2;0.0;0.0;0.0
647;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2021;0.591;0.845;43.2;;1.936;41.2;5.6;0.0;3.7;8.5;0.2;0.0;0.0;
648;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2022;0.317;0.165;23.1;4.462;0.861;19.0;9.0;5.2;8.2;12.1;0.2;;;
649;Gestandaardiseerd bruto inkomen;Bron: Studiefinanciering;2023;0.496;0.503;37.6;17.84;1.637;39.1;6.1;1.9;3.9;9.1;0.2;;;
650;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2011;0.299;0.19;20.5;4.601;0.644;4160.8;52.7;32.9;45.7;62.6;219.3;72.6;17.1;5.0
651;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2012;0.301;0.19;20.6;4.657;0.66;4195.2;53.5;33.1;46.4;64.0;224.6;74.3;17.2;5.0
652;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2013;0.301;0.189;20.7;4.64;0.663;4226.7;54.2;33.4;46.9;64.8;229.2;75.8;17.4;4.9
653;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2014;0.317;0.216;21.7;4.905;0.671;4254.4;56.7;34.0;47.8;66.4;241.4;83.5;21.7;6.1
654;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2015;0.298;0.186;20.4;4.51;0.657;4287.0;55.4;34.3;47.9;66.0;237.4;77.9;17.9;5.2
655;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2016;0.299;0.186;20.5;4.509;0.659;4327.4;57.1;35.2;49.3;68.0;247.1;81.4;18.9;5.6
656;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2017;0.308;0.206;21.1;4.673;0.66;4369.3;59.9;36.4;50.9;70.3;261.9;88.9;22.8;7.0
657;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2018;0.3;0.194;20.5;4.528;0.653;4415.7;60.2;37.1;51.9;71.3;266.0;88.2;21.5;6.8
658;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2019;0.318;0.247;21.7;4.853;0.66;4456.2;64.5;38.6;54.1;74.6;287.3;100.1;28.8;10.8
659;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2020;0.304;0.206;20.7;4.611;0.661;4487.2;64.8;39.7;55.7;76.8;290.9;96.8;24.1;8.2
660;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2021;0.306;0.209;20.9;4.641;0.668;4514.5;67.2;40.8;57.5;79.6;303.5;101.5;25.3;8.4
661;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2022;0.307;0.209;20.9;4.672;0.673;4566.1;71.6;43.3;61.4;85.0;327.0;109.4;27.7;9.4
662;Gestandaardiseerd bruto inkomen;Woningbezit: eigen woning;2023;0.312;0.233;21.1;4.761;0.669;4583.6;77.2;46.5;65.7;90.7;353.8;120.9;32.8;12.5
663;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2011;0.33;0.203;23.4;5.526;0.791;3186.7;27.7;16.8;22.3;34.8;88.2;7.7;1.6;0.5
664;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2012;0.336;0.216;23.8;5.712;0.793;3216.9;27.9;16.9;22.2;34.9;89.7;8.1;1.8;0.6
665;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2013;0.337;0.214;24.0;5.742;0.788;3241.2;28.0;17.0;22.2;34.8;90.8;8.4;1.8;0.6
666;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2014;0.339;0.222;24.1;5.761;0.774;3242.0;28.6;17.4;22.5;35.2;92.8;8.9;1.9;0.6
667;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2015;0.335;0.218;23.8;5.649;0.759;3281.6;28.6;17.6;22.7;35.1;93.9;9.1;2.1;0.7
668;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2016;0.335;0.217;23.9;5.622;0.758;3295.8;29.2;17.9;23.1;35.8;96.2;9.1;2.0;0.7
669;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2017;0.336;0.227;24.0;5.589;0.765;3325.6;30.0;18.3;23.6;36.8;99.9;9.5;2.2;0.8
670;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2018;0.334;0.215;23.8;5.545;0.774;3344.9;30.6;18.7;24.2;37.8;102.3;9.4;2.0;0.7
671;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2019;0.336;0.217;24.0;5.582;0.794;3371.2;32.1;19.4;25.4;39.9;108.3;10.0;2.2;0.7
672;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2020;0.337;0.213;24.1;5.595;0.813;3407.3;33.3;19.9;26.4;41.7;113.5;10.4;2.2;0.7
673;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2021;0.337;0.214;24.2;5.527;0.822;3436.9;34.7;20.4;27.3;43.3;119.2;11.4;2.4;0.8
674;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2022;0.334;0.213;24.0;5.39;0.821;3475.3;37.3;22.3;29.3;46.7;129.6;12.1;2.6;0.9
675;Gestandaardiseerd bruto inkomen;Woningbezit: huurwoning;2023;0.335;0.212;23.9;5.498;0.819;3573.3;39.9;23.8;31.8;50.2;142.7;13.2;2.8;1.0
676;Gestandaardiseerd inkomen;Particuliere huishoudens;2011;0.286;0.182;19.2;4.474;0.594;7347.6;25.6;16.8;22.8;30.7;188.0;43.3;10.4;3.3
677;Gestandaardiseerd inkomen;Particuliere huishoudens;2012;0.288;0.186;19.3;4.523;0.595;7412.1;25.8;16.9;23.0;30.9;191.0;44.1;10.6;3.5
678;Gestandaardiseerd inkomen;Particuliere huishoudens;2013;0.288;0.181;19.4;4.516;0.606;7467.8;25.9;16.9;23.2;31.3;193.7;44.5;10.4;3.3
679;Gestandaardiseerd inkomen;Particuliere huishoudens;2014;0.302;0.212;20.3;4.724;0.611;7496.4;27.3;17.4;23.9;32.3;204.8;50.3;14.2;4.3
680;Gestandaardiseerd inkomen;Particuliere huishoudens;2015;0.288;0.184;19.4;4.493;0.616;7568.5;27.1;17.6;24.3;32.8;205.4;47.2;11.2;3.7
681;Gestandaardiseerd inkomen;Particuliere huishoudens;2016;0.289;0.183;19.5;4.489;0.619;7623.2;28.2;18.2;25.2;34.1;215.0;49.6;11.9;3.9
682;Gestandaardiseerd inkomen;Particuliere huishoudens;2017;0.296;0.199;19.9;4.583;0.617;7694.9;29.2;18.6;25.8;34.8;224.5;53.5;14.1;4.7
683;Gestandaardiseerd inkomen;Particuliere huishoudens;2018;0.29;0.193;19.5;4.472;0.609;7760.6;29.5;19.0;26.3;35.3;228.7;53.5;13.8;4.9
684;Gestandaardiseerd inkomen;Particuliere huishoudens;2019;0.306;0.246;20.6;4.745;0.611;7827.4;31.6;19.9;27.6;37.0;247.6;62.2;19.6;8.0
685;Gestandaardiseerd inkomen;Particuliere huishoudens;2020;0.292;0.201;19.6;4.509;0.614;7894.5;32.1;20.6;28.7;38.5;253.7;59.5;15.7;5.9
686;Gestandaardiseerd inkomen;Particuliere huishoudens;2021;0.292;0.199;19.6;4.489;0.618;7951.4;33.6;21.4;30.0;40.3;267.5;62.9;16.4;5.9
687;Gestandaardiseerd inkomen;Particuliere huishoudens;2022;0.288;0.197;19.4;4.32;0.611;8041.4;35.6;22.7;31.7;42.4;286.3;67.1;18.0;6.7
688;Gestandaardiseerd inkomen;Particuliere huishoudens;2023;0.288;0.216;19.3;4.329;0.597;8156.9;38.3;24.7;34.0;45.3;312.1;73.6;21.4;9.1
689;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2011;0.301;0.198;20.5;5.228;0.592;2623.5;20.6;13.8;18.4;25.0;54.2;8.0;2.1;0.7
690;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2012;0.303;0.205;20.7;5.309;0.6;2673.3;20.9;13.9;18.6;25.3;55.8;8.4;2.3;0.8
691;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2013;0.303;0.201;20.8;5.252;0.619;2713.4;21.0;13.9;18.6;25.7;57.1;8.3;2.2;0.8
692;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2014;0.309;0.217;21.1;5.323;0.617;2721.7;21.9;14.4;19.1;26.5;59.7;9.1;2.7;0.9
693;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2015;0.303;0.21;20.8;5.256;0.617;2782.7;22.0;14.6;19.3;26.9;61.2;8.8;2.5;1.0
694;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2016;0.301;0.2;20.6;5.138;0.623;2820.4;22.7;15.0;19.9;27.7;63.9;8.9;2.6;1.0
695;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2017;0.303;0.216;20.7;5.146;0.615;2872.5;23.2;15.3;20.3;28.1;66.7;9.4;2.9;1.1
696;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2018;0.3;0.205;20.5;5.07;0.612;2910.1;23.7;15.7;20.8;28.8;68.9;9.7;2.9;1.1
697;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2019;0.307;0.239;20.9;5.175;0.616;2949.8;25.1;16.4;21.8;30.2;74.1;11.1;3.8;1.7
698;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2020;0.299;0.212;20.5;5.016;0.619;2985.9;25.7;17.0;22.7;31.3;76.8;10.6;3.3;1.4
699;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2021;0.298;0.217;20.4;4.883;0.622;3014.0;26.9;17.7;23.6;32.6;81.1;11.2;3.6;1.5
700;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2022;0.288;0.201;19.7;4.546;0.582;3085.0;28.6;19.5;25.0;34.3;88.1;11.8;3.8;1.6
701;Gestandaardiseerd inkomen;Type: Eenpersoonshuishouden;2023;0.286;0.218;19.3;4.547;0.556;3164.0;30.6;21.0;27.2;36.4;96.7;12.6;4.6;2.2
702;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2011;0.263;0.159;18.0;3.8;0.538;4724.0;28.3;19.2;25.3;33.1;133.8;35.3;8.3;2.6
703;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2012;0.264;0.162;18.1;3.832;0.538;4738.8;28.5;19.4;25.5;33.4;135.1;35.8;8.4;2.7
704;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2013;0.264;0.156;18.1;3.833;0.549;4754.4;28.7;19.4;25.8;33.8;136.6;36.1;8.2;2.5
705;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2014;0.283;0.193;19.3;4.102;0.556;4774.7;30.4;19.9;26.6;34.9;145.1;41.2;11.4;3.4
706;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2015;0.264;0.157;18.2;3.824;0.557;4785.8;30.1;20.2;27.1;35.6;144.2;38.3;8.6;2.7
707;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2016;0.266;0.158;18.2;3.833;0.56;4802.8;31.5;20.9;28.3;37.1;151.1;40.8;9.4;3.0
708;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2017;0.273;0.173;18.6;3.926;0.556;4822.4;32.7;21.6;29.1;38.0;157.8;44.1;11.2;3.6
709;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2018;0.268;0.171;18.3;3.843;0.549;4850.5;32.9;21.9;29.5;38.4;159.8;43.8;10.9;3.8
710;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2019;0.287;0.23;19.5;4.14;0.548;4877.5;35.6;23.0;31.0;40.3;173.5;51.1;15.7;6.3
711;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2020;0.269;0.178;18.3;3.882;0.549;4908.6;36.0;24.0;32.3;42.0;176.9;49.0;12.4;4.5
712;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2021;0.269;0.173;18.3;3.883;0.551;4937.4;37.7;25.1;33.9;44.0;186.4;51.7;12.8;4.4
713;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2022;0.267;0.177;18.2;3.833;0.544;4956.4;40.0;26.6;35.8;46.4;198.2;55.3;14.2;5.1
714;Gestandaardiseerd inkomen;Type: Meerpersoonshuishouden;2023;0.267;0.196;18.1;3.819;0.53;4992.9;43.1;28.9;38.7;49.7;215.4;61.0;16.8;6.8
715;Gestandaardiseerd inkomen;Type: Eenoudergezin;2011;0.256;0.136;18.0;3.621;0.573;472.2;20.5;13.9;18.3;24.6;9.7;1.0;0.2;0.1
716;Gestandaardiseerd inkomen;Type: Eenoudergezin;2012;0.264;0.175;18.5;3.765;0.574;485.9;20.6;13.9;18.2;24.6;10.0;1.1;0.3;
717;Gestandaardiseerd inkomen;Type: Eenoudergezin;2013;0.261;0.144;18.4;3.701;0.587;496.9;20.7;14.0;18.3;25.0;10.3;1.1;0.2;0.1
718;Gestandaardiseerd inkomen;Type: Eenoudergezin;2014;0.266;0.153;18.7;3.715;0.588;510.9;21.5;14.4;18.8;25.6;11.0;1.3;0.3;0.1
719;Gestandaardiseerd inkomen;Type: Eenoudergezin;2015;0.252;0.134;17.7;3.486;0.569;518.2;21.9;14.8;19.5;26.2;11.3;1.2;0.3;0.1
720;Gestandaardiseerd inkomen;Type: Eenoudergezin;2016;0.254;0.133;17.9;3.499;0.582;531.0;22.8;15.1;20.4;27.3;12.1;1.3;0.3;0.1
721;Gestandaardiseerd inkomen;Type: Eenoudergezin;2017;0.253;0.136;17.8;3.459;0.578;534.5;23.6;15.7;21.1;28.1;12.6;1.4;0.3;0.1
722;Gestandaardiseerd inkomen;Type: Eenoudergezin;2018;0.248;0.131;17.4;3.382;0.569;544.8;24.1;16.2;21.7;28.8;13.1;1.4;0.4;0.1
723;Gestandaardiseerd inkomen;Type: Eenoudergezin;2019;0.258;0.162;18.1;3.522;0.578;554.8;25.7;16.9;22.7;30.3;14.2;1.7;0.5;0.2
724;Gestandaardiseerd inkomen;Type: Eenoudergezin;2020;0.253;0.142;17.8;3.453;0.59;562.0;26.5;17.5;23.7;31.7;14.9;1.6;0.5;0.2
725;Gestandaardiseerd inkomen;Type: Eenoudergezin;2021;0.253;0.146;17.9;3.469;0.594;566.3;27.8;18.3;24.8;33.2;15.7;1.8;0.5;0.2
726;Gestandaardiseerd inkomen;Type: Eenoudergezin;2022;0.245;0.13;17.4;3.319;0.575;569.3;29.6;19.9;26.3;35.3;16.8;1.9;0.5;0.2
727;Gestandaardiseerd inkomen;Type: Eenoudergezin;2023;0.242;0.134;17.0;3.311;0.556;581.8;32.3;21.9;29.3;38.4;18.8;2.1;0.6;0.2
728;Gestandaardiseerd inkomen;Type: Paar, totaal;2011;0.257;0.156;17.7;3.639;0.518;4105.7;29.3;20.1;26.1;33.9;120.2;33.4;7.9;2.5
729;Gestandaardiseerd inkomen;Type: Paar, totaal;2012;0.257;0.156;17.6;3.646;0.516;4109.0;29.5;20.3;26.4;34.2;121.3;33.8;7.9;2.5
730;Gestandaardiseerd inkomen;Type: Paar, totaal;2013;0.257;0.151;17.7;3.652;0.527;4115.7;29.8;20.4;26.6;34.7;122.5;34.2;7.8;2.4
731;Gestandaardiseerd inkomen;Type: Paar, totaal;2014;0.277;0.19;18.9;3.929;0.531;4122.7;31.6;20.9;27.5;35.8;130.2;39.0;10.9;3.3
732;Gestandaardiseerd inkomen;Type: Paar, totaal;2015;0.258;0.154;17.7;3.675;0.533;4124.5;31.2;21.2;28.1;36.5;128.8;36.2;8.2;2.6
733;Gestandaardiseerd inkomen;Type: Paar, totaal;2016;0.259;0.155;17.8;3.68;0.536;4129.1;32.6;22.1;29.3;38.0;134.8;38.5;8.9;2.8
734;Gestandaardiseerd inkomen;Type: Paar, totaal;2017;0.267;0.171;18.2;3.792;0.533;4139.4;33.9;22.7;30.1;39.0;140.5;41.5;10.6;3.4
735;Gestandaardiseerd inkomen;Type: Paar, totaal;2018;0.263;0.169;17.9;3.723;0.526;4157.1;34.1;23.1;30.5;39.3;141.8;41.1;10.3;3.6
736;Gestandaardiseerd inkomen;Type: Paar, totaal;2019;0.283;0.231;19.2;4.029;0.525;4174.2;36.9;24.2;32.1;41.3;154.1;48.0;14.9;6.0
737;Gestandaardiseerd inkomen;Type: Paar, totaal;2020;0.264;0.177;18.0;3.758;0.525;4196.8;37.3;25.2;33.4;43.0;156.7;45.9;11.7;4.3
738;Gestandaardiseerd inkomen;Type: Paar, totaal;2021;0.264;0.169;17.9;3.755;0.527;4219.8;39.1;26.4;35.0;45.1;164.9;48.3;12.0;4.1
739;Gestandaardiseerd inkomen;Type: Paar, totaal;2022;0.263;0.177;17.9;3.73;0.519;4237.1;41.4;28.0;37.0;47.5;175.4;51.8;13.4;4.8
740;Gestandaardiseerd inkomen;Type: Paar, totaal;2023;0.264;0.197;17.8;3.732;0.508;4257.1;44.6;30.3;39.9;50.9;190.0;57.0;15.8;6.4
741;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2011;0.265;0.16;18.4;3.701;0.556;2108.5;29.8;19.8;26.3;34.6;62.9;19.2;4.6;1.4
742;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2012;0.265;0.166;18.3;3.7;0.549;2113.9;30.1;20.1;26.5;34.9;63.7;19.4;4.7;1.5
743;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2013;0.265;0.16;18.4;3.699;0.563;2125.1;30.2;20.0;26.6;35.3;64.2;19.5;4.6;1.4
744;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2014;0.285;0.202;19.7;3.979;0.57;2139.4;32.0;20.5;27.4;36.4;68.4;22.0;6.2;2.2
745;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2015;0.264;0.156;18.4;3.692;0.574;2147.9;31.4;20.7;27.9;37.0;67.5;20.3;4.5;1.3
746;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2016;0.266;0.16;18.6;3.721;0.581;2159.3;32.6;21.3;28.9;38.3;70.3;21.1;4.8;1.5
747;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2017;0.278;0.185;19.2;3.892;0.576;2171.1;33.8;21.8;29.6;39.1;73.5;22.6;6.1;2.0
748;Gestandaardiseerd inkomen;Type: Paar, zonder kind;2018;0.27;0.18;18.7;3.79;0.57;2191.0;33.6;21.9;29.7;39.1;73.7;21.7;5.4;2.0
