ID;Geslacht;Leeftijd;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonend_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersoonInInstitutioneelHuishouden_12;TotaalPersonenInHuishoudens_13;TotaalPersonenInParticuliereHuish_14;PersoonInEenpersoonshuishouden_15;TotaalPersonenInMeerpersoonshuisho_16;ZonderKinderen_17;MetKinderen_18;TotaalPersonenInNietGehuwdPaar_19;ZonderKinderen_20;MetKinderen_21;TotaalPersonenInGehuwdPaar_22;ZonderKinderen_23;MetKinderen_24;PersoonInEenouderhuishouden_25;PersoonInOverigHuishouden_26;PersoonInInstitutioneelHuishouden_27
13;Mannen en vrouwen;10000;1984;14395;14089;4918;1403.0;7124.0;356.0;2227.0;74.0;4466.0;309.0;335;305;14395;14089;1403.0;12686;2765;9921;520;371.0;150;11224;2268.0;8956;815;126;305
14;Mannen en vrouwen;10000;1985;14454;14151;4861;1477.0;7159.0;397.0;2246.0;80.0;4437.0;321.0;332;303;14454;14151;1477.0;12673;2825;9848;565;409.0;156;11138;2288.0;8850;842;128;303
15;Mannen en vrouwen;10000;1986;14529;14231;4816;1551.0;7207.0;438.0;2282.0;88.0;4398.0;331.0;326;299;14529;14231;1551.0;12680;2901;9779;617;449.0;168;11073;2323.0;8750;861;129;299
16;Mannen en vrouwen;10000;1987;14615;14321;4776;1620.0;7268.0;482.0;2330.0;98.0;4358.0;338.0;319;294;14615;14321;1620.0;12701;2990;9711;675;491.0;183;11024;2370.0;8654;873;129;294
17;Mannen en vrouwen;10000;1988;14715;14426;4738;1689.0;7345.0;527.0;2390.0;109.0;4319.0;343.0;311;289;14715;14426;1689.0;12737;3092;9645;738;536.0;202;10992;2430.0;8563;880;127;289
18;Mannen en vrouwen;10000;1989;14805;14522;4693;1752.0;7430.0;574.0;2457.0;121.0;4277.0;346.0;300;284;14805;14522;1752.0;12769;3203;9566;806;583.0;223;10959;2497.0;8462;881;123;284
19;Mannen en vrouwen;10000;1990;14893;14615;4646;1813.0;7521.0;620.0;2534.0;131.0;4235.0;347.0;288;278;14893;14615;1813.0;12802;3321;9480;870;629.0;240;10932;2573.0;8359;881;119;278
20;Mannen en vrouwen;10000;1991;15010;14746;4619;1872.0;7630.0;673.0;2612.0;142.0;4202.0;348.0;276;264;15010;14746;1872.0;12874;3448;9427;940;682.0;258;10937;2652.0;8285;883;114;264
21;Mannen en vrouwen;10000;1992;15129;14879;4602;1930.0;7734.0;718.0;2687.0;157.0;4172.0;348.0;264;250;15129;14879;1930.0;12949;3561;9388;1013;728.0;286;10945;2726.0;8219;883;108;250
22;Mannen en vrouwen;10000;1993;15239;14989;4584;1982.0;7819.0;763.0;2748.0;176.0;4133.0;349.0;254;250;15239;14989;1982.0;13007;3664;9342;1091;772.0;319;10927;2790.0;8137;886;102;250
23;Mannen en vrouwen;10000;1994;15342;15091;4573;2032.0;7887.0;810.0;2796.0;196.0;4085.0;352.0;246;250;15342;15091;2032.0;13059;3756;9303;1174;818.0;356;10892;2841.0;8051;896;97;250
24;Mannen en vrouwen;10000;1995;15424;15176;4555;2079.0;7949.0;859.0;2845.0;215.0;4030.0;357.0;236;248;15424;15176;2079.0;13097;3845;9252;1258;869.0;390;10834;2884.0;7949;913;92;248
25;Mannen en vrouwen;10000;1996;15494;15246;4541;2118.0;7998.0;906.0;2876.0;236.0;3980.0;363.0;227;247;15494;15246;2118.0;13129;3915;9213;1341;915.0;427;10770;2912.0;7857;930;88;247
26;Mannen en vrouwen;10000;1997;15567;15326;4528;2155.0;8054.0;946.0;2915.0;258.0;3934.0;366.0;224;242;15567;15326;2155.0;13171;3991;9180;1421;954.0;466;10724;2950.0;7773;940;86;242
27;Mannen en vrouwen;10000;1998;15654;15417;4520;2192.0;8113.0;978.0;2960.0;282.0;3894.0;370.0;223;237;15654;15417;2192.0;13225;4067;9158;1495;986.0;508;10693;2994.0;7699;951;86;237
28;Mannen en vrouwen;10000;1999;15760;15530;4525;2230.0;8174.0;1001.0;3008.0;308.0;3857.0;374.0;225;231;15760;15530;2230.0;13299;4141;9158;1566;1009.0;557;10680;3044.0;7636;965;88;231
29;Mannen en vrouwen;10000;2000;15864;15640;4539;2264.0;8225.0;1013.0;3042.0;338.0;3832.0;381.0;231;224;15864;15640;2264.0;13376;4193;9183;1633;1023.0;610;10668;3079.0;7590;983;92;224
30;Mannen en vrouwen;10000;2001;15987;15768;4572;2299.0;8268.0;1021.0;3060.0;371.0;3816.0;392.0;237;219;15987;15768;2299.0;13469;4225;9244;1701;1031.0;670;10660;3099.0;7561;1013;95;219
31;Mannen en vrouwen;10000;2002;16105;15888;4605;2338.0;8298.0;1027.0;3075.0;406.0;3790.0;406.0;242;217;16105;15888;2338.0;13551;4247;9303;1771;1036.0;734;10634;3114.0;7520;1049;97;217
32;Mannen en vrouwen;10000;2003;16193;15978;4623;2373.0;8317.0;1027.0;3096.0;441.0;3753.0;418.0;246;215;16193;15978;2373.0;13605;4270;9335;1837;1037.0;800;10589;3135.0;7454;1081;98;215
33;Mannen en vrouwen;10000;2004;16258;16043;4630;2406.0;8328.0;1026.0;3114.0;475.0;3713.0;429.0;250;215;16258;16043;2406.0;13637;4288;9349;1901;1035.0;865;10529;3154.0;7376;1108;99;215
34;Mannen en vrouwen;10000;2005;16306;16092;4627;2439.0;8335.0;1026.0;3130.0;510.0;3669.0;439.0;252;213;16306;16092;2439.0;13653;4305;9348;1967;1037.0;931;10454;3169.0;7285;1133;100;213
35;Mannen en vrouwen;10000;2006;16334;16126;4611;2475.0;8339.0;1029.0;3149.0;544.0;3618.0;446.0;254;209;16334;16126;2475.0;13651;4325;9326;2036;1040.0;996;10362;3184.0;7178;1151;101;209
36;Mannen en vrouwen;10000;2007;16358;16151;4590;2511.0;8342.0;1031.0;3170.0;577.0;3564.0;453.0;255;207;16358;16151;2511.0;13640;4349;9291;2100;1041.0;1059;10272;3206.0;7066;1166;102;207
37;Mannen en vrouwen;10000;2008;16405;16199;4577;2559.0;8347.0;1031.0;3195.0;609.0;3512.0;460.0;256;207;16405;16199;2559.0;13640;4375;9265;2162;1041.0;1121;10192;3230.0;6962;1182;104;207
38;Mannen en vrouwen;10000;2009;16486;16279;4576;2618.0;8357.0;1029.0;3220.0;640.0;3468.0;470.0;257;207;16486;16279;2618.0;13661;4401;9260;2218;1038.0;1180;10130;3257.0;6873;1207;106;207
39;Mannen en vrouwen;10000;2010;16575;16366;4577;2683.0;8365.0;1022.0;3245.0;669.0;3429.0;483.0;257;209;16575;16366;2683.0;13683;4420;9263;2266;1030.0;1237;10071;3282.0;6789;1237;108;209
40;Mannen en vrouwen;41100;1971;3566;3539;3471;;;;;;;;68;27;3566;3539;;3539;9;3530;15;;15;3392;;3392;124;9;27
41;Mannen en vrouwen;41100;1972;3572;3546;3479;;;;;;;;67;26;3572;3546;;3546;11;3535;21;;21;3401;;3401;113;11;26
42;Mannen en vrouwen;41100;1973;3560;3536;3471;;;;;;;;65;24;3560;3536;;3536;13;3523;26;;26;3394;;3394;103;13;24
43;Mannen en vrouwen;41100;1974;3527;3504;3441;;;;;;;;63;23;3527;3504;;3504;14;3490;30;;30;3364;;3364;97;14;23
44;Mannen en vrouwen;41100;1975;3484;3462;3401;;;;;;;;61;22;3484;3462;;3462;13;3449;33;;33;3319;;3319;96;13;22
45;Mannen en vrouwen;41100;1976;3443;3422;3363;;;;;;;;59;21;3443;3422;;3422;10;3412;35;;35;3272;;3272;104;10;21
46;Mannen en vrouwen;41100;1977;3380;3360;3304;;;;;;;;56;20;3380;3360;;3360;7;3353;36;;36;3203;;3203;114;7;20
47;Mannen en vrouwen;41100;1978;3315;3296;3242;;;;;;;;53;19;3315;3296;;3296;6;3290;37;;37;3132;;3132;120;6;19
48;Mannen en vrouwen;41100;1979;3248;3230;3179;;;;;;;;51;18;3248;3230;;3230;6;3225;38;;38;3062;;3062;125;6;18
49;Mannen en vrouwen;41100;1980;3184;3167;3118;;;;;;;;48;17;3184;3167;;3167;6;3161;38;;38;2992;;2992;131;6;17
50;Mannen en vrouwen;41100;1981;3134;3118;3071;;;;;;;;46;17;3134;3118;;3118;6;3112;38;;38;2933;;2933;141;6;17
51;Mannen en vrouwen;41100;1982;3074;3057;3014;;;;;;;;44;16;3074;3057;;3057;5;3052;37;;37;2860;;2860;156;5;16
52;Mannen en vrouwen;41100;1983;3003;2987;2946;;;;;;;;41;16;3003;2987;;2987;5;2982;35;;35;2775;;2775;172;5;16
53;Mannen en vrouwen;41100;1984;2930;2914;2875;;;;;;;;39;16;2930;2914;;2914;5;2909;35;;35;2686;;2686;189;5;16
54;Mannen en vrouwen;41100;1985;2850;2835;2798;;;;;;;;37;15;2850;2835;;2835;6;2829;36;;36;2592;;2592;201;6;15
55;Mannen en vrouwen;41100;1986;2788;2773;2738;;;;;;;;36;15;2788;2773;;2773;6;2767;39;;39;2520;;2520;207;6;15
56;Mannen en vrouwen;41100;1987;2746;2731;2697;;;;;;;;35;14;2746;2731;;2731;7;2724;45;;45;2469;;2469;209;7;14
57;Mannen en vrouwen;41100;1988;2719;2705;2672;;;;;;;;33;14;2719;2705;;2705;8;2697;53;;53;2435;;2435;210;8;14
58;Mannen en vrouwen;41100;1989;2710;2697;2664;;;;;;;;32;13;2710;2697;;2697;8;2689;63;;63;2416;;2416;210;8;13
59;Mannen en vrouwen;41100;1990;2715;2703;2671;;;;;;;;31;12;2715;2703;;2703;8;2694;71;;71;2410;;2410;213;8;12
60;Mannen en vrouwen;41100;1991;2738;2728;2697;;;;;;;;31;10;2738;2728;;2728;8;2720;79;;79;2418;;2418;223;8;10
61;Mannen en vrouwen;41100;1992;2765;2757;2727;;;;;;;;30;8;2765;2757;;2757;8;2749;91;;91;2429;;2429;229;8;8
62;Mannen en vrouwen;41100;1993;2791;2783;2753;;;;;;;;30;8;2791;2783;;2783;8;2776;104;;104;2437;;2437;234;8;8
63;Mannen en vrouwen;41100;1994;2816;2808;2778;;;;;;;;30;8;2816;2808;;2808;7;2800;119;;119;2440;;2440;242;7;8
64;Mannen en vrouwen;41100;1995;2838;2831;2801;;;;;;;;30;8;2838;2831;;2831;8;2823;133;;133;2432;;2432;258;8;8
65;Mannen en vrouwen;41100;1996;2848;2840;2811;;;;;;;;29;8;2848;2840;;2840;7;2833;148;;148;2415;;2415;270;7;8
66;Mannen en vrouwen;41100;1997;2861;2854;2825;;;;;;;;29;8;2861;2854;;2854;7;2846;164;;164;2405;;2405;278;7;8
67;Mannen en vrouwen;41100;1998;2883;2876;2847;;;;;;;;29;7;2883;2876;;2876;8;2868;181;;181;2402;;2402;285;8;7
68;Mannen en vrouwen;41100;1999;2916;2909;2880;;;;;;;;29;7;2916;2909;;2909;8;2901;200;;200;2407;;2407;293;8;7
69;Mannen en vrouwen;41100;2000;2946;2938;2910;;;;;;;;29;7;2946;2938;;2938;8;2930;221;;221;2407;;2407;302;8;7
70;Mannen en vrouwen;41100;2001;2978;2971;2942;;;;;;;;29;7;2978;2971;;2971;8;2962;245;;245;2403;;2403;314;8;7
71;Mannen en vrouwen;41100;2002;2998;2991;2962;;;;;;;;29;7;2998;2991;;2991;8;2984;271;;271;2386;;2386;327;8;7
72;Mannen en vrouwen;41100;2003;3010;3003;2974;;;;;;;;30;7;3010;3003;;3003;7;2996;296;;296;2361;;2361;339;7;7
73;Mannen en vrouwen;41100;2004;3016;3009;2979;;;;;;;;30;7;3016;3009;;3009;7;3002;323;;323;2332;;2332;347;7;7
74;Mannen en vrouwen;41100;2005;3009;3002;2972;;;;;;;;30;7;3009;3002;;3002;7;2995;349;;349;2293;;2293;353;7;7
75;Mannen en vrouwen;41100;2006;2985;2978;2948;;;;;;;;30;6;2985;2978;;2978;6;2972;375;;375;2242;;2242;355;6;6
76;Mannen en vrouwen;41100;2007;2959;2953;2922;;;;;;;;30;6;2959;2953;;2953;6;2947;400;;400;2191;;2191;356;6;6
77;Mannen en vrouwen;41100;2008;2936;2930;2899;;;;;;;;30;6;2936;2930;;2930;7;2923;425;;425;2141;;2141;357;7;6
78;Mannen en vrouwen;41100;2009;2923;2917;2886;;;;;;;;31;6;2923;2917;;2917;7;2910;449;;449;2098;;2098;363;7;6
79;Mannen en vrouwen;41100;2010;2913;2907;2875;;;;;;;;31;6;2913;2907;;2907;8;2899;471;;471;2055;;2055;372;8;6
80;Mannen en vrouwen;53050;1971;2317;2242;1611;100.0;450.0;9.0;202.0;3.0;236.0;3.0;79;74;2317;2242;100.0;2143;243;1900;25;9.0;15;1933;216.0;1717;167;18;74
81;Mannen en vrouwen;53050;1972;2288;2216;1595;105.0;431.0;14.0;202.0;4.0;211.0;4.0;81;72;2288;2216;105.0;2111;251;1860;35;17.0;18;1892;216.0;1676;166;18;72
82;Mannen en vrouwen;53050;1973;2268;2199;1584;111.0;415.0;19.0;203.0;4.0;189.0;4.0;83;69;2268;2199;111.0;2088;259;1828;46;25.0;21;1859;217.0;1643;164;18;69
83;Mannen en vrouwen;53050;1974;2268;2201;1585;118.0;407.0;25.0;206.0;5.0;172.0;5.0;86;67;2268;2201;118.0;2083;270;1813;56;33.0;24;1843;219.0;1624;164;19;67
84;Mannen en vrouwen;53050;1975;2287;2222;1593;125.0;408.0;32.0;210.0;5.0;161.0;6.0;90;65;2287;2222;125.0;2097;285;1812;68;42.0;26;1843;223.0;1620;166;20;65
85;Mannen en vrouwen;53050;1976;2319;2257;1604;134.0;419.0;41.0;216.0;5.0;156.0;6.0;94;62;2319;2257;134.0;2122;302;1820;81;52.0;29;1852;229.0;1623;168;21;62
86;Mannen en vrouwen;53050;1977;2347;2287;1610;143.0;430.0;52.0;220.0;5.0;153.0;7.0;97;60;2347;2287;143.0;2144;318;1826;95;63.0;31;1856;233.0;1623;171;22;60
87;Mannen en vrouwen;53050;1978;2369;2312;1621;152.0;433.0;62.0;221.0;5.0;145.0;8.0;98;58;2369;2312;152.0;2160;329;1830;107;74.0;33;1854;233.0;1622;175;23;58
88;Mannen en vrouwen;53050;1979;2401;2345;1643;160.0;434.0;73.0;219.0;5.0;137.0;8.0;99;56;2401;2345;160.0;2185;339;1845;120;85.0;36;1859;231.0;1629;181;24;56
89;Mannen en vrouwen;53050;1980;2439;2385;1673;169.0;435.0;84.0;216.0;6.0;129.0;9.0;99;54;2439;2385;169.0;2216;347;1868;134;96.0;38;1869;227.0;1642;189;25;54
90;Mannen en vrouwen;53050;1981;2472;2421;1698;179.0;436.0;98.0;210.0;6.0;122.0;10.0;98;52;2472;2421;179.0;2242;353;1889;147;107.0;39;1871;220.0;1652;198;26;52
91;Mannen en vrouwen;53050;1982;2486;2437;1709;187.0;435.0;112.0;200.0;6.0;117.0;10.0;95;49;2486;2437;187.0;2249;355;1895;159;119.0;40;1856;209.0;1648;207;27;49
92;Mannen en vrouwen;53050;1983;2492;2445;1716;195.0;432.0;126.0;187.0;7.0;112.0;11.0;91;47;2492;2445;195.0;2250;354;1896;171;130.0;41;1837;195.0;1641;214;29;47
93;Mannen en vrouwen;53050;1984;2494;2450;1726;203.0;421.0;137.0;172.0;7.0;106.0;11.0;89;44;2494;2450;203.0;2247;349;1898;180;139.0;41;1818;180.0;1638;219;30;44
94;Mannen en vrouwen;53050;1985;2502;2460;1741;211.0;409.0;145.0;157.0;7.0;99.0;12.0;87;42;2502;2460;211.0;2249;345;1904;189;147.0;42;1807;166.0;1641;222;32;42
95;Mannen en vrouwen;53050;1986;2506;2467;1752;221.0;397.0;154.0;145.0;8.0;90.0;12.0;86;40;2506;2467;221.0;2246;341;1905;198;155.0;43;1793;153.0;1639;223;33;40
96;Mannen en vrouwen;53050;1987;2496;2459;1748;231.0;386.0;162.0;133.0;9.0;82.0;11.0;83;37;2496;2459;231.0;2228;338;1890;206;163.0;43;1766;142.0;1624;222;33;37
97;Mannen en vrouwen;53050;1988;2474;2438;1729;241.0;377.0;169.0;123.0;10.0;74.0;11.0;80;36;2474;2438;241.0;2197;337;1860;215;171.0;44;1730;133.0;1597;219;33;36
98;Mannen en vrouwen;53050;1989;2428;2394;1687;252.0;370.0;177.0;113.0;11.0;69.0;10.0;75;34;2428;2394;252.0;2142;336;1806;223;179.0;44;1675;125.0;1550;212;33;34
99;Mannen en vrouwen;53050;1990;2371;2339;1630;261.0;368.0;184.0;107.0;12.0;65.0;9.0;71;32;2371;2339;261.0;2079;335;1743;230;186.0;44;1613;117.0;1496;204;32;32
100;Mannen en vrouwen;53050;1991;2315;2289;1575;269.0;370.0;194.0;101.0;13.0;62.0;9.0;66;25;2315;2289;269.0;2021;337;1684;239;195.0;44;1557;111.0;1446;194;31;25
101;Mannen en vrouwen;53050;1992;2261;2242;1529;274.0;369.0;200.0;93.0;14.0;62.0;8.0;62;19;2261;2242;274.0;1968;332;1636;247;202.0;45;1502;100.0;1402;189;30;19
102;Mannen en vrouwen;53050;1993;2202;2184;1485;274.0;358.0;202.0;84.0;14.0;59.0;8.0;58;18;2202;2184;274.0;1910;324;1586;249;203.0;46;1445;93.0;1352;188;29;18
103;Mannen en vrouwen;53050;1994;2145;2128;1451;273.0;340.0;198.0;75.0;14.0;52.0;9.0;55;17;2145;2128;273.0;1854;310;1544;246;199.0;47;1392;84.0;1308;188;28;17
104;Mannen en vrouwen;53050;1995;2067;2050;1411;267.0;313.0;187.0;64.0;13.0;48.0;9.0;50;17;2067;2050;267.0;1782;285;1497;236;189.0;48;1331;70.0;1261;188;27;17
105;Mannen en vrouwen;53050;1996;2004;1986;1387;259.0;286.0;178.0;52.0;13.0;43.0;9.0;46;17;2004;1986;259.0;1728;262;1465;228;179.0;48;1286;57.0;1228;189;26;17
106;Mannen en vrouwen;53050;1997;1953;1936;1363;252.0;268.0;172.0;46.0;13.0;37.0;8.0;44;17;1953;1936;252.0;1684;249;1435;222;173.0;49;1247;51.0;1197;189;25;17
107;Mannen en vrouwen;53050;1998;1912;1895;1338;249.0;256.0;168.0;41.0;13.0;34.0;8.0;44;16;1912;1895;249.0;1646;241;1405;220;169.0;50;1211;46.0;1165;190;26;16
108;Mannen en vrouwen;53050;1999;1891;1876;1318;251.0;253.0;168.0;39.0;14.0;31.0;8.0;46;16;1891;1876;251.0;1624;240;1384;222;169.0;52;1183;44.0;1139;193;27;16
109;Mannen en vrouwen;53050;2000;1883;1868;1309;253.0;250.0;168.0;38.0;14.0;29.0;9.0;48;15;1883;1868;253.0;1616;240;1375;225;169.0;55;1165;43.0;1122;198;28;15
110;Mannen en vrouwen;53050;2001;1893;1879;1315;255.0;249.0;168.0;37.0;15.0;29.0;10.0;50;15;1893;1879;255.0;1624;241;1383;228;169.0;59;1160;43.0;1117;206;29;15
111;Mannen en vrouwen;53050;2002;1913;1898;1329;258.0;247.0;167.0;36.0;16.0;28.0;11.0;52;15;1913;1898;258.0;1640;240;1399;231;168.0;63;1161;42.0;1119;217;31;15
112;Mannen en vrouwen;53050;2003;1932;1917;1340;264.0;246.0;165.0;35.0;17.0;28.0;12.0;55;15;1932;1917;264.0;1652;240;1413;234;166.0;68;1159;42.0;1117;228;32;15
113;Mannen en vrouwen;53050;2004;1941;1925;1344;270.0;242.0;162.0;35.0;18.0;27.0;12.0;57;16;1941;1925;270.0;1655;238;1417;236;163.0;73;1150;42.0;1108;236;32;16
114;Mannen en vrouwen;53050;2005;1949;1933;1351;275.0;237.0;160.0;33.0;18.0;26.0;12.0;58;16;1949;1933;275.0;1658;234;1423;238;161.0;77;1141;40.0;1101;245;33;16
115;Mannen en vrouwen;53050;2006;1956;1940;1360;281.0;230.0;157.0;31.0;18.0;24.0;12.0;59;16;1956;1940;281.0;1660;230;1430;240;158.0;82;1133;37.0;1096;252;35;16
116;Mannen en vrouwen;53050;2007;1965;1948;1368;287.0;223.0;155.0;28.0;19.0;21.0;11.0;59;16;1965;1948;287.0;1661;226;1436;243;156.0;87;1125;34.0;1091;258;36;16
117;Mannen en vrouwen;53050;2008;1982;1966;1380;296.0;219.0;154.0;26.0;19.0;20.0;11.0;60;16;1982;1966;296.0;1670;224;1446;246;155.0;91;1122;32.0;1090;265;36;16
118;Mannen en vrouwen;53050;2009;2007;1991;1394;307.0;217.0;153.0;26.0;20.0;18.0;11.0;61;17;2007;1991;307.0;1683;223;1460;250;154.0;96;1123;32.0;1091;273;37;17
119;Mannen en vrouwen;53050;2010;2028;2011;1406;319.0;214.0;151.0;26.0;20.0;17.0;11.0;61;17;2028;2011;319.0;1692;221;1471;252;151.0;100;1121;32.0;1089;282;38;17
120;Mannen en vrouwen;53500;1971;1753;1739;180;92.0;1412.0;9.0;239.0;5.0;1158.0;14.0;41;13;1753;1739;92.0;1647;268;1380;17;10.0;7;1556;246.0;1309;63;12;13
121;Mannen en vrouwen;53500;1972;1866;1852;190;102.0;1502.0;9.0;276.0;7.0;1210.0;15.0;43;14;1866;1852;102.0;1750;306;1443;20;11.0;9;1652;284.0;1368;67;12;14
122;Mannen en vrouwen;53500;1973;1961;1946;198;112.0;1577.0;9.0;309.0;9.0;1251.0;16.0;44;14;1961;1946;112.0;1835;342;1493;23;12.0;11;1731;319.0;1412;69;12;14
123;Mannen en vrouwen;53500;1974;2033;2018;202;121.0;1633.0;10.0;335.0;10.0;1277.0;17.0;44;15;2033;2018;121.0;1897;371;1526;26;13.0;13;1788;346.0;1442;70;12;15
124;Mannen en vrouwen;53500;1975;2096;2080;206;131.0;1681.0;14.0;354.0;12.0;1302.0;19.0;44;15;2096;2080;131.0;1950;393;1556;30;16.0;15;1836;366.0;1470;71;12;15
125;Mannen en vrouwen;53500;1976;2155;2140;208;141.0;1726.0;20.0;363.0;12.0;1331.0;20.0;44;16;2155;2140;141.0;1999;408;1591;36;20.0;16;1878;375.0;1503;72;12;16
126;Mannen en vrouwen;53500;1977;2210;2194;209;153.0;1765.0;25.0;370.0;13.0;1356.0;22.0;44;16;2210;2194;153.0;2040;421;1619;44;27.0;17;1911;382.0;1529;73;12;16
127;Mannen en vrouwen;53500;1978;2263;2246;212;168.0;1798.0;34.0;382.0;15.0;1367.0;25.0;43;16;2263;2246;168.0;2078;441;1637;54;36.0;18;1937;394.0;1543;75;12;16
128;Mannen en vrouwen;53500;1979;2301;2284;214;185.0;1815.0;43.0;396.0;16.0;1360.0;28.0;42;16;2301;2284;185.0;2099;464;1634;65;45.0;20;1944;407.0;1537;78;12;16
129;Mannen en vrouwen;53500;1980;2335;2318;217;206.0;1824.0;54.0;410.0;18.0;1342.0;32.0;40;16;2335;2318;206.0;2113;489;1623;78;57.0;21;1941;420.0;1521;81;12;16
130;Mannen en vrouwen;53500;1981;2381;2365;222;230.0;1839.0;68.0;424.0;19.0;1327.0;36.0;38;16;2381;2365;230.0;2135;518;1617;94;71.0;23;1942;434.0;1508;86;13;16
131;Mannen en vrouwen;53500;1982;2351;2336;221;253.0;1786.0;81.0;421.0;20.0;1263.0;41.0;35;15;2351;2336;253.0;2083;528;1555;110;86.0;24;1872;429.0;1442;89;13;15
132;Mannen en vrouwen;53500;1983;2332;2318;223;278.0;1739.0;97.0;415.0;21.0;1205.0;45.0;33;15;2332;2318;278.0;2040;538;1501;127;102.0;25;1806;422.0;1384;93;13;15
133;Mannen en vrouwen;53500;1984;2332;2318;228;305.0;1705.0;117.0;407.0;22.0;1159.0;49.0;32;14;2332;2318;305.0;2013;550;1463;148;122.0;26;1755;414.0;1340;97;14;14
134;Mannen en vrouwen;53500;1985;2348;2334;234;331.0;1686.0;138.0;403.0;24.0;1121.0;52.0;31;13;2348;2334;331.0;2003;567;1436;171;143.0;28;1716;410.0;1307;101;15;13
135;Mannen en vrouwen;53500;1986;2371;2358;239;354.0;1681.0;161.0;405.0;28.0;1086.0;54.0;31;13;2371;2358;354.0;2004;591;1413;196;165.0;31;1688;411.0;1277;105;15;13
