ID;Bouwjaar;Perioden;TotaalNederland_1;Groningen_2;Fryslan_3;Drenthe_4;Overijssel_5;Flevoland_6;Gelderland_7;Utrecht_8;NoordHolland_9;ZuidHolland_10;Zeeland_11;NoordBrabant_12;Limburg_13;TotaalMotorfietsen_14;k_1Cilinder_15;k_2Cilinders_16;k_3Cilinders_17;k_4Cilinders_18;k_5Cilinders_19;k_6Cilinders_20;OverigEnOnbekendAantalCilinders_21;TotaalMotorfietsen_22;k_50Cc_23;k_51125Cc_24;k_126175Cc_25;k_176250Cc_26;k_251375Cc_27;k_376500Cc_28;k_501625Cc_29;k_626750Cc_30;k_751875Cc_31;k_8761000Cc_32;k_10011125Cc_33;k_1126CcEnMeer_34;OverigEnOnbekend_35;TotaalMotorfietsen_36;k_18Tot20Jaar_37;k_20Tot25Jaar_38;k_25Tot30Jaar_39;k_30Tot40Jaar_40;k_40Tot50Jaar_41;k_50Tot60Jaar_42;k_60Tot65Jaar_43;k_65JaarEnOuder_44;OpNaamRechtspersoon_45
10;Bouwjaren tot 1910;2022;71;9;3;12;3;0;22;5;1;3;2;3;8;71;54;16;0;0;0;0;1;71;0;0;1;15;25;24;1;1;0;2;0;0;2;71;0;0;1;0;8;23;3;35;1
11;Bouwjaren tot 1910;2023;71;10;3;12;3;0;21;5;1;3;2;3;8;71;54;16;0;0;0;0;1;71;0;0;1;13;25;26;1;1;0;2;0;0;2;71;0;0;1;0;8;21;2;37;2
12;Bouwjaren tot 1910;2024;70;11;5;11;3;0;21;4;1;2;2;4;6;70;53;16;0;0;0;0;1;70;0;0;1;12;25;26;1;1;0;2;0;0;2;70;0;0;0;1;5;21;3;39;1
13;Bouwjaren tot 1910;2025;69;11;5;8;3;0;21;3;1;2;2;6;7;69;54;15;0;0;0;0;0;69;0;0;1;12;26;26;1;1;0;2;0;0;0;69;0;0;0;3;3;6;19;37;1
14;Bouwjaren 1910 tot 1920;2019;264;29;16;36;27;1;36;10;29;26;5;31;18;264;142;113;1;7;1;0;0;264;0;2;3;22;40;74;34;13;7;63;1;4;1;264;0;1;0;8;29;54;36;136;0
15;Bouwjaren 1910 tot 1920;2020;268;30;17;37;23;1;39;7;30;27;4;34;19;268;142;117;1;7;1;0;0;268;0;2;3;20;40;77;36;13;6;65;1;4;1;268;0;1;0;7;28;54;31;147;0
16;Bouwjaren 1910 tot 1920;2021;268;30;17;39;22;1;37;7;30;28;4;31;22;268;142;115;1;9;1;0;0;268;0;2;3;16;39;82;34;13;6;66;1;4;2;268;0;0;1;6;30;53;29;149;0
17;Bouwjaren 1910 tot 1920;2022;255;30;17;33;18;1;38;7;25;26;4;31;25;255;136;109;1;8;1;0;0;255;0;2;3;15;35;78;34;13;5;63;1;4;2;255;0;0;1;0;34;52;20;147;1
18;Bouwjaren 1910 tot 1920;2023;247;28;17;31;19;1;38;9;21;26;4;29;24;247;130;107;1;8;1;0;0;247;0;2;3;15;34;71;34;13;5;63;1;4;2;247;0;0;1;0;31;47;15;153;0
19;Bouwjaren 1910 tot 1920;2024;249;28;19;30;18;1;38;8;22;24;4;30;27;249;133;106;1;8;1;0;0;249;1;2;3;15;36;69;36;13;5;62;1;4;2;249;0;0;1;1;21;53;24;149;0
20;Bouwjaren 1910 tot 1920;2025;255;30;19;31;16;1;36;9;23;25;4;31;30;255;139;106;1;8;1;0;0;255;0;2;4;15;38;71;39;14;5;61;1;4;1;255;0;0;1;2;17;51;32;152;0
21;Bouwjaren 1920 tot 1930;2019;788;31;46;56;72;3;140;34;89;80;28;109;100;788;490;275;2;19;0;0;2;788;0;9;48;90;189;162;112;42;12;87;2;33;2;788;0;0;3;22;74;165;148;373;3
22;Bouwjaren 1920 tot 1930;2020;786;29;50;56;68;3;139;33;87;82;27;107;105;786;485;278;2;19;0;0;2;786;0;10;48;87;186;160;112;42;12;92;2;33;2;786;0;0;3;20;68;164;135;393;3
23;Bouwjaren 1920 tot 1930;2021;775;27;49;53;69;3;137;32;88;84;26;106;101;775;476;275;2;19;0;0;3;775;0;11;49;84;183;159;108;41;14;89;2;33;2;775;0;0;4;19;60;161;125;403;3
24;Bouwjaren 1920 tot 1930;2022;764;27;50;50;68;3;135;32;86;81;26;105;101;764;472;269;2;18;0;0;3;764;0;13;49;84;185;153;103;40;14;84;2;35;2;764;1;0;6;12;58;154;113;417;3
25;Bouwjaren 1920 tot 1930;2023;764;27;50;50;66;2;139;35;84;78;27;102;104;764;467;274;2;17;0;0;4;764;0;12;51;81;184;152;109;40;14;82;2;35;2;764;0;1;5;12;57;150;88;447;4
26;Bouwjaren 1920 tot 1930;2024;767;29;50;47;65;3;149;35;81;71;27;103;107;767;468;275;2;18;0;0;4;767;0;12;50;81;183;157;108;41;14;80;1;37;3;767;0;0;4;20;55;139;86;458;5
27;Bouwjaren 1920 tot 1930;2025;762;32;52;45;62;3;143;39;76;74;23;105;108;762;462;274;2;19;0;0;5;762;0;12;49;81;186;154;108;39;14;79;1;37;2;762;0;1;3;16;49;127;97;465;4
28;Bouwjaren 1930 tot 1940;2019;1908;78;121;101;200;16;299;142;215;242;54;300;140;1908;1421;415;0;63;0;5;4;1908;0;384;36;273;329;405;106;221;5;40;2;103;4;1908;0;5;13;78;200;475;306;821;10
29;Bouwjaren 1930 tot 1940;2020;1933;80;125;96;197;19;300;142;229;244;56;304;141;1933;1444;415;0;66;0;4;4;1933;0;381;38;276;339;408;113;224;5;41;1;103;4;1933;1;7;13;79;191;456;320;857;9
30;Bouwjaren 1930 tot 1940;2021;1932;78;123;94;190;19;296;148;220;247;56;315;146;1932;1455;405;0;64;0;4;4;1932;0;376;38;279;339;422;111;217;6;40;1;99;4;1932;1;6;13;62;179;470;315;877;9
31;Bouwjaren 1930 tot 1940;2022;1940;84;122;92;190;21;302;143;219;243;62;314;148;1940;1466;403;0;64;0;3;4;1940;0;380;37;283;343;428;109;210;5;42;1;98;4;1940;0;6;17;66;182;442;322;897;8
32;Bouwjaren 1930 tot 1940;2023;1954;84;122;92;188;23;294;146;214;252;62;316;161;1954;1477;410;0;60;0;3;4;1954;0;377;34;290;345;435;111;207;6;43;1;99;6;1954;0;6;13;72;174;422;334;925;8
33;Bouwjaren 1930 tot 1940;2024;1968;80;125;92;189;24;304;146;217;249;65;315;162;1968;1491;409;0;61;0;3;4;1968;0;371;34;293;349;449;111;207;6;42;1;99;6;1968;1;5;14;81;180;407;290;981;9
34;Bouwjaren 1930 tot 1940;2025;1985;82;122;100;188;24;304;150;224;254;66;309;162;1985;1501;412;0;65;0;3;4;1985;0;373;34;301;349;453;112;211;6;43;1;96;6;1985;0;9;12;76;161;365;320;1031;11
35;Bouwjaren 1940 tot 1950;2019;2840;95;175;89;259;36;411;259;358;426;101;440;191;2840;1046;1743;1;37;0;0;13;2840;0;204;10;117;340;501;30;1239;24;51;1;314;9;2840;1;14;30;124;371;959;462;861;18
36;Bouwjaren 1940 tot 1950;2020;2867;93;189;91;253;38;421;254;371;433;104;432;188;2867;1081;1730;1;41;0;0;14;2867;0;210;12;123;353;510;30;1231;26;53;1;309;9;2867;2;8;38;127;341;907;506;922;16
37;Bouwjaren 1940 tot 1950;2021;2914;94;195;94;250;39;442;265;372;437;104;444;178;2914;1115;1739;1;45;0;0;14;2914;0;214;14;127;367;523;30;1233;27;54;1;315;9;2914;1;12;38;109;330;863;553;991;17
38;Bouwjaren 1940 tot 1950;2022;2940;91;190;94;256;39;457;259;379;431;103;457;184;2940;1132;1748;1;45;0;0;14;2940;0;214;13;134;368;537;31;1245;26;53;0;310;9;2940;0;11;40;118;303;821;579;1049;19
39;Bouwjaren 1940 tot 1950;2023;2968;97;192;95;256;40;467;261;375;430;106;455;194;2968;1152;1763;1;46;0;0;6;2968;0;214;12;130;384;546;31;1245;26;56;0;315;9;2968;0;12;38;122;300;771;597;1111;17
40;Bouwjaren 1940 tot 1950;2024;2989;100;198;88;256;39;482;255;377;421;105;465;203;2989;1166;1768;1;47;0;0;7;2989;0;220;12;129;383;555;30;1246;26;60;0;319;9;2989;0;8;38;121;281;746;582;1196;17
41;Bouwjaren 1940 tot 1950;2025;3027;103;201;84;261;45;488;254;382;420;106;477;206;3027;1195;1777;1;45;0;0;9;3027;0;223;12;128;394;572;29;1252;26;60;0;321;10;3027;0;8;37;148;268;686;584;1277;19
42;Bouwjaren 1950 tot 1960;2019;9731;398;567;447;945;74;1393;630;1449;1400;353;1359;716;9731;6526;2927;5;86;10;22;155;9731;14;863;813;2467;1233;1624;369;988;11;111;2;221;1015;9731;1;24;82;323;1065;2715;1702;3779;40
43;Bouwjaren 1950 tot 1960;2020;9735;399;569;450;950;78;1388;621;1437;1386;351;1379;727;9735;6509;2942;5;90;10;22;157;9735;15;861;811;2468;1232;1620;375;997;11;117;2;223;1003;9735;1;30;84;305;972;2595;1744;3960;44
44;Bouwjaren 1950 tot 1960;2021;9673;396;559;447;933;75;1393;627;1397;1400;359;1370;717;9673;6470;2924;5;88;9;23;154;9673;14;854;808;2448;1226;1630;375;989;12;117;2;222;976;9673;1;30;73;296;909;2500;1779;4044;41
45;Bouwjaren 1950 tot 1960;2022;9571;396;550;435;936;77;1367;631;1337;1393;366;1371;712;9571;6410;2889;5;85;9;20;153;9571;14;856;809;2435;1203;1603;365;985;12;116;2;213;958;9571;2;29;62;325;811;2407;1719;4185;31
46;Bouwjaren 1950 tot 1960;2023;9566;409;565;415;926;83;1359;630;1293;1384;360;1414;728;9566;6428;2881;5;83;9;20;140;9566;10;864;833;2444;1202;1592;368;972;12;112;2;220;935;9566;2;28;75;335;765;2309;1682;4337;33
47;Bouwjaren 1950 tot 1960;2024;9502;404;565;425;916;81;1360;606;1281;1373;368;1400;723;9502;6380;2869;5;85;7;18;138;9502;10;856;831;2420;1190;1606;362;962;13;111;2;222;917;9502;2;19;78;318;697;2170;1607;4574;37
48;Bouwjaren 1950 tot 1960;2025;9470;402;566;426;901;90;1366;601;1288;1347;376;1385;722;9470;6387;2833;4;85;7;18;136;9470;10;861;849;2417;1187;1596;359;946;13;106;2;221;903;9470;0;22;62;334;668;1995;1586;4762;41
49;Bouwjaren 1960 tot 1970;2019;10029;386;409;423;879;66;1402;691;1411;1591;293;1554;924;10029;5932;3985;37;15;5;4;51;10029;654;737;1142;775;716;734;296;720;8;69;2;359;3817;10029;1;19;77;386;1387;3150;1561;3391;57
50;Bouwjaren 1960 tot 1970;2020;10007;389;410;416;892;70;1394;687;1391;1579;294;1563;922;10007;5938;3956;39;13;5;4;52;10007;663;765;1161;782;712;728;294;722;8;65;2;360;3745;10007;2;23;83;388;1220;3059;1624;3544;64
51;Bouwjaren 1960 tot 1970;2021;9971;397;424;406;891;75;1386;674;1378;1582;297;1567;894;9971;5921;3935;39;13;5;4;54;9971;679;793;1154;777;711;717;288;742;7;68;2;359;3674;9971;2;30;85;359;1103;3033;1716;3584;59
52;Bouwjaren 1960 tot 1970;2022;9952;415;430;405;895;81;1364;673;1348;1597;298;1557;889;9952;5939;3895;38;12;5;4;59;9952;699;828;1157;786;705;706;279;744;7;67;2;348;3624;9952;3;43;71;375;1027;2921;1731;3721;60
53;Bouwjaren 1960 tot 1970;2023;9900;410;451;392;898;83;1345;657;1334;1598;294;1543;895;9900;5922;3865;37;10;5;4;57;9900;710;838;1166;785;691;697;278;745;7;67;2;341;3573;9900;1;27;78;380;969;2743;1735;3917;50
54;Bouwjaren 1960 tot 1970;2024;9864;397;459;398;891;82;1326;643;1328;1603;288;1565;884;9864;5934;3816;38;10;5;4;57;9864;725;859;1174;783;686;697;273;733;7;67;2;344;3514;9864;3;19;69;373;886;2610;1790;4063;51
55;Bouwjaren 1960 tot 1970;2025;9873;407;458;398;881;81;1356;649;1299;1603;306;1545;890;9873;5962;3795;38;11;5;4;58;9873;749;883;1193;773;700;696;278;723;7;62;2;336;3471;9873;2;30;74;361;815;2514;1789;4248;40
56;Bouwjaren 1970 tot 1980;2019;37655;1554;1861;1576;3041;465;5298;2649;5715;6127;1146;5410;2813;37655;7764;17773;1620;10092;6;327;73;37655;1895;1908;366;1055;840;3134;2141;5627;1468;3285;881;2547;12508;37655;6;236;826;2627;6209;13704;6689;7199;159
57;Bouwjaren 1970 tot 1980;2020;37353;1515;1878;1550;3024;451;5231;2653;5590;6158;1146;5376;2781;37353;7878;17585;1607;9871;6;321;85;37353;1968;2010;365;1062;833;3117;2100;5555;1466;3232;869;2510;12266;37353;17;198;820;2572;5637;13042;6963;7937;167
58;Bouwjaren 1970 tot 1980;2021;36982;1495;1863;1549;3019;452;5226;2612;5467;6051;1133;5373;2742;36982;7990;17343;1580;9665;6;307;91;36982;2018;2097;376;1075;831;3103;2058;5473;1442;3151;847;2491;12020;36982;11;219;731;2506;5191;12292;7291;8571;170
59;Bouwjaren 1970 tot 1980;2022;36539;1500;1832;1502;3050;473;5181;2545;5333;5996;1140;5310;2677;36539;8134;17082;1549;9349;6;304;115;36539;2092;2224;380;1072;824;3064;2013;5339;1439;3079;821;2477;11715;36539;6;206;686;2432;4717;11531;7395;9408;158
60;Bouwjaren 1970 tot 1980;2023;36242;1507;1832;1470;3072;480;5157;2483;5216;5976;1151;5256;2642;36242;8272;16886;1552;9100;6;303;123;36242;2187;2318;382;1081;822;3032;1974;5271;1430;3048;802;2444;11451;36242;10;168;619;2407;4281;10754;7455;10390;158
61;Bouwjaren 1970 tot 1980;2024;35904;1510;1801;1464;3083;472;5154;2424;5074;5898;1161;5232;2631;35904;8417;16646;1538;8871;5;293;134;35904;2258;2426;391;1098;832;2981;1917;5211;1411;2982;780;2420;11197;35904;6;176;558;2311;4012;9977;7384;11327;153
62;Bouwjaren 1970 tot 1980;2025;35874;1498;1835;1494;3085;467;5173;2380;5030;5879;1174;5239;2620;35874;8591;16519;1548;8770;5;290;151;35874;2364;2532;404;1106;826;2979;1906;5154;1396;2939;775;2411;11082;35874;8;163;494;2305;3729;9289;7368;12367;151
63;Bouwjaren 1980 tot 1990;2019;87657;3838;5449;3907;7856;1666;12459;5307;12100;12000;2613;13770;6692;87657;11926;41953;1329;31439;0;987;23;87657;306;2226;326;3692;1203;15143;7367;28099;3663;9769;6524;8932;407;87657;47;1359;3764;8872;18079;31846;11572;11826;292
64;Bouwjaren 1980 tot 1990;2020;83502;3650;5172;3754;7463;1555;12029;5072;11399;11408;2495;13151;6354;83502;11769;40129;1290;29336;0;947;31;83502;309;2335;321;3557;1152;14413;6922;26433;3556;9276;6224;8613;391;83502;35;1247;3545;8480;15557;30058;11880;12407;293
65;Bouwjaren 1980 tot 1990;2021;79966;3619;4951;3605;7116;1487;11549;4812;10781;10857;2419;12729;6041;79966;11677;38579;1239;27517;0;919;35;79966;316;2485;323;3473;1114;13712;6573;25007;3472;8856;5912;8350;373;79966;38;1201;3439;8457;13522;28102;12025;12894;288
66;Bouwjaren 1980 tot 1990;2022;76600;3486;4770;3435;6838;1430;11089;4561;10143;10416;2333;12262;5837;76600;11686;37068;1205;25684;0;908;49;76600;341;2674;332;3364;1075;13176;6178;23582;3373;8397;5639;8103;366;76600;39;1051;3176;8206;11876;26314;12219;13450;269
67;Bouwjaren 1980 tot 1990;2023;73798;3373;4648;3316;6579;1384;10748;4340;9605;10035;2277;11842;5651;73798;11759;35781;1172;24158;0;877;51;73798;346;2838;333;3324;1048;12690;5868;22381;3307;8049;5415;7835;364;73798;34;957;2898;8019;10484;24684;12178;14269;275
68;Bouwjaren 1980 tot 1990;2024;71300;3262;4562;3196;6402;1355;10385;4189;9228;9666;2208;11406;5441;71300;11817;34564;1133;22871;0;848;67;71300;365;3044;327;3263;1032;12217;5620;21328;3203;7762;5169;7615;355;71300;24;933;2603;7828;9441;22868;12322;15023;258
69;Bouwjaren 1980 tot 1990;2025;69253;3183;4492;3128;6255;1262;10064;4047;8885;9367;2180;11135;5255;69253;11981;33442;1104;21807;0;832;87;69253;395;3235;326;3223;1034;11865;5403;20380;3132;7522;4951;7433;354;69253;31;878;2453;7632;8614;20994;12419;15981;251
70;Bouwjaren 1990 tot 2000;2019;165332;7463;8624;7330;13535;3947;22200;10757;23831;25581;4743;25055;12266;165332;11955;73883;4839;72741;5;1857;52;165332;36;1356;105;3783;972;8002;36004;33556;11598;23587;21841;24451;41;165332;124;3968;11303;26191;37668;51337;17273;16639;829
71;Bouwjaren 1990 tot 2000;2020;158518;7232;8348;7034;13077;3678;21474;10248;22569;24389;4612;24082;11775;158518;11691;71650;4699;68580;3;1825;70;158518;37;1403;102;3675;927;7568;33854;32107;11229;22546;21066;23967;37;158518;128;3742;10543;24721;33612;49482;17753;17750;787
72;Bouwjaren 1990 tot 2000;2021;152081;7021;8077;6876;12657;3501;20700;9673;21351;23387;4441;23056;11341;152081;11433;69712;4531;64521;4;1787;93;152081;38;1455;104;3628;871;7153;31819;30672;10853;21506;20410;23534;38;152081;164;3708;9669;23687;30022;47371;18146;18537;777
73;Bouwjaren 1990 tot 2000;2022;144953;6716;7831;6623;12144;3276;19748;9167;20027;22208;4255;22043;10915;144953;11324;67255;4341;60143;4;1748;138;144953;50;1621;107;3555;829;6691;29668;29177;10387;20346;19495;22984;43;144953;179;3246;8643;22683;27019;44599;18378;19481;725
74;Bouwjaren 1990 tot 2000;2023;139038;6525;7595;6403;11639;3144;19073;8648;18924;21217;4108;21207;10555;139038;11313;65173;4216;56434;3;1716;183;139038;67;1831;111;3476;791;6358;27851;27923;9988;19448;18634;22518;42;139038;216;3169;8013;21556;24559;41732;18701;20406;686
75;Bouwjaren 1990 tot 2000;2024;133070;6249;7460;6164;11228;2961;18311;8219;17823;20324;3980;20248;10103;133070;11326;62845;4049;52972;4;1669;205;133070;72;2061;119;3409;758;5971;26266;26654;9549;18482;17780;21910;39;133070;254;3218;7461;20501;22454;38589;18562;21372;659
76;Bouwjaren 1990 tot 2000;2025;127929;6026;7289;5987;10839;2836;17662;7840;16947;19413;3869;19467;9754;127929;11334;60954;3873;49877;3;1640;248;127929;86;2272;120;3397;715;5644;24784;25584;9122;17634;17083;21448;40;127929;341;3227;7029;19492;20825;35515;18403;22478;619
77;Bouwjaren 2000 tot 2010;2019;218019;8062;9142;8285;15721;5922;27016;15460;35513;39183;5533;33821;14361;218019;23317;101636;4255;87276;2;1399;134;218019;10;3376;1430;4019;935;9064;36836;38472;10752;40866;9985;61505;769;218019;207;6404;21570;44113;45639;60157;20264;16674;2991
78;Bouwjaren 2000 tot 2010;2020;217812;8139;9286;8431;15855;5928;27174;15400;35083;39141;5548;33552;14275;217812;23157;101983;4353;86732;2;1420;165;217812;12;3390;1351;4002;936;8852;36304;38620;10780;40753;10043;62010;759;217812;234;6261;20993;44724;43384;59478;21671;18335;2732
79;Bouwjaren 2000 tot 2010;2021;217489;8336;9405;8539;16120;5999;27274;15320;34448;38975;5574;33284;14215;217489;23041;102487;4373;85977;3;1435;173;217489;15;3400;1322;4002;924;8708;35700;38734;10830;40591;9970;62551;742;217489;235;6199;19758;45348;42031;58518;22818;20041;2541
80;Bouwjaren 2000 tot 2010;2022;215330;8499;9515;8654;16204;5859;27295;14925;33347;38259;5629;32976;14168;215330;22797;101917;4387;84618;3;1438;170;215330;16;3426;1268;3979;897;8467;34908;38412;10735;40062;9901;62538;721;215330;217;5702;18401;45751;40508;57007;23651;21721;2372
81;Bouwjaren 2000 tot 2010;2023;212703;8542;9655;8650;16208;5741;27016;14571;32398;37723;5672;32398;14129;212703;22692;101137;4417;82857;2;1427;171;212703;22;3560;1223;3990;894;8249;33971;38082;10593;39370;9806;62235;708;212703;248;5433;17033;45639;39488;54841;24355;23464;2202
82;Bouwjaren 2000 tot 2010;2024;209448;8590;9678;8608;16108;5589;26725;14158;31396;37031;5689;31872;14004;209448;22463;100106;4367;80914;2;1429;167;209448;33;3652;1169;3966;869;7990;32968;37602;10483;38668;9626;61741;681;209448;286;5292;16063;44669;38301;52394;24985;25401;2057
83;Bouwjaren 2000 tot 2010;2025;205753;8504;9689;8558;15878;5510;26403;13813;30485;36129;5725;31295;13764;205753;22127;98969;4319;78754;2;1421;161;205753;44;3676;1137;3926;844;7758;32109;36885;10311;37845;9465;61082;671;205753;320;5243;15086;43370;37761;49601;25124;27280;1968
84;Bouwjaren 2010 tot 2020;2019;111752;2920;3479;3513;6601;2895;13044;8345;20568;23383;2375;17437;7192;111752;20942;58523;8116;22114;0;1355;702;111752;1;4243;1675;2275;7702;4843;4589;23014;13633;9406;5418;34440;513;111752;373;5105;9003;15992;19953;32155;10312;8397;10462
85;Bouwjaren 2010 tot 2020;2020;131535;3492;4182;4147;7861;3310;15447;9779;24372;27308;2799;20529;8309;131535;24086;69902;9896;25220;0;1577;854;131535;1;4796;1803;2458;9461;5768;4921;27377;16294;11468;6414;40135;639;131535;425;6515;11320;19553;21802;37093;12827;10426;11574
86;Bouwjaren 2010 tot 2020;2021;140856;3845;4608;4658;8752;3578;16699;10569;25421;28561;3073;22178;8914;140856;24576;75746;10935;27089;0;1658;852;140856;1;4895;1774;2509;9679;6050;5091;29491;18072;12451;6912;43324;607;140856;453;7081;13044;22735;22458;38515;14606;11898;10066
87;Bouwjaren 2010 tot 2020;2022;149954;4347;5143;5124;9707;3883;17974;11114;26106;30081;3370;23608;9497;149954;24919;81235;12163;29069;0;1743;825;149954;0;4924;1747;2516;9912;6308;5216;31811;19834;13611;7467;46017;591;149954;410;7471;14632;26159;23059;39322;16339;13432;9130
88;Bouwjaren 2010 tot 2020;2023;158145;4839;5633;5659;10659;4071;19187;11595;26775;31033;3607;24876;10211;158145;25360;86321;13268;30571;0;1821;804;158145;0;5030;1741;2569;10099;6613;5256;34179;21532;14534;7939;48072;581;158145;431;7884;15762;29599;23485;39726;17895;15243;8120
89;Bouwjaren 2010 tot 2020;2024;164014;5223;6062;6074;11384;4271;20017;11780;27273;31769;3810;25720;10631;164014;25557;90027;14165;31567;0;1890;808;164014;0;5134;1693;2601;10160;6778;5249;35998;22775;15205;8218;49621;582;164014;502;8076;16554;32231;24064;39034;19071;17264;7218
90;Bouwjaren 2010 tot 2020;2025;169462;5593;6482;6459;12074;4390;20856;12104;27691;32434;4113;26313;10953;169462;25598;93662;14997;32482;0;1948;775;169462;1;5115;1669;2591;10239;6954;5257;37528;23969;15840;8519;51221;559;169462;494;8357;16882;34774;24829;38326;19878;19400;6522
91;Bouwjaren vanaf 2020;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;Bouwjaren vanaf 2020;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;Bouwjaren vanaf 2020;2021;13619;318;428;345;734;350;1580;1046;2510;3114;288;2085;821;13619;2667;7687;1092;1838;0;102;233;13619;0;445;140;144;1373;866;239;3185;1433;1756;844;2962;232;13619;48;835;1013;1736;1784;3390;1231;1050;2532
94;Bouwjaren vanaf 2020;2022;28918;677;825;799;1590;704;3446;2219;5253;6394;623;4643;1745;28918;5586;16406;2327;3994;0;193;412;28918;0;947;242;238;2993;1758;434;7005;2264;4380;1792;6453;412;28918;85;1749;2214;3982;3865;7089;2844;2431;4659
95;Bouwjaren vanaf 2020;2023;45328;1126;1362;1269;2582;1117;5388;3490;7939;9941;995;7286;2833;45328;8902;25448;3562;6362;0;333;721;45328;0;1562;470;368;4798;2684;700;10723;3048;7411;2802;10041;721;45328;138;2814;3748;6623;5820;10563;4746;4013;6863
96;Bouwjaren vanaf 2020;2024;64170;1655;1926;1909;3788;1592;7759;4935;10959;13910;1501;10216;4020;64170;12190;36443;5226;8810;0;455;1046;64170;0;2341;638;477;6441;3675;908;15403;4679;11024;4030;13508;1046;64170;264;4223;5534;9985;8135;14093;7062;6199;8675
