ID;Bouwjaar;Perioden;TotaalNederland_1;Groningen_2;Fryslan_3;Drenthe_4;Overijssel_5;Flevoland_6;Gelderland_7;Utrecht_8;NoordHolland_9;ZuidHolland_10;Zeeland_11;NoordBrabant_12;Limburg_13;TotaalMotorfietsen_14;k_1Cilinder_15;k_2Cilinders_16;k_3Cilinders_17;k_4Cilinders_18;k_5Cilinders_19;k_6Cilinders_20;OverigEnOnbekendAantalCilinders_21;TotaalMotorfietsen_22;k_50Cc_23;k_51125Cc_24;k_126175Cc_25;k_176250Cc_26;k_251375Cc_27;k_376500Cc_28;k_501625Cc_29;k_626750Cc_30;k_751875Cc_31;k_8761000Cc_32;k_10011125Cc_33;k_1126CcEnMeer_34;OverigEnOnbekend_35;TotaalMotorfietsen_36;k_18Tot20Jaar_37;k_20Tot25Jaar_38;k_25Tot30Jaar_39;k_30Tot40Jaar_40;k_40Tot50Jaar_41;k_50Tot60Jaar_42;k_60Tot65Jaar_43;k_65JaarEnOuder_44;OpNaamRechtspersoon_45
350;Bouwjaar 1935;2019;134;4;8;5;11;1;21;12;15;15;4;28;10;134;94;33;0;7;0;0;0;134;0;21;3;24;19;24;8;19;0;4;1;11;0;134;0;0;1;2;19;35;20;56;1
351;Bouwjaar 1935;2020;139;4;9;5;12;1;20;12;15;15;4;31;11;139;96;34;0;9;0;0;0;139;0;22;4;24;21;22;9;20;0;4;1;12;0;139;0;0;1;3;17;35;20;62;1
352;Bouwjaar 1935;2021;138;3;8;5;13;1;19;11;15;15;5;31;12;138;96;33;0;9;0;0;0;138;0;20;4;25;22;22;8;19;0;5;1;12;0;138;0;0;1;2;11;36;23;64;1
353;Bouwjaar 1935;2022;138;4;8;5;12;1;17;13;15;13;5;32;13;138;96;33;0;9;0;0;0;138;0;19;4;24;23;23;8;18;0;5;1;13;0;138;0;1;1;2;11;30;29;63;1
354;Bouwjaar 1935;2023;136;2;9;6;12;2;15;12;13;14;5;32;14;136;93;34;0;9;0;0;0;136;0;19;4;25;21;22;7;19;0;5;1;13;0;136;0;0;0;2;9;29;26;69;1
355;Bouwjaar 1935;2024;134;2;8;6;12;2;17;11;11;14;4;33;14;134;92;35;0;7;0;0;0;134;0;20;4;24;21;21;7;18;0;5;1;13;0;134;0;0;0;2;9;31;19;72;1
356;Bouwjaar 1935;2025;134;2;7;6;12;2;19;10;13;15;5;30;13;134;91;36;0;7;0;0;0;134;0;18;4;24;20;23;6;19;0;5;1;14;0;134;0;0;0;3;11;26;21;72;1
357;Bouwjaar 1936;2019;194;7;15;10;31;0;17;10;28;28;5;28;15;194;144;42;0;6;0;2;0;194;0;47;3;25;32;30;15;29;1;4;1;7;0;194;0;1;2;8;23;50;27;83;0
358;Bouwjaar 1936;2020;197;8;13;9;28;0;16;10;30;34;5;29;15;197;147;41;0;7;0;2;0;197;0;46;3;25;30;36;15;29;1;5;0;7;0;197;0;1;2;11;21;49;31;82;0
359;Bouwjaar 1936;2021;199;10;12;9;26;0;16;10;27;35;6;30;18;199;150;40;0;7;0;2;0;199;0;46;3;27;31;36;15;29;1;5;0;6;0;199;0;1;1;9;20;50;32;86;0
360;Bouwjaar 1936;2022;203;10;13;9;26;0;18;10;28;36;6;32;15;203;156;39;0;7;0;1;0;203;0;45;3;29;34;37;16;28;1;5;0;5;0;203;0;1;1;10;22;56;27;86;0
361;Bouwjaar 1936;2023;201;10;12;9;24;0;17;11;29;39;6;29;15;201;154;39;0;7;0;1;0;201;0;44;4;29;32;37;16;28;1;5;0;5;0;201;0;1;2;12;23;52;26;85;0
362;Bouwjaar 1936;2024;209;7;16;9;26;0;22;10;28;38;6;30;17;209;160;40;0;8;0;1;0;209;0;45;4;29;32;43;16;30;1;4;0;5;0;209;0;2;1;14;24;51;23;93;1
363;Bouwjaar 1936;2025;215;6;16;11;26;0;22;11;29;41;6;31;16;215;165;41;0;8;0;1;0;215;0;50;4;31;31;44;16;30;1;4;0;4;0;215;0;3;1;11;25;43;35;96;1
364;Bouwjaar 1937;2019;207;16;17;7;21;4;28;15;22;27;5;31;14;207;140;58;0;7;0;1;1;207;0;41;2;42;20;41;7;27;1;11;0;14;1;207;0;1;0;7;16;58;33;92;0
365;Bouwjaar 1937;2020;213;16;18;7;21;4;30;15;23;28;5;32;14;213;144;60;0;8;0;0;1;213;0;41;2;42;24;40;7;29;1;12;0;14;1;213;0;1;0;8;13;51;44;96;0
366;Bouwjaar 1937;2021;218;16;19;8;22;4;26;14;21;31;5;35;17;218;150;59;0;8;0;0;1;218;0;43;2;43;24;43;7;27;2;12;0;14;1;218;0;1;0;5;18;51;47;95;1
367;Bouwjaar 1937;2022;219;15;17;7;20;4;28;14;20;32;7;36;19;219;149;62;0;7;0;0;1;219;0;44;2;42;24;45;5;28;1;13;0;14;1;219;0;0;2;5;21;46;46;98;1
368;Bouwjaar 1937;2023;219;14;17;8;18;4;27;14;21;31;7;37;21;219;149;62;0;7;0;0;1;219;0;44;2;42;26;43;5;28;1;13;0;14;1;219;0;0;1;6;17;46;49;99;1
369;Bouwjaar 1937;2024;217;14;16;9;19;4;25;13;22;33;7;35;20;217;149;60;0;7;0;0;1;217;0;45;2;42;26;42;4;27;1;13;0;14;1;217;0;0;1;9;19;42;42;103;1
370;Bouwjaar 1937;2025;217;14;13;9;17;4;29;13;23;34;6;36;19;217;149;60;0;7;0;0;1;217;0;43;2;44;26;42;4;28;1;13;0;13;1;217;0;0;2;6;16;39;35;118;1
371;Bouwjaar 1938;2019;350;11;24;22;29;2;58;27;47;51;7;52;20;350;273;66;0;10;0;1;0;350;0;120;3;49;42;62;17;34;0;6;0;17;0;350;0;0;3;11;34;72;55;173;2
372;Bouwjaar 1938;2020;351;11;23;22;31;3;60;25;46;50;8;51;21;351;273;66;0;11;0;1;0;351;0;116;3;49;44;62;18;34;1;6;0;18;0;351;1;1;2;6;32;76;58;173;2
373;Bouwjaar 1938;2021;347;11;22;22;29;3;58;28;44;48;7;53;22;347;273;64;0;9;0;1;0;347;0;114;3;49;42;65;18;33;1;5;0;17;0;347;1;1;0;7;27;81;52;176;2
374;Bouwjaar 1938;2022;348;11;23;21;30;4;58;29;45;46;7;52;22;348;271;65;0;11;0;1;0;348;0;115;3;48;41;64;19;34;1;5;0;18;0;348;0;2;1;10;25;71;62;176;1
375;Bouwjaar 1938;2023;346;13;22;19;30;4;54;27;44;48;7;52;26;346;271;66;0;8;0;1;0;346;0;115;2;50;37;65;19;31;2;6;0;18;1;346;0;3;1;10;25;64;67;175;1
376;Bouwjaar 1938;2024;349;14;19;19;31;4;58;28;45;47;7;50;27;349;273;67;0;8;0;1;0;349;0;114;2;48;40;67;19;32;2;6;0;18;1;349;0;3;5;11;25;64;52;188;1
377;Bouwjaar 1938;2025;356;14;23;19;34;5;55;29;46;47;8;51;25;356;278;67;0;10;0;1;0;356;0;116;2;50;42;66;20;32;2;6;0;19;1;356;0;4;4;13;21;64;51;197;2
378;Bouwjaar 1939;2019;395;21;19;29;41;4;70;31;41;42;8;62;27;395;291;88;0;15;0;1;0;395;0;112;2;51;47;89;25;44;1;8;0;15;1;395;0;3;6;31;54;94;54;149;4
379;Bouwjaar 1939;2020;396;22;21;24;42;5;70;33;45;41;7;58;28;396;294;87;0;14;0;1;0;396;0;114;1;52;48;87;26;44;0;8;0;15;1;396;0;4;6;31;51;100;48;153;3
380;Bouwjaar 1939;2021;391;19;23;20;41;5;71;36;41;43;6;58;28;391;289;86;0;15;0;1;0;391;0;111;1;50;48;89;26;42;0;8;0;15;1;391;0;2;5;24;46;105;53;153;3
381;Bouwjaar 1939;2022;400;22;23;19;43;5;70;33;40;44;8;63;30;400;299;85;0;15;0;1;0;400;0;114;1;53;51;90;27;40;0;9;0;14;1;400;0;1;6;25;45;98;60;162;3
382;Bouwjaar 1939;2023;404;23;24;19;43;6;70;34;36;45;9;64;31;404;302;86;0;15;0;1;0;404;0;111;1;56;51;91;30;40;0;9;0;14;1;404;0;1;3;27;46;99;64;161;3
383;Bouwjaar 1939;2024;403;19;26;20;41;7;70;32;37;45;11;62;33;403;304;83;0;15;0;1;0;403;0;105;1;59;53;94;29;39;0;9;0;13;1;403;1;0;4;26;45;92;55;177;3
384;Bouwjaar 1939;2025;400;19;24;23;42;7;66;35;36;45;10;62;31;400;299;83;0;17;0;1;0;400;0;104;1;57;53;93;30;39;0;10;0;12;1;400;0;2;3;26;39;78;68;180;4
385;Bouwjaar 1940;2019;288;9;23;11;30;3;55;24;31;36;10;43;13;288;183;96;0;6;0;0;3;288;0;59;0;13;60;71;11;45;0;2;0;27;0;288;0;0;5;15;34;96;37;101;0
386;Bouwjaar 1940;2020;293;9;27;12;28;3;57;24;33;40;9;35;16;293;190;92;0;8;0;0;3;293;0;61;0;14;63;72;11;47;1;2;0;22;0;293;1;0;5;18;32;91;42;104;0
387;Bouwjaar 1940;2021;301;10;28;11;26;3;61;26;34;41;9;37;15;301;194;95;0;9;0;0;3;301;0;61;0;15;66;73;12;47;1;3;0;23;0;301;1;0;5;20;27;86;51;111;0
388;Bouwjaar 1940;2022;303;11;26;11;23;3;62;26;39;39;9;37;17;303;192;99;0;9;0;0;3;303;0;59;0;15;66;73;13;51;1;3;0;22;0;303;0;2;6;18;28;79;55;115;0
389;Bouwjaar 1940;2023;311;12;26;12;20;3;65;28;39;37;10;39;20;311;198;101;0;10;0;0;2;311;0;61;0;15;68;74;13;52;1;3;0;24;0;311;0;2;5;19;26;76;60;123;0
390;Bouwjaar 1940;2024;313;15;25;11;21;3;64;29;39;38;12;39;17;313;199;102;0;10;0;0;2;313;0;61;0;16;68;74;13;53;1;3;0;24;0;313;0;1;4;19;22;76;53;137;1
391;Bouwjaar 1940;2025;316;16;26;11;24;3;63;29;39;36;12;41;16;316;204;100;0;10;0;0;2;316;0;63;0;15;69;75;12;55;1;3;0;23;0;316;0;1;3;24;20;69;56;142;1
392;Bouwjaar 1941;2019;220;3;13;7;17;4;43;24;18;30;8;35;18;220;86;131;0;3;0;0;0;220;0;13;0;2;39;49;6;70;3;2;0;35;1;220;0;0;1;5;28;72;33;77;4
393;Bouwjaar 1941;2020;229;5;15;6;18;4;47;25;18;31;8;35;17;229;93;133;0;3;0;0;0;229;0;14;0;2;44;50;6;72;3;1;0;36;1;229;0;1;1;8;25;69;41;80;4
394;Bouwjaar 1941;2021;226;5;15;6;18;5;44;24;17;33;8;35;16;226;94;129;0;3;0;0;0;226;0;16;0;1;44;50;6;69;3;1;0;35;1;226;0;1;2;8;23;62;44;82;4
395;Bouwjaar 1941;2022;235;4;16;6;19;5;48;24;18;34;8;35;18;235;96;136;0;3;0;0;0;235;0;15;0;1;45;56;6;71;3;1;0;35;2;235;0;1;4;9;23;56;48;90;4
396;Bouwjaar 1941;2023;245;3;17;7;21;5;50;26;17;38;8;38;15;245;103;140;0;2;0;0;0;245;0;16;0;1;45;61;7;74;2;1;0;36;2;245;0;0;4;13;25;58;52;90;3
397;Bouwjaar 1941;2024;242;3;17;8;20;5;50;26;16;36;8;38;15;242;103;137;0;2;0;0;0;242;0;16;0;1;45;61;6;73;2;2;0;34;2;242;0;1;2;12;24;57;45;98;3
398;Bouwjaar 1941;2025;250;5;16;7;22;6;53;26;15;36;8;40;16;250;112;136;0;2;0;0;0;250;0;16;0;2;48;67;6;71;2;2;0;34;2;250;0;0;1;16;27;51;47;105;3
399;Bouwjaar 1942;2019;638;24;33;19;56;7;79;74;82;116;17;96;35;638;85;548;0;1;0;0;4;638;0;22;1;1;24;63;0;476;7;0;0;43;1;638;1;3;4;37;90;223;117;161;2
400;Bouwjaar 1942;2020;631;25;36;19;54;8;79;68;81;116;19;93;33;631;85;541;0;1;0;0;4;631;0;22;1;1;25;62;0;470;7;0;0;42;1;631;0;3;8;35;78;209;127;169;2
401;Bouwjaar 1942;2021;633;25;36;18;52;8;81;68;84;118;19;91;33;633;85;543;0;1;0;0;4;633;0;22;1;1;24;64;0;470;8;0;0;42;1;633;0;1;9;30;70;195;137;189;2
402;Bouwjaar 1942;2022;635;23;31;19;55;8;84;67;86;113;18;97;34;635;84;546;0;1;0;0;4;635;0;22;1;1;24;64;0;472;8;0;0;42;1;635;0;2;7;32;65;185;138;204;2
403;Bouwjaar 1942;2023;632;24;31;20;54;8;88;64;85;108;19;96;35;632;83;547;0;1;0;0;1;632;0;20;1;1;26;63;0;473;7;0;0;40;1;632;0;4;10;27;66;170;134;219;2
404;Bouwjaar 1942;2024;630;24;34;20;51;8;90;61;85;105;19;92;41;630;83;545;0;1;0;0;1;630;0;20;1;1;26;61;0;472;7;0;0;41;1;630;0;3;10;27;60;161;133;233;3
405;Bouwjaar 1942;2025;651;23;37;16;51;8;93;66;86;105;20;103;43;651;91;557;0;1;0;0;2;651;0;21;1;1;31;65;0;480;7;0;0;43;2;651;0;2;11;33;58;148;138;258;3
406;Bouwjaar 1943;2019;486;16;33;11;46;4;77;43;60;78;21;66;31;486;92;390;0;3;0;0;1;486;0;10;0;5;26;63;2;367;11;0;0;2;0;486;0;2;7;16;74;181;68;134;4
407;Bouwjaar 1943;2020;489;14;33;12;46;4;81;41;63;77;21;65;32;489;94;391;0;3;0;0;1;489;0;10;0;5;28;62;2;368;12;0;0;2;0;489;1;2;5;17;73;165;84;138;4
408;Bouwjaar 1943;2021;499;16;35;14;45;5;86;42;63;77;22;64;30;499;99;396;0;3;0;0;1;499;0;9;0;6;30;65;2;373;12;0;0;2;0;499;0;5;6;16;63;163;97;146;3
409;Bouwjaar 1943;2022;508;15;35;15;49;4;89;41;60;81;21;67;31;508;108;396;0;3;0;0;1;508;0;9;0;7;32;71;1;375;11;0;0;2;0;508;0;3;6;20;60;155;106;154;4
410;Bouwjaar 1943;2023;508;15;34;15;49;4;88;45;57;79;23;64;35;508;115;389;0;3;0;0;1;508;0;9;0;6;39;73;1;366;12;0;0;2;0;508;0;4;6;21;56;151;102;164;4
411;Bouwjaar 1943;2024;513;16;34;12;53;5;90;41;57;77;23;67;38;513;117;392;0;3;0;0;1;513;0;10;0;6;38;76;1;368;12;0;0;2;0;513;0;3;8;21;49;146;107;175;4
412;Bouwjaar 1943;2025;518;14;36;11;52;5;90;43;62;78;23;66;38;518;120;393;0;4;0;0;1;518;0;10;0;6;36;81;1;369;12;0;0;2;1;518;0;3;11;27;47;121;113;191;5
413;Bouwjaar 1944;2019;167;6;8;5;15;3;23;11;27;21;9;23;16;167;93;74;0;0;0;0;0;167;0;8;1;11;27;48;1;64;3;0;0;4;0;167;0;3;2;9;23;63;22;43;2
414;Bouwjaar 1944;2020;176;4;10;6;13;3;27;14;32;21;9;24;13;176;104;72;0;0;0;0;0;176;0;8;1;16;31;53;1;60;3;0;0;3;0;176;0;1;5;12;26;56;28;47;1
415;Bouwjaar 1944;2021;186;3;9;7;16;4;30;19;29;22;9;27;11;186;113;73;0;0;0;0;0;186;0;9;1;17;36;56;0;61;3;0;0;3;0;186;0;0;7;10;28;59;29;51;2
416;Bouwjaar 1944;2022;192;5;9;5;15;3;30;20;34;24;8;29;10;192;118;74;0;0;0;0;0;192;0;8;1;23;35;56;0;63;3;0;0;3;0;192;0;0;6;11;24;59;39;51;2
417;Bouwjaar 1944;2023;197;7;10;4;17;4;33;18;30;26;8;29;11;197;123;74;0;0;0;0;0;197;0;8;1;23;38;59;0;62;3;0;0;3;0;197;0;0;4;13;20;58;44;55;3
418;Bouwjaar 1944;2024;207;8;11;4;17;5;38;18;29;28;8;32;9;207;131;76;0;0;0;0;0;207;0;8;1;25;39;62;0;65;3;0;0;4;0;207;0;0;4;14;24;56;44;64;1
419;Bouwjaar 1944;2025;218;9;10;5;17;9;38;15;29;29;9;35;13;218;140;78;0;0;0;0;0;218;0;10;1;24;43;66;0;66;3;0;0;5;0;218;0;0;4;18;25;59;39;72;1
420;Bouwjaar 1945;2019;142;2;8;7;19;4;18;9;21;14;6;21;13;142;62;78;0;0;0;0;2;142;0;4;1;2;15;50;3;53;0;2;0;11;1;142;0;2;3;8;18;40;22;49;0
421;Bouwjaar 1945;2020;141;2;8;7;18;4;15;9;23;15;6;21;13;141;61;78;0;0;0;0;2;141;0;4;0;2;15;50;3;53;0;2;0;11;1;141;0;0;4;8;13;36;27;53;0
422;Bouwjaar 1945;2021;138;2;8;6;17;3;16;9;24;16;5;21;11;138;61;75;0;0;0;0;2;138;0;4;0;3;15;50;2;50;0;2;0;11;1;138;0;0;1;7;17;34;25;53;1
423;Bouwjaar 1945;2022;140;2;7;6;18;4;17;10;23;15;5;23;10;140;62;76;0;0;0;0;2;140;0;5;0;3;15;51;2;50;0;2;0;11;1;140;0;1;0;8;8;38;23;61;1
424;Bouwjaar 1945;2023;141;2;7;7;18;4;17;11;21;16;5;24;9;141;63;77;0;0;0;0;1;141;0;5;0;4;15;50;2;51;1;2;0;10;1;141;0;1;0;7;7;35;24;66;1
425;Bouwjaar 1945;2024;144;3;7;7;18;2;19;11;22;15;5;27;8;144;65;78;0;0;0;0;1;144;0;5;0;5;16;50;2;52;1;2;0;10;1;144;0;0;1;6;7;37;25;67;1
426;Bouwjaar 1945;2025;144;2;7;7;18;3;19;10;22;16;5;28;7;144;66;77;0;0;0;0;1;144;0;5;0;5;15;53;2;49;1;2;0;11;1;144;0;2;2;8;9;33;22;67;1
427;Bouwjaar 1946;2019;184;8;14;7;13;7;22;10;25;25;6;32;15;184;77;100;0;7;0;0;0;184;0;6;0;4;36;35;1;40;0;5;0;56;1;184;0;1;1;4;21;54;38;64;1
428;Bouwjaar 1946;2020;189;8;15;7;13;7;24;12;25;23;7;35;13;189;81;100;0;8;0;0;0;189;0;7;0;5;37;36;1;40;0;6;0;56;1;189;0;0;2;4;20;50;34;78;1
429;Bouwjaar 1946;2021;192;8;15;8;12;6;25;13;25;24;8;35;13;192;84;100;0;8;0;0;0;192;0;7;0;6;38;37;1;40;0;6;0;56;1;192;0;0;2;2;21;44;37;85;1
430;Bouwjaar 1946;2022;193;9;15;7;12;6;26;13;25;21;10;36;13;193;85;100;0;8;0;0;0;193;0;8;0;7;37;37;1;41;0;6;0;55;1;193;0;0;2;5;21;42;38;84;1
431;Bouwjaar 1946;2023;192;11;15;6;12;6;26;14;25;21;9;35;12;192;83;101;0;8;0;0;0;192;0;8;0;7;36;36;1;40;0;6;0;57;1;192;0;0;1;8;20;39;37;87;0
432;Bouwjaar 1946;2024;194;11;15;6;11;5;26;16;26;19;8;38;13;194;82;103;0;8;0;0;1;194;0;9;0;6;36;35;1;40;0;6;0;60;1;194;0;0;1;5;21;41;32;94;0
433;Bouwjaar 1946;2025;193;10;15;6;11;5;25;15;26;20;8;36;16;193;82;104;0;6;0;0;1;193;0;9;0;6;36;34;1;41;0;6;0;59;1;193;0;0;0;6;15;41;29;101;1
434;Bouwjaar 1947;2019;216;5;12;8;20;3;31;25;26;23;7;45;11;216;90;123;0;2;0;0;1;216;0;16;3;18;17;37;3;36;0;9;0;75;2;216;0;0;2;6;25;64;43;76;0
435;Bouwjaar 1947;2020;221;5;14;7;20;3;31;23;26;27;7;47;11;221;90;128;0;2;0;0;1;221;0;16;3;18;17;37;3;38;0;10;0;77;2;221;0;0;2;5;25;58;45;86;0
436;Bouwjaar 1947;2021;234;6;16;7;21;3;33;23;27;28;7;52;11;234;95;135;0;3;0;0;1;234;0;16;4;18;19;40;3;39;0;11;0;82;2;234;0;3;2;1;27;57;45;99;0
437;Bouwjaar 1947;2022;230;5;14;7;18;4;38;20;28;27;7;52;10;230;95;131;0;3;0;0;1;230;0;17;3;18;18;41;3;37;0;10;0;81;2;230;0;0;3;1;24;59;41;102;0
438;Bouwjaar 1947;2023;236;5;13;8;20;3;36;17;34;29;7;51;13;236;94;139;0;3;0;0;0;236;0;17;2;17;20;42;2;39;0;11;0;84;2;236;0;1;2;2;24;54;40;113;0
439;Bouwjaar 1947;2024;237;4;15;8;19;3;37;15;33;29;6;53;15;237;97;136;0;4;0;0;0;237;0;17;2;15;21;46;2;38;0;12;0;82;2;237;0;0;3;5;22;48;40;119;0
440;Bouwjaar 1947;2025;236;5;14;8;21;3;40;13;33;27;6;53;13;236;96;135;0;4;0;0;1;236;0;18;2;15;21;45;2;38;0;12;0;82;1;236;0;0;2;5;20;50;36;123;0
441;Bouwjaar 1948;2019;224;9;13;4;23;1;28;19;25;35;9;42;16;224;83;130;0;9;0;0;2;224;0;21;0;16;21;43;2;60;0;21;0;39;1;224;0;1;2;8;27;75;34;75;2
442;Bouwjaar 1948;2020;222;9;14;4;22;2;26;19;25;35;9;40;17;222;85;125;0;10;0;0;2;222;0;23;1;15;21;44;2;55;0;22;0;38;1;222;0;0;2;7;22;80;31;78;2
443;Bouwjaar 1948;2021;229;9;14;4;22;2;30;24;25;34;9;42;14;229;91;126;0;10;0;0;2;229;0;26;1;15;23;43;3;55;0;22;0;40;1;229;0;1;1;9;19;76;37;84;2
444;Bouwjaar 1948;2022;231;9;15;4;25;2;25;21;28;34;9;42;17;231;93;126;0;10;0;0;2;231;0;26;1;16;24;43;3;56;0;22;0;39;1;231;0;1;1;10;16;69;43;89;2
445;Bouwjaar 1948;2023;228;8;16;3;24;2;26;21;28;34;9;39;18;228;91;127;0;10;0;0;0;228;0;26;1;15;24;42;3;56;0;23;0;37;1;228;0;0;2;5;19;61;45;94;2
446;Bouwjaar 1948;2024;233;8;16;2;26;2;28;21;30;34;9;38;19;233;93;130;0;10;0;0;0;233;0;29;1;14;23;44;3;53;0;25;0;40;1;233;0;0;2;5;19;58;49;98;2
447;Bouwjaar 1948;2025;230;9;17;1;27;2;27;20;30;35;9;36;17;230;93;127;0;10;0;0;0;230;0;29;1;14;23;42;3;52;0;25;0;40;1;230;0;0;1;5;18;48;53;103;2
448;Bouwjaar 1949;2019;275;13;18;10;20;0;35;20;43;48;8;37;23;275;195;73;1;6;0;0;0;275;0;45;4;45;75;42;1;28;0;10;1;22;2;275;0;2;3;16;31;91;48;81;3
449;Bouwjaar 1949;2020;276;12;17;11;21;0;34;19;45;48;9;37;23;276;198;70;1;6;0;0;1;276;0;45;6;45;72;44;1;28;0;10;1;22;2;276;0;1;4;13;27;93;47;89;2
450;Bouwjaar 1949;2021;276;10;19;13;21;0;36;17;44;44;8;40;24;276;199;67;1;8;0;0;1;276;0;44;7;45;72;45;1;29;0;9;1;21;2;276;0;1;3;6;35;87;51;91;2
451;Bouwjaar 1949;2022;273;8;22;14;22;0;38;17;38;43;8;39;24;273;199;64;1;8;0;0;1;273;0;45;7;43;72;45;2;29;0;9;0;20;1;273;0;1;5;4;34;79;48;99;3
452;Bouwjaar 1949;2023;278;10;23;13;21;1;38;17;39;42;8;40;26;278;199;68;1;9;0;0;1;278;0;44;7;41;73;46;2;32;0;10;0;22;1;278;0;0;4;7;37;69;59;100;2
453;Bouwjaar 1949;2024;276;8;24;10;20;1;40;17;40;40;7;41;28;276;196;69;1;9;0;0;1;276;0;45;7;40;71;46;2;32;0;10;0;22;1;276;0;0;3;7;33;66;54;111;2
454;Bouwjaar 1949;2025;271;10;23;12;18;1;40;17;40;38;6;39;27;271;191;70;1;8;0;0;1;271;0;42;7;40;72;44;2;31;0;10;0;22;1;271;0;0;2;6;29;66;51;115;2
455;Bouwjaar 1950;2019;446;17;25;23;45;4;58;30;74;51;28;60;31;446;314;120;0;11;1;0;0;446;0;84;11;122;54;77;11;54;1;12;0;18;2;446;0;0;5;18;52;116;83;169;3
456;Bouwjaar 1950;2020;449;17;27;24;44;4;59;31;71;52;26;63;31;449;315;122;0;11;1;0;0;449;0;84;11;123;55;78;11;54;1;12;0;18;2;449;1;1;2;18;46;120;79;180;2
457;Bouwjaar 1950;2021;450;18;27;25;47;3;58;31;68;55;23;62;33;450;314;122;0;12;1;0;1;450;0;83;11;121;58;78;11;56;1;12;0;17;2;450;0;1;2;21;37;116;79;191;3
458;Bouwjaar 1950;2022;444;18;27;25;41;3;57;34;65;54;23;63;34;444;312;119;0;11;1;0;1;444;0;84;10;122;56;77;9;54;1;12;0;17;2;444;1;2;1;19;33;116;68;203;1
459;Bouwjaar 1950;2023;433;19;28;23;42;3;60;32;58;50;22;64;32;433;303;118;0;10;1;0;1;433;0;81;10;120;51;76;9;54;1;12;0;17;2;433;0;2;2;20;26;107;61;214;1
460;Bouwjaar 1950;2024;434;19;25;25;42;3;62;30;59;53;21;62;33;434;302;121;0;10;0;0;1;434;0;81;10;117;50;79;9;56;1;11;0;18;2;434;0;2;2;17;23;116;57;216;1
461;Bouwjaar 1950;2025;431;22;25;28;43;3;60;32;57;51;20;61;29;431;302;119;0;9;0;0;1;431;0;83;10;115;49;77;9;56;1;11;0;18;2;431;0;1;2;20;28;91;69;219;1
462;Bouwjaar 1951;2019;594;11;41;27;44;4;80;45;100;78;19;90;55;594;407;171;0;11;0;0;5;594;0;80;27;143;59;156;21;64;0;16;0;23;5;594;0;1;4;20;69;163;101;234;2
463;Bouwjaar 1951;2020;581;13;38;25;46;3;75;44;100;78;19;88;52;581;396;169;0;11;0;0;5;581;0;78;23;143;55;155;20;64;0;15;0;23;5;581;0;1;3;19;54;159;96;246;3
464;Bouwjaar 1951;2021;582;12;39;27;41;3;74;44;104;78;20;88;52;582;398;166;0;13;0;0;5;582;0;82;23;144;55;151;20;63;1;16;0;22;5;582;0;2;3;19;54;144;104;253;3
465;Bouwjaar 1951;2022;581;14;42;24;43;3;71;42;98;80;20;94;50;581;395;166;0;13;0;0;7;581;0;84;25;137;56;153;21;62;1;16;0;21;5;581;0;1;2;20;45;145;91;274;3
466;Bouwjaar 1951;2023;577;14;43;18;44;4;71;38;94;81;18;98;54;577;392;165;0;13;0;0;7;577;0;83;24;141;57;148;20;61;1;16;0;21;5;577;1;1;2;24;43;139;86;278;3
467;Bouwjaar 1951;2024;562;13;42;19;42;4;65;36;92;84;21;95;49;562;379;164;0;12;0;0;7;562;0;80;22;137;54;146;20;59;1;16;0;22;5;562;0;1;3;21;40;126;88;280;3
468;Bouwjaar 1951;2025;571;12;41;18;46;4;66;37;96;88;21;95;47;571;385;167;0;12;0;0;7;571;0;79;25;136;58;146;22;60;1;14;0;24;6;571;0;2;3;22;37;118;94;289;6
469;Bouwjaar 1952;2019;584;28;25;36;65;3;73;38;82;79;28;89;38;584;415;153;0;12;0;0;4;584;0;93;30;169;70;103;26;50;0;14;1;18;10;584;0;1;9;19;69;158;85;238;5
470;Bouwjaar 1952;2020;593;26;26;35;68;4;71;38;83;77;30;93;42;593;420;158;0;11;0;0;4;593;0;99;29;166;73;103;28;52;0;14;1;18;10;593;0;2;10;21;62;152;95;246;5
471;Bouwjaar 1952;2021;588;25;25;33;68;3;74;36;82;80;27;91;44;588;413;161;0;10;0;0;4;588;0;98;29;161;71;104;29;52;0;15;1;18;10;588;0;3;8;19;60;152;97;244;5
472;Bouwjaar 1952;2022;588;28;26;31;62;3;76;36;80;81;29;90;46;588;415;160;0;9;0;0;4;588;0;99;29;164;70;103;26;52;0;16;1;18;10;588;0;1;11;23;47;144;100;257;5
473;Bouwjaar 1952;2023;596;27;28;27;63;4;77;38;81;86;28;92;45;596;423;161;0;9;0;0;3;596;0;99;33;169;71;104;25;51;0;16;1;19;8;596;0;1;9;24;43;147;99;268;5
474;Bouwjaar 1952;2024;598;26;29;27;60;3;82;38;76;85;31;95;46;598;424;160;0;11;0;0;3;598;0;94;32;177;70;106;24;53;0;16;1;17;8;598;0;0;8;26;37;143;95;285;4
475;Bouwjaar 1952;2025;591;25;27;26;60;3;81;41;76;80;31;93;48;591;419;160;0;10;0;0;2;591;0;95;35;173;69;102;25;49;0;16;1;18;8;591;0;0;6;29;35;127;97;293;4
476;Bouwjaar 1953;2019;865;35;54;34;88;5;118;48;139;120;41;115;68;865;596;240;0;20;0;0;9;865;0;100;40;241;139;162;54;81;1;9;1;24;13;865;0;3;5;29;89;241;158;336;4
