ID;TypeGefailleerde;BedrijfstakkenBranchesSBI2008;Perioden;UitgesprokenFaillissementen_1
7844;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2015 december;5
7845;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2015 4e kwartaal;12
7846;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2015;39
7847;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 januari;2
7848;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 februari;2
7849;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 maart;4
7850;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 1e kwartaal;8
7851;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 april;3
7852;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 mei;1
7853;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 juni;2
7854;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 2e kwartaal;6
7855;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 juli;4
7856;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 augustus;2
7857;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 september;2
7858;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 3e kwartaal;8
7859;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 oktober;9
7860;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 november;0
7861;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 december;4
7862;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016 4e kwartaal;13
7863;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2016;35
7864;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 januari;3
7865;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 februari;6
7866;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 maart;2
7867;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 1e kwartaal;11
7868;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 april;4
7869;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 mei;4
7870;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 juni;3
7871;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 2e kwartaal;11
7872;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 juli;2
7873;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 augustus;2
7874;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 september;4
7875;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 3e kwartaal;8
7876;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 oktober;3
7877;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 november;5
7878;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 december;2
7879;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017 4e kwartaal;10
7880;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2017;40
7881;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 januari;4
7882;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 februari;2
7883;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 maart;1
7884;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 1e kwartaal;7
7885;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 april;3
7886;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 mei;5
7887;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 juni;1
7888;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 2e kwartaal;9
7889;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 juli;2
7890;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 augustus;2
7891;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 september;0
7892;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 3e kwartaal;4
7893;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 oktober;1
7894;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 november;6
7895;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 december;2
7896;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018 4e kwartaal;9
7897;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2018;29
7898;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 januari;2
7899;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 februari;2
7900;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 maart;4
7901;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 1e kwartaal;8
7902;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 april;0
7903;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 mei;3
7904;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 juni;4
7905;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 2e kwartaal;7
7906;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 juli;2
7907;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 augustus;7
7908;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 september;4
7909;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 3e kwartaal;13
7910;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 oktober;0
7911;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 november;6
7912;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 december;2
7913;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019 4e kwartaal;8
7914;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2019;36
7915;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 januari;0
7916;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 februari;5
7917;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 maart;4
7918;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 1e kwartaal;9
7919;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 april;3
7920;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 mei;1
7921;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 juni;2
7922;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 2e kwartaal;6
7923;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 juli;0
7924;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 augustus;0
7925;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 september;2
7926;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 3e kwartaal;2
7927;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 oktober;1
7928;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 november;1
7929;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 december;1
7930;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020 4e kwartaal;3
7931;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2020;20
7932;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 januari;3
7933;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 februari;1
7934;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 maart;1
7935;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 1e kwartaal;5
7936;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 april;0
7937;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 mei;2
7938;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 juni;3
7939;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 2e kwartaal;5
7940;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 juli;0
7941;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 augustus;1
7942;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 september;0
7943;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 3e kwartaal;1
7944;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 oktober;2
7945;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 november;1
7946;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 december;4
7947;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021 4e kwartaal;7
7948;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2021;18
7949;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 januari;0
7950;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 februari;0
7951;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 maart;1
7952;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 1e kwartaal;1
7953;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 april;2
7954;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 mei;3
7955;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 juni;5
7956;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 2e kwartaal;10
7957;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 juli;2
7958;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 augustus;3
7959;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 september;0
7960;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 3e kwartaal;5
7961;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 oktober;5
7962;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 november;2
7963;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 december;5
7964;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022 4e kwartaal;12
7965;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2022;28
7966;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 januari;3
7967;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 februari;1
7968;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 maart;3
7969;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 1e kwartaal;7
7970;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 april;4
7971;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 mei;2
7972;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 juni;2
7973;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 2e kwartaal;8
7974;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 juli;3
7975;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 augustus;5
7976;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 september;0
7977;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 3e kwartaal;8
7978;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 oktober;2
7979;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 november;0
7980;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 december;0
7981;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023 4e kwartaal;2
7982;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2023;25
7983;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 januari;4
7984;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 februari;1
7985;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 maart;1
7986;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 1e kwartaal;6
7987;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 april;3
7988;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 mei;3
7989;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 juni;1
7990;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 2e kwartaal;7
7991;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 juli;4
7992;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 augustus;2
7993;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 september;12
7994;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 3e kwartaal;18
7995;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 oktober;5
7996;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 november;10
7997;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 december;1
7998;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024 4e kwartaal;16
7999;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2024;47
8000;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2025 januari;4
8001;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2025 februari;3
8002;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2025 maart;7
8003;Bedrijven, instellingen en eenmanszaken;10 Voedingsmiddelenindustrie;2025 1e kwartaal;14
8004;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 januari;1
8005;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 februari;0
8006;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 maart;1
8007;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 1e kwartaal;2
8008;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 april;0
8009;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 mei;1
8010;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 juni;1
8011;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 2e kwartaal;2
8012;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 juli;1
8013;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 augustus;0
8014;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 september;0
8015;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 3e kwartaal;1
8016;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 oktober;0
8017;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 november;0
8018;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 december;0
8019;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009 4e kwartaal;0
8020;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2009;5
8021;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 januari;1
8022;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 februari;0
8023;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 maart;1
8024;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 1e kwartaal;2
8025;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 april;0
8026;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 mei;2
8027;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 juni;20
8028;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 2e kwartaal;22
8029;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 juli;0
8030;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 augustus;0
8031;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 september;1
8032;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 3e kwartaal;1
8033;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 oktober;0
8034;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 november;0
8035;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 december;0
8036;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010 4e kwartaal;0
8037;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2010;25
8038;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 januari;6
8039;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 februari;0
8040;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 maart;0
8041;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 1e kwartaal;6
8042;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 april;3
8043;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 mei;1
8044;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 juni;0
8045;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 2e kwartaal;4
8046;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 juli;0
8047;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 augustus;1
8048;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 september;0
8049;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 3e kwartaal;1
8050;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 oktober;1
8051;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 november;1
8052;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 december;0
8053;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011 4e kwartaal;2
8054;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2011;13
8055;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 januari;0
8056;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 februari;0
8057;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 maart;0
8058;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 1e kwartaal;0
8059;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 april;0
8060;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 mei;0
8061;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 juni;1
8062;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 2e kwartaal;1
8063;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 juli;2
8064;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 augustus;0
8065;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 september;0
8066;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 3e kwartaal;2
8067;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 oktober;0
8068;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 november;2
8069;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 december;0
8070;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012 4e kwartaal;2
8071;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2012;5
8072;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 januari;2
8073;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 februari;0
8074;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 maart;0
8075;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 1e kwartaal;2
8076;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 april;2
8077;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 mei;0
8078;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 juni;0
8079;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 2e kwartaal;2
8080;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 juli;0
8081;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 augustus;2
8082;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 september;0
8083;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 3e kwartaal;2
8084;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 oktober;1
8085;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 november;1
8086;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 december;0
8087;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013 4e kwartaal;2
8088;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2013;8
8089;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 januari;0
8090;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 februari;0
8091;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 maart;0
8092;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 1e kwartaal;0
8093;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 april;4
8094;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 mei;0
8095;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 juni;0
8096;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 2e kwartaal;4
8097;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 juli;2
8098;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 augustus;0
8099;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 september;0
8100;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 3e kwartaal;2
8101;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 oktober;1
8102;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 november;1
8103;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 december;2
8104;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014 4e kwartaal;4
8105;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2014;10
8106;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 januari;0
8107;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 februari;0
8108;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 maart;2
8109;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 1e kwartaal;2
8110;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 april;0
8111;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 mei;1
8112;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 juni;0
8113;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 2e kwartaal;1
8114;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 juli;0
8115;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 augustus;2
8116;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 september;1
8117;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 3e kwartaal;3
8118;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 oktober;1
8119;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 november;0
8120;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 december;1
8121;Bedrijven, instellingen en eenmanszaken;101 Slachterijen en vleeswarenindustrie;2015 4e kwartaal;2
