ID;Woonruimten;BewoningWoonruimte;RegioS;Perioden;BewoondeWoonruimte_1
96;Totaal;Totaal;Noord-Holland (PV);2015;1250315.0
97;Totaal;Totaal;Noord-Holland (PV);2016;1258710.0
98;Totaal;Totaal;Noord-Holland (PV);2017;1271070.0
99;Totaal;Totaal;Noord-Holland (PV);2018;1283280.0
100;Totaal;Totaal;Noord-Holland (PV);2019;1298010.0
101;Totaal;Totaal;Noord-Holland (PV);2020;1309045.0
102;Totaal;Totaal;Noord-Holland (PV);2021;1325790.0
103;Totaal;Totaal;Noord-Holland (PV);2022;1341285.0
104;Totaal;Totaal;Zuid-Holland (PV);2015;1583455.0
105;Totaal;Totaal;Zuid-Holland (PV);2016;1596710.0
106;Totaal;Totaal;Zuid-Holland (PV);2017;1611780.0
107;Totaal;Totaal;Zuid-Holland (PV);2018;1625180.0
108;Totaal;Totaal;Zuid-Holland (PV);2019;1625670.0
109;Totaal;Totaal;Zuid-Holland (PV);2020;1639570.0
110;Totaal;Totaal;Zuid-Holland (PV);2021;1658310.0
111;Totaal;Totaal;Zuid-Holland (PV);2022;1674210.0
112;Totaal;Totaal;Zeeland (PV);2015;169800.0
113;Totaal;Totaal;Zeeland (PV);2016;170560.0
114;Totaal;Totaal;Zeeland (PV);2017;171540.0
115;Totaal;Totaal;Zeeland (PV);2018;172500.0
116;Totaal;Totaal;Zeeland (PV);2019;173185.0
117;Totaal;Totaal;Zeeland (PV);2020;174825.0
118;Totaal;Totaal;Zeeland (PV);2021;176190.0
119;Totaal;Totaal;Zeeland (PV);2022;177725.0
120;Totaal;Totaal;Noord-Brabant (PV);2015;1062335.0
121;Totaal;Totaal;Noord-Brabant (PV);2016;1072965.0
122;Totaal;Totaal;Noord-Brabant (PV);2017;1085530.0
123;Totaal;Totaal;Noord-Brabant (PV);2018;1097790.0
124;Totaal;Totaal;Noord-Brabant (PV);2019;1109895.0
125;Totaal;Totaal;Noord-Brabant (PV);2020;1121355.0
126;Totaal;Totaal;Noord-Brabant (PV);2021;1135310.0
127;Totaal;Totaal;Noord-Brabant (PV);2022;1146665.0
128;Totaal;Totaal;Limburg (PV);2015;501675.0
129;Totaal;Totaal;Limburg (PV);2016;505030.0
130;Totaal;Totaal;Limburg (PV);2017;507895.0
131;Totaal;Totaal;Limburg (PV);2018;510310.0
132;Totaal;Totaal;Limburg (PV);2019;512985.0
133;Totaal;Totaal;Limburg (PV);2020;516090.0
134;Totaal;Totaal;Limburg (PV);2021;520320.0
135;Totaal;Totaal;Limburg (PV);2022;523875.0
136;Totaal;Totaal;Oost-Groningen (CR);2015;66125.0
137;Totaal;Totaal;Oost-Groningen (CR);2016;66290.0
138;Totaal;Totaal;Oost-Groningen (CR);2017;66525.0
139;Totaal;Totaal;Oost-Groningen (CR);2018;61385.0
140;Totaal;Totaal;Oost-Groningen (CR);2019;61635.0
141;Totaal;Totaal;Oost-Groningen (CR);2020;61865.0
142;Totaal;Totaal;Oost-Groningen (CR);2021;62065.0
143;Totaal;Totaal;Oost-Groningen (CR);2022;62285.0
144;Totaal;Totaal;Delfzijl en omgeving (CR);2015;21430.0
145;Totaal;Totaal;Delfzijl en omgeving (CR);2016;21395.0
146;Totaal;Totaal;Delfzijl en omgeving (CR);2017;21395.0
147;Totaal;Totaal;Delfzijl en omgeving (CR);2018;21335.0
148;Totaal;Totaal;Delfzijl en omgeving (CR);2019;21365.0
149;Totaal;Totaal;Delfzijl en omgeving (CR);2020;21360.0
150;Totaal;Totaal;Delfzijl en omgeving (CR);2021;21230.0
151;Totaal;Totaal;Delfzijl en omgeving (CR);2022;21260.0
152;Totaal;Totaal;Overig Groningen (CR);2015;177300.0
153;Totaal;Totaal;Overig Groningen (CR);2016;179475.0
154;Totaal;Totaal;Overig Groningen (CR);2017;179685.0
155;Totaal;Totaal;Overig Groningen (CR);2018;186845.0
156;Totaal;Totaal;Overig Groningen (CR);2019;189150.0
157;Totaal;Totaal;Overig Groningen (CR);2020;191860.0
158;Totaal;Totaal;Overig Groningen (CR);2021;194200.0
159;Totaal;Totaal;Overig Groningen (CR);2022;195800.0
160;Totaal;Totaal;Noord-Friesland (CR);2015;143600.0
161;Totaal;Totaal;Noord-Friesland (CR);2016;144695.0
162;Totaal;Totaal;Noord-Friesland (CR);2017;145755.0
163;Totaal;Totaal;Noord-Friesland (CR);2018;144430.0
164;Totaal;Totaal;Noord-Friesland (CR);2019;146045.0
165;Totaal;Totaal;Noord-Friesland (CR);2020;147275.0
166;Totaal;Totaal;Noord-Friesland (CR);2021;148665.0
167;Totaal;Totaal;Noord-Friesland (CR);2022;149900.0
168;Totaal;Totaal;Zuidwest-Friesland (CR);2015;58575.0
169;Totaal;Totaal;Zuidwest-Friesland (CR);2016;58875.0
170;Totaal;Totaal;Zuidwest-Friesland (CR);2017;59230.0
171;Totaal;Totaal;Zuidwest-Friesland (CR);2018;61925.0
172;Totaal;Totaal;Zuidwest-Friesland (CR);2019;62245.0
173;Totaal;Totaal;Zuidwest-Friesland (CR);2020;62675.0
174;Totaal;Totaal;Zuidwest-Friesland (CR);2021;63120.0
175;Totaal;Totaal;Zuidwest-Friesland (CR);2022;63295.0
176;Totaal;Totaal;Zuidoost-Friesland (CR);2015;81295.0
177;Totaal;Totaal;Zuidoost-Friesland (CR);2016;81790.0
178;Totaal;Totaal;Zuidoost-Friesland (CR);2017;82265.0
179;Totaal;Totaal;Zuidoost-Friesland (CR);2018;82625.0
180;Totaal;Totaal;Zuidoost-Friesland (CR);2019;83230.0
181;Totaal;Totaal;Zuidoost-Friesland (CR);2020;83640.0
182;Totaal;Totaal;Zuidoost-Friesland (CR);2021;84430.0
183;Totaal;Totaal;Zuidoost-Friesland (CR);2022;84820.0
184;Totaal;Totaal;Noord-Drenthe (CR);2015;82415.0
185;Totaal;Totaal;Noord-Drenthe (CR);2016;83090.0
186;Totaal;Totaal;Noord-Drenthe (CR);2017;83635.0
187;Totaal;Totaal;Noord-Drenthe (CR);2018;84205.0
188;Totaal;Totaal;Noord-Drenthe (CR);2019;85055.0
189;Totaal;Totaal;Noord-Drenthe (CR);2020;85710.0
190;Totaal;Totaal;Noord-Drenthe (CR);2021;86290.0
191;Totaal;Totaal;Noord-Drenthe (CR);2022;86765.0
192;Totaal;Totaal;Zuidoost-Drenthe (CR);2015;73200.0
193;Totaal;Totaal;Zuidoost-Drenthe (CR);2016;73545.0
194;Totaal;Totaal;Zuidoost-Drenthe (CR);2017;73805.0
195;Totaal;Totaal;Zuidoost-Drenthe (CR);2018;74065.0
196;Totaal;Totaal;Zuidoost-Drenthe (CR);2019;74545.0
197;Totaal;Totaal;Zuidoost-Drenthe (CR);2020;74800.0
198;Totaal;Totaal;Zuidoost-Drenthe (CR);2021;75485.0
199;Totaal;Totaal;Zuidoost-Drenthe (CR);2022;75755.0
200;Totaal;Totaal;Zuidwest-Drenthe (CR);2015;56230.0
201;Totaal;Totaal;Zuidwest-Drenthe (CR);2016;56785.0
202;Totaal;Totaal;Zuidwest-Drenthe (CR);2017;57555.0
203;Totaal;Totaal;Zuidwest-Drenthe (CR);2018;58045.0
204;Totaal;Totaal;Zuidwest-Drenthe (CR);2019;58545.0
205;Totaal;Totaal;Zuidwest-Drenthe (CR);2020;59215.0
206;Totaal;Totaal;Zuidwest-Drenthe (CR);2021;59760.0
207;Totaal;Totaal;Zuidwest-Drenthe (CR);2022;60000.0
208;Totaal;Totaal;Noord-Overijssel (CR);2015;148945.0
209;Totaal;Totaal;Noord-Overijssel (CR);2016;150525.0
210;Totaal;Totaal;Noord-Overijssel (CR);2017;152305.0
211;Totaal;Totaal;Noord-Overijssel (CR);2018;154395.0
212;Totaal;Totaal;Noord-Overijssel (CR);2019;156335.0
213;Totaal;Totaal;Noord-Overijssel (CR);2020;158470.0
214;Totaal;Totaal;Noord-Overijssel (CR);2021;160115.0
215;Totaal;Totaal;Noord-Overijssel (CR);2022;161595.0
216;Totaal;Totaal;Zuidwest-Overijssel (CR);2015;64880.0
217;Totaal;Totaal;Zuidwest-Overijssel (CR);2016;65890.0
218;Totaal;Totaal;Zuidwest-Overijssel (CR);2017;66640.0
219;Totaal;Totaal;Zuidwest-Overijssel (CR);2018;67240.0
220;Totaal;Totaal;Zuidwest-Overijssel (CR);2019;68180.0
221;Totaal;Totaal;Zuidwest-Overijssel (CR);2020;68820.0
222;Totaal;Totaal;Zuidwest-Overijssel (CR);2021;69440.0
223;Totaal;Totaal;Zuidwest-Overijssel (CR);2022;69960.0
224;Totaal;Totaal;Twente (CR);2015;263610.0
225;Totaal;Totaal;Twente (CR);2016;265185.0
226;Totaal;Totaal;Twente (CR);2017;266115.0
227;Totaal;Totaal;Twente (CR);2018;268215.0
228;Totaal;Totaal;Twente (CR);2019;270805.0
229;Totaal;Totaal;Twente (CR);2020;272890.0
230;Totaal;Totaal;Twente (CR);2021;275060.0
231;Totaal;Totaal;Twente (CR);2022;276275.0
232;Totaal;Totaal;Veluwe (CR);2015;273425.0
233;Totaal;Totaal;Veluwe (CR);2016;274460.0
234;Totaal;Totaal;Veluwe (CR);2017;277940.0
235;Totaal;Totaal;Veluwe (CR);2018;281485.0
236;Totaal;Totaal;Veluwe (CR);2019;285610.0
237;Totaal;Totaal;Veluwe (CR);2020;289410.0
238;Totaal;Totaal;Veluwe (CR);2021;293195.0
239;Totaal;Totaal;Veluwe (CR);2022;295900.0
240;Totaal;Totaal;Achterhoek (CR);2015;171095.0
241;Totaal;Totaal;Achterhoek (CR);2016;172035.0
242;Totaal;Totaal;Achterhoek (CR);2017;173115.0
243;Totaal;Totaal;Achterhoek (CR);2018;174135.0
244;Totaal;Totaal;Achterhoek (CR);2019;175175.0
245;Totaal;Totaal;Achterhoek (CR);2020;176490.0
246;Totaal;Totaal;Achterhoek (CR);2021;177980.0
247;Totaal;Totaal;Achterhoek (CR);2022;179075.0
248;Totaal;Totaal;Arnhem/Nijmegen (CR);2015;318285.0
249;Totaal;Totaal;Arnhem/Nijmegen (CR);2016;319235.0
250;Totaal;Totaal;Arnhem/Nijmegen (CR);2017;322985.0
251;Totaal;Totaal;Arnhem/Nijmegen (CR);2018;326195.0
252;Totaal;Totaal;Arnhem/Nijmegen (CR);2019;329460.0
253;Totaal;Totaal;Arnhem/Nijmegen (CR);2020;332095.0
254;Totaal;Totaal;Arnhem/Nijmegen (CR);2021;335760.0
255;Totaal;Totaal;Arnhem/Nijmegen (CR);2022;337970.0
256;Totaal;Totaal;Zuidwest-Gelderland (CR);2015;94330.0
257;Totaal;Totaal;Zuidwest-Gelderland (CR);2016;95470.0
258;Totaal;Totaal;Zuidwest-Gelderland (CR);2017;96555.0
259;Totaal;Totaal;Zuidwest-Gelderland (CR);2018;97745.0
260;Totaal;Totaal;Zuidwest-Gelderland (CR);2019;99080.0
261;Totaal;Totaal;Zuidwest-Gelderland (CR);2020;100355.0
262;Totaal;Totaal;Zuidwest-Gelderland (CR);2021;101520.0
263;Totaal;Totaal;Zuidwest-Gelderland (CR);2022;102385.0
264;Totaal;Totaal;Utrecht (CR);2015;530895.0
265;Totaal;Totaal;Utrecht (CR);2016;536720.0
266;Totaal;Totaal;Utrecht (CR);2017;540825.0
267;Totaal;Totaal;Utrecht (CR);2018;548145.0
268;Totaal;Totaal;Utrecht (CR);2019;569240.0
269;Totaal;Totaal;Utrecht (CR);2020;576350.0
270;Totaal;Totaal;Utrecht (CR);2021;583930.0
271;Totaal;Totaal;Utrecht (CR);2022;590565.0
272;Totaal;Totaal;Kop van Noord-Holland (CR);2015;160320.0
273;Totaal;Totaal;Kop van Noord-Holland (CR);2016;161315.0
274;Totaal;Totaal;Kop van Noord-Holland (CR);2017;162315.0
275;Totaal;Totaal;Kop van Noord-Holland (CR);2018;163310.0
276;Totaal;Totaal;Kop van Noord-Holland (CR);2019;164465.0
277;Totaal;Totaal;Kop van Noord-Holland (CR);2020;166030.0
278;Totaal;Totaal;Kop van Noord-Holland (CR);2021;167740.0
279;Totaal;Totaal;Kop van Noord-Holland (CR);2022;169350.0
280;Totaal;Totaal;Alkmaar en omgeving (CR);2015;105740.0
281;Totaal;Totaal;Alkmaar en omgeving (CR);2016;106835.0
282;Totaal;Totaal;Alkmaar en omgeving (CR);2017;107915.0
283;Totaal;Totaal;Alkmaar en omgeving (CR);2018;109025.0
284;Totaal;Totaal;Alkmaar en omgeving (CR);2019;110415.0
285;Totaal;Totaal;Alkmaar en omgeving (CR);2020;111765.0
286;Totaal;Totaal;Alkmaar en omgeving (CR);2021;112995.0
287;Totaal;Totaal;Alkmaar en omgeving (CR);2022;113995.0
288;Totaal;Totaal;IJmond (CR);2015;85310.0
289;Totaal;Totaal;IJmond (CR);2016;86240.0
290;Totaal;Totaal;IJmond (CR);2017;86675.0
291;Totaal;Totaal;IJmond (CR);2018;87045.0
292;Totaal;Totaal;IJmond (CR);2019;87735.0
293;Totaal;Totaal;IJmond (CR);2020;88315.0
294;Totaal;Totaal;IJmond (CR);2021;88825.0
295;Totaal;Totaal;IJmond (CR);2022;89250.0
296;Totaal;Totaal;Agglomeratie Haarlem (CR);2015;103050.0
297;Totaal;Totaal;Agglomeratie Haarlem (CR);2016;103680.0
298;Totaal;Totaal;Agglomeratie Haarlem (CR);2017;104480.0
299;Totaal;Totaal;Agglomeratie Haarlem (CR);2018;105430.0
300;Totaal;Totaal;Agglomeratie Haarlem (CR);2019;103830.0
301;Totaal;Totaal;Agglomeratie Haarlem (CR);2020;104390.0
302;Totaal;Totaal;Agglomeratie Haarlem (CR);2021;105090.0
303;Totaal;Totaal;Agglomeratie Haarlem (CR);2022;105980.0
304;Totaal;Totaal;Zaanstreek (CR);2015;72255.0
305;Totaal;Totaal;Zaanstreek (CR);2016;72945.0
306;Totaal;Totaal;Zaanstreek (CR);2017;73455.0
307;Totaal;Totaal;Zaanstreek (CR);2018;73945.0
308;Totaal;Totaal;Zaanstreek (CR);2019;74240.0
309;Totaal;Totaal;Zaanstreek (CR);2020;74545.0
310;Totaal;Totaal;Zaanstreek (CR);2021;75140.0
311;Totaal;Totaal;Zaanstreek (CR);2022;75740.0
312;Totaal;Totaal;Groot-Amsterdam (CR);2015;613425.0
313;Totaal;Totaal;Groot-Amsterdam (CR);2016;616255.0
314;Totaal;Totaal;Groot-Amsterdam (CR);2017;623835.0
315;Totaal;Totaal;Groot-Amsterdam (CR);2018;631315.0
316;Totaal;Totaal;Groot-Amsterdam (CR);2019;643175.0
317;Totaal;Totaal;Groot-Amsterdam (CR);2020;648580.0
318;Totaal;Totaal;Groot-Amsterdam (CR);2021;659630.0
319;Totaal;Totaal;Groot-Amsterdam (CR);2022;669605.0
320;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2015;110220.0
321;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2016;111440.0
322;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2017;112395.0
323;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2018;113210.0
324;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2019;114155.0
325;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2020;115420.0
326;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2021;116365.0
327;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2022;117365.0
328;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2015;177865.0
329;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2016;180765.0
330;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2017;183140.0
331;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2018;184880.0
332;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2019;186880.0
333;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2020;189115.0
334;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2021;191855.0
335;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2022;193970.0
336;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2015;377140.0
337;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2016;381165.0
338;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2017;385815.0
339;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2018;388945.0
340;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2019;393080.0
341;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2020;396755.0
342;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2021;402130.0
343;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2022;406715.0
344;Totaal;Totaal;Delft en Westland (CR);2015;96340.0
345;Totaal;Totaal;Delft en Westland (CR);2016;97160.0
346;Totaal;Totaal;Delft en Westland (CR);2017;98050.0
347;Totaal;Totaal;Delft en Westland (CR);2018;99465.0
348;Totaal;Totaal;Delft en Westland (CR);2019;100480.0
349;Totaal;Totaal;Delft en Westland (CR);2020;101615.0
350;Totaal;Totaal;Delft en Westland (CR);2021;103200.0
351;Totaal;Totaal;Delft en Westland (CR);2022;104110.0
352;Totaal;Totaal;Oost-Zuid-Holland (CR);2015;133185.0
353;Totaal;Totaal;Oost-Zuid-Holland (CR);2016;135035.0
354;Totaal;Totaal;Oost-Zuid-Holland (CR);2017;137240.0
355;Totaal;Totaal;Oost-Zuid-Holland (CR);2018;139520.0
356;Totaal;Totaal;Oost-Zuid-Holland (CR);2019;141085.0
357;Totaal;Totaal;Oost-Zuid-Holland (CR);2020;142785.0
358;Totaal;Totaal;Oost-Zuid-Holland (CR);2021;144245.0
359;Totaal;Totaal;Oost-Zuid-Holland (CR);2022;145845.0
360;Totaal;Totaal;Groot-Rijnmond (CR);2015;630795.0
361;Totaal;Totaal;Groot-Rijnmond (CR);2016;633565.0
362;Totaal;Totaal;Groot-Rijnmond (CR);2017;637340.0
363;Totaal;Totaal;Groot-Rijnmond (CR);2018;641080.0
364;Totaal;Totaal;Groot-Rijnmond (CR);2019;646090.0
365;Totaal;Totaal;Groot-Rijnmond (CR);2020;650125.0
366;Totaal;Totaal;Groot-Rijnmond (CR);2021;656155.0
367;Totaal;Totaal;Groot-Rijnmond (CR);2022;661920.0
368;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2015;168130.0
369;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2016;169015.0
370;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2017;170190.0
371;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2018;171285.0
372;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2019;158060.0
373;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2020;159175.0
374;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2021;160725.0
375;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2022;161650.0
376;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2015;48645.0
377;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2016;48800.0
378;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2017;48925.0
379;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2018;49090.0
380;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2019;49120.0
381;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2020;49340.0
382;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2021;49575.0
383;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2022;49895.0
384;Totaal;Totaal;Overig Zeeland (CR);2015;121155.0
385;Totaal;Totaal;Overig Zeeland (CR);2016;121755.0
386;Totaal;Totaal;Overig Zeeland (CR);2017;122615.0
387;Totaal;Totaal;Overig Zeeland (CR);2018;123410.0
388;Totaal;Totaal;Overig Zeeland (CR);2019;124060.0
389;Totaal;Totaal;Overig Zeeland (CR);2020;125485.0
390;Totaal;Totaal;Overig Zeeland (CR);2021;126615.0
391;Totaal;Totaal;Overig Zeeland (CR);2022;127835.0
392;Totaal;Totaal;West-Noord-Brabant (CR);2015;268705.0
393;Totaal;Totaal;West-Noord-Brabant (CR);2016;270930.0
394;Totaal;Totaal;West-Noord-Brabant (CR);2017;273905.0
395;Totaal;Totaal;West-Noord-Brabant (CR);2018;275965.0
396;Totaal;Totaal;West-Noord-Brabant (CR);2019;277880.0
397;Totaal;Totaal;West-Noord-Brabant (CR);2020;280040.0
398;Totaal;Totaal;West-Noord-Brabant (CR);2021;282015.0
399;Totaal;Totaal;West-Noord-Brabant (CR);2022;284375.0
400;Totaal;Totaal;Midden-Noord-Brabant (CR);2015;198495.0
401;Totaal;Totaal;Midden-Noord-Brabant (CR);2016;200450.0
402;Totaal;Totaal;Midden-Noord-Brabant (CR);2017;202885.0
403;Totaal;Totaal;Midden-Noord-Brabant (CR);2018;205580.0
404;Totaal;Totaal;Midden-Noord-Brabant (CR);2019;208075.0
405;Totaal;Totaal;Midden-Noord-Brabant (CR);2020;210540.0
406;Totaal;Totaal;Midden-Noord-Brabant (CR);2021;216410.0
407;Totaal;Totaal;Midden-Noord-Brabant (CR);2022;218630.0
408;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2015;270435.0
409;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2016;273370.0
410;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2017;276550.0
411;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2018;279885.0
412;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2019;283475.0
413;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2020;286455.0
414;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2021;287250.0
415;Totaal;Totaal;Noordoost-Noord-Brabant (CR);2022;289965.0
416;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2015;324695.0
417;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2016;328215.0
418;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2017;332190.0
419;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2018;336360.0
420;Totaal;Totaal;Zuidoost-Noord-Brabant (CR);2019;340460.0
