ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
8223;Administrative fees for civil affairs;Overig Zeeland (CR);2021;4.0;13.0
8224;Administrative fees for civil affairs;Overig Zeeland (CR);2022;4.0;13.0
8225;Administrative fees for civil affairs;Overig Zeeland (CR);2023;4.0;13.0
8226;Administrative fees for civil affairs;Overig Zeeland (CR);2024;4.0;14.0
8227;Administrative fees for civil affairs;Overig Zeeland (CR);2025;5.0;18.0
8228;Administrative fees for civil affairs;West-Noord-Brabant (CR);2004;6.0;11.0
8229;Administrative fees for civil affairs;West-Noord-Brabant (CR);2005;7.0;12.0
8230;Administrative fees for civil affairs;West-Noord-Brabant (CR);2006;7.0;12.0
8231;Administrative fees for civil affairs;West-Noord-Brabant (CR);2007;8.0;12.0
8232;Administrative fees for civil affairs;West-Noord-Brabant (CR);2008;8.0;14.0
8233;Administrative fees for civil affairs;West-Noord-Brabant (CR);2009;9.0;16.0
8234;Administrative fees for civil affairs;West-Noord-Brabant (CR);2010;10.0;16.0
8235;Administrative fees for civil affairs;West-Noord-Brabant (CR);2011;10.0;16.0
8236;Administrative fees for civil affairs;West-Noord-Brabant (CR);2012;10.0;16.0
8237;Administrative fees for civil affairs;West-Noord-Brabant (CR);2013;11.0;17.0
8238;Administrative fees for civil affairs;West-Noord-Brabant (CR);2014;10.0;16.0
8239;Administrative fees for civil affairs;West-Noord-Brabant (CR);2015;10.0;16.0
8240;Administrative fees for civil affairs;West-Noord-Brabant (CR);2016;12.0;19.0
8241;Administrative fees for civil affairs;West-Noord-Brabant (CR);2017;13.0;20.0
8242;Administrative fees for civil affairs;West-Noord-Brabant (CR);2018;12.0;19.0
8243;Administrative fees for civil affairs;West-Noord-Brabant (CR);2019;9.0;14.0
8244;Administrative fees for civil affairs;West-Noord-Brabant (CR);2020;9.0;14.0
8245;Administrative fees for civil affairs;West-Noord-Brabant (CR);2021;9.0;14.0
8246;Administrative fees for civil affairs;West-Noord-Brabant (CR);2022;8.0;13.0
8247;Administrative fees for civil affairs;West-Noord-Brabant (CR);2023;8.0;13.0
8248;Administrative fees for civil affairs;West-Noord-Brabant (CR);2024;14.0;21.0
8249;Administrative fees for civil affairs;West-Noord-Brabant (CR);2025;16.0;25.0
8250;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2004;5.0;12.0
8251;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2005;6.0;12.0
8252;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2006;6.0;13.0
8253;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2007;7.0;15.0
8254;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2008;6.0;13.0
8255;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2009;6.0;14.0
8256;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2010;7.0;15.0
8257;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2011;7.0;15.0
8258;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2012;7.0;15.0
8259;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2013;7.0;16.0
8260;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2014;8.0;17.0
8261;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2015;8.0;16.0
8262;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2016;8.0;17.0
8263;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2017;9.0;19.0
8264;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2018;9.0;19.0
8265;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2019;6.0;12.0
8266;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2020;6.0;12.0
8267;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2021;6.0;13.0
8268;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2022;5.0;10.0
8269;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2023;5.0;10.0
8270;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2024;9.0;18.0
8271;Administrative fees for civil affairs;Midden-Noord-Brabant (CR);2025;10.0;19.0
8272;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2004;7.0;11.0
8273;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2005;6.0;9.0
8274;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2006;8.0;12.0
8275;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2007;8.0;13.0
8276;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2008;9.0;14.0
8277;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2009;10.0;16.0
8278;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2010;11.0;17.0
8279;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2011;11.0;17.0
8280;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2012;11.0;17.0
8281;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2013;11.0;17.0
8282;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2014;11.0;17.0
8283;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2015;11.0;17.0
8284;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2016;12.0;18.0
8285;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2017;12.0;19.0
8286;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2018;12.0;18.0
8287;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2019;9.0;14.0
8288;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2020;8.0;13.0
8289;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2021;8.0;13.0
8290;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2022;8.0;12.0
8291;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2023;8.0;12.0
8292;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2024;11.0;16.0
8293;Administrative fees for civil affairs;Noordoost-Noord-Brabant (CR);2025;13.0;19.0
8294;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2004;8.0;11.0
8295;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2005;8.0;11.0
8296;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2006;9.0;12.0
8297;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2007;11.0;15.0
8298;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2008;11.0;15.0
8299;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2009;12.0;17.0
8300;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2010;12.0;17.0
8301;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2011;13.0;17.0
8302;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2012;13.0;17.0
8303;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2013;13.0;17.0
8304;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2014;12.0;17.0
8305;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2015;14.0;18.0
8306;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2016;14.0;18.0
8307;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2017;14.0;19.0
8308;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2018;14.0;18.0
8309;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2019;10.0;13.0
8310;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2020;10.0;12.0
8311;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2021;10.0;12.0
8312;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2022;9.0;12.0
8313;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2023;9.0;12.0
8314;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2024;15.0;19.0
8315;Administrative fees for civil affairs;Zuidoost-Noord-Brabant (CR);2025;16.0;20.0
8316;Administrative fees for civil affairs;Noord-Limburg (CR);2004;3.0;9.0
8317;Administrative fees for civil affairs;Noord-Limburg (CR);2005;3.0;11.0
8318;Administrative fees for civil affairs;Noord-Limburg (CR);2006;3.0;11.0
8319;Administrative fees for civil affairs;Noord-Limburg (CR);2007;3.0;12.0
8320;Administrative fees for civil affairs;Noord-Limburg (CR);2008;4.0;13.0
8321;Administrative fees for civil affairs;Noord-Limburg (CR);2009;4.0;14.0
8322;Administrative fees for civil affairs;Noord-Limburg (CR);2010;4.0;15.0
8323;Administrative fees for civil affairs;Noord-Limburg (CR);2011;4.0;16.0
8324;Administrative fees for civil affairs;Noord-Limburg (CR);2012;5.0;16.0
8325;Administrative fees for civil affairs;Noord-Limburg (CR);2013;4.0;16.0
8326;Administrative fees for civil affairs;Noord-Limburg (CR);2014;5.0;16.0
8327;Administrative fees for civil affairs;Noord-Limburg (CR);2015;5.0;18.0
8328;Administrative fees for civil affairs;Noord-Limburg (CR);2016;6.0;22.0
8329;Administrative fees for civil affairs;Noord-Limburg (CR);2017;6.0;23.0
8330;Administrative fees for civil affairs;Noord-Limburg (CR);2018;6.0;20.0
8331;Administrative fees for civil affairs;Noord-Limburg (CR);2019;4.0;14.0
8332;Administrative fees for civil affairs;Noord-Limburg (CR);2020;3.0;12.0
8333;Administrative fees for civil affairs;Noord-Limburg (CR);2021;4.0;13.0
8334;Administrative fees for civil affairs;Noord-Limburg (CR);2022;3.0;11.0
8335;Administrative fees for civil affairs;Noord-Limburg (CR);2023;3.0;11.0
8336;Administrative fees for civil affairs;Noord-Limburg (CR);2024;6.0;20.0
8337;Administrative fees for civil affairs;Noord-Limburg (CR);2025;7.0;23.0
8338;Administrative fees for civil affairs;Midden-Limburg (CR);2004;2.0;10.0
8339;Administrative fees for civil affairs;Midden-Limburg (CR);2005;2.0;11.0
8340;Administrative fees for civil affairs;Midden-Limburg (CR);2006;3.0;12.0
8341;Administrative fees for civil affairs;Midden-Limburg (CR);2007;3.0;13.0
8342;Administrative fees for civil affairs;Midden-Limburg (CR);2008;3.0;14.0
8343;Administrative fees for civil affairs;Midden-Limburg (CR);2009;4.0;16.0
8344;Administrative fees for civil affairs;Midden-Limburg (CR);2010;4.0;16.0
8345;Administrative fees for civil affairs;Midden-Limburg (CR);2011;4.0;17.0
8346;Administrative fees for civil affairs;Midden-Limburg (CR);2012;4.0;17.0
8347;Administrative fees for civil affairs;Midden-Limburg (CR);2013;4.0;18.0
8348;Administrative fees for civil affairs;Midden-Limburg (CR);2014;4.0;17.0
8349;Administrative fees for civil affairs;Midden-Limburg (CR);2015;4.0;18.0
8350;Administrative fees for civil affairs;Midden-Limburg (CR);2016;4.0;18.0
8351;Administrative fees for civil affairs;Midden-Limburg (CR);2017;5.0;20.0
8352;Administrative fees for civil affairs;Midden-Limburg (CR);2018;4.0;19.0
8353;Administrative fees for civil affairs;Midden-Limburg (CR);2019;3.0;14.0
8354;Administrative fees for civil affairs;Midden-Limburg (CR);2020;3.0;11.0
8355;Administrative fees for civil affairs;Midden-Limburg (CR);2021;3.0;12.0
8356;Administrative fees for civil affairs;Midden-Limburg (CR);2022;2.0;10.0
8357;Administrative fees for civil affairs;Midden-Limburg (CR);2023;3.0;11.0
8358;Administrative fees for civil affairs;Midden-Limburg (CR);2024;4.0;18.0
8359;Administrative fees for civil affairs;Midden-Limburg (CR);2025;5.0;19.0
8360;Administrative fees for civil affairs;Zuid-Limburg (CR);2004;7.0;11.0
8361;Administrative fees for civil affairs;Zuid-Limburg (CR);2005;7.0;11.0
8362;Administrative fees for civil affairs;Zuid-Limburg (CR);2006;7.0;12.0
8363;Administrative fees for civil affairs;Zuid-Limburg (CR);2007;8.0;14.0
8364;Administrative fees for civil affairs;Zuid-Limburg (CR);2008;9.0;15.0
8365;Administrative fees for civil affairs;Zuid-Limburg (CR);2009;10.0;16.0
8366;Administrative fees for civil affairs;Zuid-Limburg (CR);2010;10.0;16.0
8367;Administrative fees for civil affairs;Zuid-Limburg (CR);2011;10.0;17.0
8368;Administrative fees for civil affairs;Zuid-Limburg (CR);2012;10.0;17.0
8369;Administrative fees for civil affairs;Zuid-Limburg (CR);2013;10.0;16.0
8370;Administrative fees for civil affairs;Zuid-Limburg (CR);2014;10.0;17.0
8371;Administrative fees for civil affairs;Zuid-Limburg (CR);2015;10.0;16.0
8372;Administrative fees for civil affairs;Zuid-Limburg (CR);2016;10.0;17.0
8373;Administrative fees for civil affairs;Zuid-Limburg (CR);2017;11.0;18.0
8374;Administrative fees for civil affairs;Zuid-Limburg (CR);2018;11.0;18.0
8375;Administrative fees for civil affairs;Zuid-Limburg (CR);2019;9.0;15.0
8376;Administrative fees for civil affairs;Zuid-Limburg (CR);2020;8.0;14.0
8377;Administrative fees for civil affairs;Zuid-Limburg (CR);2021;8.0;13.0
8378;Administrative fees for civil affairs;Zuid-Limburg (CR);2022;7.0;12.0
8379;Administrative fees for civil affairs;Zuid-Limburg (CR);2023;7.0;11.0
8380;Administrative fees for civil affairs;Zuid-Limburg (CR);2024;10.0;17.0
8381;Administrative fees for civil affairs;Zuid-Limburg (CR);2025;13.0;21.0
8382;Administrative fees for civil affairs;Flevoland (CR);2004;4.0;10.0
8383;Administrative fees for civil affairs;Flevoland (CR);2005;4.0;12.0
8384;Administrative fees for civil affairs;Flevoland (CR);2006;5.0;14.0
8385;Administrative fees for civil affairs;Flevoland (CR);2007;5.0;14.0
8386;Administrative fees for civil affairs;Flevoland (CR);2008;6.0;16.0
8387;Administrative fees for civil affairs;Flevoland (CR);2009;6.0;16.0
8388;Administrative fees for civil affairs;Flevoland (CR);2010;7.0;19.0
8389;Administrative fees for civil affairs;Flevoland (CR);2011;8.0;19.0
8390;Administrative fees for civil affairs;Flevoland (CR);2012;8.0;19.0
8391;Administrative fees for civil affairs;Flevoland (CR);2013;7.0;19.0
8392;Administrative fees for civil affairs;Flevoland (CR);2014;7.0;18.0
8393;Administrative fees for civil affairs;Flevoland (CR);2015;7.0;16.0
8394;Administrative fees for civil affairs;Flevoland (CR);2016;7.0;16.0
8395;Administrative fees for civil affairs;Flevoland (CR);2017;7.0;16.0
8396;Administrative fees for civil affairs;Flevoland (CR);2018;7.0;17.0
8397;Administrative fees for civil affairs;Flevoland (CR);2019;6.0;13.0
8398;Administrative fees for civil affairs;Flevoland (CR);2020;5.0;11.0
8399;Administrative fees for civil affairs;Flevoland (CR);2021;5.0;11.0
8400;Administrative fees for civil affairs;Flevoland (CR);2022;5.0;11.0
8401;Administrative fees for civil affairs;Flevoland (CR);2023;5.0;12.0
8402;Administrative fees for civil affairs;Flevoland (CR);2024;7.0;15.0
8403;Administrative fees for civil affairs;Flevoland (CR);2025;7.0;16.0
8404;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2004;1.0;17.0
8405;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2005;1.0;18.0
8406;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2006;0.0;17.0
8407;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2007;0.0;19.0
8408;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2008;0.0;21.0
8409;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2009;0.0;23.0
8410;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2010;0.0;27.0
8411;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2011;0.0;28.0
8412;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2012;0.0;28.0
8413;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2013;0.0;26.0
8414;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2014;0.0;28.0
8415;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2015;0.0;26.0
8416;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2016;0.0;27.0
8417;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2017;0.0;32.0
8418;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2018;0.0;32.0
8419;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2019;0.0;32.0
8420;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2020;0.0;30.0
8421;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2021;0.0;30.0
8422;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2022;0.0;29.0
8423;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2023;0.0;30.0
8424;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2024;0.0;31.0
8425;Administrative fees for civil affairs;Fewer than 5,000 inhabitants;2025;0.0;31.0
8426;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2004;6.0;10.0
8427;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2005;5.0;11.0
8428;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2006;5.0;11.0
8429;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2007;5.0;12.0
8430;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2008;5.0;14.0
8431;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2009;6.0;15.0
8432;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2010;5.0;16.0
8433;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2011;4.0;15.0
8434;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2012;4.0;15.0
8435;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2013;4.0;17.0
8436;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2014;4.0;16.0
8437;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2015;3.0;17.0
8438;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2016;3.0;17.0
8439;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2017;2.0;17.0
8440;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2018;2.0;17.0
8441;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2019;2.0;16.0
8442;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2020;1.0;15.0
8443;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2021;1.0;14.0
8444;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2022;1.0;12.0
8445;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2023;1.0;12.0
8446;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2024;1.0;13.0
8447;Administrative fees for civil affairs;5,000 to 9,999 inhabitants;2025;1.0;17.0
8448;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2004;24.0;10.0
8449;Administrative fees for civil affairs;10,000 to 19,999 inhabitants;2005;24.0;11.0
